Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NFLX,371.76,5.14,+105.76%,4.86,385.14,364.86,39.26%,0.481,2023-05-26,360.00P,2.41,370.00P,6.15,380.00C,2.46,390.00C,1.06,-0.0499999999999998,-0.009727626459143978
SHOP,63.16,1.06,+112.77%,0.94,65.06,60.94,53.00%,0.444,2023-05-26,60.00P,0.28,62.00P,0.67,64.00C,1.32,66.00C,0.65,-0.0519999999999999,-0.04905660377358487
TSLA,183.85,2.88,+135.85%,2.12,187.88,177.12,51.38%,0.413,2023-05-26,175.00P,1.05,180.00P,2.19,185.00C,3.6,190.00C,1.86,-0.0550000000000001,-0.01909722222222228
NIO,8.72,0.19,+61.29%,0.31,9.19,8.31,75.23%,0.477,2023-05-26,8.00P,0.06,8.50P,0.17,9.00C,0.16,9.50C,0.08,-0.0714999999999999,-0.3763157894736842
TSLA,183.85,2.87,+134.74%,2.13,190.37,179.63,51.38%,0.409,2023-05-26,177.50P,1.53,182.50P,3.1,187.50C,2.61,192.50C,1.31,-0.0849999999999999,-0.02961672473867589
NVDA,313.2,9.75,+95.12%,10.25,339.75,300.25,83.86%,0.508,2023-05-26,290.00P,2.53,310.00P,8.95,330.00C,5.1,350.00C,1.77,-0.0899999999999998,-0.009230769230769239
GOOGL,125.85,1.38,+85.19%,1.62,129.38,123.62,31.66%,0.503,2023-05-26,122.00P,0.56,125.00P,1.54,128.00C,0.65,131.00C,0.25,-0.1110000000000001,-0.08043478260869574
GOOGL,125.85,1.33,+79.64%,1.67,128.33,122.67,31.66%,0.502,2023-05-26,121.00P,0.38,124.00P,1.13,127.00C,0.92,130.00C,0.34,-0.1639999999999999,-0.1233082706766917
META,252.44,3.48,+86.57%,4.02,255.98,241.52,37.02%,0.513,2023-05-26,237.50P,0.38,245.00P,1.26,252.50C,3.95,260.00C,1.35,-0.1724999999999998,-0.0495689655172413
GOOG,126.49,1.33,+79.64%,1.67,129.33,123.67,31.75%,0.499,2023-05-26,122.00P,0.44,125.00P,1.26,128.00C,0.82,131.00C,0.31,-0.1729999999999999,-0.13007518796992476
AMD,107.17,1.94,+94.17%,2.06,112.94,105.06,52.89%,0.4679999999999999,2023-05-26,103.00P,0.64,107.00P,1.82,111.00C,1.3,115.00C,0.54,-0.188,-0.09690721649484552
UPST,25.46,1.31,+77.51%,1.69,28.31,22.69,157.03%,0.499,2023-05-26,21.00P,0.21,24.00P,0.87,27.00C,1.25,30.00C,0.6,-0.1929999999999999,-0.1473282442748091
MSFT,320.79,2.37,+90.11%,2.63,324.87,315.13,22.22%,0.484,2023-05-26,312.50P,0.69,317.50P,1.61,322.50C,2.26,327.50C,0.81,-0.2099999999999999,-0.08860759493670887
GOOGL,125.85,1.47,+58.10%,2.53,130.47,123.53,31.66%,0.574,2023-05-26,121.00P,0.38,125.00P,1.54,129.00C,0.46,133.00C,0.15,-0.2340000000000001,-0.15918367346938778
TSLA,183.85,3.34,+80.29%,4.16,188.34,174.16,51.38%,0.516,2023-05-26,170.00P,0.47,177.50P,1.52,185.00C,3.6,192.50C,1.31,-0.29,-0.08682634730538927
NVDA,313.2,9.46,+89.75%,10.54,336.96,298.04,83.86%,0.512,2023-05-26,287.50P,2.11,307.50P,7.8,327.50C,5.8,347.50C,2.03,-0.2999999999999989,-0.031712473572938604
MSFT,320.79,2.32,+86.57%,2.68,327.32,317.68,22.22%,0.469,2023-05-26,315.00P,1.06,320.00P,2.47,325.00C,1.38,330.00C,0.47,-0.3350000000000002,-0.1443965517241381
META,252.44,3.24,+76.06%,4.26,258.24,244.26,37.02%,0.523,2023-05-26,240.00P,0.57,247.50P,1.87,255.00C,2.85,262.50C,0.91,-0.3374999999999994,-0.10416666666666652
NFLX,371.76,4.86,+94.55%,5.14,382.36,362.64,39.26%,0.48,2023-05-26,357.50P,1.83,367.50P,4.95,377.50C,3.05,387.50C,1.31,-0.3399999999999998,-0.0699588477366255
ENPH,165.16,2.65,+112.77%,2.35,172.65,162.35,54.17%,0.402,2023-05-26,160.00P,1.55,165.00P,3.05,170.00C,2.12,175.00C,0.97,-0.3399999999999998,-0.12830188679245283
GOOGL,125.85,1.51,+43.27%,3.49,131.51,123.49,31.66%,0.624,2023-05-26,120.00P,0.26,125.00P,1.54,130.00C,0.33,135.00C,0.1,-0.3700000000000001,-0.2450331125827815
GOOGL,125.85,1.33,+49.81%,2.67,129.33,122.67,31.66%,0.575,2023-05-26,120.00P,0.26,124.00P,1.13,128.00C,0.65,132.00C,0.19,-0.3700000000000002,-0.2781954887218046
AMD,107.17,2.03,+68.35%,2.97,114.03,104.97,52.89%,0.515,2023-05-26,102.00P,0.48,107.00P,1.82,112.00C,1.04,117.00C,0.35,-0.395,-0.19458128078817746
NFLX,371.76,5.86,+64.11%,9.14,390.86,364.14,39.26%,0.581,2023-05-26,355.00P,1.39,370.00P,6.15,385.00C,1.57,400.00C,0.47,-0.4250000000000007,-0.0725255972696247
TSLA,183.85,3.17,+73.21%,4.33,190.67,176.83,51.38%,0.516,2023-05-26,172.50P,0.71,180.00P,2.19,187.50C,2.61,195.00C,0.92,-0.4599999999999999,-0.14511041009463724
TSLA,183.85,3.25,+76.47%,4.25,193.25,179.25,51.38%,0.504,2023-05-26,175.00P,1.05,182.50P,3.1,190.00C,1.84,197.50C,0.64,-0.4700000000000002,-0.14461538461538465
NFLX,371.76,4.68,+87.97%,5.32,379.68,360.32,39.26%,0.473,2023-05-26,355.00P,1.39,365.00P,3.9,375.00C,3.8,385.00C,1.63,-0.5900000000000003,-0.12606837606837618
NVDA,313.2,9.93,+79.00%,12.57,342.43,300.07,83.86%,0.532,2023-05-26,287.50P,2.11,310.00P,8.95,332.50C,4.45,355.00C,1.36,-0.5999999999999996,-0.06042296072507552
NFLX,371.76,6.04,+52.71%,11.46,393.54,363.96,39.26%,0.614,2023-05-26,352.50P,1.05,370.00P,6.15,387.50C,1.27,405.00C,0.33,-0.7150000000000003,-0.11837748344370864
META,252.44,3.25,+48.15%,6.75,258.25,241.75,37.02%,0.589,2023-05-26,235.00P,0.26,245.00P,1.26,255.00C,2.85,265.00C,0.6,-0.8600000000000003,-0.26461538461538475
MSFT,320.79,2.26,+43.13%,5.24,327.26,315.24,22.22%,0.578,2023-05-26,310.00P,0.45,317.50P,1.61,325.00C,1.38,332.50C,0.28,-0.9050000000000004,-0.4004424778761065
TSLA,183.85,3.17,+46.41%,6.83,190.67,174.33,51.38%,0.589,2023-05-26,167.50P,0.32,177.50P,1.52,187.50C,2.61,197.50C,0.64,-0.9400000000000004,-0.29652996845425883
AMD,107.17,2.05,+41.41%,4.95,116.05,104.95,52.89%,0.5720000000000001,2023-05-26,100.00P,0.27,107.00P,1.82,114.00C,0.66,121.00C,0.16,-0.9459999999999996,-0.4614634146341463
MSFT,320.79,2.4,+47.06%,5.1,329.9,317.6,22.22%,0.552,2023-05-26,312.50P,0.69,320.00P,2.47,327.50C,0.79,335.00C,0.17,-0.9599999999999996,-0.39999999999999986
TSLA,183.85,3.36,+50.60%,6.64,195.86,179.14,51.38%,0.5660000000000001,2023-05-26,172.50P,0.71,182.50P,3.1,192.50C,1.29,202.50C,0.32,-0.9799999999999992,-0.2916666666666666
META,252.44,3.09,+44.72%,6.91,260.59,244.41,37.02%,0.5920000000000001,2023-05-26,237.50P,0.38,247.50P,1.87,257.50C,1.99,267.50C,0.39,-0.9899999999999992,-0.32038834951456285
NFLX,371.76,4.84,+63.19%,7.66,382.34,360.16,39.26%,0.532,2023-05-26,352.50P,1.05,365.00P,3.9,377.50C,3.05,390.00C,1.06,-1.0099999999999998,-0.20867768595041322
NFLX,371.76,6.15,+44.40%,13.85,396.15,363.85,39.26%,0.639,2023-05-26,350.00P,0.79,370.00P,6.15,390.00C,1.02,410.00C,0.23,-1.069999999999999,-0.1739837398373982
TSLA,183.85,3.1,+44.93%,6.9,193.1,176.9,51.38%,0.5820000000000001,2023-05-26,170.00P,0.47,180.00P,2.19,190.00C,1.84,200.00C,0.46,-1.0799999999999992,-0.3483870967741933
TSLA,183.85,3.36,+36.76%,9.14,198.36,179.14,51.38%,0.606,2023-05-26,170.00P,0.47,182.50P,3.1,195.00C,0.9,207.50C,0.17,-1.5650000000000008,-0.46577380952380976
MSFT,320.79,2.38,+31.23%,7.62,332.38,317.62,22.22%,0.602,2023-05-26,310.00P,0.45,320.00P,2.47,330.00C,0.45,340.00C,0.09,-1.6000000000000003,-0.6722689075630254
TSLA,183.85,2.82,+29.13%,9.68,192.82,174.68,51.38%,0.6409999999999999,2023-05-26,165.00P,0.22,177.50P,1.52,190.00C,1.84,202.50C,0.32,-1.667500000000001,-0.5913120567375892
TSLA,183.85,2.93,+30.62%,9.57,195.43,177.07,51.38%,0.63,2023-05-26,167.50P,0.32,180.00P,2.19,192.50C,1.29,205.00C,0.23,-1.695,-0.5784982935153582
NFLX,371.76,6.25,+33.33%,18.75,401.25,363.75,39.26%,0.67,2023-05-26,345.00P,0.45,370.00P,6.15,395.00C,0.67,420.00C,0.12,-1.9999999999999991,-0.3199999999999999
TSLA,183.85,2.74,+22.35%,12.26,197.74,177.26,51.38%,0.6629999999999999,2023-05-26,165.00P,0.22,180.00P,2.19,195.00C,0.9,210.00C,0.13,-2.315000000000001,-0.8448905109489053
Downloaded from Barchart.com as of 05-22-2023 09:44am CDT,,,,,,,,,,,,,,,,,,,
