Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
INTC,34.71,0.66,+194.12%,0.34,35.66,33.34,50.48%,0.3289999999999999,2023-06-23,33.00P,0.38,34.00P,0.68,35.00C,1.04,36.00C,0.68,-0.011,-0.016666666666666777
INTC,34.71,0.32,+177.78%,0.18,35.32,34.18,52.20%,0.326,2023-06-16,34.00P,0.21,34.50P,0.37,35.00C,0.47,35.50C,0.31,-0.0169999999999999,-0.05312499999999993
SHOP,64.83,0.67,+203.03%,0.33,65.67,63.33,65.14%,0.293,2023-06-16,63.00P,0.45,64.00P,0.74,65.00C,1.3,66.00C,0.92,-0.037,-0.05522388059701501
MU,68.41,0.57,+132.56%,0.43,69.57,67.43,42.47%,0.377,2023-06-16,67.00P,0.3,68.00P,0.59,69.00C,0.63,70.00C,0.35,-0.053,-0.0929824561403509
MSFT,334.45,1.66,+197.62%,0.84,336.66,330.84,29.09%,0.314,2023-06-16,330.00P,0.95,332.50P,1.52,335.00C,3.15,337.50C,2.06,-0.055,-0.03313253012048187
CVNA,22.69,0.67,+203.03%,0.33,24.17,21.83,197.03%,0.272,2023-06-16,21.50P,0.75,22.50P,1.15,23.50C,1.04,24.50C,0.77,-0.0579999999999999,-0.08656716417910444
SBUX,100.28,0.55,+122.22%,0.45,101.55,99.45,26.95%,0.389,2023-06-16,99.00P,0.29,100.00P,0.56,101.00C,0.59,102.00C,0.31,-0.061,-0.11090909090909085
SHOP,64.83,0.75,+300.00%,0.25,65.75,63.25,52.02%,0.188,2023-06-23,63.00P,1.18,64.00P,1.54,65.00C,2.2,66.00C,1.81,-0.062,-0.08266666666666667
INTC,34.71,0.43,+75.44%,0.57,35.93,34.07,52.20%,0.487,2023-06-16,33.50P,0.11,34.50P,0.37,35.50C,0.3,36.50C,0.13,-0.0829999999999998,-0.1930232558139535
INTC,34.71,0.41,+69.49%,0.59,35.41,33.59,52.20%,0.505,2023-06-16,33.00P,0.06,34.00P,0.2,35.00C,0.47,36.00C,0.2,-0.0849999999999999,-0.20731707317073161
NVDA,418.93,3.49,+231.13%,1.51,423.49,411.51,52.99%,0.285,2023-06-16,410.00P,2.26,415.00P,3.6,420.00C,7.6,425.00C,5.45,-0.0850000000000003,-0.02435530085959893
CVNA,22.69,0.87,+138.10%,0.63,24.87,21.63,197.03%,0.363,2023-06-16,21.00P,0.59,22.50P,1.15,24.00C,0.87,25.50C,0.56,-0.0855,-0.09827586206896557
KR,47.22,0.65,+185.71%,0.35,48.65,46.35,97.24%,0.262,2023-06-16,46.00P,0.81,47.00P,1.17,48.00C,1.03,49.00C,0.74,-0.0879999999999999,-0.13538461538461533
CVNA,22.69,0.63,+170.27%,0.37,23.63,21.37,197.03%,0.2689999999999999,2023-06-16,21.00P,0.59,22.00P,0.92,23.00C,1.22,24.00C,0.92,-0.101,-0.16031746031746047
NVDA,418.93,5.21,+108.77%,4.79,425.21,404.79,52.99%,0.466,2023-06-16,400.00P,0.8,410.00P,2.21,420.00C,7.6,430.00C,3.8,-0.1300000000000003,-0.024952015355086378
TGT,133.3,0.65,+185.71%,0.35,133.65,131.35,42.24%,0.218,2023-06-16,131.00P,0.77,132.00P,1.04,133.00C,1.78,134.00C,1.4,-0.132,-0.20307692307692302
TGT,133.3,1.1,+122.22%,0.9,134.1,129.9,42.24%,0.3829999999999999,2023-06-16,129.00P,0.37,131.00P,0.72,133.00C,1.78,135.00C,1.03,-0.134,-0.12181818181818195
LI,33.6,0.42,+72.41%,0.58,34.42,32.58,63.33%,0.442,2023-06-16,32.00P,0.12,33.00P,0.28,34.00C,0.53,35.00C,0.27,-0.1379999999999999,-0.3285714285714286
TGT,133.3,1.08,+117.39%,0.92,135.08,130.92,42.24%,0.3829999999999999,2023-06-16,130.00P,0.53,132.00P,1.04,134.00C,1.33,136.00C,0.76,-0.154,-0.14259259259259274
MSFT,334.45,1.81,+262.32%,0.69,336.81,330.69,22.59%,0.204,2023-06-23,330.00P,2.44,332.50P,3.15,335.00C,5.15,337.50C,4.05,-0.1799999999999999,-0.0994475138121547
META,269.78,1.85,+284.62%,0.65,271.85,265.65,31.17%,0.186,2023-06-23,265.00P,2.95,267.50P,3.75,270.00C,5.6,272.50C,4.55,-0.1849999999999999,-0.09999999999999999
PDD,77.96,0.96,+92.31%,1.04,79.96,76.04,60.40%,0.426,2023-06-16,75.00P,0.29,77.00P,0.73,79.00C,1.11,81.00C,0.59,-0.188,-0.19583333333333344
AI,41.54,0.6,+150.00%,0.4,42.6,40.4,133.58%,0.211,2023-06-16,40.00P,0.85,41.00P,1.2,42.00C,1.6,43.00C,1.35,-0.1889999999999999,-0.3150000000000001
UPST,35.6,0.57,+132.56%,0.43,36.57,34.43,136.72%,0.2339999999999999,2023-06-16,34.00P,0.7,35.00P,1.05,36.00C,1.32,37.00C,1.1,-0.196,-0.34385964912280725
UPST,35.6,0.78,+108.33%,0.72,36.78,33.72,136.72%,0.332,2023-06-16,33.00P,0.4,34.50P,0.82,36.00C,1.32,37.50C,0.96,-0.2219999999999999,-0.28461538461538444
MA,373.7,1.49,+147.53%,1.01,376.49,371.01,24.88%,0.309,2023-06-16,370.00P,1.14,372.50P,1.72,375.00C,2.51,377.50C,1.6,-0.2375,-0.15939597315436244
ABNB,123.34,0.56,+127.27%,0.44,124.56,122.44,49.29%,0.185,2023-06-16,122.00P,1.05,123.00P,1.31,124.00C,1.62,125.00C,1.32,-0.2549999999999999,-0.45535714285714274
AI,41.54,0.8,+114.29%,0.7,42.8,39.7,133.58%,0.296,2023-06-16,39.00P,0.55,40.50P,0.95,42.00C,1.6,43.50C,1.2,-0.2559999999999999,-0.3199999999999999
NKE,112.36,0.86,+40.19%,2.14,113.86,109.14,32.44%,0.617,2023-06-16,107.00P,0.07,110.00P,0.25,113.00C,0.89,116.00C,0.21,-0.289,-0.336046511627907
GME,25.58,0.46,+85.19%,0.54,26.46,24.54,78.01%,0.241,2023-06-23,24.00P,0.5,25.00P,0.83,26.00C,1.12,27.00C,0.99,-0.299,-0.65
NVDA,418.93,6.7,+203.03%,3.3,426.7,403.3,46.49%,0.3,2023-06-23,400.00P,3.9,410.00P,6.7,420.00C,13.4,430.00C,9.5,-0.2999999999999998,-0.04477611940298509
SNOW,177.83,1.55,+163.16%,0.95,179.05,173.45,64.71%,0.259,2023-06-16,172.50P,1.08,175.00P,1.63,177.50C,4.1,180.00C,3.1,-0.3024999999999999,-0.1951612903225806
TGT,133.3,1.23,+69.49%,1.77,135.23,129.77,42.24%,0.489,2023-06-16,128.00P,0.26,131.00P,0.72,134.00C,1.33,137.00C,0.56,-0.303,-0.24634146341463417
SBUX,100.28,0.62,+44.93%,1.38,102.62,99.38,26.95%,0.526,2023-06-16,98.00P,0.14,100.00P,0.56,102.00C,0.29,104.00C,0.09,-0.3279999999999999,-0.5290322580645159
NVDA,418.93,8.62,+135.11%,6.38,433.62,401.38,46.49%,0.4029999999999999,2023-06-23,395.00P,2.83,410.00P,6.7,425.00C,11.3,440.00C,6.55,-0.3350000000000004,-0.03886310904872413
TGT,133.3,1.22,+68.54%,1.78,136.22,130.78,42.24%,0.479,2023-06-16,129.00P,0.37,132.00P,1.04,135.00C,0.97,138.00C,0.42,-0.3430000000000001,-0.2811475409836066
ORCL,121.33,0.81,+68.07%,1.19,122.81,119.19,36.21%,0.422,2023-06-16,118.00P,0.2,120.00P,0.5,122.00C,1.15,124.00C,0.64,-0.3459999999999998,-0.4271604938271606
SNOW,177.83,2.45,+96.08%,2.55,182.45,172.55,64.71%,0.439,2023-06-16,170.00P,0.65,175.00P,1.63,180.00C,2.97,185.00C,1.5,-0.3549999999999997,-0.14489795918367335
NVDA,418.93,6.0,+66.67%,9.0,426.0,399.0,52.99%,0.5760000000000001,2023-06-16,390.00P,0.31,405.00P,1.31,420.00C,7.6,435.00C,2.6,-0.359999999999999,-0.05999999999999989
SNOW,177.83,2.47,+97.63%,2.53,179.97,170.03,64.71%,0.434,2023-06-16,167.50P,0.39,172.50P,0.98,177.50C,4.1,182.50C,2.22,-0.3599999999999999,-0.145748987854251
NFLX,437.87,3.18,+174.73%,1.82,443.18,431.82,48.04%,0.285,2023-06-16,430.00P,2.27,435.00P,3.75,440.00C,6.25,445.00C,4.55,-0.3950000000000001,-0.12421383647798749
UPS,174.72,0.96,+62.34%,1.54,175.96,171.54,27.60%,0.455,2023-06-16,170.00P,0.18,172.50P,0.39,175.00C,1.33,177.50C,0.58,-0.4024999999999999,-0.41927083333333326
NVDA,418.93,5.05,+102.02%,4.95,430.05,409.95,52.99%,0.4529999999999999,2023-06-16,405.00P,1.35,415.00P,3.6,425.00C,5.4,435.00C,2.6,-0.4200000000000004,-0.08316831683168344
MSFT,334.45,2.18,+77.31%,2.82,339.68,330.32,29.09%,0.479,2023-06-16,327.50P,0.58,332.50P,1.52,337.50C,2.01,342.50C,0.77,-0.425,-0.19495412844036691
NVDA,418.93,8.55,+132.56%,6.45,428.55,396.45,46.49%,0.401,2023-06-23,390.00P,2.05,405.00P,5.1,420.00C,13.4,435.00C,7.9,-0.4349999999999996,-0.05087719298245603
