Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
TGT,133.3,1.98,+65.56%,3.02,136.98,128.02,31.21%,0.509,2023-06-23,125.00P,0.41,130.00P,1.22,135.00C,1.9,140.00C,0.73,-0.4750000000000001,-0.23989898989898983
NFLX,437.87,4.79,+91.94%,5.21,449.79,430.21,48.04%,0.4639999999999999,2023-06-16,425.00P,1.21,435.00P,3.75,445.00C,4.35,455.00C,2.1,-0.5700000000000003,-0.11899791231732787
TGT,133.3,1.24,+44.93%,2.76,137.24,130.76,42.24%,0.542,2023-06-16,128.00P,0.26,132.00P,1.04,136.00C,0.71,140.00C,0.25,-0.5919999999999999,-0.4774193548387094
NFLX,437.87,4.73,+89.75%,5.27,444.73,425.27,48.04%,0.4639999999999999,2023-06-16,420.00P,0.62,430.00P,2.2,440.00C,6.25,450.00C,3.1,-0.6299999999999999,-0.1331923890063425
MANU,22.98,0.15,+17.65%,0.85,23.15,21.85,179.11%,0.171,2023-06-16,21.00P,0.5,22.00P,0.55,23.00C,1.05,24.00C,0.95,-0.679,-4.526666666666666
SNOW,177.83,2.64,+54.32%,4.86,185.14,172.36,64.71%,0.537,2023-06-16,167.50P,0.39,175.00P,1.63,182.50C,2.07,190.00C,0.67,-0.8324999999999998,-0.31534090909090906
TGT,133.3,1.1,+28.21%,3.9,137.1,129.9,42.24%,0.605,2023-06-16,126.00P,0.13,131.00P,0.72,136.00C,0.71,141.00C,0.2,-0.875,-0.7954545454545452
NVDA,418.93,9.46,+89.75%,10.54,434.46,395.54,46.49%,0.478,2023-06-23,385.00P,1.49,405.00P,5.1,425.00C,11.3,445.00C,5.45,-0.9799999999999996,-0.10359408033826635
NVDA,418.93,9.53,+91.02%,10.47,429.53,390.47,46.49%,0.473,2023-06-23,380.00P,1.07,400.00P,3.75,420.00C,13.4,440.00C,6.55,-1.0100000000000016,-0.10598111227702006
NVDA,418.93,9.5,+90.48%,10.5,439.5,400.5,46.49%,0.474,2023-06-23,390.00P,2.05,410.00P,6.7,430.00C,9.4,450.00C,4.55,-1.0200000000000005,-0.10736842105263164
TGT,133.3,1.02,+20.48%,4.98,138.02,129.98,42.24%,0.644,2023-06-16,125.00P,0.09,131.00P,0.72,137.00C,0.52,143.00C,0.13,-1.116,-1.0941176470588234
NVDA,418.93,5.36,+55.60%,9.64,430.36,404.64,52.99%,0.568,2023-06-16,395.00P,0.48,410.00P,2.21,425.00C,5.4,440.00C,1.77,-1.120000000000001,-0.20895522388059717
TGT,133.3,1.18,+24.48%,4.82,139.18,130.82,42.24%,0.616,2023-06-16,126.00P,0.13,132.00P,1.04,138.00C,0.38,144.00C,0.11,-1.124,-0.9525423728813562
LULU,375.97,2.63,+35.69%,7.37,382.63,367.37,32.02%,0.609,2023-06-16,360.00P,0.23,370.00P,0.95,380.00C,2.41,390.00C,0.5,-1.2800000000000002,-0.48669201520912553
EL,191.23,1.15,+29.87%,3.85,196.15,188.85,35.93%,0.502,2023-06-16,185.00P,0.35,190.00P,1.0,195.00C,0.75,200.00C,0.25,-1.34,-1.165217391304348
NFLX,437.87,5.17,+52.59%,9.83,455.17,429.83,48.04%,0.5589999999999999,2023-06-16,420.00P,0.62,435.00P,3.75,450.00C,3.0,465.00C,0.96,-1.4450000000000007,-0.2794970986460349
SNOW,177.83,2.51,+33.51%,7.49,187.51,172.49,64.71%,0.5920000000000001,2023-06-16,165.00P,0.25,175.00P,1.63,185.00C,1.42,195.00C,0.29,-1.5699999999999994,-0.6254980079681273
NFLX,437.87,4.82,+47.35%,10.18,449.82,425.18,48.04%,0.5720000000000001,2023-06-16,415.00P,0.33,430.00P,2.2,445.00C,4.35,460.00C,1.4,-1.5999999999999992,-0.3319502074688793
TGT,133.3,1.14,+16.62%,6.86,141.14,130.86,42.24%,0.653,2023-06-16,124.00P,0.07,132.00P,1.04,140.00C,0.23,148.00C,0.06,-1.636,-1.4350877192982459
NVDA,418.93,5.28,+54.32%,9.72,435.28,409.72,52.99%,0.537,2023-06-16,400.00P,0.8,415.00P,3.6,430.00C,3.7,445.00C,1.22,-1.6649999999999996,-0.31534090909090906
NVDA,418.93,5.28,+35.87%,14.72,430.28,399.72,52.99%,0.647,2023-06-16,385.00P,0.21,405.00P,1.31,425.00C,5.4,445.00C,1.22,-1.7799999999999998,-0.3371212121212121
NVDA,418.93,9.81,+64.58%,15.19,444.81,400.19,46.49%,0.526,2023-06-23,385.00P,1.49,410.00P,6.7,435.00C,7.8,460.00C,3.2,-2.039999999999999,-0.2079510703363913
NVDA,418.93,9.63,+62.65%,15.37,439.63,395.37,46.49%,0.5329999999999999,2023-06-23,380.00P,1.07,405.00P,5.1,430.00C,9.4,455.00C,3.8,-2.045000000000001,-0.2123572170301143
SNOW,177.83,2.27,+22.19%,10.23,189.77,172.73,64.71%,0.624,2023-06-16,162.50P,0.16,175.00P,1.63,187.50C,0.94,200.00C,0.14,-2.43,-1.0704845814977975
NVDA,418.93,4.75,+31.15%,15.25,434.75,405.25,52.99%,0.624,2023-06-16,390.00P,0.31,410.00P,2.21,430.00C,3.7,450.00C,0.85,-2.77,-0.5831578947368421
NFLX,437.87,4.97,+33.07%,15.03,459.97,430.03,48.04%,0.609,2023-06-16,415.00P,0.33,435.00P,3.75,455.00C,2.02,475.00C,0.47,-2.8500000000000005,-0.5734406438631791
NVDA,418.93,9.86,+48.96%,20.14,449.86,400.14,46.49%,0.565,2023-06-23,380.00P,1.07,410.00P,6.7,440.00C,6.45,470.00C,2.22,-3.190000000000002,-0.3235294117647061
NVDA,418.93,5.06,+33.87%,14.94,440.06,409.94,52.99%,0.585,2023-06-16,395.00P,0.48,415.00P,3.6,435.00C,2.54,455.00C,0.6,-3.24,-0.640316205533597
NVDA,418.93,9.49,+46.27%,20.51,444.49,395.51,46.49%,0.575,2023-06-23,375.00P,0.77,405.00P,5.1,435.00C,7.8,465.00C,2.64,-3.2600000000000016,-0.3435194942044259
NVDA,418.93,4.26,+20.54%,20.74,434.26,400.74,52.99%,0.6940000000000001,2023-06-16,380.00P,0.15,405.00P,1.31,430.00C,3.7,455.00C,0.6,-3.3899999999999983,-0.7957746478873237
NVDA,418.93,4.1,+19.62%,20.9,439.1,405.9,52.99%,0.6609999999999999,2023-06-16,385.00P,0.21,410.00P,2.21,435.00C,2.54,460.00C,0.44,-4.375000000000002,-1.0670731707317078
NVDA,418.93,9.7,+38.34%,25.3,454.7,400.3,46.49%,0.595,2023-06-23,375.00P,0.77,410.00P,6.7,445.00C,5.35,480.00C,1.58,-4.475000000000001,-0.4613402061855672
NVDA,418.93,3.41,+12.82%,26.59,438.41,401.59,52.99%,0.731,2023-06-16,375.00P,0.11,405.00P,1.31,435.00C,2.54,465.00C,0.33,-4.66,-1.366568914956012
NVDA,418.93,4.69,+23.09%,20.31,444.69,410.31,52.99%,0.611,2023-06-16,390.00P,0.31,415.00P,3.6,440.00C,1.73,465.00C,0.33,-5.034999999999999,-1.073560767590618
NVDA,418.93,3.54,+13.38%,26.46,443.54,406.46,52.99%,0.687,2023-06-16,380.00P,0.15,410.00P,2.21,440.00C,1.73,470.00C,0.25,-5.849999999999999,-1.6525423728813555
NVDA,418.93,4.37,+17.05%,25.63,449.37,410.63,52.99%,0.627,2023-06-16,385.00P,0.21,415.00P,3.6,445.00C,1.18,475.00C,0.2,-6.819999999999999,-1.560640732265446
NVDA,418.93,3.12,+9.79%,31.88,448.12,406.88,52.99%,0.703,2023-06-16,375.00P,0.11,410.00P,2.21,445.00C,1.18,480.00C,0.16,-7.275,-2.331730769230769
NVDA,418.93,4.13,+13.38%,30.87,454.13,410.87,52.99%,0.635,2023-06-16,380.00P,0.15,415.00P,3.6,450.00C,0.81,485.00C,0.13,-8.645,-2.0932203389830506
NVDA,418.93,3.97,+11.02%,36.03,458.97,411.03,52.99%,0.639,2023-06-16,375.00P,0.11,415.00P,3.6,455.00C,0.57,495.00C,0.09,-10.47,-2.6372795969773293
Downloaded from Barchart.com as of 06-14-2023 02:06pm CDT,,,,,,,,,,,,,,,,,,,
