Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
WFC,42.63,0.31,+163.16%,0.19,43.31,42.19,33.27%,0.335,2023-06-16,42.00P,0.3,42.50P,0.48,43.00C,0.32,43.50C,0.19,-0.0225,-0.07258064516129034
C,48.97,0.32,+177.78%,0.18,49.32,48.18,31.62%,0.313,2023-06-16,48.00P,0.27,48.50P,0.42,49.00C,0.44,49.50C,0.27,-0.0235,-0.07343749999999999
BABA,87.67,0.71,+244.83%,0.29,88.71,86.29,45.44%,0.263,2023-06-16,86.00P,0.77,87.00P,1.15,88.00C,1.24,89.00C,0.91,-0.0269999999999999,-0.03802816901408444
RIVN,15.31,0.31,+163.16%,0.19,15.81,14.69,96.81%,0.324,2023-06-16,14.50P,0.25,15.00P,0.44,15.50C,0.39,16.00C,0.27,-0.0279999999999999,-0.09032258064516123
CHPT,9.66,0.25,+100.00%,0.25,10.25,9.25,96.03%,0.4429999999999999,2023-06-16,9.00P,0.11,9.50P,0.28,10.00C,0.17,10.50C,0.09,-0.0285,-0.11400000000000027
AMD,126.58,1.87,+165.49%,1.13,129.87,123.13,61.52%,0.367,2023-06-16,122.00P,1.49,125.00P,2.75,128.00C,1.54,131.00C,0.93,-0.0289999999999998,-0.015508021390374232
PLUG,10.86,0.3,+150.00%,0.2,11.3,10.2,129.28%,0.336,2023-06-16,10.00P,0.17,10.50P,0.34,11.00C,0.41,11.50C,0.28,-0.032,-0.10666666666666663
CVNA,23.46,1.23,+159.74%,0.77,26.23,21.77,213.92%,0.368,2023-06-16,21.00P,0.77,23.00P,1.57,25.00C,1.24,27.00C,0.81,-0.034,-0.027642276422764237
TSLA,257.21,3.46,+224.68%,1.54,260.96,249.04,66.01%,0.301,2023-06-16,247.50P,2.49,252.50P,4.2,257.50C,5.6,262.50C,3.85,-0.0350000000000001,-0.010115606936416225
HAL,33.09,0.48,+92.31%,0.52,34.48,32.52,48.11%,0.482,2023-06-16,32.00P,0.23,33.00P,0.61,34.00C,0.19,35.00C,0.09,-0.038,-0.07916666666666675
SBUX,99.07,0.56,+127.27%,0.44,100.56,98.44,21.97%,0.3989999999999999,2023-06-16,98.00P,0.39,99.00P,0.73,100.00C,0.41,101.00C,0.19,-0.041,-0.07321428571428576
TSM,107.53,0.73,+270.37%,0.27,108.73,106.27,43.65%,0.228,2023-06-16,106.00P,1.22,107.00P,1.68,108.00C,1.19,109.00C,0.92,-0.042,-0.057534246575342514
BABA,87.67,1.09,+119.78%,0.91,90.09,85.91,45.44%,0.434,2023-06-16,85.00P,0.47,87.00P,1.15,89.00C,0.9,91.00C,0.49,-0.042,-0.03853211009174317
JPM,142.29,0.62,+163.16%,0.38,143.62,141.38,20.06%,0.3329999999999999,2023-06-16,141.00P,0.66,142.00P,1.01,143.00C,0.62,144.00C,0.35,-0.047,-0.07580645161290332
TSLA,257.21,5.15,+106.19%,4.85,270.15,249.85,66.01%,0.48,2023-06-16,245.00P,1.87,255.00P,5.35,265.00C,3.05,275.00C,1.38,-0.0499999999999998,-0.009708737864077633
MRVL,62.5,0.65,+185.71%,0.35,63.65,61.35,52.86%,0.299,2023-06-16,61.00P,0.62,62.00P,0.99,63.00C,0.9,64.00C,0.62,-0.051,-0.07846153846153843
RIVN,15.31,0.44,+78.57%,0.56,16.44,14.56,96.81%,0.508,2023-06-16,14.00P,0.13,15.00P,0.44,16.00C,0.26,17.00C,0.13,-0.052,-0.1181818181818182
TSM,107.53,1.64,+69.49%,2.36,112.64,105.36,43.65%,0.5760000000000001,2023-06-16,103.00P,0.34,107.00P,1.68,111.00C,0.47,115.00C,0.17,-0.0559999999999997,-0.034146341463414415
AMD,126.58,1.85,+160.87%,1.15,128.85,122.15,61.52%,0.364,2023-06-16,121.00P,1.16,124.00P,2.27,127.00C,1.87,130.00C,1.13,-0.0579999999999999,-0.031351351351351316
PTON,9.49,0.23,+85.19%,0.27,9.73,8.77,104.72%,0.401,2023-06-16,8.50P,0.07,9.00P,0.17,9.50C,0.3,10.00C,0.17,-0.0695,-0.3021739130434782
MSFT,333.81,2.55,+104.08%,2.45,340.05,329.95,25.83%,0.476,2023-06-16,327.50P,1.18,332.50P,2.81,337.50C,1.46,342.50C,0.54,-0.07,-0.027450980392156984
MRVL,62.5,0.35,+233.33%,0.15,63.35,62.15,52.86%,0.158,2023-06-16,62.00P,1.03,62.50P,1.25,63.00C,0.9,63.50C,0.77,-0.071,-0.20285714285714282
PARA,16.71,0.21,+72.41%,0.29,17.21,16.29,52.45%,0.436,2023-06-16,16.00P,0.1,16.50P,0.23,17.00C,0.17,17.50C,0.09,-0.072,-0.3428571428571429
AAPL,183.02,1.22,+95.31%,1.28,186.22,181.28,22.50%,0.483,2023-06-16,180.00P,0.56,182.50P,1.34,185.00C,0.64,187.50C,0.2,-0.0725,-0.05942622950819678
WFC,42.63,0.42,+72.41%,0.58,43.92,42.08,33.27%,0.505,2023-06-16,41.50P,0.17,42.50P,0.48,43.50C,0.18,44.50C,0.07,-0.0749999999999999,-0.17857142857142855
NVDA,405.59,5.57,+125.73%,4.43,415.57,394.43,49.96%,0.435,2023-06-16,390.00P,1.98,400.00P,4.95,410.00C,5.1,420.00C,2.5,-0.0799999999999996,-0.014362657091561811
TSM,107.53,1.15,+135.29%,0.85,109.15,104.85,43.65%,0.385,2023-06-16,104.00P,0.54,106.00P,1.18,108.00C,1.19,110.00C,0.68,-0.0799999999999999,-0.06956521739130435
TSLA,257.21,4.39,+141.16%,3.11,264.39,248.11,66.01%,0.4039999999999999,2023-06-16,245.00P,1.87,252.50P,4.2,260.00C,4.6,267.50C,2.54,-0.0800000000000003,-0.018223234624146
BYND,14.18,0.61,+156.41%,0.39,15.61,13.39,211.44%,0.309,2023-06-16,13.00P,0.54,14.00P,0.99,15.00C,0.74,16.00C,0.58,-0.081,-0.13278688524590165
MRVL,62.5,0.34,+212.50%,0.16,62.84,61.66,52.86%,0.156,2023-06-16,61.50P,0.8,62.00P,0.99,62.50C,1.1,63.00C,0.95,-0.0819999999999999,-0.24117647058823527
MRVL,62.5,0.96,+92.31%,1.04,64.96,61.04,52.86%,0.479,2023-06-16,60.00P,0.35,62.00P,0.99,64.00C,0.58,66.00C,0.26,-0.082,-0.08541666666666672
AMD,126.58,2.14,+115.05%,1.86,130.14,121.86,61.52%,0.4429999999999999,2023-06-16,120.00P,0.88,124.00P,2.27,128.00C,1.54,132.00C,0.79,-0.0880000000000001,-0.04112149532710303
SNOW,172.57,1.78,+247.22%,0.72,176.78,170.72,60.62%,0.247,2023-06-16,170.00P,2.82,172.50P,3.9,175.00C,2.51,177.50C,1.81,-0.1024999999999999,-0.05758426966292132
FCX,39.78,0.43,+75.44%,0.57,40.43,38.57,41.11%,0.465,2023-06-16,38.00P,0.1,39.00P,0.29,40.00C,0.43,41.00C,0.19,-0.1049999999999999,-0.24418604651162779
NVDA,405.59,6.93,+85.87%,8.07,426.93,398.07,49.96%,0.531,2023-06-16,390.00P,1.98,405.00P,7.25,420.00C,2.45,435.00C,0.79,-0.1049999999999999,-0.01515151515151507
UPST,36.45,1.14,+132.56%,0.86,38.14,33.86,132.77%,0.377,2023-06-16,33.00P,0.37,35.00P,1.0,37.00C,1.49,39.00C,0.98,-0.1060000000000001,-0.0929824561403509
AMD,126.58,2.35,+88.68%,2.65,131.35,121.65,61.52%,0.508,2023-06-16,119.00P,0.66,124.00P,2.27,129.00C,1.29,134.00C,0.55,-0.1099999999999998,-0.046808510638297864
INTC,33.59,0.39,+63.93%,0.61,34.39,32.61,43.49%,0.498,2023-06-16,32.00P,0.09,33.00P,0.3,34.00C,0.31,35.00C,0.13,-0.1119999999999999,-0.28717948717948716
CVNA,23.46,1.32,+111.86%,1.18,26.32,21.18,213.92%,0.424,2023-06-16,20.00P,0.51,22.50P,1.32,25.00C,1.24,27.50C,0.73,-0.1200000000000001,-0.0909090909090909
CVNA,23.46,0.94,+167.86%,0.56,24.94,21.56,213.92%,0.292,2023-06-16,21.00P,0.77,22.50P,1.32,24.00C,1.55,25.50C,1.16,-0.122,-0.12978723404255324
UPST,36.45,1.28,+104.92%,1.22,38.78,33.72,132.77%,0.4379999999999999,2023-06-16,32.50P,0.27,35.00P,1.0,37.50C,1.32,40.00C,0.77,-0.1250000000000001,-0.09765625000000015
CVNA,23.46,0.67,+203.03%,0.33,24.67,22.33,213.92%,0.203,2023-06-16,22.00P,1.14,23.00P,1.57,24.00C,1.55,25.00C,1.31,-0.1269999999999999,-0.1895522388059701
MMM,102.71,0.92,+85.19%,1.08,104.92,101.08,32.88%,0.467,2023-06-16,100.00P,0.39,102.00P,0.98,104.00C,0.58,106.00C,0.25,-0.1459999999999999,-0.1586956521739129
UPST,36.45,1.37,+84.05%,1.63,39.37,33.63,132.77%,0.487,2023-06-16,32.00P,0.2,35.00P,1.0,38.00C,1.17,41.00C,0.6,-0.1689999999999997,-0.12335766423357657
TSM,107.53,1.71,+51.98%,3.29,113.71,105.29,43.65%,0.624,2023-06-16,102.00P,0.21,107.00P,1.68,112.00C,0.35,117.00C,0.11,-0.1699999999999999,-0.09941520467836264
TSM,107.53,1.34,+80.72%,1.66,110.34,104.66,43.65%,0.496,2023-06-16,103.00P,0.34,106.00P,1.18,109.00C,0.88,112.00C,0.38,-0.1719999999999999,-0.12835820895522385
JPM,142.29,0.82,+69.49%,1.18,144.82,141.18,20.06%,0.5,2023-06-16,140.00P,0.41,142.00P,1.01,144.00C,0.33,146.00C,0.11,-0.18,-0.2195121951219512
AMD,126.58,2.09,+109.42%,1.91,129.09,120.91,61.52%,0.432,2023-06-16,119.00P,0.66,123.00P,1.81,127.00C,1.87,131.00C,0.93,-0.1819999999999998,-0.08708133971291872
CVNA,23.46,1.09,+119.78%,0.91,25.09,20.91,213.92%,0.359,2023-06-16,20.00P,0.51,22.00P,1.09,24.00C,1.55,26.00C,1.04,-0.192,-0.17614678899082573
ORCL,117.31,1.02,+104.08%,0.98,120.02,115.98,36.49%,0.39,2023-06-16,115.00P,0.62,117.00P,1.22,119.00C,0.98,121.00C,0.56,-0.1999999999999999,-0.19607843137254896
PACW,8.6,0.15,+42.86%,0.35,9.15,8.35,130.32%,0.299,2023-06-16,8.00P,0.25,8.50P,0.35,9.00C,0.2,9.50C,0.15,-0.2005,-1.336666666666667
UPS,173.34,1.11,+79.86%,1.39,176.11,171.39,23.43%,0.475,2023-06-16,170.00P,0.6,172.50P,1.29,175.00C,0.63,177.50C,0.21,-0.2025,-0.18243243243243237
DIS,94.22,0.72,+56.25%,1.28,95.72,92.28,27.50%,0.535,2023-06-16,91.00P,0.15,93.00P,0.5,95.00C,0.54,97.00C,0.17,-0.2099999999999999,-0.2916666666666666
COST,521.9,2.61,+109.21%,2.39,527.61,517.39,19.10%,0.427,2023-06-16,515.00P,1.63,520.00P,3.15,525.00C,1.86,530.00C,0.77,-0.2549999999999999,-0.09770114942528739
BYND,14.18,0.64,+74.42%,0.86,15.14,12.36,211.44%,0.397,2023-06-16,11.50P,0.12,13.00P,0.46,14.50C,0.88,16.00C,0.58,-0.2644999999999999,-0.41328125
AMD,126.58,2.52,+56.25%,4.48,133.52,121.48,61.52%,0.6,2023-06-16,117.00P,0.38,124.00P,2.27,131.00C,0.9,138.00C,0.27,-0.2800000000000002,-0.11111111111111122
UPST,36.45,1.44,+56.25%,2.56,40.44,33.56,132.77%,0.56,2023-06-16,31.00P,0.12,35.00P,1.0,39.00C,0.92,43.00C,0.36,-0.3199999999999998,-0.22222222222222202
TSM,107.53,1.39,+53.26%,2.61,111.39,104.61,43.65%,0.57,2023-06-16,102.00P,0.21,106.00P,1.18,110.00C,0.64,114.00C,0.22,-0.3300000000000002,-0.2374100719424463
GME,27.07,0.55,+57.89%,0.95,28.05,25.45,100.80%,0.402,2023-06-16,24.50P,0.15,26.00P,0.5,27.50C,0.69,29.00C,0.49,-0.3469999999999999,-0.6309090909090908
AMGN,221.19,1.19,+90.84%,1.31,223.69,218.81,24.44%,0.381,2023-06-16,217.50P,0.73,220.00P,1.34,222.50C,1.28,225.00C,0.7,-0.3575,-0.3004201680672269
MS,88.73,0.66,+35.87%,1.84,90.66,86.84,28.74%,0.591,2023-06-16,85.00P,0.11,87.50P,0.49,90.00C,0.37,92.50C,0.09,-0.3625000000000001,-0.5492424242424244
AMD,126.58,2.18,+77.31%,2.82,130.18,120.82,61.52%,0.491,2023-06-16,118.00P,0.5,123.00P,1.81,128.00C,1.54,133.00C,0.67,-0.3649999999999997,-0.16743119266055034
ORCL,117.31,1.11,+58.73%,1.89,120.11,114.89,36.49%,0.498,2023-06-16,113.00P,0.29,116.00P,0.84,119.00C,0.98,122.00C,0.42,-0.3959999999999999,-0.35675675675675655
ORCL,117.31,1.12,+59.57%,1.88,119.12,113.88,36.49%,0.493,2023-06-16,112.00P,0.21,115.00P,0.55,118.00C,1.34,121.00C,0.56,-0.4009999999999999,-0.35803571428571423
UPST,36.45,1.21,+67.60%,1.79,38.21,32.79,132.77%,0.4629999999999999,2023-06-16,31.00P,0.12,34.00P,0.61,37.00C,1.49,40.00C,0.77,-0.4010000000000001,-0.3314049586776862
GS,342.7,2.25,+81.82%,2.75,347.25,337.75,24.54%,0.467,2023-06-16,335.00P,0.95,340.00P,2.11,345.00C,1.82,350.00C,0.73,-0.4149999999999998,-0.18444444444444427
GME,27.07,0.61,+43.88%,1.39,28.61,25.39,100.80%,0.486,2023-06-16,24.00P,0.1,26.00P,0.5,28.00C,0.56,30.00C,0.35,-0.418,-0.6852459016393442
AMD,126.58,2.26,+60.43%,3.74,131.26,120.74,61.52%,0.544,2023-06-16,117.00P,0.38,123.00P,1.81,129.00C,1.29,135.00C,0.46,-0.476,-0.2106194690265487
BIDU,143.4,2.19,+77.94%,2.81,147.19,137.81,58.35%,0.4629999999999999,2023-06-16,135.00P,0.49,140.00P,1.54,145.00C,2.22,150.00C,1.08,-0.4950000000000003,-0.22602739726027432
MSFT,333.81,2.73,+57.23%,4.77,342.73,329.77,25.83%,0.568,2023-06-16,325.00P,0.76,332.50P,2.81,340.00C,0.89,347.50C,0.21,-0.5100000000000005,-0.18681318681318684
UPST,36.45,1.43,+40.06%,3.57,41.43,33.57,132.77%,0.609,2023-06-16,30.00P,0.07,35.00P,1.0,40.00C,0.72,45.00C,0.22,-0.525,-0.36713286713286714
ORCL,117.31,1.24,+44.93%,2.76,122.24,115.76,36.49%,0.55,2023-06-16,113.00P,0.29,117.00P,1.22,121.00C,0.5,125.00C,0.19,-0.5599999999999997,-0.45161290322580616
AMD,126.58,2.31,+49.25%,4.69,132.31,120.69,61.52%,0.59,2023-06-16,116.00P,0.27,123.00P,1.81,130.00C,1.1,137.00C,0.33,-0.5600000000000003,-0.24242424242424257
TSLA,257.21,5.75,+62.16%,9.25,275.75,249.25,66.01%,0.578,2023-06-16,240.00P,1.03,255.00P,5.35,270.00C,2.06,285.00C,0.63,-0.5800000000000005,-0.10086956521739143
ORCL,117.31,1.16,+40.85%,2.84,119.16,112.84,36.49%,0.562,2023-06-16,110.00P,0.13,114.00P,0.37,118.00C,1.34,122.00C,0.42,-0.5919999999999996,-0.5103448275862067
MRNA,127.67,1.82,+57.23%,3.18,131.82,123.18,53.66%,0.514,2023-06-16,120.00P,0.27,125.00P,1.19,130.00C,1.59,135.00C,0.69,-0.6099999999999999,-0.3351648351648352
TSLA,257.21,4.77,+91.20%,5.23,262.27,242.73,66.01%,0.461,2023-06-16,237.50P,0.76,247.50P,2.47,257.50C,5.6,267.50C,2.54,-0.6199999999999997,-0.12997903563941296
NFLX,434.9,5.11,+104.50%,4.89,440.11,419.89,44.34%,0.425,2023-06-16,415.00P,1.14,425.00P,3.2,435.00C,6.3,445.00C,3.25,-0.6399999999999992,-0.12524461839530326
ORCL,117.31,1.07,+36.52%,2.93,120.07,113.93,36.49%,0.5710000000000001,2023-06-16,111.00P,0.16,115.00P,0.55,119.00C,0.98,123.00C,0.3,-0.6459999999999998,-0.6037383177570091
TSM,107.53,1.36,+29.31%,4.64,113.36,104.64,43.65%,0.6629999999999999,2023-06-16,100.00P,0.08,106.00P,1.18,112.00C,0.35,118.00C,0.09,-0.6620000000000003,-0.48676470588235315
ORCL,117.31,1.08,+36.99%,2.92,121.08,114.92,36.49%,0.564,2023-06-16,112.00P,0.21,116.00P,0.84,120.00C,0.69,124.00C,0.24,-0.664,-0.6148148148148149
TSLA,257.21,5.09,+68.69%,7.41,270.09,247.41,66.01%,0.535,2023-06-16,240.00P,1.03,252.50P,4.2,265.00C,3.05,277.50C,1.13,-0.7224999999999997,-0.1419449901768173
ORCL,117.31,1.2,+31.58%,3.8,119.2,111.8,36.49%,0.613,2023-06-16,108.00P,0.09,113.00P,0.25,118.00C,1.34,123.00C,0.3,-0.735,-0.6125
ORCL,117.31,1.25,+33.33%,3.75,123.25,115.75,36.49%,0.589,2023-06-16,112.00P,0.21,117.00P,1.22,122.00C,0.37,127.00C,0.13,-0.8050000000000003,-0.6440000000000002
NVDA,405.59,6.12,+68.92%,8.88,421.12,393.88,49.96%,0.5379999999999999,2023-06-16,385.00P,1.21,400.00P,4.95,415.00C,3.55,430.00C,1.17,-0.8100000000000018,-0.13235294117647087
ORCL,117.31,1.01,+25.31%,3.99,120.01,112.99,36.49%,0.626,2023-06-16,109.00P,0.1,114.00P,0.37,119.00C,0.98,124.00C,0.24,-0.8600000000000001,-0.8514851485148516
NVDA,405.59,7.33,+57.85%,12.67,432.33,397.67,49.96%,0.589,2023-06-16,385.00P,1.21,405.00P,7.25,425.00C,1.67,445.00C,0.38,-0.8900000000000006,-0.12141882673942707
ORCL,117.31,1.21,+25.26%,4.79,119.21,110.79,36.49%,0.644,2023-06-16,106.00P,0.07,112.00P,0.18,118.00C,1.34,124.00C,0.24,-0.9259999999999998,-0.7652892561983471
ORCL,117.31,0.92,+22.55%,4.08,120.92,114.08,36.49%,0.621,2023-06-16,110.00P,0.13,115.00P,0.55,120.00C,0.69,125.00C,0.19,-0.975,-1.059782608695652
ORCL,117.31,0.96,+19.05%,5.04,119.96,112.04,36.49%,0.6679999999999999,2023-06-16,107.00P,0.08,113.00P,0.25,119.00C,0.98,125.00C,0.19,-1.0320000000000005,-1.0750000000000006
MSFT,333.81,2.73,+37.55%,7.27,345.23,329.77,25.83%,0.623,2023-06-16,322.50P,0.5,332.50P,2.81,342.50C,0.52,352.50C,0.1,-1.04,-0.3809523809523808
ORCL,117.31,1.25,+26.32%,4.75,124.25,115.75,36.49%,0.616,2023-06-16,111.00P,0.16,117.00P,1.22,123.00C,0.28,129.00C,0.09,-1.054,-0.8432000000000002
ORCL,117.31,0.82,+15.83%,5.18,120.82,113.18,36.49%,0.674,2023-06-16,108.00P,0.09,114.00P,0.37,120.00C,0.69,126.00C,0.15,-1.1359999999999997,-1.3853658536585365
ORCL,117.31,0.97,+19.28%,5.03,122.97,115.03,36.49%,0.6459999999999999,2023-06-16,110.00P,0.13,116.00P,0.84,122.00C,0.37,128.00C,0.11,-1.1540000000000008,-1.1896907216494852
ORCL,117.31,0.82,+15.83%,5.18,121.82,114.18,36.49%,0.6659999999999999,2023-06-16,109.00P,0.1,115.00P,0.55,121.00C,0.5,127.00C,0.13,-1.1840000000000004,-1.4439024390243909
ORCL,117.31,0.74,+11.82%,6.26,120.74,112.26,36.49%,0.716,2023-06-16,106.00P,0.07,113.00P,0.25,120.00C,0.69,127.00C,0.13,-1.2480000000000002,-1.6864864864864866
NVDA,405.59,5.82,+63.40%,9.18,415.82,389.18,49.96%,0.528,2023-06-16,380.00P,0.72,395.00P,3.15,410.00C,5.1,425.00C,1.71,-1.2599999999999998,-0.21649484536082456
ORCL,117.31,0.68,+10.76%,6.32,121.68,113.32,36.49%,0.718,2023-06-16,107.00P,0.08,114.00P,0.37,121.00C,0.5,128.00C,0.11,-1.2940000000000005,-1.9029411764705886
ORCL,117.31,0.6,+8.11%,7.4,121.6,112.4,36.49%,0.763,2023-06-16,105.00P,0.06,113.00P,0.25,121.00C,0.5,129.00C,0.09,-1.296,-2.16
ORCL,117.31,1.24,+21.53%,5.76,125.24,115.76,36.49%,0.632,2023-06-16,110.00P,0.13,117.00P,1.22,124.00C,0.22,131.00C,0.07,-1.336,-1.0774193548387094
ORCL,117.31,0.94,+15.51%,6.06,123.94,115.06,36.49%,0.6729999999999999,2023-06-16,109.00P,0.1,116.00P,0.84,123.00C,0.28,130.00C,0.08,-1.3490000000000006,-1.4351063829787238
ORCL,117.31,0.74,+11.82%,6.26,122.74,114.26,36.49%,0.701,2023-06-16,108.00P,0.09,115.00P,0.55,122.00C,0.37,129.00C,0.09,-1.3530000000000002,-1.8283783783783785
ORCL,117.31,0.59,+7.96%,7.41,122.59,113.41,36.49%,0.755,2023-06-16,106.00P,0.07,114.00P,0.37,122.00C,0.37,130.00C,0.08,-1.37,-2.322033898305085
NFLX,434.9,5.44,+56.90%,9.56,445.44,419.56,44.34%,0.5379999999999999,2023-06-16,410.00P,0.65,425.00P,3.2,440.00C,4.45,455.00C,1.56,-1.4900000000000009,-0.2738970588235296
ORCL,117.31,0.68,+9.29%,7.32,123.68,114.32,36.49%,0.728,2023-06-16,107.00P,0.08,115.00P,0.55,123.00C,0.28,131.00C,0.07,-1.496,-2.2
TSLA,257.21,5.86,+41.44%,14.14,280.86,249.14,66.01%,0.632,2023-06-16,235.00P,0.56,255.00P,5.35,275.00C,1.37,295.00C,0.3,-1.5,-0.25597269624573377
BIDU,143.4,2.05,+25.79%,7.95,152.05,137.95,58.35%,0.634,2023-06-16,130.00P,0.17,140.00P,1.54,150.00C,1.0,160.00C,0.32,-1.61,-0.7853658536585365
ORCL,117.31,1.23,+18.17%,6.77,126.23,115.77,36.49%,0.642,2023-06-16,109.00P,0.1,117.00P,1.22,125.00C,0.17,133.00C,0.06,-1.634,-1.3284552845528455
ORCL,117.31,0.64,+7.66%,8.36,124.64,114.36,36.49%,0.746,2023-06-16,106.00P,0.07,115.00P,0.55,124.00C,0.22,133.00C,0.06,-1.646,-2.571875
NVDA,405.59,6.13,+44.20%,13.87,426.13,393.87,49.96%,0.604,2023-06-16,380.00P,0.72,400.00P,4.95,420.00C,2.45,440.00C,0.55,-1.79,-0.2920065252854812
TSLA,257.21,4.67,+45.21%,10.33,267.17,242.83,66.01%,0.569,2023-06-16,232.50P,0.42,247.50P,2.47,262.50C,3.75,277.50C,1.13,-1.7950000000000004,-0.38436830835117786
NVDA,405.59,7.47,+42.61%,17.53,437.47,397.53,49.96%,0.624,2023-06-16,380.00P,0.72,405.00P,7.25,430.00C,1.14,455.00C,0.2,-1.9300000000000008,-0.25836680053547534
TSLA,257.21,5.83,+34.97%,16.67,283.33,249.17,66.01%,0.649,2023-06-16,232.50P,0.42,255.00P,5.35,277.50C,1.11,300.00C,0.21,-2.0675000000000003,-0.35463121783876494
NVDA,405.59,5.47,+37.65%,14.53,420.47,389.53,49.96%,0.601,2023-06-16,375.00P,0.44,395.00P,3.15,415.00C,3.55,435.00C,0.79,-2.51,-0.45886654478976246
NFLX,434.9,5.15,+34.68%,14.85,450.15,419.85,44.34%,0.614,2023-06-16,405.00P,0.38,425.00P,3.2,445.00C,3.1,465.00C,0.77,-2.57,-0.4990291262135922
