Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,Exp Type,ExpectedValue,KellyCriterion
INTC,32.93,0.38,+316.67%,0.12,33.38,32.12,57.40%,0.25,2023-06-16,32.00P,0.34,32.50P,0.51,33.00C,0.85,33.50C,0.64,monthly,0.005,0.013157894736842127
MU,67.11,0.7,+233.33%,0.3,68.7,66.3,43.74%,0.3,2023-06-16,66.00P,0.63,67.00P,1.0,68.00C,0.99,69.00C,0.66,monthly,0.0,4.7580986769649563e-17
INTC,32.93,0.58,+138.10%,0.42,34.08,31.92,57.40%,0.414,2023-06-16,31.50P,0.22,32.50P,0.51,33.50C,0.63,34.50C,0.34,monthly,-0.006,-0.01034482758620694
AMZN,126.49,0.79,+376.19%,0.21,127.79,125.21,38.20%,0.201,2023-06-16,125.00P,1.25,126.00P,1.63,127.00C,1.92,128.00C,1.51,monthly,-0.0089999999999999,-0.011392405063291098
C,48.28,0.34,+212.50%,0.16,48.84,47.66,30.61%,0.297,2023-06-16,47.50P,0.27,48.00P,0.4,48.50C,0.6,49.00C,0.39,monthly,-0.0115,-0.033823529411764766
SOFI,9.14,0.3,+150.00%,0.2,9.8,8.7,116.40%,0.374,2023-06-16,8.50P,0.16,9.00P,0.33,9.50C,0.33,10.00C,0.2,monthly,-0.013,-0.043333333333333376
AMD,128.7,3.02,+152.53%,1.98,134.02,122.98,79.71%,0.3929999999999999,2023-06-16,121.00P,1.06,126.00P,2.64,131.00C,3.6,136.00C,2.16,monthly,-0.0150000000000001,-0.004966887417218684
AMD,128.7,2.64,+194.12%,1.36,132.64,123.36,79.71%,0.335,2023-06-16,122.00P,1.31,126.00P,2.64,130.00C,4.0,134.00C,2.69,monthly,-0.02,-0.007575757575757549
UPST,33.92,1.5,+100.00%,1.5,37.5,31.5,124.87%,0.493,2023-06-16,30.00P,0.28,33.00P,1.28,36.00C,1.06,39.00C,0.56,monthly,-0.0209999999999999,-0.014000000000000012
INTC,32.93,0.57,+132.56%,0.43,33.57,31.43,57.40%,0.407,2023-06-16,31.00P,0.14,32.00P,0.33,33.00C,0.85,34.00C,0.47,monthly,-0.0229999999999999,-0.040350877192982464
AMD,128.7,2.64,+194.12%,1.36,131.64,122.36,79.71%,0.3339999999999999,2023-06-16,121.00P,1.06,125.00P,2.24,129.00C,4.45,133.00C,2.99,monthly,-0.0240000000000001,-0.009090909090909288
MA,374.61,2.84,+131.48%,2.16,377.84,367.16,23.66%,0.427,2023-06-16,365.00P,0.8,370.00P,1.6,375.00C,3.9,380.00C,1.86,monthly,-0.0249999999999999,-0.00880281690140845
COIN,50.7,1.37,+217.46%,0.63,53.37,48.63,114.45%,0.302,2023-06-16,48.00P,1.37,50.00P,2.1,52.00C,1.74,54.00C,1.1,monthly,-0.0259999999999999,-0.01897810218978095
UPST,33.92,1.21,+153.17%,0.79,36.21,31.79,124.87%,0.381,2023-06-16,31.00P,0.51,33.00P,1.28,35.00C,1.33,37.00C,0.89,monthly,-0.028,-0.023140495867768573
PLUG,10.21,0.32,+177.78%,0.18,10.82,9.68,139.69%,0.297,2023-06-16,9.50P,0.25,10.00P,0.44,10.50C,0.5,11.00C,0.37,monthly,-0.0315,-0.09843750000000002
GM,36.69,0.32,+177.78%,0.18,37.32,36.18,39.38%,0.293,2023-06-16,36.00P,0.28,36.50P,0.42,37.00C,0.54,37.50C,0.36,monthly,-0.0335,-0.10468750000000006
QCOM,121.62,1.56,+108.33%,1.44,123.56,117.44,37.78%,0.467,2023-06-16,116.00P,0.24,119.00P,0.73,122.00C,1.95,125.00C,0.88,monthly,-0.0389999999999998,-0.024999999999999804
TSLA,249.98,4.7,+167.86%,2.8,254.7,237.8,66.77%,0.368,2023-06-16,235.00P,1.65,242.50P,3.5,250.00C,7.25,257.50C,4.4,monthly,-0.0399999999999998,-0.00851063829787231
AMD,128.7,1.58,+376.19%,0.42,130.58,125.42,79.71%,0.19,2023-06-16,125.00P,2.27,127.00P,3.1,129.00C,4.45,131.00C,3.7,monthly,-0.0399999999999999,-0.025316455696202528
AMD,128.7,4.1,+83.67%,4.9,141.1,123.9,79.71%,0.54,2023-06-16,119.00P,0.69,128.00P,3.6,137.00C,1.91,146.00C,0.72,monthly,-0.04,-0.009756097560975662
MRVL,61.96,0.7,+233.33%,0.3,62.7,60.3,55.99%,0.259,2023-06-16,60.00P,0.59,61.00P,0.9,62.00C,1.51,63.00C,1.12,monthly,-0.041,-0.05857142857142854
AMD,128.7,2.15,+252.94%,0.85,131.15,123.85,79.71%,0.267,2023-06-16,123.00P,1.59,126.00P,2.64,129.00C,4.45,132.00C,3.35,monthly,-0.0489999999999999,-0.022790697674418596
UPST,33.92,0.99,+194.12%,0.51,35.49,32.01,124.87%,0.307,2023-06-16,31.50P,0.67,33.00P,1.28,34.50C,1.49,36.00C,1.11,monthly,-0.0495,-0.05000000000000005
AMZN,126.49,1.6,+114.29%,1.4,130.6,124.4,38.20%,0.45,2023-06-16,123.00P,0.68,126.00P,1.63,129.00C,1.14,132.00C,0.49,monthly,-0.0499999999999999,-0.031249999999999983
AMD,128.7,1.57,+365.12%,0.43,131.57,126.43,79.71%,0.1889999999999999,2023-06-16,126.00P,2.68,128.00P,3.6,130.00C,4.0,132.00C,3.35,monthly,-0.052,-0.03312101910828039
PANW,228.59,1.77,+242.47%,0.73,231.77,225.73,36.58%,0.27,2023-06-16,225.00P,1.82,227.50P,2.72,230.00C,3.0,232.50C,2.13,monthly,-0.0549999999999998,-0.031073446327683604
TSLA,249.98,4.68,+165.96%,2.82,259.68,242.82,66.77%,0.368,2023-06-16,240.00P,2.77,247.50P,5.45,255.00C,5.15,262.50C,3.15,monthly,-0.06,-0.01282051282051284
MRVL,61.96,0.37,+284.62%,0.13,62.37,61.13,55.99%,0.136,2023-06-16,61.00P,0.93,61.50P,1.11,62.00C,1.51,62.50C,1.32,monthly,-0.062,-0.1675675675675676
AMD,128.7,3.29,+121.40%,2.71,135.29,122.71,79.71%,0.441,2023-06-16,120.00P,0.86,126.00P,2.64,132.00C,3.25,138.00C,1.74,monthly,-0.0639999999999998,-0.01945288753799384
AMD,128.7,2.98,+147.53%,2.02,132.98,122.02,79.71%,0.391,2023-06-16,120.00P,0.86,125.00P,2.24,130.00C,4.0,135.00C,2.4,monthly,-0.0649999999999999,-0.021812080536912772
UPST,33.92,0.71,+244.83%,0.29,34.71,32.29,124.87%,0.217,2023-06-16,32.00P,0.86,33.00P,1.28,34.00C,1.67,35.00C,1.38,monthly,-0.073,-0.10281690140845068
DOCU,54.92,0.65,+185.71%,0.35,55.65,53.35,56.49%,0.276,2023-06-16,53.00P,0.59,54.00P,0.92,55.00C,1.14,56.00C,0.82,monthly,-0.0739999999999999,-0.11384615384615376
TSLA,249.98,2.05,+455.56%,0.45,252.05,245.45,66.77%,0.15,2023-06-16,245.00P,4.45,247.50P,5.45,250.00C,7.25,252.50C,6.2,monthly,-0.075,-0.036585365853658555
BYND,12.49,0.3,+150.00%,0.2,12.8,11.7,134.97%,0.247,2023-06-16,11.50P,0.33,12.00P,0.51,12.50C,0.62,13.00C,0.5,monthly,-0.0765,-0.25500000000000006
MRVL,61.96,1.06,+112.77%,0.94,64.06,59.94,55.99%,0.429,2023-06-16,59.00P,0.36,61.00P,0.9,63.00C,1.09,65.00C,0.57,monthly,-0.0819999999999998,-0.07735849056603764
V,225.59,1.42,+131.48%,1.08,228.92,223.58,21.56%,0.396,2023-06-16,222.50P,0.82,225.00P,1.52,227.50C,1.39,230.00C,0.67,monthly,-0.0899999999999999,-0.06338028169014089
AMD,128.7,3.78,+89.57%,4.22,138.78,123.22,79.71%,0.516,2023-06-16,119.00P,0.69,127.00P,3.1,135.00C,2.37,143.00C,1.0,monthly,-0.0919999999999998,-0.024338624338624278
UAL,51.33,0.54,+117.39%,0.46,52.54,50.46,40.25%,0.367,2023-06-16,50.00P,0.36,51.00P,0.63,52.00C,0.6,53.00C,0.33,monthly,-0.0929999999999999,-0.1722222222222222
TSM,107.32,1.7,+130.77%,1.3,109.7,103.3,53.92%,0.402,2023-06-16,102.00P,0.51,105.00P,1.36,108.00C,1.99,111.00C,1.14,monthly,-0.0939999999999999,-0.05529411764705881
INTC,32.93,0.64,+74.42%,0.86,34.64,31.86,57.40%,0.509,2023-06-16,31.00P,0.14,32.50P,0.51,34.00C,0.46,35.50C,0.19,monthly,-0.0964999999999999,-0.15078125
SOFI,9.14,0.37,+58.73%,0.63,10.37,8.63,116.40%,0.531,2023-06-16,8.00P,0.08,9.00P,0.33,10.00C,0.19,11.00C,0.07,monthly,-0.099,-0.26756756756756744
GE,106.61,0.62,+163.16%,0.38,107.62,105.38,27.96%,0.28,2023-06-16,105.00P,0.62,106.00P,0.85,107.00C,1.14,108.00C,0.75,monthly,-0.1,-0.16129032258064513
AMD,128.7,0.8,+400.00%,0.2,129.8,127.2,79.71%,0.096,2023-06-16,127.00P,3.15,128.00P,3.6,129.00C,4.45,130.00C,4.1,monthly,-0.104,-0.13
UPST,33.92,1.3,+108.33%,1.2,36.3,31.2,124.87%,0.437,2023-06-16,30.00P,0.28,32.50P,1.04,35.00C,1.33,37.50C,0.79,monthly,-0.1074999999999998,-0.08269230769230759
AMD,128.7,3.51,+100.57%,3.49,136.51,122.49,79.71%,0.483,2023-06-16,119.00P,0.69,126.00P,2.64,133.00C,2.95,140.00C,1.39,monthly,-0.1090000000000004,-0.03105413105413123
NFLX,422.05,5.8,+138.10%,4.2,435.8,414.2,44.69%,0.409,2023-06-16,410.00P,2.75,420.00P,6.15,430.00C,5.35,440.00C,2.95,monthly,-0.1100000000000003,-0.018965517241379324
TMUS,130.32,0.65,+185.71%,0.35,131.65,129.35,27.73%,0.238,2023-06-16,129.00P,0.98,130.00P,1.3,131.00C,1.18,132.00C,0.85,monthly,-0.1119999999999999,-0.17230769230769225
UAL,51.33,0.67,+80.72%,0.83,53.17,50.33,40.25%,0.478,2023-06-16,49.50P,0.24,51.00P,0.63,52.50C,0.43,54.00C,0.15,monthly,-0.1129999999999999,-0.1686567164179105
SHOP,64.98,1.45,+93.55%,1.55,67.45,61.55,67.80%,0.478,2023-06-16,60.00P,0.28,63.00P,0.93,66.00C,1.47,69.00C,0.67,monthly,-0.1160000000000001,-0.08000000000000006
HD,300.3,1.79,+252.11%,0.71,304.29,298.21,32.46%,0.233,2023-06-16,297.50P,2.38,300.00P,3.2,302.50C,3.65,305.00C,2.68,monthly,-0.1274999999999999,-0.0712290502793296
DAL,40.0,0.41,+69.49%,0.59,41.41,39.59,32.72%,0.462,2023-06-16,39.00P,0.17,40.00P,0.45,41.00C,0.22,42.00C,0.09,monthly,-0.1279999999999999,-0.3121951219512195
CRM,213.47,1.75,+233.33%,0.75,216.75,210.75,42.52%,0.247,2023-06-16,210.00P,2.28,212.50P,3.2,215.00C,3.1,217.50C,2.27,monthly,-0.1324999999999999,-0.07571428571428569
AMD,128.7,2.94,+142.72%,2.06,131.94,121.06,79.71%,0.385,2023-06-16,119.00P,0.69,124.00P,1.87,129.00C,4.45,134.00C,2.69,monthly,-0.135,-0.04591836734693876
UPST,33.92,1.61,+67.36%,2.39,38.61,31.39,124.87%,0.563,2023-06-16,29.00P,0.15,33.00P,1.28,37.00C,0.84,41.00C,0.36,monthly,-0.1380000000000002,-0.08571428571428584
GME,24.04,0.49,+96.08%,0.51,25.49,23.51,80.42%,0.361,2023-06-16,23.00P,0.35,24.00P,0.7,25.00C,0.42,26.00C,0.28,monthly,-0.149,-0.3040816326530613
UPST,33.92,1.11,+124.72%,0.89,35.11,30.89,124.87%,0.367,2023-06-16,30.00P,0.28,32.00P,0.83,34.00C,1.67,36.00C,1.11,monthly,-0.1559999999999999,-0.1405405405405405
CRM,213.47,2.77,+124.22%,2.23,220.27,209.73,42.52%,0.414,2023-06-16,207.50P,1.52,212.50P,3.2,217.50C,2.2,222.50C,1.11,monthly,-0.1600000000000001,-0.05776173285198564
AMD,128.7,3.21,+115.05%,2.79,134.21,121.79,79.71%,0.4379999999999999,2023-06-16,119.00P,0.69,125.00P,2.24,131.00C,3.6,137.00C,1.94,monthly,-0.1620000000000003,-0.0504672897196264
CVNA,21.77,0.29,+138.10%,0.21,22.29,21.21,260.77%,0.072,2023-06-16,21.00P,2.06,21.50P,2.24,22.00C,2.11,22.50C,2.0,monthly,-0.1739999999999999,-0.6000000000000001
NVDA,389.66,2.0,+400.00%,0.5,392.0,385.5,49.21%,0.129,2023-06-16,385.00P,5.1,387.50P,6.0,390.00C,8.85,392.50C,7.75,monthly,-0.1775,-0.08875
PANW,228.59,2.62,+110.08%,2.38,232.62,222.38,36.58%,0.44,2023-06-16,220.00P,0.74,225.00P,1.76,230.00C,3.0,235.00C,1.4,monthly,-0.1799999999999999,-0.06870229007633588
NFLX,422.05,3.6,+257.14%,1.4,428.6,416.4,44.69%,0.242,2023-06-16,415.00P,4.3,420.00P,6.15,425.00C,7.2,430.00C,5.45,monthly,-0.1899999999999999,-0.05277777777777776
AMD,128.7,4.18,+71.82%,5.82,142.18,123.82,79.71%,0.562,2023-06-16,118.00P,0.55,128.00P,3.6,138.00C,1.71,148.00C,0.58,monthly,-0.1999999999999997,-0.0478468899521531
AMZN,126.49,1.73,+76.21%,2.27,131.73,124.27,38.20%,0.516,2023-06-16,122.00P,0.5,126.00P,1.63,130.00C,0.86,134.00C,0.26,monthly,-0.2059999999999998,-0.11907514450867047
UPST,33.92,1.22,+95.31%,1.28,35.72,30.78,124.87%,0.425,2023-06-16,29.50P,0.21,32.00P,0.83,34.50C,1.49,37.00C,0.89,monthly,-0.2175,-0.1782786885245901
TSM,107.32,1.87,+87.79%,2.13,110.87,103.13,53.92%,0.478,2023-06-16,101.00P,0.36,105.00P,1.36,109.00C,1.64,113.00C,0.77,monthly,-0.218,-0.1165775401069518
BA,221.46,2.49,+99.20%,2.51,224.99,215.01,34.99%,0.457,2023-06-16,212.50P,0.47,217.50P,1.24,222.50C,3.3,227.50C,1.58,monthly,-0.2249999999999996,-0.09036144578313238
UAL,51.33,0.69,+52.67%,1.31,53.69,50.31,40.25%,0.54,2023-06-16,49.00P,0.17,51.00P,0.63,53.00C,0.3,55.00C,0.07,monthly,-0.23,-0.33333333333333326
AMD,128.7,3.88,+75.78%,5.12,139.88,123.12,79.71%,0.5429999999999999,2023-06-16,118.00P,0.55,127.00P,3.1,136.00C,2.13,145.00C,0.8,monthly,-0.2330000000000009,-0.06005154639175275
GME,24.04,0.58,+63.04%,0.92,26.08,23.42,80.42%,0.455,2023-06-16,22.50P,0.24,24.00P,0.7,25.50C,0.32,27.00C,0.2,monthly,-0.2375,-0.40948275862068967
BA,221.46,2.48,+98.41%,2.52,227.48,217.52,34.99%,0.456,2023-06-16,215.00P,0.77,220.00P,2.03,225.00C,2.28,230.00C,1.06,monthly,-0.24,-0.09677419354838715
AMD,128.7,3.16,+111.27%,2.84,133.16,120.84,79.71%,0.433,2023-06-16,118.00P,0.55,124.00P,1.87,130.00C,4.0,136.00C,2.16,monthly,-0.2419999999999997,-0.0765822784810126
GME,24.04,0.41,+69.49%,0.59,24.91,23.09,80.42%,0.348,2023-06-16,22.50P,0.24,23.50P,0.49,24.50C,0.53,25.50C,0.37,monthly,-0.242,-0.5902439024390244
AMD,128.7,3.62,+82.65%,4.38,137.62,122.38,79.71%,0.516,2023-06-16,118.00P,0.55,126.00P,2.64,134.00C,2.65,142.00C,1.12,monthly,-0.252,-0.06961325966850827
MCD,288.05,1.19,+90.84%,1.31,291.19,286.31,14.38%,0.421,2023-06-16,285.00P,0.69,287.50P,1.21,290.00C,1.07,292.50C,0.4,monthly,-0.2574999999999999,-0.21638655462184872
WMT,153.89,0.87,+53.37%,1.63,155.87,151.63,17.54%,0.547,2023-06-16,150.00P,0.19,152.50P,0.55,155.00C,0.68,157.50C,0.17,monthly,-0.2624999999999998,-0.3017241379310343
AMD,128.7,3.38,+93.37%,3.62,135.38,121.62,79.71%,0.479,2023-06-16,118.00P,0.55,125.00P,2.24,132.00C,3.25,139.00C,1.56,monthly,-0.2670000000000001,-0.07899408284023676
AMD,128.7,3.16,+111.27%,2.84,132.16,119.84,79.71%,0.428,2023-06-16,117.00P,0.44,123.00P,1.55,129.00C,4.45,135.00C,2.4,monthly,-0.272,-0.08607594936708864
UPST,33.92,1.3,+76.47%,1.7,36.3,30.7,124.87%,0.475,2023-06-16,29.00P,0.15,32.00P,0.83,35.00C,1.33,38.00C,0.71,monthly,-0.275,-0.21153846153846156
TSLA,249.98,5.28,+111.86%,4.72,260.28,239.72,66.77%,0.444,2023-06-16,235.00P,1.65,245.00P,4.4,255.00C,5.15,265.00C,2.62,monthly,-0.2799999999999998,-0.05303030303030303
NFLX,422.05,5.62,+128.31%,4.38,430.62,409.38,44.69%,0.409,2023-06-16,405.00P,1.73,415.00P,4.15,425.00C,7.2,435.00C,4.0,monthly,-0.29,-0.05160142348754446
GME,24.04,0.51,+51.52%,0.99,25.51,22.99,80.42%,0.462,2023-06-16,22.00P,0.16,23.50P,0.49,25.00C,0.42,26.50C,0.24,monthly,-0.2969999999999999,-0.5823529411764707
GME,24.04,0.65,+48.15%,1.35,26.65,23.35,80.42%,0.525,2023-06-16,22.00P,0.16,24.00P,0.7,26.00C,0.26,28.00C,0.15,monthly,-0.2999999999999999,-0.46153846153846156
SHOP,64.98,1.48,+58.73%,2.52,68.48,61.52,67.80%,0.55,2023-06-16,59.00P,0.19,63.00P,0.93,67.00C,1.13,71.00C,0.39,monthly,-0.3199999999999998,-0.2162162162162161
TSLA,249.98,5.24,+110.08%,4.76,257.74,237.26,66.77%,0.442,2023-06-16,232.50P,1.26,242.50P,3.5,252.50C,6.15,262.50C,3.15,monthly,-0.3400000000000003,-0.06488549618320612
TSM,107.32,1.79,+81.00%,2.21,109.79,102.21,53.92%,0.4629999999999999,2023-06-16,100.00P,0.25,104.00P,0.99,108.00C,1.99,112.00C,0.94,monthly,-0.3580000000000001,-0.20000000000000023
TSM,107.32,1.95,+63.93%,3.05,111.95,103.05,53.92%,0.537,2023-06-16,100.00P,0.25,105.00P,1.36,110.00C,1.35,115.00C,0.51,monthly,-0.3649999999999997,-0.18717948717948701
ADBE,475.06,15.8,+111.27%,14.2,500.8,439.2,101.35%,0.461,2023-06-16,425.00P,2.5,455.00P,9.9,485.00C,16.4,515.00C,8.0,monthly,-0.3699999999999983,-0.02341772151898721
TSLA,249.98,5.28,+111.86%,4.72,255.28,234.72,66.77%,0.434,2023-06-16,230.00P,0.96,240.00P,2.74,250.00C,7.25,260.00C,3.75,monthly,-0.3799999999999999,-0.07196969696969696
AMD,128.7,3.5,+77.78%,4.5,136.5,121.5,79.71%,0.515,2023-06-16,117.00P,0.44,125.00P,2.24,133.00C,2.95,141.00C,1.25,monthly,-0.3800000000000001,-0.10857142857142855
AMD,128.7,3.29,+88.68%,3.71,134.29,120.71,79.71%,0.474,2023-06-16,117.00P,0.44,124.00P,1.87,131.00C,3.6,138.00C,1.74,monthly,-0.3920000000000001,-0.1191489361702128
AMD,128.7,4.22,+62.24%,6.78,143.22,123.78,79.71%,0.58,2023-06-16,117.00P,0.44,128.00P,3.6,139.00C,1.53,150.00C,0.47,monthly,-0.4000000000000008,-0.09478672985782009
GME,24.04,0.52,+35.14%,1.48,26.02,22.98,80.42%,0.53,2023-06-16,21.50P,0.12,23.50P,0.49,25.50C,0.32,27.50C,0.17,monthly,-0.42,-0.8076923076923076
AMD,128.7,3.92,+64.47%,6.08,140.92,123.08,79.71%,0.565,2023-06-16,117.00P,0.44,127.00P,3.1,137.00C,1.91,147.00C,0.65,monthly,-0.4300000000000006,-0.10969387755102052
AMD,128.7,3.67,+68.86%,5.33,138.67,122.33,79.71%,0.5429999999999999,2023-06-16,117.00P,0.44,126.00P,2.64,135.00C,2.37,144.00C,0.9,monthly,-0.4430000000000007,-0.12070844686648517
ADI,187.09,1.9,+61.29%,3.1,191.9,183.1,31.05%,0.529,2023-06-16,180.00P,0.35,185.00P,1.25,190.00C,1.35,195.00C,0.35,monthly,-0.4549999999999998,-0.23947368421052637
AMD,128.7,3.3,+89.19%,3.7,132.3,118.7,79.71%,0.4629999999999999,2023-06-16,115.00P,0.27,122.00P,1.28,129.00C,4.45,136.00C,2.16,monthly,-0.4590000000000003,-0.13909090909090943
AMD,128.7,3.26,+87.17%,3.74,133.26,119.74,79.71%,0.4679999999999999,2023-06-16,116.00P,0.35,123.00P,1.55,130.00C,4.0,137.00C,1.94,monthly,-0.4640000000000004,-0.14233128834355843
TSM,107.32,1.96,+48.51%,4.04,112.96,103.04,53.92%,0.5820000000000001,2023-06-16,99.00P,0.18,105.00P,1.36,111.00C,1.11,117.00C,0.33,monthly,-0.5479999999999996,-0.2795918367346937
AMD,128.7,3.38,+73.16%,4.62,135.38,120.62,79.71%,0.509,2023-06-16,116.00P,0.35,124.00P,1.87,132.00C,3.25,140.00C,1.39,monthly,-0.5479999999999998,-0.16213017751479292
TSM,107.32,1.83,+57.73%,3.17,110.83,102.17,53.92%,0.524,2023-06-16,99.00P,0.18,104.00P,0.99,109.00C,1.64,114.00C,0.62,monthly,-0.5499999999999997,-0.30054644808743153
QCOM,121.62,1.51,+43.27%,3.49,126.51,118.49,37.78%,0.586,2023-06-16,115.00P,0.16,120.00P,1.03,125.00C,0.86,130.00C,0.22,monthly,-0.5600000000000003,-0.37086092715231805
AMD,128.7,3.54,+64.84%,5.46,137.54,121.46,79.71%,0.5429999999999999,2023-06-16,116.00P,0.35,125.00P,2.24,134.00C,2.65,143.00C,1.0,monthly,-0.5730000000000004,-0.1618644067796612
NFLX,422.05,6.77,+82.26%,8.23,441.77,413.23,44.69%,0.51,2023-06-16,405.00P,1.73,420.00P,6.15,435.00C,3.95,450.00C,1.6,monthly,-0.5800000000000005,-0.08567208271787301
NFLX,422.05,6.04,+93.50%,6.46,433.54,408.96,44.69%,0.467,2023-06-16,402.50P,1.36,415.00P,4.15,427.50C,6.2,440.00C,2.95,monthly,-0.6224999999999992,-0.10306291390728464
AMD,128.7,3.7,+58.73%,6.3,139.7,122.3,79.71%,0.5670000000000001,2023-06-16,116.00P,0.35,126.00P,2.64,136.00C,2.13,146.00C,0.72,monthly,-0.629999999999999,-0.17027027027027003
PANW,228.59,2.78,+58.90%,4.72,235.28,222.22,36.58%,0.544,2023-06-16,217.50P,0.45,225.00P,1.76,232.50C,2.03,240.00C,0.56,monthly,-0.6399999999999995,-0.23021582733812945
TSLA,249.98,5.61,+81.42%,6.89,263.11,239.39,66.77%,0.5,2023-06-16,232.50P,1.26,245.00P,4.4,257.50C,4.35,270.00C,1.88,monthly,-0.6399999999999997,-0.11408199643493755
AMD,128.7,3.32,+70.94%,4.68,134.32,119.68,79.71%,0.504,2023-06-16,115.00P,0.27,123.00P,1.55,131.00C,3.6,139.00C,1.56,monthly,-0.6479999999999999,-0.19518072289156618
TSM,107.32,1.79,+55.76%,3.21,109.79,101.21,53.92%,0.507,2023-06-16,98.00P,0.13,103.00P,0.7,108.00C,1.99,113.00C,0.77,monthly,-0.6749999999999999,-0.377094972067039
AMD,128.7,3.33,+71.31%,4.67,133.33,118.67,79.71%,0.499,2023-06-16,114.00P,0.21,122.00P,1.28,130.00C,4.0,138.00C,1.74,monthly,-0.6779999999999999,-0.20360360360360358
AMD,128.7,3.43,+61.58%,5.57,136.43,120.57,79.71%,0.541,2023-06-16,115.00P,0.27,124.00P,1.87,133.00C,2.95,142.00C,1.12,monthly,-0.7009999999999996,-0.2043731778425655
TSLA,249.98,6.14,+69.30%,8.86,268.64,241.36,66.77%,0.541,2023-06-16,232.50P,1.26,247.50P,5.45,262.50C,3.1,277.50C,1.15,monthly,-0.7449999999999992,-0.12133550488599336
