Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
TSLA,233.46,1.75,+233.33%,0.75,236.75,230.75,60.44%,0.314,2023-06-09,230.00P,1.47,232.50P,2.38,235.00C,2.36,237.50C,1.52,0.035,0.02000000000000003
WFC,42.22,0.35,+233.33%,0.15,42.85,41.65,25.43%,0.294,2023-06-16,41.50P,0.36,42.00P,0.53,42.50C,0.49,43.00C,0.31,-0.003,-0.00857142857142853
JPM,140.69,0.73,+270.37%,0.27,141.73,139.27,17.36%,0.266,2023-06-16,139.00P,0.81,140.00P,1.12,141.00C,1.27,142.00C,0.85,-0.004,-0.005479452054794529
BABA,86.43,0.8,+400.00%,0.2,87.8,85.2,41.31%,0.1939999999999999,2023-06-16,85.00P,1.38,86.00P,1.84,87.00C,1.89,88.00C,1.55,-0.006,-0.007500000000000118
MRK,110.26,0.73,+270.37%,0.27,111.73,109.27,22.31%,0.263,2023-06-16,109.00P,1.01,110.00P,1.41,111.00C,0.96,112.00C,0.63,-0.007,-0.009589041095890446
SCHW,55.3,0.68,+212.50%,0.32,56.68,54.32,35.79%,0.311,2023-06-16,54.00P,0.67,55.00P,1.05,56.00C,0.81,57.00C,0.51,-0.009,-0.01323529411764709
DVN,50.12,0.67,+203.03%,0.33,51.67,49.33,37.75%,0.32,2023-06-16,49.00P,0.81,50.00P,1.28,51.00C,0.44,52.00C,0.24,-0.0099999999999999,-0.014925373134328346
INTC,31.69,0.36,+257.14%,0.14,32.36,31.14,39.82%,0.255,2023-06-16,31.00P,0.45,31.50P,0.65,32.00C,0.59,32.50C,0.43,-0.0125,-0.03472222222222223
MS,86.83,0.68,+212.50%,0.32,87.68,85.32,23.41%,0.305,2023-06-16,85.00P,0.56,86.00P,0.84,87.00C,1.07,88.00C,0.67,-0.015,-0.022058823529411818
XOM,108.09,0.74,+284.62%,0.26,109.74,107.26,25.00%,0.242,2023-06-16,107.00P,1.09,108.00P,1.48,109.00C,1.24,110.00C,0.89,-0.018,-0.024324324324324357
SLB,47.65,0.63,+170.27%,0.37,48.63,46.37,35.28%,0.351,2023-06-16,46.00P,0.42,47.00P,0.7,48.00C,0.82,49.00C,0.47,-0.0189999999999999,-0.030158730158730176
SBUX,99.06,0.67,+203.03%,0.33,100.67,98.33,19.65%,0.311,2023-06-16,98.00P,0.7,99.00P,1.06,100.00C,0.79,101.00C,0.48,-0.019,-0.0283582089552239
ROKU,68.54,0.67,+203.03%,0.33,70.67,68.33,80.50%,0.308,2023-06-09,68.00P,0.99,69.00P,1.48,70.00C,0.51,71.00C,0.33,-0.0219999999999999,-0.03283582089552238
C,48.21,0.34,+212.50%,0.16,48.84,47.66,23.77%,0.272,2023-06-16,47.50P,0.41,48.00P,0.58,48.50C,0.51,49.00C,0.34,-0.0239999999999999,-0.0705882352941176
LUV,30.77,0.31,+163.16%,0.19,31.31,30.19,29.14%,0.327,2023-06-16,30.00P,0.25,30.50P,0.41,31.00C,0.39,31.50C,0.24,-0.0265,-0.08548387096774193
WFC,42.22,0.5,+100.00%,0.5,43.0,41.0,25.43%,0.467,2023-06-16,40.50P,0.16,41.50P,0.35,42.50C,0.49,43.50C,0.18,-0.0329999999999999,-0.06599999999999989
GM,36.06,0.54,+117.39%,0.46,37.54,35.46,33.46%,0.425,2023-06-16,35.00P,0.33,36.00P,0.69,37.00C,0.33,38.00C,0.15,-0.035,-0.06481481481481477
UPST,33.04,1.77,+143.90%,1.23,36.77,30.23,126.39%,0.3979999999999999,2023-06-16,29.00P,0.69,32.00P,1.83,35.00C,1.9,38.00C,1.27,-0.0360000000000001,-0.02033898305084763
AFRM,18.91,0.31,+163.16%,0.19,19.31,18.19,144.95%,0.305,2023-06-09,18.00P,0.18,18.50P,0.34,19.00C,0.57,19.50C,0.42,-0.0375,-0.12096774193548392
CVX,159.15,1.49,+147.53%,1.01,161.49,156.01,22.85%,0.387,2023-06-16,155.00P,0.74,157.50P,1.36,160.00C,1.77,162.50C,0.9,-0.0424999999999999,-0.02852348993288593
ORCL,107.47,1.98,+194.12%,1.02,109.98,103.02,52.39%,0.325,2023-06-16,102.00P,1.3,105.00P,2.18,108.00C,3.05,111.00C,1.95,-0.0450000000000001,-0.022727272727272763
FCX,37.79,0.58,+138.10%,0.42,38.58,36.42,39.66%,0.373,2023-06-16,36.00P,0.29,37.00P,0.52,38.00C,0.81,39.00C,0.46,-0.047,-0.08103448275862073
XOM,108.09,1.15,+135.29%,0.85,111.15,106.85,25.00%,0.401,2023-06-16,106.00P,0.79,108.00P,1.48,110.00C,0.86,112.00C,0.4,-0.0479999999999999,-0.04173913043478265
TSLA,233.46,3.65,+270.37%,1.35,238.65,226.35,53.91%,0.26,2023-06-16,225.00P,3.7,230.00P,5.5,235.00C,6.9,240.00C,5.05,-0.05,-0.013698630136986323
WFC,42.22,0.49,+96.08%,0.51,43.49,41.51,25.43%,0.4589999999999999,2023-06-16,41.00P,0.24,42.00P,0.53,43.00C,0.3,44.00C,0.1,-0.051,-0.1040816326530615
C,48.21,0.5,+100.00%,0.5,49.5,47.5,23.77%,0.437,2023-06-16,47.00P,0.28,48.00P,0.58,49.00C,0.33,50.00C,0.13,-0.0629999999999999,-0.12599999999999995
HD,301.56,1.85,+284.62%,0.65,304.35,298.15,23.92%,0.2289999999999999,2023-06-16,297.50P,2.61,300.00P,3.45,302.50C,3.75,305.00C,2.74,-0.0775,-0.04189189189189201
JD,37.43,0.21,+72.41%,0.29,37.71,36.79,41.63%,0.422,2023-06-09,36.50P,0.07,37.00P,0.14,37.50C,0.29,38.00C,0.15,-0.0789999999999999,-0.37619047619047635
XOM,108.09,0.45,+81.82%,0.55,109.45,107.55,26.86%,0.4639999999999999,2023-06-09,107.00P,0.24,108.00P,0.53,109.00C,0.27,110.00C,0.11,-0.086,-0.19111111111111126
AFRM,18.91,0.43,+75.44%,0.57,19.93,18.07,144.95%,0.481,2023-06-09,17.50P,0.09,18.50P,0.34,19.50C,0.4,20.50C,0.22,-0.0889999999999999,-0.20697674418604656
SCHW,55.3,0.95,+90.48%,1.05,57.95,54.05,35.79%,0.48,2023-06-16,53.00P,0.41,55.00P,1.05,57.00C,0.5,59.00C,0.19,-0.09,-0.09473684210526326
TSLA,233.46,4.76,+173.72%,2.74,239.76,222.74,53.91%,0.353,2023-06-16,220.00P,2.34,227.50P,4.5,235.00C,6.9,242.50C,4.3,-0.0925000000000004,-0.019432773109243733
AI,36.64,0.3,+150.00%,0.2,37.3,36.2,112.45%,0.2,2023-06-09,36.00P,0.65,36.50P,0.85,37.00C,0.6,37.50C,0.5,-0.1,-0.33333333333333337
PDD,75.44,2.24,+81.16%,2.76,82.24,72.76,55.02%,0.53,2023-06-16,70.00P,0.54,75.00P,2.17,80.00C,1.01,85.00C,0.4,-0.1099999999999996,-0.049107142857142655
BA,219.32,2.79,+126.24%,2.21,222.79,212.21,28.78%,0.42,2023-06-16,210.00P,0.9,215.00P,2.01,220.00C,3.25,225.00C,1.57,-0.1100000000000001,-0.03942652329749116
ORCL,107.47,1.43,+250.88%,0.57,110.43,105.57,52.39%,0.228,2023-06-16,105.00P,2.23,107.00P,3.0,109.00C,2.61,111.00C,1.95,-0.1139999999999999,-0.07972027972027969
JPM,140.69,0.39,+63.93%,0.61,141.39,139.61,18.16%,0.491,2023-06-09,139.00P,0.12,140.00P,0.3,141.00C,0.33,142.00C,0.12,-0.119,-0.30512820512820515
TSLA,233.46,5.6,+127.27%,4.4,245.6,224.4,53.91%,0.427,2023-06-16,220.00P,2.34,230.00P,5.5,240.00C,5.0,250.00C,2.56,-0.1299999999999999,-0.023214285714285802
ORCL,107.47,2.33,+139.52%,1.67,113.33,104.67,52.39%,0.385,2023-06-16,103.00P,1.56,107.00P,3.0,111.00C,1.88,115.00C,0.99,-0.13,-0.055793991416308975
MS,86.83,0.9,+81.82%,1.1,88.9,85.1,23.41%,0.471,2023-06-16,84.00P,0.35,86.00P,0.84,88.00C,0.65,90.00C,0.24,-0.1579999999999999,-0.1755555555555557
COIN,54.97,2.08,+108.33%,1.92,58.08,49.92,87.31%,0.437,2023-06-16,48.00P,0.78,52.00P,1.65,56.00C,2.19,60.00C,0.98,-0.1719999999999998,-0.08269230769230759
UPST,33.04,1.25,+166.67%,0.75,34.25,29.75,126.39%,0.289,2023-06-16,29.00P,0.69,31.00P,1.34,33.00C,2.53,35.00C,1.93,-0.172,-0.13760000000000006
SCHW,55.3,1.0,+66.67%,1.5,58.5,54.0,35.79%,0.531,2023-06-16,52.50P,0.31,55.00P,1.05,57.50C,0.38,60.00C,0.12,-0.1725,-0.1725
NFLX,405.95,2.74,+121.24%,2.26,412.74,402.26,44.17%,0.416,2023-06-09,400.00P,1.41,405.00P,3.1,410.00C,2.21,415.00C,1.16,-0.1799999999999997,-0.06569343065693431
XOM,108.09,1.32,+78.57%,1.68,112.32,106.68,25.00%,0.497,2023-06-16,105.00P,0.56,108.00P,1.48,111.00C,0.58,114.00C,0.18,-0.1889999999999997,-0.14318181818181808
PANW,222.49,2.75,+122.22%,2.25,227.75,217.25,29.40%,0.412,2023-06-16,215.00P,1.2,220.00P,2.53,225.00C,2.82,230.00C,1.4,-0.1899999999999999,-0.06909090909090916
CAT,234.95,2.8,+127.27%,2.2,237.8,227.2,28.31%,0.401,2023-06-16,225.00P,0.97,230.00P,1.96,235.00C,3.8,240.00C,1.99,-0.195,-0.06964285714285723
MCD,285.27,1.37,+121.24%,1.13,288.87,283.63,12.63%,0.371,2023-06-16,282.50P,1.06,285.00P,1.76,287.50C,1.3,290.00C,0.63,-0.2024999999999999,-0.14781021897810212
TSLA,233.46,2.35,+88.68%,2.65,237.35,227.65,60.44%,0.489,2023-06-09,225.00P,0.5,230.00P,1.46,235.00C,2.36,240.00C,0.97,-0.2049999999999998,-0.08723404255319146
TSLA,233.46,2.4,+92.31%,2.6,239.9,230.1,60.44%,0.477,2023-06-09,227.50P,0.87,232.50P,2.38,237.50C,1.51,242.50C,0.62,-0.2149999999999998,-0.08958333333333345
NFLX,405.95,3.75,+300.00%,1.25,413.75,401.25,39.36%,0.207,2023-06-16,400.00P,6.55,405.00P,8.6,410.00C,7.8,415.00C,6.1,-0.215,-0.05733333333333335
TSLA,233.46,5.45,+119.78%,4.55,240.45,219.55,53.91%,0.425,2023-06-16,215.00P,1.45,225.00P,3.6,235.00C,6.9,245.00C,3.6,-0.2999999999999994,-0.05504587155963292
HD,301.56,0.99,+65.56%,1.51,303.49,299.01,21.86%,0.483,2023-06-09,297.50P,0.33,300.00P,0.81,302.50C,0.84,305.00C,0.33,-0.3025,-0.3055555555555556
ROKU,68.54,2.22,+79.86%,2.78,72.22,62.78,69.36%,0.491,2023-06-16,60.00P,0.28,65.00P,1.27,70.00C,2.1,75.00C,0.87,-0.3249999999999999,-0.1463963963963963
GS,335.43,2.75,+122.22%,2.25,342.75,332.25,20.64%,0.381,2023-06-16,330.00P,2.08,335.00P,3.7,340.00C,2.21,345.00C,1.08,-0.345,-0.1254545454545454
TCOM,36.01,0.55,+37.93%,1.45,36.55,33.45,37.86%,0.516,2023-06-16,32.00P,0.1,34.00P,0.15,36.00C,0.8,38.00C,0.3,-0.4179999999999999,-0.7599999999999999
TSLA,233.46,6.02,+92.90%,6.48,248.52,223.98,53.91%,0.48,2023-06-16,217.50P,1.85,230.00P,5.5,242.50C,4.2,255.00C,1.83,-0.4800000000000004,-0.07973421926910305
BA,219.32,2.98,+65.93%,4.52,225.48,212.02,28.78%,0.527,2023-06-16,207.50P,0.59,215.00P,2.01,222.50C,2.25,230.00C,0.69,-0.5674999999999997,-0.1904362416107382
NFLX,405.95,2.96,+65.20%,4.54,412.96,399.54,44.17%,0.525,2023-06-09,395.00P,0.53,402.50P,2.09,410.00C,2.21,417.50C,0.81,-0.6024999999999998,-0.2035472972972973
TSLA,233.46,2.58,+52.44%,4.92,242.58,229.92,60.44%,0.564,2023-06-09,225.00P,0.5,232.50P,2.38,240.00C,0.95,247.50C,0.25,-0.6900000000000004,-0.2674418604651164
TSLA,233.46,2.42,+47.64%,5.08,237.42,225.08,60.44%,0.585,2023-06-09,220.00P,0.17,227.50P,0.85,235.00C,2.36,242.50C,0.62,-0.6925000000000001,-0.2861570247933885
LLY,445.26,4.53,+82.82%,5.47,454.53,435.47,22.90%,0.472,2023-06-16,430.00P,1.48,440.00P,3.5,450.00C,4.05,460.00C,1.54,-0.75,-0.16556291390728473
TSLA,233.46,2.29,+43.95%,5.21,239.79,227.71,60.44%,0.585,2023-06-09,222.50P,0.29,230.00P,1.46,237.50C,1.51,245.00C,0.39,-0.8225,-0.35917030567685604
HD,301.56,0.89,+21.65%,4.11,305.89,299.11,21.86%,0.653,2023-06-09,295.00P,0.14,300.00P,0.81,305.00C,0.31,310.00C,0.09,-0.8449999999999999,-0.9494382022471909
TSLA,233.46,6.29,+72.22%,8.71,251.29,223.71,53.91%,0.523,2023-06-16,215.00P,1.45,230.00P,5.5,245.00C,3.55,260.00C,1.31,-0.8650000000000002,-0.1375198728139905
BA,219.32,1.07,+27.23%,3.93,221.07,213.93,33.03%,0.5760000000000001,2023-06-09,210.00P,0.06,215.00P,0.31,220.00C,1.0,225.00C,0.18,-1.0499999999999998,-0.9813084112149529
NFLX,405.95,2.92,+41.24%,7.08,415.42,399.58,44.17%,0.593,2023-06-09,392.50P,0.32,402.50P,2.09,412.50C,1.56,422.50C,0.41,-1.1500000000000006,-0.39383561643835635
TSLA,233.46,5.88,+64.47%,9.12,245.88,219.12,53.91%,0.529,2023-06-16,210.00P,0.89,225.00P,3.6,240.00C,5.0,255.00C,1.83,-1.1849999999999996,-0.2015306122448979
BA,219.32,2.84,+39.66%,7.16,227.84,212.16,28.78%,0.597,2023-06-16,205.00P,0.38,215.00P,2.01,225.00C,1.51,235.00C,0.3,-1.1900000000000004,-0.4190140845070424
TSLA,233.46,2.57,+34.59%,7.43,245.07,229.93,60.44%,0.61,2023-06-09,222.50P,0.29,232.50P,2.38,242.50C,0.6,252.50C,0.12,-1.33,-0.5175097276264593
TSLA,233.46,1.99,+24.84%,8.01,239.49,225.51,60.44%,0.6559999999999999,2023-06-09,217.50P,0.12,227.50P,0.85,237.50C,1.51,247.50C,0.25,-1.4500000000000006,-0.7286432160804025
TSLA,233.46,2.07,+26.10%,7.93,242.07,227.93,60.44%,0.644,2023-06-09,220.00P,0.17,230.00P,1.46,240.00C,0.95,250.00C,0.17,-1.4899999999999995,-0.7198067632850242
NFLX,405.95,2.78,+28.60%,9.72,417.78,399.72,44.17%,0.639,2023-06-09,390.00P,0.2,402.50P,2.09,415.00C,1.1,427.50C,0.21,-1.7325000000000004,-0.6232014388489209
TSLA,233.46,6.46,+47.71%,13.54,256.46,223.54,53.91%,0.584,2023-06-16,210.00P,0.89,230.00P,5.5,250.00C,2.54,270.00C,0.69,-1.8600000000000008,-0.28792569659442735
TSLA,233.46,2.53,+25.38%,9.97,247.53,229.97,60.44%,0.636,2023-06-09,220.00P,0.17,232.50P,2.38,245.00C,0.38,257.50C,0.06,-2.0200000000000005,-0.7984189723320161
TSLA,233.46,1.6,+14.68%,10.9,241.6,225.9,60.44%,0.71,2023-06-09,215.00P,0.08,227.50P,0.85,240.00C,0.95,252.50C,0.12,-2.0250000000000004,-1.2656250000000002
TSLA,233.46,1.86,+17.48%,10.64,244.36,228.14,60.44%,0.6829999999999999,2023-06-09,217.50P,0.12,230.00P,1.46,242.50C,0.6,255.00C,0.08,-2.102500000000001,-1.130376344086022
TSLA,233.46,6.35,+34.05%,18.65,261.35,223.65,53.91%,0.622,2023-06-16,205.00P,0.55,230.00P,5.5,255.00C,1.8,280.00C,0.4,-3.1,-0.4881889763779527
Downloaded from Barchart.com as of 06-08-2023 02:44pm CDT,,,,,,,,,,,,,,,,,,,
