Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NVDA,295.84,2.88,+135.85%,2.12,300.38,289.62,34.95%,0.435,2023-05-19,287.50P,1.02,292.50P,2.27,297.50C,2.96,302.50C,1.33,0.0549999999999999,0.0190972222222222
AMZN,113.96,1.1,+122.22%,0.9,115.1,110.9,33.20%,0.4529999999999999,2023-05-19,110.00P,0.26,112.00P,0.62,114.00C,1.32,116.00C,0.58,0.0059999999999999,0.0054545454545453075
AMZN,113.96,1.08,+117.39%,0.92,116.08,111.92,33.20%,0.455,2023-05-19,111.00P,0.41,113.00P,0.95,115.00C,0.9,117.00C,0.36,-0.0099999999999998,-0.00925925925925911
MRVL,42.23,0.52,+108.33%,0.48,43.52,41.48,45.03%,0.441,2023-05-19,41.00P,0.31,42.00P,0.66,43.00C,0.31,44.00C,0.14,-0.0389999999999999,-0.07499999999999987
NVDA,295.84,2.86,+133.65%,2.14,302.86,292.14,34.95%,0.419,2023-05-19,290.00P,1.55,295.00P,3.25,300.00C,2.01,305.00C,0.85,-0.0449999999999999,-0.01573426573426576
GOOG,120.17,0.99,+98.02%,1.01,121.99,118.01,29.44%,0.465,2023-05-19,117.00P,0.3,119.00P,0.75,121.00C,0.92,123.00C,0.38,-0.0799999999999998,-0.08080808080808072
GOOGL,119.83,0.98,+96.08%,1.02,121.98,118.02,29.49%,0.4579999999999999,2023-05-19,117.00P,0.35,119.00P,0.87,121.00C,0.79,123.00C,0.33,-0.104,-0.10612244897959199
UPST,19.95,0.71,+89.87%,0.79,21.71,18.79,129.52%,0.457,2023-05-19,18.00P,0.25,19.50P,0.75,21.00C,0.54,22.50C,0.33,-0.1044999999999999,-0.14718309859154924
AMD,102.33,1.32,+78.57%,1.68,104.32,98.68,42.46%,0.523,2023-05-19,97.00P,0.17,100.00P,0.66,103.00C,1.24,106.00C,0.41,-0.1109999999999998,-0.084090909090909
JD,38.15,0.59,+64.84%,0.91,39.59,36.91,55.02%,0.508,2023-05-19,36.00P,0.15,37.50P,0.51,39.00C,0.36,40.50C,0.13,-0.148,-0.25084745762711874
