Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NVDA,379.74,5.5,+275.00%,2.0,390.5,372.0,41.18%,0.292,2023-06-16,370.00P,5.6,377.50P,8.7,385.00C,7.45,392.50C,5.05,0.1899999999999999,0.03454545454545454
DOCU,57.81,3.09,+161.78%,1.91,65.09,53.91,228.65%,0.418,2023-06-09,52.00P,1.45,57.00P,3.45,62.00C,2.2,67.00C,1.11,0.1799999999999999,0.05825242718446601
NVDA,379.74,7.37,+143.67%,5.13,392.37,365.13,41.18%,0.422,2023-06-16,360.00P,2.78,372.50P,6.5,385.00C,7.45,397.50C,3.8,0.1450000000000004,0.01967435549525096
DOCU,57.81,2.69,+205.34%,1.31,63.69,54.31,228.65%,0.36,2023-06-09,53.00P,1.78,57.00P,3.45,61.00C,2.53,65.00C,1.51,0.1299999999999999,0.04832713754646833
AMD,118.84,3.17,+173.22%,1.83,126.17,114.83,58.86%,0.386,2023-06-16,113.00P,1.86,118.00P,3.8,123.00C,2.85,128.00C,1.62,0.0999999999999998,0.031545741324921106
TSLA,225.17,3.0,+150.00%,2.0,233.0,222.0,57.47%,0.42,2023-06-09,220.00P,1.79,225.00P,3.85,230.00C,1.91,235.00C,0.97,0.0999999999999998,0.03333333333333329
AMD,118.84,3.48,+138.10%,2.52,127.48,114.52,58.86%,0.432,2023-06-16,112.00P,1.57,118.00P,3.8,124.00C,2.54,130.00C,1.29,0.0720000000000002,0.02068965517241372
TSLA,225.17,5.85,+140.96%,4.15,240.85,219.15,52.53%,0.422,2023-06-16,215.00P,3.3,225.00P,7.3,235.00C,3.75,245.00C,1.9,0.0700000000000002,0.011965811965811864
ROKU,70.14,2.74,+121.24%,2.26,77.74,67.26,72.41%,0.461,2023-06-16,65.00P,1.13,70.00P,3.1,75.00C,1.48,80.00C,0.71,0.0450000000000003,0.016423357664233737
TSLA,225.17,3.75,+300.00%,1.25,233.75,221.25,52.53%,0.259,2023-06-16,220.00P,5.05,225.00P,7.3,230.00C,5.3,235.00C,3.8,0.045,0.01200000000000001
C,47.99,0.6,+150.00%,0.4,48.6,46.4,24.87%,0.433,2023-06-16,46.00P,0.16,47.00P,0.33,48.00C,0.8,49.00C,0.37,0.0329999999999999,0.054999999999999945
AMD,118.84,3.73,+114.07%,3.27,128.73,114.27,58.86%,0.471,2023-06-16,111.00P,1.32,118.00P,3.8,125.00C,2.27,132.00C,1.02,0.0270000000000003,0.007238605898123301
TSLA,225.17,1.89,+309.84%,0.61,229.39,223.11,57.47%,0.254,2023-06-09,222.50P,2.7,225.00P,3.85,227.50C,2.67,230.00C,1.93,0.025,0.013227513227513242
TSLA,225.17,4.85,+183.02%,2.65,234.85,217.65,52.53%,0.355,2023-06-16,215.00P,3.3,222.50P,6.05,230.00C,5.3,237.50C,3.2,0.0124999999999999,0.002577319587628835
WFC,41.79,0.37,+284.62%,0.13,42.37,41.13,26.22%,0.282,2023-06-16,41.00P,0.34,41.50P,0.5,42.00C,0.63,42.50C,0.42,0.0109999999999999,0.029729729729729665
TSM,99.83,0.8,+400.00%,0.2,100.8,98.2,31.96%,0.205,2023-06-16,98.00P,1.18,99.00P,1.57,100.00C,1.94,101.00C,1.53,0.0049999999999999,0.006249999999999978
JPM,140.77,0.76,+316.67%,0.24,141.76,139.24,18.32%,0.244,2023-06-16,139.00P,0.78,140.00P,1.05,141.00C,1.72,142.00C,1.23,0.004,0.005263157894736858
JPM,140.77,0.59,+143.90%,0.41,141.59,139.41,19.23%,0.411,2023-06-09,139.00P,0.19,140.00P,0.36,141.00C,0.84,142.00C,0.42,0.001,0.0016949152542372896
XOM,108.68,1.2,+150.00%,0.8,110.2,105.8,24.38%,0.4,2023-06-16,105.00P,0.47,107.00P,0.9,109.00C,1.58,111.00C,0.81,0.0,0.0
MS,86.61,0.7,+233.33%,0.3,87.7,85.3,23.15%,0.297,2023-06-16,85.00P,0.62,86.00P,0.92,87.00C,1.1,88.00C,0.7,-0.003,-0.004285714285714289
DAL,37.98,0.56,+127.27%,0.44,38.56,36.44,30.64%,0.429,2023-06-16,36.00P,0.15,37.00P,0.31,38.00C,0.75,39.00C,0.35,-0.0109999999999999,-0.01964285714285707
C,47.99,0.56,+127.27%,0.44,49.06,46.94,24.87%,0.428,2023-06-16,46.50P,0.23,47.50P,0.47,48.50C,0.56,49.50C,0.24,-0.0119999999999999,-0.021428571428571387
BAC,29.5,0.31,+163.16%,0.19,30.31,29.19,25.56%,0.354,2023-06-16,29.00P,0.24,29.50P,0.42,30.00C,0.29,30.50C,0.16,-0.013,-0.04193548387096781
