Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
PLTR,16.6,0.35,+233.33%,0.15,17.35,16.15,77.63%,0.244,2023-06-23,16.00P,0.47,16.50P,0.68,17.00C,0.59,17.50C,0.45,-0.028,-0.07999999999999999
INTC,35.82,0.37,+284.62%,0.13,36.37,35.13,48.28%,0.192,2023-06-23,35.00P,0.64,35.50P,0.83,36.00C,0.95,36.50C,0.77,-0.034,-0.09189189189189192
PARA,16.53,0.28,+127.27%,0.22,17.28,16.22,43.56%,0.37,2023-06-23,16.00P,0.22,16.50P,0.39,17.00C,0.25,17.50C,0.14,-0.0349999999999999,-0.12499999999999992
C,48.56,0.32,+177.78%,0.18,49.32,48.18,21.82%,0.281,2023-06-23,48.00P,0.4,48.50P,0.57,49.00C,0.44,49.50C,0.29,-0.0394999999999999,-0.12343749999999992
CCL,16.12,0.3,+150.00%,0.2,16.8,15.7,57.72%,0.307,2023-06-23,15.50P,0.26,16.00P,0.46,16.50C,0.4,17.00C,0.3,-0.0465,-0.1550000000000001
PYPL,65.85,0.66,+194.12%,0.34,66.66,64.34,32.34%,0.287,2023-06-23,64.00P,0.52,65.00P,0.82,66.00C,1.2,67.00C,0.84,-0.053,-0.08030303030303036
AMZN,127.11,0.76,+316.67%,0.24,128.76,126.24,28.46%,0.185,2023-06-23,126.00P,1.58,127.00P,2.01,128.00C,1.76,129.00C,1.43,-0.0549999999999999,-0.07236842105263153
SHOP,66.1,1.22,+156.41%,0.78,68.22,63.78,48.40%,0.361,2023-06-23,63.00P,0.69,65.00P,1.31,67.00C,1.54,69.00C,0.94,-0.058,-0.047540983606557424
INTC,35.82,0.6,+150.00%,0.4,36.6,34.4,48.28%,0.3329999999999999,2023-06-23,34.00P,0.32,35.00P,0.59,36.00C,0.95,37.00C,0.62,-0.067,-0.11166666666666686
RIVN,15.24,0.31,+163.16%,0.19,15.81,14.69,79.77%,0.244,2023-06-23,14.50P,0.39,15.00P,0.56,15.50C,0.62,16.00C,0.48,-0.0679999999999999,-0.21935483870967742
INTC,35.82,0.22,+78.57%,0.28,36.22,35.28,46.42%,0.41,2023-06-16,35.00P,0.09,35.50P,0.2,36.00C,0.26,36.50C,0.15,-0.075,-0.34090909090909105
GM,38.03,0.2,+66.67%,0.3,38.7,37.8,38.76%,0.423,2023-06-16,37.50P,0.13,38.00P,0.26,38.50C,0.13,39.00C,0.06,-0.0884999999999999,-0.44249999999999984
CCL,16.12,0.43,+75.44%,0.57,17.43,15.57,57.72%,0.477,2023-06-23,15.00P,0.14,16.00P,0.46,17.00C,0.29,18.00C,0.18,-0.0929999999999999,-0.21627906976744188
TSLA,255.9,2.8,+127.27%,2.2,262.8,252.2,69.91%,0.421,2023-06-16,250.00P,1.5,255.00P,3.25,260.00C,2.1,265.00C,1.05,-0.0949999999999999,-0.03392857142857146
SHOP,66.1,0.52,+108.33%,0.48,67.52,65.48,57.87%,0.381,2023-06-16,65.00P,0.37,66.00P,0.68,67.00C,0.46,68.00C,0.25,-0.0989999999999999,-0.1903846153846153
AMZN,127.11,1.62,+117.39%,1.38,131.62,125.38,28.46%,0.424,2023-06-23,124.00P,0.92,127.00P,2.01,130.00C,1.09,133.00C,0.56,-0.1079999999999999,-0.06666666666666671
AMZN,127.11,0.54,+117.39%,0.46,128.54,126.46,33.99%,0.349,2023-06-16,126.00P,0.47,127.00P,0.81,128.00C,0.51,129.00C,0.31,-0.111,-0.20555555555555552
GOOGL,125.09,1.2,+150.00%,0.8,128.2,123.8,26.24%,0.342,2023-06-23,123.00P,1.01,125.00P,1.75,127.00C,1.15,129.00C,0.69,-0.1159999999999999,-0.09666666666666662
TTD,77.27,0.48,+92.31%,0.52,78.48,76.52,45.35%,0.4029999999999999,2023-06-16,76.00P,0.31,77.00P,0.6,78.00C,0.41,79.00C,0.22,-0.117,-0.24375000000000024
AMZN,127.11,1.24,+163.16%,0.76,130.24,125.76,28.46%,0.318,2023-06-23,125.00P,1.21,127.00P,2.01,129.00C,1.35,131.00C,0.91,-0.124,-0.09999999999999998
U,41.67,0.49,+96.08%,0.51,42.49,40.51,90.64%,0.3829999999999999,2023-06-16,40.00P,0.19,41.00P,0.44,42.00C,0.64,43.00C,0.4,-0.127,-0.25918367346938803
LI,34.46,0.21,+72.41%,0.29,34.71,33.79,66.45%,0.296,2023-06-16,33.50P,0.15,34.00P,0.24,34.50C,0.44,35.00C,0.32,-0.1419999999999999,-0.6761904761904761
SQ,66.19,0.5,+100.00%,0.5,67.5,65.5,61.84%,0.355,2023-06-16,65.00P,0.38,66.00P,0.7,67.00C,0.46,68.00C,0.28,-0.145,-0.29000000000000004
PYPL,65.85,0.39,+63.93%,0.61,66.39,64.61,40.57%,0.4639999999999999,2023-06-16,64.00P,0.08,65.00P,0.2,66.00C,0.48,67.00C,0.21,-0.146,-0.3743589743589745
JPM,143.09,0.39,+63.93%,0.61,144.39,142.61,18.58%,0.4589999999999999,2023-06-16,142.00P,0.2,143.00P,0.47,144.00C,0.2,145.00C,0.08,-0.151,-0.38717948717948747
ZM,69.94,0.47,+88.68%,0.53,70.47,68.53,54.03%,0.37,2023-06-16,68.00P,0.19,69.00P,0.36,70.00C,0.76,71.00C,0.46,-0.16,-0.3404255319148937
GOOGL,125.09,0.65,+185.71%,0.35,126.65,124.35,26.24%,0.186,2023-06-23,124.00P,1.37,125.00P,1.75,126.00C,1.55,127.00C,1.28,-0.1639999999999999,-0.2523076923076923
META,281.83,1.42,+131.48%,1.08,283.92,278.58,37.96%,0.365,2023-06-16,277.50P,0.73,280.00P,1.37,282.50C,1.92,285.00C,1.14,-0.1675000000000001,-0.11795774647887332
UPST,37.7,0.51,+104.08%,0.49,38.51,36.49,126.94%,0.314,2023-06-16,36.00P,0.35,37.00P,0.62,38.00C,0.83,39.00C,0.59,-0.1759999999999999,-0.34509803921568616
PYPL,65.85,0.91,+83.49%,1.09,67.91,64.09,32.34%,0.4539999999999999,2023-06-23,63.00P,0.32,65.00P,0.82,67.00C,0.82,69.00C,0.41,-0.1820000000000001,-0.20000000000000015
SBUX,101.38,0.33,+49.25%,0.67,102.33,100.67,23.78%,0.487,2023-06-16,100.00P,0.12,101.00P,0.28,102.00C,0.26,103.00C,0.09,-0.1829999999999999,-0.5545454545454546
AAPL,186.01,1.31,+110.08%,1.19,188.81,183.69,17.60%,0.402,2023-06-23,182.50P,0.75,185.00P,1.36,187.50C,1.28,190.00C,0.58,-0.1849999999999998,-0.14122137404580143
GOOGL,125.09,0.46,+85.19%,0.54,126.46,124.54,31.10%,0.355,2023-06-16,124.00P,0.4,125.00P,0.69,126.00C,0.41,127.00C,0.24,-0.185,-0.40217391304347827
SQ,66.19,0.62,+163.16%,0.38,67.62,65.38,46.14%,0.1939999999999999,2023-06-23,65.00P,1.28,66.00P,1.63,67.00C,1.44,68.00C,1.17,-0.186,-0.30000000000000016
SQ,66.19,1.11,+124.72%,0.89,69.11,64.89,46.14%,0.351,2023-06-23,64.00P,0.94,66.00P,1.63,68.00C,1.07,70.00C,0.65,-0.188,-0.16936936936936933
BA,219.41,2.79,+126.24%,2.21,225.29,214.71,30.74%,0.402,2023-06-23,212.50P,1.44,217.50P,2.9,222.50C,2.72,227.50C,1.39,-0.1999999999999999,-0.07168458781362008
AMZN,127.11,0.75,+60.00%,1.25,129.75,126.25,33.99%,0.525,2023-06-16,125.00P,0.24,127.00P,0.81,129.00C,0.28,131.00C,0.1,-0.1999999999999999,-0.26666666666666666
SHOP,66.1,0.68,+51.52%,1.32,68.68,65.32,57.87%,0.5489999999999999,2023-06-16,64.00P,0.15,66.00P,0.68,68.00C,0.22,70.00C,0.07,-0.2220000000000001,-0.3264705882352943
GOOG,125.79,0.41,+69.49%,0.59,126.41,124.59,31.21%,0.34,2023-06-16,124.00P,0.25,125.00P,0.42,126.00C,0.68,127.00C,0.44,-0.2499999999999999,-0.6097560975609754
TMUS,132.76,0.37,+58.73%,0.63,133.37,131.63,26.74%,0.358,2023-06-16,131.00P,0.23,132.00P,0.37,133.00C,0.56,134.00C,0.33,-0.272,-0.7351351351351352
NVDA,426.53,6.5,+185.71%,3.5,441.5,418.5,43.32%,0.321,2023-06-23,415.00P,5.8,425.00P,9.85,435.00C,7.7,445.00C,5.25,-0.29,-0.04461538461538461
CRM,211.92,1.21,+93.80%,1.29,213.71,208.79,41.98%,0.4,2023-06-16,207.50P,0.48,210.00P,0.98,212.50C,1.56,215.00C,0.85,-0.29,-0.23966942148760326
GOOGL,125.09,0.63,+45.99%,1.37,127.63,124.37,31.10%,0.53,2023-06-16,123.00P,0.19,125.00P,0.69,127.00C,0.19,129.00C,0.06,-0.31,-0.49206349206349204
U,41.67,0.55,+37.93%,1.45,43.55,40.45,90.64%,0.5579999999999999,2023-06-16,39.00P,0.08,41.00P,0.44,43.00C,0.37,45.00C,0.18,-0.334,-0.6072727272727273
QCOM,123.61,0.35,+53.85%,0.65,124.35,122.65,32.75%,0.312,2023-06-16,122.00P,0.35,123.00P,0.51,124.00C,0.61,125.00C,0.42,-0.3379999999999999,-0.9657142857142857
TGT,137.84,0.96,+47.06%,2.04,138.96,134.04,39.59%,0.563,2023-06-16,132.00P,0.07,135.00P,0.25,138.00C,1.04,141.00C,0.26,-0.3510000000000002,-0.36562500000000026
NVDA,426.53,8.3,+123.88%,6.7,448.3,416.7,43.32%,0.423,2023-06-23,410.00P,4.25,425.00P,9.85,440.00C,6.2,455.00C,3.5,-0.3549999999999995,-0.042771084337349365
ENPH,180.51,1.26,+101.61%,1.24,183.76,178.74,57.65%,0.351,2023-06-16,177.50P,1.01,180.00P,1.82,182.50C,1.26,185.00C,0.81,-0.3625,-0.2876984126984128
AI,46.37,0.85,+73.91%,1.15,47.85,44.15,151.70%,0.385,2023-06-16,43.00P,0.3,45.00P,0.8,47.00C,1.0,49.00C,0.65,-0.3799999999999999,-0.4470588235294117
PDD,80.82,0.58,+40.85%,1.42,82.58,79.42,54.72%,0.503,2023-06-16,78.00P,0.17,80.00P,0.49,82.00C,0.5,84.00C,0.24,-0.4139999999999999,-0.7137931034482758
ZM,69.94,0.49,+32.45%,1.51,71.49,68.51,54.03%,0.5479999999999999,2023-06-16,67.00P,0.09,69.00P,0.36,71.00C,0.38,73.00C,0.16,-0.4140000000000001,-0.8448979591836738
AI,46.37,1.05,+53.85%,1.95,49.05,43.95,151.70%,0.511,2023-06-16,42.00P,0.15,45.00P,0.8,48.00C,0.8,51.00C,0.4,-0.4169999999999999,-0.39714285714285696
HD,302.02,0.97,+63.40%,1.53,303.47,299.03,23.60%,0.441,2023-06-16,297.50P,0.28,300.00P,0.57,302.50C,1.26,305.00C,0.58,-0.4275,-0.440721649484536
TMUS,132.76,0.49,+32.45%,1.51,133.49,130.51,26.74%,0.541,2023-06-16,129.00P,0.08,131.00P,0.16,133.00C,0.56,135.00C,0.15,-0.428,-0.873469387755102
NVDA,426.53,6.35,+173.97%,3.65,436.35,413.65,43.32%,0.322,2023-06-23,410.00P,4.25,420.00P,7.5,430.00C,9.45,440.00C,6.35,-0.4300000000000001,-0.06771653543307085
CVNA,26.38,0.74,+42.05%,1.76,28.24,24.26,199.84%,0.531,2023-06-16,22.50P,0.17,25.00P,0.52,27.50C,0.68,30.00C,0.29,-0.4324999999999999,-0.5844594594594593
