Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NKE,112.41,0.46,+29.87%,1.54,114.46,111.54,30.96%,0.552,2023-06-16,110.00P,0.12,112.00P,0.46,114.00C,0.2,116.00C,0.08,-0.4359999999999999,-0.9478260869565217
TMUS,132.76,0.42,+26.58%,1.58,134.42,131.58,26.74%,0.551,2023-06-16,130.00P,0.12,132.00P,0.37,134.00C,0.26,136.00C,0.09,-0.4779999999999999,-1.138095238095238
NKE,112.41,0.41,+25.79%,1.59,113.41,110.59,30.96%,0.551,2023-06-16,109.00P,0.07,111.00P,0.19,113.00C,0.42,115.00C,0.13,-0.4879999999999999,-1.1902439024390241
ORCL,126.55,0.74,+32.74%,2.26,128.74,124.26,41.39%,0.586,2023-06-16,122.00P,0.08,125.00P,0.42,128.00C,0.59,131.00C,0.19,-0.502,-0.6783783783783784
NVDA,426.53,3.6,+257.14%,1.4,433.6,421.4,43.32%,0.176,2023-06-23,420.00P,7.7,425.00P,9.85,430.00C,9.45,435.00C,8.0,-0.5199999999999999,-0.14444444444444446
META,281.83,1.73,+52.91%,3.27,286.73,278.27,37.96%,0.546,2023-06-16,275.00P,0.34,280.00P,1.37,285.00C,1.08,290.00C,0.38,-0.5399999999999997,-0.3121387283236993
V,226.17,0.57,+29.53%,1.93,228.07,224.43,20.37%,0.5489999999999999,2023-06-16,222.50P,0.15,225.00P,0.42,227.50C,0.42,230.00C,0.12,-0.5575000000000002,-0.9780701754385968
META,281.83,1.77,+54.80%,3.23,284.27,275.73,37.96%,0.532,2023-06-16,272.50P,0.17,277.50P,0.67,282.50C,1.92,287.50C,0.65,-0.5699999999999998,-0.3220338983050847
TGT,137.84,1.79,+55.76%,3.21,141.79,133.21,29.30%,0.527,2023-06-23,130.00P,0.33,135.00P,1.16,140.00C,1.5,145.00C,0.54,-0.5749999999999998,-0.3212290502793294
NVDA,426.53,2.61,+109.21%,2.39,432.61,422.39,49.68%,0.353,2023-06-16,420.00P,1.9,425.00P,3.4,430.00C,2.85,435.00C,1.74,-0.6250000000000003,-0.23946360153256716
NVDA,426.53,7.9,+111.27%,7.1,442.9,412.1,43.32%,0.426,2023-06-23,405.00P,3.05,420.00P,7.5,435.00C,7.7,450.00C,4.25,-0.71,-0.08987341772151901
BABA,92.2,1.5,+60.00%,2.5,94.5,87.5,43.36%,0.442,2023-06-23,85.00P,0.23,89.00P,0.83,93.00C,2.02,97.00C,1.12,-0.732,-0.4880000000000001
AAPL,186.01,1.45,+40.85%,3.55,191.45,183.55,17.60%,0.561,2023-06-23,180.00P,0.35,185.00P,1.36,190.00C,0.54,195.00C,0.1,-0.7449999999999997,-0.5137931034482757
ORCL,126.55,0.61,+17.99%,3.39,129.61,124.39,41.39%,0.652,2023-06-16,121.00P,0.06,125.00P,0.42,129.00C,0.36,133.00C,0.11,-0.7819999999999998,-1.2819672131147541
NVDA,426.53,9.29,+86.74%,10.71,454.29,415.71,43.32%,0.493,2023-06-23,405.00P,3.05,425.00P,9.85,445.00C,5.0,465.00C,2.51,-0.8500000000000014,-0.09149623250807334
MSFT,348.1,1.52,+43.68%,3.48,351.52,343.48,31.46%,0.515,2023-06-16,340.00P,0.28,345.00P,0.88,350.00C,1.35,355.00C,0.43,-0.905,-0.5953947368421052
MA,379.04,1.18,+30.89%,3.82,381.18,373.82,22.11%,0.5710000000000001,2023-06-16,370.00P,0.12,375.00P,0.37,380.00C,1.26,385.00C,0.33,-0.9649999999999996,-0.8177966101694912
NVDA,426.53,3.63,+56.99%,6.37,438.63,421.37,49.68%,0.539,2023-06-16,415.00P,0.85,425.00P,3.4,435.00C,1.62,445.00C,0.54,-0.9799999999999996,-0.26997245179063356
META,281.83,1.66,+28.42%,5.84,289.16,278.34,37.96%,0.637,2023-06-16,272.50P,0.17,280.00P,1.37,287.50C,0.6,295.00C,0.14,-1.0625,-0.6400602409638555
MSFT,348.1,0.71,+39.66%,1.79,350.71,346.79,31.46%,0.266,2023-06-16,345.00P,1.09,347.50P,1.6,350.00C,1.35,352.50C,1.15,-1.125,-1.5845070422535212
META,281.83,1.77,+30.89%,5.73,284.27,273.23,37.96%,0.608,2023-06-16,267.50P,0.07,275.00P,0.3,282.50C,1.92,290.00C,0.38,-1.1700000000000002,-0.6610169491525425
META,281.83,1.42,+23.36%,6.08,286.42,276.08,37.96%,0.642,2023-06-16,270.00P,0.1,277.50P,0.67,285.00C,1.08,292.50C,0.23,-1.265,-0.8908450704225354
NVDA,426.53,10.04,+67.11%,14.96,460.04,414.96,43.32%,0.547,2023-06-23,400.00P,2.18,425.00P,9.85,450.00C,4.1,475.00C,1.73,-1.2849999999999993,-0.12798804780876494
NVDA,426.53,7.47,+99.20%,7.53,437.47,407.53,43.32%,0.415,2023-06-23,400.00P,2.18,415.00P,5.45,430.00C,9.45,445.00C,5.25,-1.3050000000000006,-0.17469879518072293
NVDA,426.53,3.25,+48.15%,6.75,433.25,416.75,49.68%,0.54,2023-06-16,410.00P,0.4,420.00P,1.75,430.00C,2.85,440.00C,0.95,-1.3499999999999994,-0.4153846153846153
NFLX,445.27,3.06,+44.09%,6.94,453.06,436.94,45.17%,0.556,2023-06-16,430.00P,0.26,440.00P,1.77,450.00C,2.25,460.00C,0.7,-1.3799999999999994,-0.45098039215686264
NVDA,426.53,8.6,+75.44%,11.4,448.6,411.4,43.32%,0.498,2023-06-23,400.00P,2.18,420.00P,7.5,440.00C,6.2,460.00C,2.92,-1.4400000000000004,-0.1674418604651164
MSFT,348.1,1.4,+22.95%,6.1,351.4,341.1,31.46%,0.608,2023-06-16,335.00P,0.06,342.50P,0.36,350.00C,1.35,357.50C,0.25,-1.54,-1.1
META,281.83,1.56,+18.48%,8.44,291.56,278.44,37.96%,0.685,2023-06-16,270.00P,0.1,280.00P,1.37,290.00C,0.35,300.00C,0.06,-1.5899999999999992,-1.0192307692307687
META,281.83,1.11,+12.49%,8.89,288.61,276.39,37.96%,0.721,2023-06-16,267.50P,0.07,277.50P,0.67,287.50C,0.6,297.50C,0.09,-1.6800000000000002,-1.5135135135135136
LULU,382.63,1.39,+16.14%,8.61,391.39,378.61,30.03%,0.674,2023-06-16,370.00P,0.13,380.00P,1.25,390.00C,0.36,400.00C,0.09,-1.8699999999999997,-1.3453237410071939
MSFT,348.1,0.93,+22.85%,4.07,353.43,346.57,31.46%,0.427,2023-06-16,342.50P,0.54,347.50P,1.6,352.50C,0.12,357.50C,0.25,-1.935,-2.0806451612903225
NVDA,426.53,8.15,+68.78%,11.85,443.15,406.85,43.32%,0.494,2023-06-23,395.00P,1.5,415.00P,5.45,435.00C,7.7,455.00C,3.5,-1.97,-0.2417177914110429
NVDA,426.53,8.22,+69.78%,11.78,438.22,401.78,43.32%,0.488,2023-06-23,390.00P,1.08,410.00P,4.1,430.00C,9.45,450.00C,4.25,-2.02,-0.24574209245742082
NVDA,426.53,3.69,+32.63%,11.31,443.69,421.31,49.68%,0.617,2023-06-16,410.00P,0.4,425.00P,3.4,440.00C,0.92,455.00C,0.23,-2.055,-0.5569105691056913
MSFT,348.1,1.31,+15.07%,8.69,351.31,338.69,31.46%,0.6629999999999999,2023-06-16,330.00P,0.1,340.00P,0.2,350.00C,1.35,360.00C,0.14,-2.0600000000000005,-1.5725190839694663
NVDA,426.53,10.38,+52.91%,19.62,465.38,414.62,43.32%,0.584,2023-06-23,395.00P,1.5,425.00P,9.85,455.00C,3.3,485.00C,1.27,-2.1000000000000005,-0.20231213872832376
NVDA,426.53,8.96,+55.86%,16.04,453.96,411.04,43.32%,0.552,2023-06-23,395.00P,1.5,420.00P,7.5,445.00C,5.0,470.00C,2.04,-2.239999999999997,-0.2499999999999998
MSFT,348.1,0.99,+10.99%,9.01,355.99,344.01,31.46%,0.677,2023-06-16,335.00P,0.06,345.00P,0.88,355.00C,0.25,365.00C,0.08,-2.2399999999999998,-2.2626262626262617
NVDA,426.53,2.81,+23.05%,12.19,437.81,417.19,49.68%,0.645,2023-06-16,405.00P,0.2,420.00P,1.75,435.00C,1.62,450.00C,0.36,-2.515,-0.8950177935943059
MSFT,348.1,0.75,+11.11%,6.75,353.25,344.25,31.46%,0.564,2023-06-16,337.50P,0.11,345.00P,0.88,352.50C,0.12,360.00C,0.14,-2.5200000000000005,-3.3600000000000008
NVDA,426.53,3.02,+25.21%,11.98,433.02,411.98,49.68%,0.628,2023-06-16,400.00P,0.1,415.00P,0.81,430.00C,2.85,445.00C,0.54,-2.5600000000000005,-0.847682119205298
MSFT,348.1,2.65,+36.05%,7.35,352.65,337.35,23.48%,0.462,2023-06-23,330.00P,0.53,340.00P,1.65,350.00C,3.15,360.00C,1.62,-2.73,-1.030188679245283
NFLX,445.27,2.5,+20.00%,12.5,457.5,437.5,45.17%,0.6459999999999999,2023-06-16,425.00P,0.2,440.00P,1.77,455.00C,1.15,470.00C,0.22,-2.810000000000001,-1.1240000000000006
NVDA,426.53,8.06,+47.58%,16.94,448.06,406.94,43.32%,0.547,2023-06-23,390.00P,1.08,415.00P,5.45,440.00C,6.2,465.00C,2.51,-3.265,-0.40508684863523553
NVDA,426.53,2.39,+13.57%,17.61,442.39,417.61,49.68%,0.7120000000000001,2023-06-16,400.00P,0.1,420.00P,1.75,440.00C,0.92,460.00C,0.18,-3.3699999999999983,-1.410041841004183
NVDA,426.53,8.91,+42.25%,21.09,458.91,411.09,43.32%,0.59,2023-06-23,390.00P,1.08,420.00P,7.5,450.00C,4.1,480.00C,1.61,-3.390000000000001,-0.3804713804713806
NVDA,426.53,2.12,+11.86%,17.88,437.12,412.88,49.68%,0.722,2023-06-16,395.00P,0.08,415.00P,0.81,435.00C,1.62,455.00C,0.23,-3.4400000000000004,-1.6226415094339621
NVDA,426.53,3.51,+21.29%,16.49,448.51,421.49,49.68%,0.65,2023-06-16,405.00P,0.2,425.00P,3.4,445.00C,0.5,465.00C,0.19,-3.489999999999999,-0.9943019943019941
MSFT,348.1,0.1,+0.81%,12.4,352.6,339.9,31.46%,0.7090000000000001,2023-06-16,327.50P,0.14,340.00P,0.2,352.50C,0.12,365.00C,0.08,-3.537499999999999,-35.37499999999999
NVDA,426.53,1.48,+6.29%,23.52,441.48,413.52,49.68%,0.7909999999999999,2023-06-16,390.00P,0.06,415.00P,0.81,440.00C,0.92,465.00C,0.19,-3.745000000000002,-2.5304054054054066
NVDA,426.53,2.07,+9.03%,22.93,447.07,417.93,49.68%,0.748,2023-06-16,395.00P,0.08,420.00P,1.75,445.00C,0.5,470.00C,0.1,-4.23,-2.0434782608695654
NVDA,426.53,8.96,+34.41%,26.04,463.96,411.04,43.32%,0.623,2023-06-23,385.00P,0.75,420.00P,7.5,455.00C,3.3,490.00C,1.09,-4.234999999999999,-0.47265624999999994
NVDA,426.53,7.97,+36.18%,22.03,452.97,407.03,43.32%,0.593,2023-06-23,385.00P,0.75,415.00P,5.45,445.00C,5.0,475.00C,1.73,-4.24,-0.531994981179423
NVDA,426.53,10.35,+34.91%,29.65,475.35,414.65,43.32%,0.625,2023-06-23,385.00P,0.75,425.00P,9.85,465.00C,2.1,505.00C,0.85,-4.649999999999999,-0.4492753623188407
NVDA,426.53,3.51,+16.33%,21.49,453.51,421.49,49.68%,0.667,2023-06-16,400.00P,0.1,425.00P,3.4,450.00C,0.28,475.00C,0.07,-4.814999999999999,-1.3717948717948716
NVDA,426.53,8.92,+28.70%,31.08,468.92,411.08,43.32%,0.648,2023-06-23,380.00P,0.56,420.00P,7.5,460.00C,2.75,500.00C,0.77,-5.159999999999998,-0.5784753363228698
NVDA,426.53,3.33,+10.51%,31.67,463.33,421.67,49.68%,0.67,2023-06-16,390.00P,0.06,425.00P,3.4,460.00C,0.15,495.00C,0.16,-8.219999999999999,-2.468468468468468
Downloaded from Barchart.com as of 06-15-2023 04:15pm CDT,,,,,,,,,,,,,,,,,,,
