Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
UPST,30.59,0.67,+203.03%,0.33,31.67,29.33,115.48%,0.286,2023-06-09,29.00P,0.4,30.00P,0.73,31.00C,1.39,32.00C,1.05,-0.0439999999999999,-0.06567164179104476
DIS,92.13,0.57,+132.56%,0.43,93.57,91.43,25.36%,0.38,2023-06-09,91.00P,0.36,92.00P,0.69,93.00C,0.56,94.00C,0.32,-0.05,-0.08771929824561403
UPST,30.59,0.87,+138.10%,0.63,32.37,29.13,115.48%,0.385,2023-06-09,28.50P,0.28,30.00P,0.73,31.50C,1.2,33.00C,0.78,-0.0524999999999999,-0.06034482758620693
AMD,123.43,1.61,+115.83%,1.39,125.61,119.39,46.90%,0.4429999999999999,2023-06-09,118.00P,0.29,121.00P,0.86,124.00C,2.1,127.00C,1.06,-0.061,-0.037888198757764176
U,36.01,0.62,+163.16%,0.38,37.62,35.38,81.40%,0.318,2023-06-09,35.00P,0.57,36.00P,0.99,37.00C,0.72,38.00C,0.52,-0.062,-0.09999999999999998
TGT,132.49,1.08,+117.39%,0.92,135.08,130.92,30.31%,0.427,2023-06-09,130.00P,0.57,132.00P,1.17,134.00C,0.86,136.00C,0.38,-0.0659999999999998,-0.06111111111111104
NVDA,386.64,4.25,+130.77%,3.25,394.25,378.25,40.92%,0.423,2023-06-09,375.00P,1.34,382.50P,3.15,390.00C,5.0,397.50C,2.56,-0.0774999999999999,-0.01823529411764706
CRM,212.85,1.47,+142.72%,1.03,216.47,211.03,27.95%,0.38,2023-06-09,210.00P,1.0,212.50P,1.88,215.00C,1.32,217.50C,0.73,-0.08,-0.05442176870748297
SNOW,182.28,1.72,+220.51%,0.78,184.22,178.28,50.92%,0.275,2023-06-09,177.50P,1.29,180.00P,2.03,182.50C,3.55,185.00C,2.57,-0.0924999999999999,-0.05377906976744188
GOOG,128.45,0.91,+83.49%,1.09,129.91,126.09,24.20%,0.498,2023-06-09,125.00P,0.18,127.00P,0.52,129.00C,0.91,131.00C,0.34,-0.0939999999999999,-0.1032967032967033
GOOG,128.45,0.91,+83.49%,1.09,130.91,127.09,24.20%,0.493,2023-06-09,126.00P,0.31,128.00P,0.87,130.00C,0.55,132.00C,0.2,-0.104,-0.1142857142857143
PANW,226.03,1.48,+145.10%,1.02,228.98,223.52,28.18%,0.363,2023-06-09,222.50P,0.8,225.00P,1.48,227.50C,1.89,230.00C,1.09,-0.1125,-0.07601351351351356
UPST,30.59,0.97,+94.17%,1.03,32.97,29.03,115.48%,0.4539999999999999,2023-06-09,28.00P,0.19,30.00P,0.73,32.00C,1.03,34.00C,0.6,-0.1220000000000001,-0.12577319587628882
SQ,65.85,0.93,+86.92%,1.07,66.93,63.07,49.95%,0.47,2023-06-09,62.00P,0.16,64.00P,0.44,66.00C,1.2,68.00C,0.55,-0.13,-0.1397849462365592
AMD,123.43,1.82,+83.49%,2.18,128.82,121.18,46.90%,0.51,2023-06-09,119.00P,0.42,123.00P,1.6,127.00C,1.04,131.00C,0.4,-0.14,-0.07692307692307693
AI,37.88,1.1,+122.22%,0.9,39.1,34.9,127.76%,0.368,2023-06-09,34.00P,0.35,36.00P,0.7,38.00C,1.95,40.00C,1.2,-0.1639999999999999,-0.14909090909090905
DIS,92.13,0.71,+55.04%,1.29,94.71,91.29,25.36%,0.54,2023-06-09,90.00P,0.17,92.00P,0.69,94.00C,0.31,96.00C,0.12,-0.2099999999999999,-0.2957746478873239
AMD,123.43,1.73,+76.21%,2.27,125.73,118.27,46.90%,0.51,2023-06-09,116.00P,0.14,120.00P,0.6,124.00C,2.1,128.00C,0.83,-0.2300000000000001,-0.13294797687861265
AMD,123.43,1.69,+73.16%,2.31,126.69,119.31,46.90%,0.518,2023-06-09,117.00P,0.2,121.00P,0.86,125.00C,1.68,129.00C,0.65,-0.2380000000000001,-0.1408284023668639
AMD,123.43,1.7,+73.91%,2.3,127.7,120.3,46.90%,0.515,2023-06-09,118.00P,0.29,122.00P,1.19,126.00C,1.32,130.00C,0.52,-0.24,-0.1411764705882352
TSLA,220.42,3.53,+88.92%,3.97,228.53,213.97,54.21%,0.496,2023-06-09,210.00P,0.86,217.50P,2.83,225.00C,2.61,232.50C,1.05,-0.25,-0.0708215297450426
DIS,92.13,0.62,+44.93%,1.38,93.62,90.38,25.36%,0.555,2023-06-09,89.00P,0.09,91.00P,0.34,93.00C,0.56,95.00C,0.19,-0.2699999999999998,-0.43548387096774166
UPST,30.59,1.06,+54.64%,1.94,34.06,28.94,115.48%,0.5489999999999999,2023-06-09,27.00P,0.09,30.00P,0.73,33.00C,0.76,36.00C,0.34,-0.2930000000000001,-0.27641509433962275
AI,37.88,1.25,+71.43%,1.75,40.25,34.75,127.76%,0.472,2023-06-09,33.00P,0.2,36.00P,0.7,39.00C,1.5,42.00C,0.75,-0.3339999999999999,-0.26720000000000005
GOOG,128.45,0.93,+44.93%,2.07,131.93,127.07,24.20%,0.5770000000000001,2023-06-09,125.00P,0.18,128.00P,0.87,131.00C,0.33,134.00C,0.09,-0.3389999999999996,-0.36451612903225766
SHOP,63.71,1.01,+50.75%,1.99,65.01,59.99,54.65%,0.546,2023-06-09,58.00P,0.06,61.00P,0.27,64.00C,1.21,67.00C,0.41,-0.3519999999999998,-0.34851485148514844
AMD,123.43,1.87,+59.74%,3.13,129.87,121.13,46.90%,0.555,2023-06-09,118.00P,0.29,123.00P,1.6,128.00C,0.81,133.00C,0.25,-0.3549999999999995,-0.1898395721925131
TSLA,220.42,4.09,+69.20%,5.91,234.09,215.91,54.21%,0.5529999999999999,2023-06-09,210.00P,0.86,220.00P,3.95,230.00C,1.42,240.00C,0.42,-0.3800000000000008,-0.092909535452323
CRM,212.85,1.86,+59.24%,3.14,219.36,210.64,27.95%,0.5429999999999999,2023-06-09,207.50P,0.5,212.50P,1.88,217.50C,0.7,222.50C,0.22,-0.4250000000000005,-0.22849462365591422
AMD,123.43,1.71,+51.98%,3.29,128.71,120.29,46.90%,0.565,2023-06-09,117.00P,0.2,122.00P,1.19,127.00C,1.04,132.00C,0.32,-0.4650000000000003,-0.27192982456140363
DIS,92.13,0.71,+31.00%,2.29,95.71,91.29,25.36%,0.606,2023-06-09,89.00P,0.09,92.00P,0.69,95.00C,0.18,98.00C,0.07,-0.4720000000000001,-0.6647887323943663
AMD,123.43,1.66,+49.70%,3.34,126.66,118.34,46.90%,0.5670000000000001,2023-06-09,115.00P,0.1,120.00P,0.6,125.00C,1.68,130.00C,0.52,-0.5049999999999998,-0.3042168674698794
AMD,123.43,1.64,+48.81%,3.36,127.64,119.36,46.90%,0.57,2023-06-09,116.00P,0.14,121.00P,0.86,126.00C,1.32,131.00C,0.4,-0.5100000000000002,-0.3109756097560977
AMD,123.43,1.87,+45.28%,4.13,130.87,121.13,46.90%,0.5870000000000001,2023-06-09,117.00P,0.2,123.00P,1.6,129.00C,0.64,135.00C,0.17,-0.6079999999999994,-0.32513368983957186
AMD,123.43,1.65,+37.93%,4.35,129.65,120.35,46.90%,0.6,2023-06-09,116.00P,0.14,122.00P,1.19,128.00C,0.81,134.00C,0.21,-0.7500000000000001,-0.45454545454545453
AMD,123.43,1.55,+34.83%,4.45,128.55,119.45,46.90%,0.61,2023-06-09,115.00P,0.1,121.00P,0.86,127.00C,1.04,133.00C,0.25,-0.79,-0.5096774193548387
AMD,123.43,1.86,+36.19%,5.14,131.86,121.14,46.90%,0.61,2023-06-09,116.00P,0.14,123.00P,1.6,130.00C,0.51,137.00C,0.11,-0.8699999999999999,-0.46774193548387083
TSLA,220.42,4.19,+50.42%,8.31,236.69,215.81,54.21%,0.593,2023-06-09,207.50P,0.56,220.00P,3.95,232.50C,1.04,245.00C,0.24,-0.8975000000000004,-0.21420047732696912
AMD,123.43,1.42,+25.45%,5.58,129.42,119.58,46.90%,0.639,2023-06-09,114.00P,0.08,121.00P,0.86,128.00C,0.81,135.00C,0.17,-1.1070000000000002,-0.7795774647887326
AMD,123.43,1.53,+23.65%,6.47,131.53,120.47,46.90%,0.648,2023-06-09,114.00P,0.08,122.00P,1.19,130.00C,0.51,138.00C,0.09,-1.2859999999999998,-0.8405228758169933
AMD,123.43,1.46,+19.36%,7.54,132.46,120.54,46.90%,0.6629999999999999,2023-06-09,113.00P,0.06,122.00P,1.19,131.00C,0.39,140.00C,0.06,-1.5730000000000008,-1.077397260273973
Downloaded from Barchart.com as of 06-06-2023 02:34pm CDT,,,,,,,,,,,,,,,,,,,
