Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,Exp Type,ExpectedValue,KellyCriterion
AMD,97.71,2.11,+111.64%,1.89,101.11,92.89,43.41%,0.4629999999999999,2023-05-19,91.00P,0.43,95.00P,1.16,99.00C,2.57,103.00C,1.19,monthly,-0.0380000000000002,-0.01800947867298605
GOOGL,108.76,1.11,+124.72%,0.89,111.11,106.89,46.89%,0.422,2023-05-12,106.00P,0.39,108.00P,0.86,110.00C,1.24,112.00C,0.6,weekly,-0.0459999999999998,-0.04144144144144148
COIN,61.42,1.5,+100.00%,1.5,64.5,58.5,101.52%,0.484,2023-05-12,57.00P,0.32,60.00P,0.82,63.00C,1.71,66.00C,0.71,weekly,-0.048,-0.03200000000000003
GOOGL,108.76,1.63,+118.98%,1.37,112.63,106.37,31.18%,0.437,2023-05-19,105.00P,0.64,108.00P,1.42,111.00C,1.46,114.00C,0.61,monthly,-0.0589999999999999,-0.03619631901840499
AMZN,108.77,1.05,+53.85%,1.95,111.05,105.95,35.36%,0.628,2023-05-12,104.00P,0.07,107.00P,0.25,110.00C,1.03,113.00C,0.16,weekly,-0.0659999999999999,-0.06285714285714276
AMD,97.71,2.11,+111.64%,1.89,100.11,91.89,43.41%,0.455,2023-05-19,90.00P,0.33,94.00P,0.9,98.00C,3.0,102.00C,1.46,monthly,-0.0699999999999999,-0.03317535545023692
AMD,97.71,2.08,+108.33%,1.92,102.08,93.92,43.41%,0.4589999999999999,2023-05-19,92.00P,0.56,96.00P,1.47,100.00C,2.14,104.00C,0.97,monthly,-0.0840000000000001,-0.040384615384615546
TSLA,172.81,3.8,+102.70%,3.7,181.3,166.2,42.76%,0.482,2023-05-19,162.50P,1.15,170.00P,2.94,177.50C,3.15,185.00C,1.14,monthly,-0.0849999999999999,-0.02236842105263162
RBLX,38.47,0.78,+63.93%,1.22,40.78,37.22,77.39%,0.564,2023-05-12,36.00P,0.27,38.00P,0.92,40.00C,0.19,42.00C,0.06,weekly,-0.092,-0.11794871794871804
RBLX,38.47,0.68,+82.93%,0.82,40.18,37.32,77.39%,0.478,2023-05-12,36.50P,0.39,38.00P,0.92,39.50C,0.26,41.00C,0.11,weekly,-0.1029999999999999,-0.1514705882352941
AMD,97.71,2.32,+86.57%,2.68,100.32,90.68,43.41%,0.514,2023-05-19,88.00P,0.19,93.00P,0.7,98.00C,3.0,103.00C,1.19,monthly,-0.1100000000000001,-0.04741379310344836
AMZN,108.77,1.74,+76.99%,2.26,112.74,105.26,29.75%,0.537,2023-05-19,103.00P,0.29,107.00P,0.91,111.00C,1.49,115.00C,0.37,monthly,-0.1119999999999997,-0.06436781609195387
GOOG,109.34,1.6,+114.29%,1.4,113.6,107.4,30.91%,0.428,2023-05-19,106.00P,0.73,109.00P,1.57,112.00C,1.3,115.00C,0.54,monthly,-0.1159999999999999,-0.07249999999999998
TSLA,172.81,2.11,+73.01%,2.89,177.11,167.89,47.26%,0.5539999999999999,2023-05-12,165.00P,0.29,170.00P,1.0,175.00C,1.94,180.00C,0.54,weekly,-0.1200000000000003,-0.056872037914692135
NVDA,288.48,2.59,+107.47%,2.41,295.09,284.91,38.37%,0.457,2023-05-12,282.50P,0.9,287.50P,2.16,292.50C,2.12,297.50C,0.79,weekly,-0.125,-0.048262548262548194
UPST,18.63,1.09,+77.31%,1.41,21.09,16.41,115.38%,0.511,2023-05-19,15.00P,0.18,17.50P,0.71,20.00C,0.95,22.50C,0.39,monthly,-0.1324999999999998,-0.12155963302752285
AMD,97.71,1.24,+70.45%,1.76,100.24,94.76,51.28%,0.54,2023-05-12,93.00P,0.13,96.00P,0.5,99.00C,1.37,102.00C,0.5,weekly,-0.1399999999999999,-0.11290322580645151
AMD,97.71,2.25,+81.82%,2.75,101.25,91.75,43.41%,0.521,2023-05-19,89.00P,0.25,94.00P,0.9,99.00C,2.57,104.00C,0.97,monthly,-0.145,-0.06444444444444437
NFLX,334.7,3.14,+72.02%,4.36,340.64,326.86,35.82%,0.561,2023-05-12,322.50P,0.32,330.00P,1.26,337.50C,2.93,345.00C,0.73,weekly,-0.1524999999999996,-0.04856687898089156
GOOG,109.34,1.25,+71.43%,1.75,112.25,106.75,46.98%,0.53,2023-05-12,105.00P,0.21,108.00P,0.71,111.00C,1.1,114.00C,0.35,weekly,-0.1599999999999999,-0.1279999999999999
NFLX,334.7,5.2,+108.33%,4.8,345.2,324.8,31.68%,0.46,2023-05-19,320.00P,1.62,330.00P,3.8,340.00C,4.9,350.00C,1.88,monthly,-0.1999999999999997,-0.03846153846153842
RBLX,38.47,0.62,+70.45%,0.88,39.12,36.38,77.39%,0.45,2023-05-12,35.50P,0.18,37.00P,0.48,38.50C,0.53,40.00C,0.21,weekly,-0.205,-0.33064516129032256
RIVN,15.58,0.5,+50.00%,1.0,16.5,14.0,73.31%,0.514,2023-05-19,13.00P,0.09,14.50P,0.26,16.00C,0.55,17.50C,0.22,monthly,-0.2289999999999999,-0.45799999999999996
AMD,97.71,2.18,+77.31%,2.82,102.18,92.82,43.41%,0.518,2023-05-19,90.00P,0.33,95.00P,1.16,100.00C,2.14,105.00C,0.79,monthly,-0.2299999999999997,-0.10550458715596316
AMD,97.71,1.2,+66.67%,1.8,101.2,95.8,51.28%,0.521,2023-05-12,94.00P,0.2,97.00P,0.78,100.00C,0.98,103.00C,0.36,weekly,-0.237,-0.19749999999999998
GOOGL,108.76,1.21,+67.60%,1.79,112.21,106.79,46.89%,0.517,2023-05-12,105.00P,0.26,108.00P,0.86,111.00C,0.87,114.00C,0.26,weekly,-0.239,-0.1975206611570248
AMD,97.71,2.16,+76.06%,2.84,103.16,93.84,43.41%,0.51,2023-05-19,91.00P,0.43,96.00P,1.47,101.00C,1.76,106.00C,0.64,monthly,-0.2899999999999998,-0.13425925925925913
GOOGL,108.76,1.71,+74.67%,2.29,113.71,106.29,31.18%,0.499,2023-05-19,104.00P,0.48,108.00P,1.42,112.00C,1.1,116.00C,0.33,monthly,-0.2939999999999999,-0.17192982456140357
GOOG,109.34,1.2,+66.67%,1.8,113.2,107.8,46.98%,0.499,2023-05-12,106.00P,0.33,109.00P,1.04,112.00C,0.72,115.00C,0.23,weekly,-0.303,-0.2525
AMZN,108.77,1.65,+70.21%,2.35,113.65,106.35,29.75%,0.511,2023-05-19,104.00P,0.38,108.00P,1.2,112.00C,1.09,116.00C,0.26,monthly,-0.3060000000000001,-0.18545454545454554
RBLX,38.47,0.62,+44.93%,1.38,39.62,36.38,77.39%,0.532,2023-05-12,35.00P,0.12,37.00P,0.48,39.00C,0.37,41.00C,0.11,weekly,-0.3159999999999998,-0.5096774193548385
TSLA,172.81,3.74,+99.47%,3.76,183.74,168.76,42.76%,0.457,2023-05-19,165.00P,1.6,172.50P,3.85,180.00C,2.29,187.50C,0.8,monthly,-0.3324999999999993,-0.08890374331550786
AMD,97.71,2.21,+58.31%,3.79,102.21,91.79,43.41%,0.5660000000000001,2023-05-19,88.00P,0.19,94.00P,0.9,100.00C,2.14,106.00C,0.64,monthly,-0.3939999999999997,-0.1782805429864252
AMZN,108.77,0.85,+39.53%,2.15,111.85,107.15,35.36%,0.574,2023-05-12,105.00P,0.1,108.00P,0.44,111.00C,0.59,114.00C,0.08,weekly,-0.4280000000000001,-0.5035294117647061
AMD,97.71,1.14,+39.86%,2.86,101.14,94.86,51.28%,0.601,2023-05-12,92.00P,0.08,96.00P,0.5,100.00C,0.98,104.00C,0.26,weekly,-0.456,-0.40000000000000013
TSLA,172.81,1.99,+66.11%,3.01,179.49,170.51,47.26%,0.51,2023-05-12,167.50P,0.55,172.50P,1.76,177.50C,1.05,182.50C,0.27,weekly,-0.4599999999999999,-0.23115577889447236
NVDA,288.48,4.95,+98.02%,5.05,302.45,282.55,34.52%,0.4579999999999999,2023-05-19,277.50P,2.04,287.50P,4.9,297.50C,3.2,307.50C,1.11,monthly,-0.4700000000000002,-0.09494949494949502
AMD,97.71,2.15,+55.84%,3.85,103.15,92.85,43.41%,0.56,2023-05-19,89.00P,0.25,95.00P,1.16,101.00C,1.76,107.00C,0.52,monthly,-0.4899999999999997,-0.22790697674418595
AMZN,108.77,1.6,+47.06%,3.4,113.6,105.4,29.75%,0.574,2023-05-19,102.00P,0.22,107.00P,0.91,112.00C,1.09,117.00C,0.18,monthly,-0.5300000000000001,-0.3312500000000001
GOOG,109.34,1.22,+43.88%,2.78,114.22,107.78,46.98%,0.556,2023-05-12,105.00P,0.21,109.00P,1.04,113.00C,0.5,117.00C,0.11,weekly,-0.5559999999999998,-0.4557377049180325
AMD,97.71,1.15,+40.35%,2.85,102.15,95.85,51.28%,0.573,2023-05-12,93.00P,0.13,97.00P,0.78,101.00C,0.69,105.00C,0.19,weekly,-0.5580000000000003,-0.48521739130434804
AMD,97.71,2.15,+55.84%,3.85,104.15,93.85,43.41%,0.5479999999999999,2023-05-19,90.00P,0.33,96.00P,1.47,102.00C,1.44,108.00C,0.43,monthly,-0.5620000000000005,-0.26139534883720955
NFLX,334.7,2.9,+63.04%,4.6,342.9,329.6,35.82%,0.5379999999999999,2023-05-12,325.00P,0.52,332.50P,1.92,340.00C,1.93,347.50C,0.43,weekly,-0.5650000000000002,-0.19482758620689675
SNOW,167.58,4.06,+68.35%,5.94,179.06,160.94,46.54%,0.528,2023-05-19,155.00P,0.63,165.00P,2.22,175.00C,3.6,185.00C,1.13,monthly,-0.6600000000000001,-0.16256157635467983
TSLA,172.81,3.86,+62.87%,6.14,183.86,166.14,42.76%,0.5429999999999999,2023-05-19,160.00P,0.81,170.00P,2.94,180.00C,2.29,190.00C,0.56,monthly,-0.7100000000000009,-0.18393782383419705
AMZN,108.77,1.56,+45.35%,3.44,114.56,106.44,29.75%,0.545,2023-05-19,103.00P,0.29,108.00P,1.2,113.00C,0.77,118.00C,0.12,monthly,-0.7149999999999999,-0.45833333333333315
AMD,97.71,0.99,+24.69%,4.01,101.99,95.01,51.28%,0.64,2023-05-12,91.00P,0.06,96.00P,0.5,101.00C,0.69,106.00C,0.14,weekly,-0.8099999999999997,-0.8181818181818181
AMD,97.71,2.1,+42.86%,4.9,105.1,93.9,43.41%,0.578,2023-05-19,89.00P,0.25,96.00P,1.47,103.00C,1.17,110.00C,0.29,monthly,-0.8540000000000005,-0.40666666666666684
NVDA,288.48,2.62,+53.69%,4.88,297.62,284.88,38.37%,0.535,2023-05-12,280.00P,0.55,287.50P,2.16,295.00C,1.3,302.50C,0.29,weekly,-0.8674999999999995,-0.33110687022900753
AMD,97.71,1.08,+27.55%,3.92,103.08,95.92,51.28%,0.608,2023-05-12,92.00P,0.08,97.00P,0.78,102.00C,0.49,107.00C,0.11,weekly,-0.88,-0.8148148148148148
TSLA,172.81,1.75,+30.43%,5.75,179.25,168.25,47.26%,0.63,2023-05-12,162.50P,0.16,170.00P,1.0,177.50C,1.05,185.00C,0.14,weekly,-1.025,-0.5857142857142856
NFLX,334.7,2.75,+37.93%,7.25,342.75,327.25,35.82%,0.617,2023-05-12,320.00P,0.2,330.00P,1.26,340.00C,1.93,350.00C,0.24,weekly,-1.0799999999999998,-0.39272727272727276
AMZN,108.77,1.44,+31.58%,4.56,115.44,106.56,29.75%,0.569,2023-05-19,102.00P,0.22,108.00P,1.2,114.00C,0.53,120.00C,0.07,monthly,-1.146,-0.7958333333333334
TSLA,172.81,1.92,+34.41%,5.58,181.92,170.58,47.26%,0.574,2023-05-12,165.00P,0.29,172.50P,1.76,180.00C,0.53,187.50C,0.08,weekly,-1.2750000000000004,-0.6640625000000002
NFLX,334.7,2.63,+35.69%,7.37,345.13,329.87,35.82%,0.585,2023-05-12,322.50P,0.32,332.50P,1.92,342.50C,1.18,352.50C,0.15,weekly,-1.5200000000000005,-0.5779467680608367
TSLA,172.81,3.96,+46.37%,8.54,188.96,168.54,42.76%,0.5539999999999999,2023-05-19,160.00P,0.81,172.50P,3.85,185.00C,1.13,197.50C,0.21,monthly,-1.6150000000000002,-0.40782828282828304
NVDA,288.48,2.47,+32.80%,7.53,299.97,285.03,38.37%,0.58,2023-05-12,277.50P,0.34,287.50P,2.16,297.50C,0.77,307.50C,0.12,weekly,-1.7300000000000002,-0.7004048582995951
Downloaded from Barchart.com as of 05-10-2023 09:35am CDT,,,,,,,,,,,,,,,,,,,,
