Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NVDA,296.96,2.61,+109.21%,2.39,300.11,289.89,36.00%,0.466,2023-05-19,287.50P,0.52,292.50P,1.33,297.50C,2.99,302.50C,1.19,-0.06,-0.0229885057471265
BA,203.96,2.65,+112.77%,2.35,207.65,197.35,26.06%,0.4579999999999999,2023-05-26,195.00P,0.8,200.00P,1.63,205.00C,3.05,210.00C,1.23,-0.0600000000000002,-0.022641509433962394
GOOGL,119.19,1.59,+112.77%,1.41,123.59,117.41,26.84%,0.449,2023-05-26,116.00P,0.8,119.00P,1.81,122.00C,0.98,125.00C,0.4,-0.0629999999999998,-0.039622641509433766
AMZN,114.78,0.98,+96.08%,1.02,115.98,112.02,34.65%,0.478,2023-05-19,111.00P,0.16,113.00P,0.44,115.00C,1.16,117.00C,0.46,-0.064,-0.06530612244897965
NVDA,296.96,2.55,+104.08%,2.45,302.55,292.45,36.00%,0.476,2023-05-19,290.00P,0.84,295.00P,2.13,300.00C,1.96,305.00C,0.7,-0.07,-0.027450980392156984
AMD,102.36,2.13,+113.90%,1.87,107.13,98.87,42.30%,0.4479999999999999,2023-05-26,97.00P,0.84,101.00P,2.01,105.00C,1.62,109.00C,0.66,-0.0780000000000001,-0.036619718309859384
AMZN,114.78,0.94,+88.68%,1.06,116.94,113.06,34.65%,0.489,2023-05-19,112.00P,0.27,114.00P,0.74,116.00C,0.74,118.00C,0.27,-0.082,-0.08723404255319155
UPST,21.27,0.67,+80.72%,0.83,23.17,20.33,125.47%,0.496,2023-05-19,19.50P,0.22,21.00P,0.73,22.50C,0.34,24.00C,0.18,-0.0859999999999999,-0.12835820895522385
AMC,5.1,0.18,+56.25%,0.32,5.68,4.82,83.63%,0.452,2023-05-26,4.50P,0.08,5.00P,0.22,5.50C,0.1,6.00C,0.06,-0.094,-0.5222222222222223
BABA,90.07,2.58,+75.44%,3.42,98.58,87.42,101.17%,0.551,2023-05-19,84.00P,0.56,90.00P,2.48,96.00C,0.9,102.00C,0.24,-0.1139999999999996,-0.04418604651162782
MSFT,311.08,2.72,+119.30%,2.28,317.72,307.28,18.64%,0.431,2023-05-26,305.00P,1.44,310.00P,2.82,315.00C,2.18,320.00C,0.84,-0.1249999999999997,-0.04595588235294108
UPST,21.27,0.73,+57.48%,1.27,23.73,20.27,125.47%,0.56,2023-05-19,19.00P,0.14,21.00P,0.73,23.00C,0.26,25.00C,0.12,-0.1499999999999999,-0.20547945205479437
TSLA,172.88,2.28,+83.82%,2.72,177.28,167.72,53.41%,0.514,2023-05-19,165.00P,0.47,170.00P,1.42,175.00C,1.96,180.00C,0.63,-0.1500000000000001,-0.06578947368421056
TSLA,172.88,3.96,+111.86%,3.54,183.96,168.54,45.95%,0.446,2023-05-26,165.00P,2.01,172.50P,4.5,180.00C,2.41,187.50C,0.94,-0.1950000000000002,-0.04924242424242432
NFLX,337.68,2.59,+107.47%,2.41,345.09,334.91,33.38%,0.4429999999999999,2023-05-19,332.50P,1.28,337.50P,2.84,342.50C,1.67,347.50C,0.64,-0.1950000000000005,-0.07528957528957554
AMZN,114.78,1.72,+75.44%,2.28,118.72,111.28,29.28%,0.518,2023-05-26,109.00P,0.42,113.00P,1.24,117.00C,1.28,121.00C,0.38,-0.2079999999999999,-0.12093023255813946
ADBE,352.45,2.53,+102.43%,2.47,357.53,347.47,32.07%,0.451,2023-05-19,345.00P,0.86,350.00P,2.0,355.00C,2.34,360.00C,0.95,-0.2149999999999998,-0.08498023715415026
TSLA,172.88,2.29,+84.50%,2.71,179.79,170.21,53.41%,0.498,2023-05-19,167.50P,0.83,172.50P,2.34,177.50C,1.13,182.50C,0.35,-0.2199999999999999,-0.0960698689956332
UPST,21.27,0.53,+54.64%,0.97,22.03,19.47,125.47%,0.487,2023-05-19,18.50P,0.1,20.00P,0.32,21.50C,0.59,23.00C,0.28,-0.2394999999999998,-0.45188679245283014
NVDA,296.96,10.14,+102.84%,9.86,325.14,284.86,63.51%,0.481,2023-05-26,275.00P,3.75,295.00P,10.5,315.00C,5.2,335.00C,1.81,-0.2399999999999984,-0.023668639053254437
AMZN,114.78,1.72,+75.44%,2.28,119.72,112.28,29.28%,0.508,2023-05-26,110.00P,0.56,114.00P,1.6,118.00C,0.96,122.00C,0.28,-0.2479999999999999,-0.14418604651162792
GOOGL,119.19,1.7,+73.91%,2.3,124.7,117.3,26.84%,0.513,2023-05-26,115.00P,0.6,119.00P,1.81,123.00C,0.72,127.00C,0.23,-0.2479999999999999,-0.14588235294117638
GME,23.09,0.26,+35.14%,0.74,23.76,22.24,68.98%,0.478,2023-05-19,21.50P,0.07,22.50P,0.22,23.50C,0.27,24.50C,0.16,-0.262,-1.0076923076923077
HD,290.67,2.05,+69.49%,2.95,294.55,285.45,28.34%,0.536,2023-05-19,282.50P,0.38,287.50P,1.15,292.50C,1.72,297.50C,0.44,-0.27,-0.13170731707317074
JPM,136.96,0.69,+52.67%,1.31,138.69,135.31,23.66%,0.511,2023-05-19,134.00P,0.2,136.00P,0.54,138.00C,0.46,140.00C,0.11,-0.288,-0.417391304347826
AMZN,114.78,0.93,+44.93%,2.07,117.93,113.07,34.65%,0.581,2023-05-19,111.00P,0.16,114.00P,0.74,117.00C,0.45,120.00C,0.1,-0.327,-0.35161290322580646
AMZN,114.78,0.92,+44.23%,2.08,116.92,112.08,34.65%,0.583,2023-05-19,110.00P,0.1,113.00P,0.44,116.00C,0.74,119.00C,0.16,-0.3310000000000002,-0.3597826086956523
GME,23.09,0.24,+23.76%,1.01,23.99,22.26,68.98%,0.536,2023-05-19,21.25P,0.06,22.50P,0.22,23.75C,0.22,25.00C,0.14,-0.3399999999999999,-1.4166666666666665
UPST,21.27,0.52,+35.14%,1.48,22.52,19.48,125.47%,0.564,2023-05-19,18.00P,0.06,20.00P,0.32,22.00C,0.44,24.00C,0.18,-0.3520000000000001,-0.6769230769230771
HD,290.67,1.93,+62.87%,3.07,296.93,288.07,28.34%,0.521,2023-05-19,285.00P,0.68,290.00P,1.94,295.00C,0.88,300.00C,0.21,-0.4649999999999998,-0.24093264248704654
GME,23.09,0.51,+34.23%,1.49,24.51,21.49,60.10%,0.512,2023-05-26,20.00P,0.12,22.00P,0.41,24.00C,0.49,26.00C,0.27,-0.4659999999999999,-0.9137254901960784
AMZN,114.78,1.74,+53.37%,3.26,120.74,112.26,29.28%,0.555,2023-05-26,109.00P,0.42,114.00P,1.6,119.00C,0.71,124.00C,0.15,-0.4849999999999995,-0.2787356321839079
META,240.86,3.41,+83.37%,4.09,250.91,236.59,27.86%,0.48,2023-05-26,232.50P,1.31,240.00P,3.4,247.50C,1.87,255.00C,0.55,-0.4899999999999997,-0.14369501466275666
GME,23.09,0.51,+25.63%,1.99,25.01,21.49,60.10%,0.578,2023-05-26,19.50P,0.09,22.00P,0.41,24.50C,0.4,27.00C,0.21,-0.5450000000000002,-1.0686274509803921
META,240.86,1.74,+53.37%,3.26,246.74,238.26,29.85%,0.542,2023-05-19,235.00P,0.37,240.00P,1.49,245.00C,0.79,250.00C,0.17,-0.5499999999999997,-0.31609195402298834
TGT,161.47,1.67,+50.15%,3.33,166.67,158.33,45.52%,0.5539999999999999,2023-05-19,155.00P,0.37,160.00P,1.38,165.00C,0.85,170.00C,0.19,-0.5600000000000003,-0.33532934131736547
NVDA,296.96,2.56,+51.82%,4.94,302.56,289.94,36.00%,0.5710000000000001,2023-05-19,285.00P,0.32,292.50P,1.33,300.00C,1.96,307.50C,0.41,-0.6574999999999995,-0.25683593749999983
TSLA,172.88,4.26,+74.22%,5.74,186.76,168.24,45.95%,0.508,2023-05-26,162.50P,1.5,172.50P,4.5,182.50C,1.77,192.50C,0.51,-0.6600000000000001,-0.15492957746478883
NVDA,296.96,2.54,+51.21%,4.96,305.04,292.46,36.00%,0.564,2023-05-19,287.50P,0.52,295.00P,2.13,302.50C,1.17,310.00C,0.24,-0.7300000000000002,-0.2874015748031498
AMZN,114.78,1.7,+39.53%,4.3,121.7,112.3,29.28%,0.588,2023-05-26,108.00P,0.32,114.00P,1.6,120.00C,0.51,126.00C,0.09,-0.7720000000000001,-0.4541176470588237
TSLA,172.88,2.37,+46.20%,5.13,182.37,170.13,53.41%,0.579,2023-05-19,165.00P,0.47,172.50P,2.34,180.00C,0.62,187.50C,0.12,-0.7875000000000001,-0.3322784810126583
TSLA,172.88,2.09,+38.63%,5.41,179.59,167.91,53.41%,0.604,2023-05-19,162.50P,0.26,170.00P,1.42,177.50C,1.13,185.00C,0.2,-0.8800000000000001,-0.42105263157894757
HD,290.67,1.92,+34.41%,5.58,299.42,288.08,28.34%,0.605,2023-05-19,282.50P,0.38,290.00P,1.94,297.50C,0.42,305.00C,0.06,-1.0425,-0.5429687500000001
HD,290.67,1.69,+29.09%,5.81,296.69,285.81,28.34%,0.627,2023-05-19,280.00P,0.23,287.50P,1.15,295.00C,0.88,302.50C,0.11,-1.1074999999999997,-0.6553254437869822
TGT,161.47,1.52,+25.42%,5.98,169.02,158.48,45.52%,0.648,2023-05-19,152.50P,0.18,160.00P,1.38,167.50C,0.38,175.00C,0.06,-1.12,-0.7368421052631579
META,240.86,3.5,+53.85%,6.5,253.5,236.5,27.86%,0.535,2023-05-26,230.00P,0.93,240.00P,3.4,250.00C,1.26,260.00C,0.23,-1.15,-0.32857142857142857
TSLA,172.88,4.4,+54.32%,8.1,189.4,168.1,45.95%,0.5529999999999999,2023-05-26,160.00P,1.11,172.50P,4.5,185.00C,1.29,197.50C,0.28,-1.1875000000000004,-0.26988636363636365
NVDA,296.96,2.41,+31.75%,7.59,307.41,292.59,36.00%,0.621,2023-05-19,285.00P,0.32,295.00P,2.13,305.00C,0.69,315.00C,0.09,-1.38,-0.5726141078838174
TSLA,172.88,2.36,+30.89%,7.64,184.86,170.14,53.41%,0.625,2023-05-19,162.50P,0.26,172.50P,2.34,182.50C,0.34,192.50C,0.06,-1.39,-0.5889830508474577
NVDA,296.96,2.15,+27.39%,7.85,304.65,290.35,36.00%,0.633,2023-05-19,282.50P,0.21,292.50P,1.33,302.50C,1.17,312.50C,0.14,-1.52,-0.7069767441860465
ADBE,352.45,2.35,+30.72%,7.65,362.35,347.65,32.07%,0.584,2023-05-19,340.00P,0.38,350.00P,2.0,360.00C,0.87,370.00C,0.14,-1.8100000000000005,-0.7702127659574469
Downloaded from Barchart.com as of 05-17-2023 10:52am CDT,,,,,,,,,,,,,,,,,,,
