Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
GOOGL,105.33,0.43,+75.44%,0.57,106.43,56.0%,2023-04-28,106,2.61,107,2.18,weekly
GOOG,106.05,0.42,+72.41%,0.58,107.42,57.5%,2023-04-28,107,2.49,108,2.07,weekly
DIS,98.63,0.42,+72.41%,0.58,99.42,59.5%,2023-04-28,99,1.21,100,0.79,weekly
AMZN,107.21,1.24,+70.45%,1.76,109.24,57.1%,2023-05-05,108,4.05,111,2.81,weekly
GOOGL,105.33,0.82,+69.49%,1.18,106.82,58.1%,2023-04-28,106,2.61,108,1.79,weekly
SQ,62.69,0.41,+69.49%,0.59,63.41,57.4%,2023-04-28,63,1.44,64,1.03,weekly
AMZN,107.21,0.81,+68.07%,1.19,108.81,56.4%,2023-04-28,108,3.5,110,2.69,weekly
CVX,169.53,1.01,+67.79%,1.49,171.01,59.1%,2023-04-28,170,2.31,172.5,1.3,weekly
MSFT,285.62,2,+66.67%,3,289.5,59.9%,2023-04-28,287.5,5.3,292.5,3.3,weekly
GOOG,106.05,0.8,+66.67%,1.2,107.8,59.5%,2023-04-28,107,2.49,109,1.69,weekly
AMZN,107.21,0.4,+66.67%,0.6,108.4,54.2%,2023-05-05,108,4.05,109,3.65,weekly
NFLX,324,1,+66.67%,1.5,326,55.5%,2023-04-28,325,5.35,327.5,4.35,weekly
BAC,29.81,0.2,+66.67%,0.3,30.2,60.5%,2023-05-05,30,0.52,30.5,0.32,weekly
AMZN,107.21,1.6,+66.67%,2.4,109.6,58.4%,2023-05-05,108,4.05,112,2.45,weekly
AMZN,107.21,0.4,+66.67%,0.6,108.4,54.8%,2023-04-28,108,3.5,109,3.1,weekly
AAPL,165.22,1,+66.67%,1.5,168.5,63.1%,2023-05-05,167.5,2.83,170,1.83,weekly
TSLA,165.17,1,+66.67%,1.5,168.5,58.1%,2023-05-05,167.5,5.35,170,4.35,weekly
AMZN,107.21,0.8,+66.67%,1.2,108.8,55.6%,2023-05-05,108,4.05,110,3.25,weekly
AMZN,107.21,1.19,+65.75%,1.81,109.19,57.9%,2023-04-28,108,3.5,111,2.31,weekly
AMD,89.11,0.79,+65.29%,1.21,90.79,56.8%,2023-05-05,90,3.4,92,2.61,weekly
AMZN,107.21,0.79,+65.29%,1.21,109.79,59.0%,2023-05-05,109,3.6,111,2.81,weekly
GOOGL,105.33,1.18,+64.84%,1.82,107.18,58.6%,2023-05-05,106,3.1,109,1.92,weekly
GOOGL,105.33,1.17,+63.93%,1.83,107.17,60.0%,2023-04-28,106,2.61,109,1.44,weekly
SBUX,107.6,0.39,+63.93%,0.61,108.39,61.6%,2023-04-28,108,0.91,109,0.52,weekly
AMD,89.11,1.16,+63.04%,1.84,91.16,58.3%,2023-05-05,90,3.4,93,2.24,weekly
AMZN,107.21,1.15,+62.16%,1.85,110.15,60.2%,2023-05-05,109,3.6,112,2.45,weekly
GOOGL,105.33,0.76,+61.29%,1.24,107.76,61.3%,2023-05-05,107,2.68,109,1.92,weekly
PINS,27.34,0.38,+61.29%,0.62,27.88,56.2%,2023-04-28,27.5,1.25,28.5,0.87,weekly
