Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
AAPL,169.59,2.06,+70.07%,2.94,172.06,0.595,2023-05-12,170.0,3.8,175.0,1.74,weekly,0.0349999999999999,0.016990291262135863
AAPL,169.59,1.1,+78.57%,1.4,171.1,0.57,2023-05-05,170.0,3.2,172.5,2.1,weekly,0.025,0.022727272727272714
AAPL,169.59,1.97,+65.02%,3.03,171.97,0.609,2023-05-05,170.0,3.2,175.0,1.23,weekly,0.0149999999999999,0.0076142131979694645
JPM,141.2,0.73,+57.48%,1.27,142.73,0.63,2023-05-12,142.0,1.5,144.0,0.77,weekly,-0.01,-0.013698630136986278
C,47.25,0.18,+56.25%,0.32,47.68,0.619,2023-05-05,47.5,0.45,48.0,0.27,weekly,-0.0105,-0.058333333333333376
ORCL,94.87,0.42,+72.41%,0.58,95.42,0.5670000000000001,2023-05-12,95.0,1.24,96.0,0.82,weekly,-0.0129999999999999,-0.030952380952380783
BP,40.01,0.16,+47.06%,0.34,40.66,0.647,2023-05-05,40.5,0.46,41.0,0.3,weekly,-0.0165,-0.103125
MRVL,40.01,0.17,+51.52%,0.33,40.67,0.623,2023-05-05,40.5,0.61,41.0,0.44,weekly,-0.0185,-0.10882352941176476
JPM,141.2,0.38,+61.29%,0.62,142.38,0.601,2023-05-12,142.0,1.5,143.0,1.12,weekly,-0.019,-0.05000000000000008
RBLX,36.0,0.21,+72.41%,0.29,36.21,0.541,2023-05-05,36.0,0.82,36.5,0.61,weekly,-0.0194999999999999,-0.09285714285714274
BP,40.01,0.11,+28.21%,0.39,41.11,0.738,2023-05-05,41.0,0.29,41.5,0.18,weekly,-0.021,-0.19090909090909092
AAPL,169.59,0.81,+47.93%,1.69,173.31,0.667,2023-05-05,172.5,2.04,175.0,1.23,weekly,-0.0224999999999998,-0.027777777777777568
AAPL,169.59,0.87,+53.37%,1.63,173.37,0.643,2023-05-12,172.5,2.61,175.0,1.74,weekly,-0.0224999999999999,-0.025862068965517196
RBLX,36.0,0.4,+66.67%,0.6,36.4,0.5770000000000001,2023-05-05,36.0,0.82,37.0,0.42,weekly,-0.0229999999999999,-0.05749999999999974
PFE,39.21,0.17,+51.52%,0.33,39.67,0.609,2023-05-05,39.5,0.52,40.0,0.35,weekly,-0.0254999999999999,-0.1500000000000001
GM,33.48,0.13,+35.14%,0.37,34.13,0.687,2023-05-05,34.0,0.3,34.5,0.17,weekly,-0.0264999999999999,-0.20384615384615357
CCL,9.49,0.18,+56.25%,0.32,9.68,0.586,2023-05-12,9.5,0.34,10.0,0.16,weekly,-0.027,-0.15000000000000005
RBLX,36.0,0.16,+47.06%,0.34,36.66,0.625,2023-05-05,36.5,0.58,37.0,0.42,weekly,-0.0274999999999999,-0.17187499999999997
UBER,32.74,0.17,+51.52%,0.33,33.67,0.603,2023-05-05,33.5,1.05,34.0,0.88,weekly,-0.0285,-0.16764705882352954
MRO,24.04,0.14,+38.89%,0.36,24.64,0.6629999999999999,2023-05-05,24.5,0.36,25.0,0.22,weekly,-0.0285,-0.20357142857142868
PARA,23.44,0.16,+47.06%,0.34,24.16,0.62,2023-05-05,24.0,0.67,24.5,0.51,weekly,-0.03,-0.18750000000000006
UBER,32.74,0.4,+66.67%,0.6,33.4,0.569,2023-05-12,33.0,1.4,34.0,1.0,weekly,-0.031,-0.07750000000000003
AAL,13.89,0.16,+47.06%,0.34,14.16,0.617,2023-05-12,14.0,0.29,14.5,0.13,weekly,-0.0315,-0.19687500000000002
RIVN,12.65,0.14,+38.89%,0.36,13.64,0.6559999999999999,2023-05-12,13.5,0.59,14.0,0.45,weekly,-0.032,-0.22857142857142873
AMD,89.69,0.23,+29.87%,0.77,95.23,0.737,2023-05-05,95.0,1.48,96.0,1.25,weekly,-0.033,-0.14347826086956528
AA,37.27,0.13,+35.14%,0.37,38.13,0.67,2023-05-05,38.0,0.44,38.5,0.31,weekly,-0.0349999999999999,-0.269230769230769
BAC,29.04,0.09,+21.95%,0.41,29.59,0.75,2023-05-05,29.5,0.15,30.0,0.06,weekly,-0.0349999999999999,-0.38888888888888884
PARA,23.44,0.12,+31.58%,0.38,24.62,0.69,2023-05-05,24.5,0.49,25.0,0.37,weekly,-0.035,-0.29166666666666696
AA,37.27,0.09,+21.95%,0.41,38.59,0.7490000000000001,2023-05-05,38.5,0.29,39.0,0.2,weekly,-0.0354999999999999,-0.39444444444444376
F,12.06,0.1,+25.00%,0.4,12.6,0.7290000000000001,2023-05-05,12.5,0.17,13.0,0.07,weekly,-0.0354999999999999,-0.35499999999999954
JPM,141.2,0.29,+40.85%,0.71,143.29,0.674,2023-05-12,143.0,1.06,144.0,0.77,weekly,-0.0359999999999999,-0.12413793103448259
UBER,32.74,0.19,+61.29%,0.31,33.19,0.547,2023-05-12,33.0,1.4,33.5,1.21,weekly,-0.0364999999999999,-0.19210526315789464
JPM,141.2,0.32,+47.06%,0.68,142.32,0.643,2023-05-05,142.0,0.88,143.0,0.56,weekly,-0.037,-0.11562499999999995
T,17.5,0.16,+47.06%,0.34,17.66,0.606,2023-05-12,17.5,0.23,18.0,0.07,weekly,-0.037,-0.23125
ORCL,94.87,0.37,+58.73%,0.63,95.37,0.593,2023-05-05,95.0,0.76,96.0,0.39,weekly,-0.037,-0.10000000000000002
