Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
JPM,140.77,0.48,+92.31%,0.52,141.48,56.9%,2023-06-16,141,1.65,142,1.17
DAL,37.98,0.23,+85.19%,0.27,38.23,55.4%,2023-06-16,38,0.75,38.5,0.52
PG,144.46,0.46,+85.19%,0.54,145.46,61.2%,2023-06-16,145,1.44,146,0.98
C,47.99,0.23,+85.19%,0.27,48.23,55.0%,2023-06-16,48,0.77,48.5,0.54
QCOM,114.67,0.44,+78.57%,0.56,115.44,55.5%,2023-06-16,115,2.2,116,1.76
UPS,169.85,1.1,+78.57%,1.4,171.1,59.0%,2023-06-16,170,2.33,172.5,1.23
JPM,140.77,0.87,+76.99%,1.13,141.87,60.7%,2023-06-16,141,1.65,143,0.78
XOM,108.68,0.43,+75.44%,0.57,109.43,57.2%,2023-06-16,109,1.56,110,1.13
GS,336.53,1.05,+72.41%,1.45,338.55,57.2%,2023-06-16,337.5,4.35,340,3.3
NVDA,379.74,1.05,+72.41%,1.45,381.05,54.2%,2023-06-09,380,4.45,382.5,3.4
CVX,159.76,1.03,+70.07%,1.47,161.03,58.8%,2023-06-16,160,2.29,162.5,1.26
IBM,133.95,0.41,+69.49%,0.59,134.41,55.0%,2023-06-16,134,1.46,135,1.05
C,47.99,0.41,+69.49%,0.59,48.41,58.7%,2023-06-16,48,0.77,49,0.36
QCOM,114.67,0.82,+69.49%,1.18,115.82,58.2%,2023-06-16,115,2.2,117,1.38
PG,144.46,0.81,+68.07%,1.19,145.81,64.9%,2023-06-16,145,1.44,147,0.63
DAL,37.98,0.4,+66.67%,0.6,38.4,59.1%,2023-06-16,38,0.75,39,0.35
UAL,49.25,0.2,+66.67%,0.3,49.7,56.3%,2023-06-16,49.5,1.01,50,0.81
NKE,107.47,0.4,+66.67%,0.6,108.4,58.8%,2023-06-16,108,1.47,109,1.07
MS,86.61,0.2,+66.67%,0.3,87.2,57.4%,2023-06-16,87,1.05,87.5,0.85
BAC,29.5,0.2,+66.67%,0.3,29.7,56.7%,2023-06-16,29.5,0.48,30,0.28
BA,211.9,1,+66.67%,1.5,213.5,56.9%,2023-06-16,212.5,3.35,215,2.35
WFC,41.79,0.2,+66.67%,0.3,42.2,59.4%,2023-06-16,42,0.6,42.5,0.4
CCJ,30,0.2,+66.67%,0.3,30.2,54.2%,2023-06-16,30,0.76,30.5,0.56
TSM,99.83,0.39,+63.93%,0.61,100.39,54.4%,2023-06-16,100,1.87,101,1.48
BRK.B,334.37,1.95,+63.93%,3.05,336.95,64.4%,2023-06-16,335,2.71,340,0.76
