Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
ATVI,86.09,2.14,+74.83%,2.86,89.14,0.647,2023-04-28,87.0,2.4,92.0,0.26,weekly,37.5,0.1752336448598132
ATVI,86.09,1.59,+65.98%,2.41,89.59,0.667,2023-04-28,88.0,1.85,92.0,0.26,weekly,25.800000000000026,0.16226415094339633
ATVI,86.09,1.41,+88.68%,1.59,88.41,0.613,2023-04-28,87.0,2.4,90.0,0.99,weekly,24.89999999999999,0.17659574468085104
ATVI,86.09,0.86,+75.44%,1.14,88.86,0.634,2023-04-28,88.0,1.85,90.0,0.99,weekly,12.800000000000004,0.1488372093023256
ATVI,86.09,0.65,+48.15%,1.35,90.65,0.7120000000000001,2023-04-28,90.0,0.91,92.0,0.26,weekly,7.40000000000002,0.11384615384615408
AAPL,165.33,0.96,+62.34%,1.54,168.46,0.629,2023-05-05,167.5,2.78,170.0,1.82,weekly,3.25,0.0338541666666667
AAPL,165.33,1.71,+51.98%,3.29,169.21,0.659,2023-05-05,167.5,2.78,172.5,1.07,weekly,0.5000000000000142,0.002923976608187215
JPM,140.73,0.81,+68.07%,1.19,141.81,0.595,2023-05-05,141.0,1.69,143.0,0.88,weekly,0.0,-8.155341971011952e-17
AAPL,165.33,0.71,+39.66%,1.79,170.71,0.7140000000000001,2023-05-05,170.0,1.78,172.5,1.07,weekly,-0.4999999999999858,-0.007042253521126544
DIS,99.68,0.39,+63.93%,0.61,100.39,0.605,2023-04-28,100.0,0.94,101.0,0.55,weekly,-0.5000000000000036,-0.012820512820512834
PFE,39.91,0.18,+56.25%,0.32,40.18,0.625,2023-04-28,40.0,0.28,40.5,0.1,weekly,-0.75,-0.041666666666666664
NLY,19.46,0.19,+61.29%,0.31,19.69,0.603,2023-04-28,19.5,0.3,20.0,0.11,weekly,-0.8500000000000014,-0.04473684210526323
PYPL,74.29,0.39,+63.93%,0.61,75.39,0.601,2023-05-05,75.0,1.41,76.0,1.02,weekly,-0.9000000000000021,-0.02307692307692305
KO,63.95,0.38,+61.29%,0.62,64.38,0.61,2023-05-05,64.0,0.57,65.0,0.19,weekly,-1.0,-0.02631578947368428
PINS,27.63,0.15,+42.86%,0.35,29.15,0.675,2023-04-28,29.0,0.74,29.5,0.59,weekly,-1.2499999999999982,-0.08333333333333316
DIS,99.68,0.42,+72.41%,0.58,100.42,0.5670000000000001,2023-05-05,100.0,1.64,101.0,1.22,weekly,-1.29999999999999,-0.030952380952380783
BAC,29.76,0.17,+51.52%,0.33,30.17,0.632,2023-05-05,30.0,0.38,30.5,0.21,weekly,-1.4000000000000004,-0.08235294117647059
PINS,27.63,0.2,+66.67%,0.3,28.2,0.569,2023-04-28,28.0,1.14,28.5,0.94,weekly,-1.5500000000000025,-0.07750000000000003
GOOGL,105.97,0.21,+26.58%,0.79,111.21,0.774,2023-04-28,111.0,0.91,112.0,0.7,weekly,-1.599999999999998,-0.07619047619047618
MGM,44.75,0.17,+51.52%,0.33,45.17,0.627,2023-04-28,45.0,0.4,45.5,0.23,weekly,-1.6499999999999986,-0.09705882352941174
VZ,37.1,0.13,+35.14%,0.37,38.13,0.703,2023-04-28,38.0,0.39,38.5,0.26,weekly,-1.8500000000000012,-0.1423076923076924
SCHW,53.12,0.13,+35.14%,0.37,54.13,0.7020000000000001,2023-04-28,54.0,0.39,54.5,0.26,weekly,-1.8999999999999968,-0.14615384615384583
VZ,37.1,0.17,+51.52%,0.33,37.67,0.607,2023-05-05,37.5,0.65,38.0,0.48,weekly,-2.650000000000002,-0.1558823529411765
AAL,13.32,0.16,+47.06%,0.34,13.66,0.622,2023-05-05,13.5,0.35,14.0,0.19,weekly,-2.9000000000000004,-0.18125000000000008
INTC,29.66,0.18,+56.25%,0.32,30.18,0.581,2023-04-28,30.0,0.85,30.5,0.67,weekly,-2.950000000000003,-0.16388888888888906
PYPL,74.29,0.22,+28.21%,0.78,77.22,0.75,2023-05-05,77.0,0.67,78.0,0.45,weekly,-3.0,-0.13636363636363638
SNAP,10.22,0.14,+38.89%,0.36,11.14,0.659,2023-05-05,11.0,0.55,11.5,0.41,weekly,-3.049999999999999,-0.2178571428571426
UBER,30.68,0.19,+61.29%,0.31,31.19,0.556,2023-05-05,31.0,1.28,31.5,1.09,weekly,-3.1999999999999997,-0.16842105263157883
DVN,54.47,0.35,+53.85%,0.65,55.35,0.618,2023-05-05,55.0,0.93,56.0,0.58,weekly,-3.200000000000003,-0.09142857142857146
PYPL,74.29,0.71,+55.04%,1.29,75.71,0.629,2023-05-05,75.0,1.41,77.0,0.7,weekly,-3.200000000000003,-0.04507042253521127
AMZN,106.21,0.3,+42.86%,0.7,110.3,0.667,2023-04-28,110.0,2.12,111.0,1.82,weekly,-3.299999999999997,-0.10999999999999975
INTC,29.66,0.11,+28.21%,0.39,31.11,0.7120000000000001,2023-04-28,31.0,0.49,31.5,0.38,weekly,-3.399999999999997,-0.3090909090909088
DIS,99.68,0.77,+62.60%,1.23,100.77,0.598,2023-05-05,100.0,1.64,102.0,0.87,weekly,-3.4000000000000057,-0.044155844155844164
BAC,29.76,0.09,+21.95%,0.41,30.59,0.7509999999999999,2023-05-05,30.5,0.2,31.0,0.11,weekly,-3.4500000000000064,-0.3833333333333339
MU,59.51,0.28,+38.89%,0.72,61.28,0.685,2023-05-05,61.0,0.83,62.0,0.55,weekly,-3.499999999999993,-0.12499999999999968
LVS,63.95,0.38,+61.29%,0.62,64.38,0.585,2023-04-28,64.0,0.76,65.0,0.38,weekly,-3.500000000000007,-0.09210526315789483
SNAP,10.22,0.17,+51.52%,0.33,10.67,0.589,2023-04-28,10.5,0.65,11.0,0.48,weekly,-3.5500000000000007,-0.20882352941176488
GOOGL,105.97,0.86,+75.44%,1.14,106.86,0.552,2023-04-28,106.0,2.72,108.0,1.86,weekly,-3.599999999999987,-0.04186046511627898
CLF,16.21,0.1,+25.00%,0.4,17.1,0.728,2023-04-28,17.0,0.27,17.5,0.17,weekly,-3.6000000000000014,-0.3600000000000001
QCOM,117.35,0.35,+53.85%,0.65,118.35,0.613,2023-04-28,118.0,1.08,119.0,0.73,weekly,-3.700000000000003,-0.1057142857142858
UBER,30.68,0.14,+38.89%,0.36,31.14,0.644,2023-04-28,31.0,0.34,31.5,0.2,weekly,-3.799999999999997,-0.2714285714285713
PLUG,9.27,0.15,+42.86%,0.35,9.65,0.623,2023-05-05,9.5,0.35,10.0,0.2,weekly,-3.85,-0.2566666666666666
XOM,118.2,0.35,+53.85%,0.65,119.35,0.611,2023-04-28,119.0,1.26,120.0,0.91,weekly,-3.900000000000002,-0.11142857142857153
NVAX,8.08,0.11,+28.21%,0.39,8.61,0.6990000000000001,2023-04-28,8.5,0.24,9.0,0.13,weekly,-4.049999999999996,-0.3681818181818179
GM,34.29,0.1,+25.00%,0.4,35.6,0.718,2023-04-28,35.5,0.41,36.0,0.31,weekly,-4.100000000000001,-0.41000000000000014
NKE,127.09,0.3,+42.86%,0.7,128.3,0.6579999999999999,2023-04-28,128.0,0.78,129.0,0.48,weekly,-4.200000000000006,-0.14000000000000024
CCJ,25.53,0.09,+21.95%,0.41,26.59,0.735,2023-04-28,26.5,0.3,27.0,0.21,weekly,-4.25,-0.47222222222222227
PYPL,74.29,0.28,+38.89%,0.72,76.28,0.677,2023-05-05,76.0,0.98,77.0,0.7,weekly,-4.299999999999994,-0.15357142857142828
AMZN,106.21,0.19,+23.46%,0.81,113.19,0.767,2023-04-28,113.0,1.22,114.0,1.03,weekly,-4.299999999999997,-0.22631578947368425
UBER,30.68,0.13,+35.14%,0.37,32.13,0.654,2023-05-05,32.0,0.86,32.5,0.73,weekly,-4.299999999999999,-0.3307692307692306
VZ,37.1,0.25,+33.33%,0.75,38.25,0.706,2023-05-05,38.0,0.46,39.0,0.21,weekly,-4.400000000000006,-0.17600000000000018
X,25.23,0.3,+42.86%,0.7,26.3,0.655,2023-05-05,26.0,0.71,27.0,0.41,weekly,-4.4999999999999964,-0.14999999999999986
RBLX,39.06,0.12,+31.58%,0.38,40.12,0.67,2023-04-28,40.0,0.53,40.5,0.41,weekly,-4.499999999999998,-0.3749999999999999
SOFI,5.83,0.14,+38.89%,0.36,6.14,0.63,2023-05-05,6.0,0.29,6.5,0.15,weekly,-4.499999999999998,-0.32142857142857123
DIS,99.68,0.31,+44.93%,0.69,101.31,0.644,2023-05-05,101.0,1.18,102.0,0.87,weekly,-4.599999999999998,-0.14838709677419337
GOOG,106.78,0.31,+44.93%,0.69,109.31,0.644,2023-04-28,109.0,1.76,110.0,1.45,weekly,-4.599999999999998,-0.14838709677419337
BAC,29.76,0.11,+28.21%,0.39,30.11,0.687,2023-04-28,30.0,0.18,30.5,0.07,weekly,-4.649999999999997,-0.4227272727272725
RIVN,12.36,0.11,+28.21%,0.39,13.11,0.687,2023-05-05,13.0,0.34,13.5,0.23,weekly,-4.649999999999997,-0.4227272727272725
RTX,102.46,0.7,+53.85%,1.3,103.7,0.626,2023-04-28,103.0,1.3,105.0,0.6,weekly,-4.799999999999997,-0.06857142857142862
GOOGL,105.97,0.37,+58.73%,0.63,107.37,0.581,2023-04-28,107.0,2.23,108.0,1.86,weekly,-4.900000000000002,-0.13243243243243252
AMD,87.57,0.2,+25.00%,0.8,90.2,0.7509999999999999,2023-04-28,90.0,0.61,91.0,0.41,weekly,-4.900000000000011,-0.24500000000000055
SBUX,109.29,0.27,+36.99%,0.73,110.27,0.68,2023-04-28,110.0,0.52,111.0,0.25,weekly,-4.999999999999993,-0.18518518518518487
BMY,70.54,0.3,+42.86%,0.7,71.3,0.65,2023-04-28,71.0,0.54,72.0,0.24,weekly,-5.0,-0.16666666666666657
CCJ,25.53,0.13,+35.14%,0.37,26.13,0.64,2023-04-28,26.0,0.46,26.5,0.33,weekly,-5.0,-0.3846153846153845
LYFT,10.22,0.16,+47.06%,0.34,10.66,0.58,2023-05-05,10.5,0.73,11.0,0.57,weekly,-5.000000000000002,-0.31250000000000017
GOOGL,105.97,0.22,+28.21%,0.78,110.22,0.73,2023-04-28,110.0,1.15,111.0,0.93,weekly,-5.000000000000004,-0.22727272727272735
PINS,27.63,0.09,+21.95%,0.41,29.59,0.7190000000000001,2023-04-28,29.5,0.58,30.0,0.49,weekly,-5.049999999999996,-0.5611111111111106
UBER,30.68,0.1,+25.00%,0.4,32.6,0.6990000000000001,2023-05-05,32.5,0.69,33.0,0.59,weekly,-5.049999999999997,-0.5049999999999997
SHOP,48.02,0.12,+31.58%,0.38,49.12,0.659,2023-04-28,49.0,0.64,49.5,0.52,weekly,-5.049999999999998,-0.4208333333333333
SNAP,10.22,0.16,+47.06%,0.34,10.66,0.579,2023-05-05,10.5,0.72,11.0,0.56,weekly,-5.0500000000000025,-0.31562500000000016
