Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
MANU,22.75,0.35,+53.85%,0.65,24.35,0.645,2023-06-16,24.0,1.2,25.0,0.85,monthly,-0.005,-0.014285714285714235
F,14.15,0.03,+25.00%,0.12,14.38,0.679,2023-06-16,14.35,0.1,14.5,0.07,monthly,-0.0181499999999999,-0.6049999999999998
KR,46.76,0.17,+51.52%,0.33,47.67,0.601,2023-06-16,47.5,1.08,48.0,0.91,monthly,-0.0295,-0.17352941176470593
UBER,41.33,0.07,+16.28%,0.43,42.57,0.789,2023-06-16,42.5,0.21,43.0,0.14,monthly,-0.0354999999999999,-0.5071428571428568
UBER,41.33,0.17,+51.52%,0.33,41.67,0.588,2023-06-16,41.5,0.53,42.0,0.36,monthly,-0.036,-0.21176470588235302
RBLX,39.68,0.07,+16.28%,0.43,41.57,0.7879999999999999,2023-06-16,41.5,0.3,42.0,0.23,monthly,-0.036,-0.5142857142857148
CHWY,39.65,0.12,+31.58%,0.38,40.62,0.68,2023-06-16,40.5,0.43,41.0,0.31,monthly,-0.0399999999999999,-0.33333333333333315
KR,46.76,0.39,+63.93%,0.61,47.39,0.57,2023-06-16,47.0,1.3,48.0,0.91,monthly,-0.04,-0.10256410256410267
DKNG,26.15,0.14,+38.89%,0.36,26.64,0.635,2023-06-16,26.5,0.4,27.0,0.26,monthly,-0.0424999999999999,-0.3035714285714284
GOOG,124.5,0.07,+16.28%,0.43,127.07,0.775,2023-06-16,127.0,0.39,127.5,0.32,monthly,-0.0424999999999999,-0.6071428571428568
PFE,40.24,0.12,+31.58%,0.38,40.62,0.675,2023-06-16,40.5,0.23,41.0,0.11,monthly,-0.0424999999999999,-0.3541666666666666
UBER,41.33,0.11,+28.21%,0.39,42.11,0.6940000000000001,2023-06-16,42.0,0.34,42.5,0.23,monthly,-0.0429999999999999,-0.3909090909090906
WFC,42.63,0.13,+35.14%,0.37,43.13,0.65,2023-06-16,43.0,0.32,43.5,0.19,monthly,-0.045,-0.346153846153846
GM,37.78,0.15,+42.86%,0.35,38.15,0.608,2023-06-16,38.0,0.38,38.5,0.23,monthly,-0.046,-0.3066666666666667
KR,46.76,0.18,+56.25%,0.32,47.18,0.547,2023-06-16,47.0,1.3,47.5,1.12,monthly,-0.0464999999999999,-0.25833333333333325
WFC,42.63,0.07,+16.28%,0.43,43.57,0.765,2023-06-16,43.5,0.18,44.0,0.11,monthly,-0.0474999999999999,-0.6785714285714284
CLF,16.68,0.11,+28.21%,0.39,17.11,0.684,2023-06-16,17.0,0.21,17.5,0.1,monthly,-0.0479999999999999,-0.4363636363636361
DKNG,26.15,0.08,+19.05%,0.42,27.08,0.742,2023-06-16,27.0,0.24,27.5,0.16,monthly,-0.0489999999999999,-0.6124999999999999
PLTR,15.81,0.09,+21.95%,0.41,16.59,0.7190000000000001,2023-06-16,16.5,0.26,17.0,0.17,monthly,-0.0504999999999999,-0.5611111111111106
C,48.97,0.17,+51.52%,0.33,49.17,0.557,2023-06-16,49.0,0.44,49.5,0.27,monthly,-0.0514999999999999,-0.30294117647058816
CHWY,39.65,0.15,+42.86%,0.35,40.15,0.596,2023-06-16,40.0,0.61,40.5,0.46,monthly,-0.052,-0.3466666666666667
AA,36.71,0.11,+28.21%,0.39,37.61,0.675,2023-06-16,37.5,0.43,38.0,0.32,monthly,-0.0524999999999999,-0.47727272727272707
AFRM,18.69,0.08,+19.05%,0.42,20.08,0.735,2023-06-16,20.0,0.38,20.5,0.3,monthly,-0.0525,-0.6562499999999999
BP,35.18,0.11,+28.21%,0.39,35.61,0.674,2023-06-16,35.5,0.22,36.0,0.11,monthly,-0.0529999999999999,-0.4818181818181816
TSLA,257.21,0.17,+25.76%,0.66,266.84,0.73,2023-06-16,266.67,2.71,267.5,2.54,monthly,-0.0541,-0.31823529411764717
JD,38.12,0.14,+38.89%,0.36,38.64,0.611,2023-06-16,38.5,0.54,39.0,0.4,monthly,-0.0544999999999999,-0.3892857142857142
AA,36.71,0.15,+42.86%,0.35,37.15,0.588,2023-06-16,37.0,0.6,37.5,0.45,monthly,-0.056,-0.3733333333333334
LI,31.33,0.1,+25.00%,0.4,32.1,0.687,2023-06-16,32.0,0.34,32.5,0.24,monthly,-0.0564999999999999,-0.5649999999999997
SQ,65.5,0.08,+19.05%,0.42,67.58,0.726,2023-06-16,67.5,0.54,68.0,0.46,monthly,-0.057,-0.7125
XOM,106.83,0.37,+58.73%,0.63,107.37,0.573,2023-06-16,107.0,1.04,108.0,0.67,monthly,-0.057,-0.15405405405405417
AFRM,18.69,0.15,+42.86%,0.35,19.15,0.584,2023-06-16,19.0,0.67,19.5,0.52,monthly,-0.058,-0.3866666666666667
AFRM,18.69,0.11,+28.21%,0.39,19.61,0.6629999999999999,2023-06-16,19.5,0.5,20.0,0.39,monthly,-0.0585,-0.5318181818181822
JWN,19.92,0.08,+19.05%,0.42,20.58,0.722,2023-06-16,20.5,0.19,21.0,0.11,monthly,-0.059,-0.7375
GM,37.78,0.08,+19.05%,0.42,38.58,0.722,2023-06-16,38.5,0.22,39.0,0.14,monthly,-0.059,-0.7375
TDOC,25.21,0.08,+19.05%,0.42,26.08,0.722,2023-06-16,26.0,0.27,26.5,0.19,monthly,-0.059,-0.7375
APA,33.92,0.11,+28.21%,0.39,34.61,0.6609999999999999,2023-06-16,34.5,0.38,35.0,0.27,monthly,-0.0595,-0.5409090909090912
CVS,72.4,0.16,+47.06%,0.34,72.66,0.5589999999999999,2023-06-16,72.5,0.57,73.0,0.41,monthly,-0.0605,-0.3781250000000002
SBUX,99.07,0.22,+28.21%,0.78,100.22,0.7190000000000001,2023-06-16,100.0,0.41,101.0,0.19,monthly,-0.0609999999999999,-0.2772727272727269
