Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
FSLR,225.51,3.5,+53.85%,6.5,233.5,0.653,2023-05-19,230.0,7.15,240.0,3.65,monthly,0.0300000000000002,0.008571428571428603
DIS,91.85,0.84,+72.41%,1.16,92.84,0.585,2023-05-26,92.0,1.86,94.0,1.02,weekly,0.0099999999999999,0.011904761904761852
SCHW,49.03,0.39,+63.93%,0.61,49.89,0.619,2023-05-19,49.5,0.92,50.5,0.53,monthly,0.009,0.023076923076923137
AAPL,172.81,0.81,+47.93%,1.69,175.81,0.679,2023-05-26,175.0,1.6,177.5,0.79,weekly,0.0075000000000001,0.009259259259259536
MU,61.8,0.22,+78.57%,0.28,62.22,0.56,2023-05-19,62.0,1.04,62.5,0.82,monthly,2.775557561562892e-17,1.4130111222501992e-16
MU,61.8,0.41,+69.49%,0.59,62.41,0.5870000000000001,2023-05-19,62.0,1.04,63.0,0.63,monthly,-0.0029999999999999,-0.007317073170731512
SCHW,49.03,0.54,+56.25%,0.96,50.04,0.638,2023-05-19,49.5,0.92,51.0,0.38,monthly,-0.0029999999999999,-0.005555555555555436
MU,61.8,0.18,+56.25%,0.32,62.68,0.624,2023-05-19,62.5,0.81,63.0,0.63,monthly,-0.008,-0.04444444444444448
FCX,34.93,0.21,+72.41%,0.29,35.21,0.5589999999999999,2023-05-19,35.0,0.72,35.5,0.51,monthly,-0.0105,-0.0500000000000001
DIS,91.85,0.36,+56.25%,0.64,93.36,0.629,2023-05-26,93.0,1.38,94.0,1.02,weekly,-0.011,-0.030555555555555596
SCHW,49.03,0.16,+47.06%,0.34,50.16,0.654,2023-05-19,50.0,0.69,50.5,0.53,monthly,-0.0129999999999999,-0.08124999999999995
GOOGL,117.23,0.41,+69.49%,0.59,118.41,0.5760000000000001,2023-05-26,118.0,2.06,119.0,1.65,weekly,-0.0139999999999999,-0.034146341463414415
SCHW,49.03,0.19,+61.29%,0.31,49.69,0.5920000000000001,2023-05-19,49.5,0.92,50.0,0.73,monthly,-0.0139999999999999,-0.07368421052631552
SCHW,49.03,0.31,+44.93%,0.69,50.31,0.6729999999999999,2023-05-19,50.0,0.69,51.0,0.38,monthly,-0.017,-0.054838709677419446
INTC,28.98,0.13,+35.14%,0.37,29.63,0.701,2023-05-19,29.5,0.28,30.0,0.15,monthly,-0.0195,-0.1500000000000001
CSCO,46.71,0.39,+63.93%,0.61,47.39,0.59,2023-05-19,47.0,1.01,48.0,0.62,monthly,-0.0199999999999999,-0.051282051282051336
GOOG,117.67,0.43,+75.44%,0.57,118.43,0.5489999999999999,2023-05-26,118.0,2.26,119.0,1.83,weekly,-0.021,-0.04883720930232573
GOOG,117.67,0.37,+58.73%,0.63,119.37,0.608,2023-05-26,119.0,1.81,120.0,1.44,weekly,-0.022,-0.059459459459459435
AMZN,111.14,0.4,+66.67%,0.6,112.4,0.578,2023-05-26,112.0,2.09,113.0,1.69,weekly,-0.022,-0.055000000000000014
AMD,95.04,0.36,+56.25%,0.64,97.36,0.617,2023-05-26,97.0,2.31,98.0,1.95,weekly,-0.023,-0.06388888888888891
