Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
GOOG,120.17,0.46,+85.19%,0.54,120.46,57.4%,2023-05-19,120,1.39,121,0.93,monthly
TGT,160.09,2.15,+75.44%,2.85,162.15,56.5%,2023-05-19,160,5.6,165,3.45,monthly
GOOGL,119.83,0.42,+72.41%,0.58,120.42,61.3%,2023-05-19,120,1.22,121,0.8,monthly
CSCO,47.13,0.21,+72.41%,0.29,47.71,58.4%,2023-05-19,47.5,1.05,48,0.84,monthly
TGT,160.09,1.05,+72.41%,1.45,161.05,53.6%,2023-05-19,160,5.6,162.5,4.55,monthly
AMZN,113.96,0.41,+69.49%,0.59,114.41,57.6%,2023-05-19,114,1.32,115,0.91,monthly
TGT,160.09,3.07,+69.30%,4.43,163.07,58.9%,2023-05-19,160,5.6,167.5,2.53,monthly
BIDU,132.54,1.2,+66.67%,1.8,132.2,59.1%,2023-05-19,131,2.93,134,1.73,monthly
COIN,57.98,0.4,+66.67%,0.6,58.4,56.3%,2023-05-19,58,1.85,59,1.45,monthly
AVGO,646.3,2,+66.67%,3,647,56.9%,2023-05-19,645,6.2,650,4.2,monthly
GM,32.04,0.2,+66.67%,0.3,32.2,60.4%,2023-05-19,32,0.4,32.5,0.2,monthly
GOOG,120.17,0.79,+65.29%,1.21,120.79,61.4%,2023-05-19,120,1.39,122,0.6,monthly
BIDU,132.54,0.79,+65.29%,1.21,131.79,56.4%,2023-05-19,131,2.93,133,2.14,monthly
BIDU,132.54,1.57,+64.61%,2.43,132.57,61.4%,2023-05-19,131,2.93,135,1.36,monthly
CSCO,47.13,0.39,+63.93%,0.61,47.89,60.7%,2023-05-19,47.5,1.05,48.5,0.66,monthly
SBUX,105.96,0.39,+63.93%,0.61,106.39,61.3%,2023-05-19,106,0.78,107,0.39,monthly
ENPH,164.74,0.97,+63.40%,1.53,165.97,57.0%,2023-05-19,165,3.1,167.5,2.13,monthly
COIN,57.98,0.77,+62.60%,1.23,58.77,59.0%,2023-05-19,58,1.85,60,1.08,monthly
U,28.68,0.19,+61.29%,0.31,28.69,54.4%,2023-05-19,28.5,0.72,29,0.53,monthly
TSLA,169.35,0.95,+61.29%,1.55,170.95,62.0%,2023-05-19,170,2.8,172.5,1.85,monthly
AVGO,646.3,3.8,+61.29%,6.2,648.8,61.7%,2023-05-19,645,6.2,655,2.4,monthly
SCHW,50.53,0.19,+61.29%,0.31,50.69,55.3%,2023-05-19,50.5,0.71,51,0.52,monthly
TGT,160.09,3.78,+60.77%,6.22,163.78,60.7%,2023-05-19,160,5.6,170,1.82,monthly
TGT,160.09,1.87,+59.74%,3.13,164.37,62.1%,2023-05-19,162.5,4.4,167.5,2.53,monthly
AMZN,113.96,0.74,+58.73%,1.26,114.74,61.3%,2023-05-19,114,1.32,116,0.58,monthly
BABA,89.14,0.74,+58.73%,1.26,89.74,55.2%,2023-05-19,89,2.7,91,1.96,monthly
SCHW,50.53,0.37,+58.73%,0.63,50.87,59.0%,2023-05-19,50.5,0.71,51.5,0.34,monthly
BABA,89.14,0.37,+58.73%,0.63,89.37,53.1%,2023-05-19,89,2.7,90,2.33,monthly
NOW,471.09,3.7,+58.73%,6.3,473.7,58.7%,2023-05-19,470,8.6,480,4.9,monthly
NVDA,295.84,0.92,+58.23%,1.58,298.42,63.6%,2023-05-19,297.5,2.96,300,2.04,monthly
CSCO,47.13,0.55,+57.89%,0.95,48.05,62.7%,2023-05-19,47.5,1.05,49,0.5,monthly
