Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
AAPL,165.22,1.0,+66.67%,1.5,168.5,0.631,2023-05-05,167.5,2.83,170.0,1.83,weekly,7.75,0.07749999999999996
AAPL,165.22,1.74,+53.37%,3.26,169.24,0.659,2023-05-05,167.5,2.83,172.5,1.09,weekly,3.500000000000014,0.020114942528735722
LVS,62.04,0.07,+16.28%,0.43,62.57,0.916,2023-04-21,62.5,0.13,63.0,0.06,monthly,2.7999999999999967,0.4000000000000003
SNOW,145.04,0.37,+22.70%,1.63,146.37,0.828,2023-04-21,146.0,0.5,148.0,0.13,monthly,2.5999999999999908,0.07027027027027011
JPM,140.16,0.38,+61.29%,0.62,141.38,0.6459999999999999,2023-04-28,141.0,1.03,142.0,0.65,weekly,2.599999999999987,0.06842105263157876
SCHW,53.47,0.18,+56.25%,0.32,53.68,0.682,2023-04-21,53.5,0.27,54.0,0.09,monthly,2.100000000000003,0.11666666666666685
ATVI,85.63,0.73,+57.48%,1.27,88.73,0.644,2023-04-28,88.0,1.8,90.0,1.07,weekly,1.8000000000000045,0.024657534246575318
DIS,98.63,0.42,+72.41%,0.58,99.42,0.595,2023-04-28,99.0,1.21,100.0,0.79,weekly,1.5,0.03571428571428563
JPM,140.16,0.66,+49.25%,1.34,141.66,0.677,2023-04-28,141.0,1.03,143.0,0.37,weekly,1.4000000000000057,0.02121212121212132
SBUX,107.6,0.39,+63.93%,0.61,108.39,0.616,2023-04-28,108.0,0.91,109.0,0.52,weekly,0.6000000000000014,0.015384615384615366
BAC,29.81,0.2,+66.67%,0.3,30.2,0.605,2023-05-05,30.0,0.52,30.5,0.32,weekly,0.2499999999999982,0.012500000000000037
AAPL,165.22,0.72,+40.45%,1.78,170.72,0.711,2023-05-05,170.0,1.81,172.5,1.09,weekly,-0.2500000000000071,-0.0034722222222222992
GOOG,106.05,0.42,+72.41%,0.58,107.42,0.575,2023-04-28,107.0,2.49,108.0,2.07,weekly,-0.5,-0.011904761904762005
MSFT,285.62,2.0,+66.67%,3.0,289.5,0.599,2023-04-28,287.5,5.3,292.5,3.3,weekly,-0.5000000000000142,-0.0025000000000000577
LVS,62.04,0.28,+38.89%,0.72,63.28,0.7140000000000001,2023-04-28,63.0,0.59,64.0,0.31,weekly,-0.5999999999999908,-0.021428571428571064
DIS,98.63,0.73,+57.48%,1.27,99.73,0.631,2023-04-28,99.0,1.21,101.0,0.48,weekly,-0.7999999999999972,-0.010958904109589041
SHOP,48.37,0.37,+58.73%,0.63,49.37,0.622,2023-04-28,49.0,1.05,50.0,0.68,weekly,-0.8000000000000007,-0.02162162162162164
SHOP,48.37,0.19,+61.29%,0.31,49.19,0.601,2023-04-28,49.0,1.05,49.5,0.86,weekly,-0.9499999999999992,-0.05000000000000008
GOOGL,105.33,0.43,+75.44%,0.57,106.43,0.56,2023-04-28,106.0,2.61,107.0,2.18,weekly,-0.9999999999999928,-0.023255813953488223
BAC,29.81,0.17,+51.52%,0.33,30.17,0.64,2023-04-28,30.0,0.33,30.5,0.16,weekly,-0.9999999999999982,-0.058823529411764656
GOOG,106.05,0.8,+66.67%,1.2,107.8,0.595,2023-04-28,107.0,2.49,109.0,1.69,weekly,-1.000000000000007,-0.012500000000000037
JPM,140.16,0.25,+33.33%,0.75,142.25,0.7390000000000001,2023-04-28,142.0,0.62,143.0,0.37,weekly,-1.0999999999999908,-0.04399999999999965
GOOGL,105.33,0.31,+44.93%,0.69,109.31,0.679,2023-05-05,109.0,1.9,110.0,1.59,weekly,-1.0999999999999943,-0.035483870967741644
GOOGL,105.33,0.35,+53.85%,0.65,108.35,0.639,2023-05-05,108.0,2.27,109.0,1.92,weekly,-1.099999999999998,-0.031428571428571445
CVX,169.53,1.01,+67.79%,1.49,171.01,0.591,2023-04-28,170.0,2.31,172.5,1.3,weekly,-1.250000000000007,-0.0123762376237624
NCLH,12.72,0.14,+38.89%,0.36,13.14,0.693,2023-04-28,13.0,0.24,13.5,0.1,weekly,-1.3500000000000014,-0.0964285714285715
GOOGL,105.33,0.68,+51.52%,1.32,108.68,0.653,2023-05-05,108.0,2.27,110.0,1.59,weekly,-1.3999999999999917,-0.020588235294117564
BAC,29.81,0.13,+35.14%,0.37,30.63,0.7120000000000001,2023-05-05,30.5,0.31,31.0,0.18,weekly,-1.3999999999999968,-0.10769230769230738
DIS,98.63,0.35,+53.85%,0.65,100.35,0.636,2023-05-05,100.0,1.42,101.0,1.07,weekly,-1.3999999999999986,-0.04000000000000004
GOOGL,105.33,0.76,+61.29%,1.24,107.76,0.613,2023-05-05,107.0,2.68,109.0,1.92,weekly,-1.3999999999999986,-0.01842105263157895
GOOG,106.05,0.74,+58.73%,1.26,108.74,0.623,2023-05-05,108.0,2.57,110.0,1.83,weekly,-1.4000000000000057,-0.018918918918918944
GOOGL,105.33,0.28,+38.89%,0.72,109.28,0.705,2023-04-28,109.0,1.43,110.0,1.15,weekly,-1.5,-0.05357142857142866
MSFT,285.62,0.9,+56.25%,1.6,290.9,0.634,2023-04-28,290.0,4.2,292.5,3.3,weekly,-1.5,-0.016666666666666607
GOOG,106.05,0.36,+56.25%,0.64,108.36,0.624,2023-04-28,108.0,2.05,109.0,1.69,weekly,-1.6000000000000014,-0.04444444444444448
SQ,62.69,0.41,+69.49%,0.59,63.41,0.574,2023-04-28,63.0,1.44,64.0,1.03,weekly,-1.600000000000005,-0.03902439024390254
INTC,30.33,0.17,+51.52%,0.33,31.17,0.625,2023-04-28,31.0,0.76,31.5,0.59,weekly,-1.75,-0.10294117647058826
SQ,62.69,0.32,+47.06%,0.68,64.32,0.662,2023-04-28,64.0,1.02,65.0,0.7,weekly,-1.7999999999999972,-0.05624999999999992
DIS,98.63,0.29,+40.85%,0.71,100.29,0.6920000000000001,2023-04-28,100.0,0.77,101.0,0.48,weekly,-1.7999999999999972,-0.062068965517241156
GOOG,106.05,0.31,+44.93%,0.69,109.31,0.672,2023-04-28,109.0,1.67,110.0,1.36,weekly,-1.7999999999999972,-0.05806451612903204
AMZN,107.21,0.34,+51.52%,0.66,111.34,0.642,2023-05-05,111.0,2.79,112.0,2.45,weekly,-1.8000000000000007,-0.052941176470588255
BAC,29.81,0.34,+51.52%,0.66,30.34,0.642,2023-05-05,30.0,0.52,31.0,0.18,weekly,-1.8000000000000007,-0.052941176470588255
GOOGL,105.33,0.82,+69.49%,1.18,106.82,0.581,2023-04-28,106.0,2.61,108.0,1.79,weekly,-1.8000000000000114,-0.021951219512195173
GOOGL,105.33,0.37,+58.73%,0.63,107.37,0.611,2023-04-28,107.0,2.16,108.0,1.79,weekly,-1.900000000000002,-0.051351351351351354
ORCL,94.55,0.22,+28.21%,0.78,96.22,0.759,2023-04-28,96.0,0.42,97.0,0.2,weekly,-2.099999999999998,-0.09545454545454542
HD,300.82,0.91,+57.23%,1.59,303.41,0.627,2023-04-28,302.5,2.44,305.0,1.53,weekly,-2.25,-0.02472527472527472
LYFT,10.12,0.12,+31.58%,0.38,10.62,0.715,2023-04-28,10.5,0.26,11.0,0.14,weekly,-2.2500000000000018,-0.18750000000000017
GOOGL,105.33,0.26,+35.14%,0.74,110.26,0.7170000000000001,2023-05-05,110.0,1.57,111.0,1.31,weekly,-2.29999999999999,-0.08846153846153802
VZ,37.39,0.15,+42.86%,0.35,38.15,0.652,2023-04-28,38.0,0.46,38.5,0.31,weekly,-2.3999999999999986,-0.15999999999999984
GOOG,106.05,0.26,+35.14%,0.74,110.26,0.716,2023-04-28,110.0,1.34,111.0,1.08,weekly,-2.400000000000002,-0.09230769230769231
UBER,31.18,0.11,+28.21%,0.39,32.11,0.73,2023-04-28,32.0,0.29,32.5,0.18,weekly,-2.5000000000000018,-0.22727272727272735
AMZN,107.21,0.22,+28.21%,0.78,114.22,0.754,2023-04-28,114.0,1.4,115.0,1.18,weekly,-2.599999999999998,-0.11818181818181815
AMZN,107.21,0.35,+53.85%,0.65,110.35,0.623,2023-04-28,110.0,2.66,111.0,2.31,weekly,-2.6999999999999997,-0.07714285714285722
UBER,31.18,0.16,+47.06%,0.34,31.66,0.625,2023-04-28,31.5,0.47,32.0,0.31,weekly,-2.75,-0.17187499999999997
AMZN,107.21,0.28,+38.89%,0.72,112.28,0.6920000000000001,2023-04-28,112.0,1.96,113.0,1.68,weekly,-2.79999999999999,-0.09999999999999963
GOOGL,105.33,0.59,+41.84%,1.41,109.59,0.691,2023-05-05,109.0,1.9,111.0,1.31,weekly,-2.800000000000012,-0.04745762711864427
GOOG,106.05,0.69,+52.67%,1.31,108.69,0.6409999999999999,2023-04-28,108.0,2.05,110.0,1.36,weekly,-2.8000000000000185,-0.0405797101449278
BAC,29.81,0.07,+16.28%,0.43,31.07,0.8029999999999999,2023-05-05,31.0,0.17,31.5,0.1,weekly,-2.850000000000003,-0.4071428571428576
GOOGL,105.33,1.09,+57.07%,1.91,108.09,0.627,2023-05-05,107.0,2.68,110.0,1.59,weekly,-2.8999999999999915,-0.026605504587155823
AAL,13.3,0.15,+42.86%,0.35,13.65,0.642,2023-04-28,13.5,0.29,14.0,0.14,weekly,-2.8999999999999986,-0.19333333333333316
GOOGL,105.33,1.17,+63.93%,1.83,107.17,0.6,2023-04-28,106.0,2.61,109.0,1.44,weekly,-3.0,-0.025641025641025758
SBUX,107.6,0.24,+31.58%,0.76,109.24,0.73,2023-04-28,109.0,0.51,110.0,0.27,weekly,-3.000000000000004,-0.12500000000000014
AMZN,107.21,0.79,+65.29%,1.21,109.79,0.59,2023-05-05,109.0,3.6,111.0,2.81,weekly,-3.000000000000007,-0.03797468354430384
BAC,29.81,0.08,+19.05%,0.42,30.58,0.778,2023-04-28,30.5,0.15,31.0,0.07,weekly,-3.099999999999998,-0.38749999999999973
CHPT,8.98,0.17,+51.52%,0.33,9.17,0.598,2023-04-28,9.0,0.3,9.5,0.13,weekly,-3.1,-0.1823529411764707
AMD,89.11,0.34,+51.52%,0.66,92.34,0.629,2023-05-05,92.0,2.58,93.0,2.24,weekly,-3.1000000000000014,-0.09117647058823534
JPM,140.16,0.47,+30.72%,1.53,143.47,0.7490000000000001,2023-05-05,143.0,0.88,145.0,0.41,weekly,-3.199999999999981,-0.06808510638297831
GOOGL,105.33,0.62,+44.93%,1.38,108.62,0.674,2023-04-28,108.0,1.77,110.0,1.15,weekly,-3.1999999999999886,-0.05161290322580623
UBER,31.18,0.06,+13.64%,0.44,32.56,0.816,2023-04-28,32.5,0.17,33.0,0.11,weekly,-3.200000000000002,-0.5333333333333339
AMZN,107.21,0.31,+44.93%,0.69,111.31,0.6579999999999999,2023-04-28,111.0,2.29,112.0,1.98,weekly,-3.20000000000001,-0.10322580645161308
CLF,15.9,0.18,+56.25%,0.32,16.18,0.575,2023-04-28,16.0,0.53,16.5,0.35,weekly,-3.2500000000000018,-0.18055555555555566
GOOG,106.05,0.21,+26.58%,0.79,111.21,0.757,2023-04-28,111.0,1.06,112.0,0.85,weekly,-3.299999999999999,-0.15714285714285717
GOOGL,105.33,0.22,+28.21%,0.78,110.22,0.747,2023-04-28,110.0,1.13,111.0,0.91,weekly,-3.3000000000000007,-0.15000000000000005
BABA,88.89,0.35,+53.85%,0.65,90.35,0.617,2023-04-28,90.0,1.54,91.0,1.19,weekly,-3.3000000000000007,-0.09428571428571432
C,48.73,0.17,+51.52%,0.33,49.17,0.593,2023-04-28,49.0,0.5,49.5,0.33,weekly,-3.3500000000000014,-0.19705882352941184
DKNG,21.59,0.1,+25.00%,0.4,22.6,0.732,2023-04-28,22.5,0.3,23.0,0.2,weekly,-3.4000000000000004,-0.3400000000000001
GOOG,106.05,1.13,+60.43%,1.87,108.13,0.612,2023-04-28,107.0,2.49,110.0,1.36,weekly,-3.4000000000000057,-0.03008849557522144
