Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
DKNG,19.49,0.22,+78.57%,0.28,19.72,55.1%,2023-04-28,19.5,0.69,20,0.47,weekly
GOOGL,105.97,0.44,+78.57%,0.56,106.44,55.8%,2023-04-21,106,1.3,107,0.86,monthly
TSLA,187.04,1.1,+78.57%,1.4,188.6,53.5%,2023-04-21,187.5,6.8,190,5.7,monthly
TSLA,187.04,1.8,+75.95%,2.37,189.3,55.1%,2023-04-21,187.5,6.8,191.67,5,monthly
MSFT,288.8,2.15,+75.44%,2.85,292.15,57.7%,2023-04-28,290,6.35,295,4.2,weekly
AMZN,102.74,0.85,+73.91%,1.15,103.85,54.5%,2023-04-28,103,3.9,105,3.05,weekly
TSLA,187.04,2.1,+72.41%,2.9,189.6,55.8%,2023-04-21,187.5,6.8,192.5,4.7,monthly
TSLA,187.04,2.1,+72.41%,2.9,189.6,54.6%,2023-04-28,187.5,8.65,192.5,6.55,weekly
AMZN,102.74,0.42,+72.41%,0.58,103.42,58.0%,2023-04-21,103,1.23,104,0.81,monthly
TSLA,187.04,1.05,+72.41%,1.45,188.55,52.7%,2023-04-28,187.5,8.65,190,7.6,weekly
META,218.86,2.05,+69.49%,2.95,222.05,54.9%,2023-04-28,220,9.9,225,7.85,weekly
JPM,139.83,0.41,+69.49%,0.59,140.41,58.6%,2023-04-21,140,1.02,141,0.61,monthly
TSLA,187.04,3.05,+68.54%,4.45,190.55,56.2%,2023-04-28,187.5,8.65,195,5.6,weekly
MCD,289.31,1,+66.67%,1.5,291,56.0%,2023-04-28,290,4.1,292.5,3.1,weekly
TSLA,187.04,3,+66.67%,4.5,190.5,57.8%,2023-04-21,187.5,6.8,195,3.8,monthly
META,218.86,1,+66.67%,1.5,221,53.3%,2023-04-28,220,9.9,222.5,8.9,weekly
AMZN,102.74,0.4,+66.67%,0.6,103.4,52.7%,2023-04-28,103,3.9,104,3.5,weekly
META,218.86,3.95,+65.29%,6.05,223.95,57.7%,2023-04-28,220,9.9,230,5.95,weekly
TSLA,187.04,3.9,+63.93%,6.1,191.4,57.7%,2023-04-28,187.5,8.65,197.5,4.75,weekly
NVDA,270.02,1.95,+63.93%,3.05,274.45,59.5%,2023-04-28,272.5,6.25,277.5,4.3,weekly
AMZN,102.74,1.94,+63.40%,3.06,104.94,58.7%,2023-04-28,103,3.9,108,1.96,weekly
AMZN,102.74,1.16,+63.04%,1.84,104.16,55.7%,2023-04-28,103,3.9,106,2.74,weekly
TSLA,187.04,1.9,+61.29%,3.1,191.9,58.6%,2023-04-28,190,7.5,195,5.6,weekly
PLUG,9.5,0.19,+61.29%,0.31,9.69,56.5%,2023-04-28,9.5,0.45,10,0.26,weekly
COST,493.94,1.9,+61.29%,3.1,496.9,58.0%,2023-04-28,495,5.25,500,3.35,weekly
TSLA,187.04,0.95,+61.29%,1.55,190.95,56.9%,2023-04-28,190,7.5,192.5,6.55,weekly
PYPL,77.33,0.38,+61.29%,0.62,78.38,59.6%,2023-04-28,78,1.43,79,1.05,weekly
DIS,100.3,0.38,+61.29%,0.62,101.38,59.5%,2023-04-28,101,1.51,102,1.13,weekly
ENPH,224.92,1.9,+61.29%,3.1,226.9,55.8%,2023-04-21,225,5.3,230,3.4,monthly
IBM,127.82,0.38,+61.29%,0.62,128.38,53.2%,2023-04-21,128,2.63,129,2.25,monthly
DKNG,19.49,0.19,+61.29%,0.31,19.69,57.3%,2023-04-21,19.5,0.42,20,0.23,monthly
MSFT,288.8,3.76,+60.26%,6.24,293.76,61.3%,2023-04-28,290,6.35,300,2.59,weekly
AMZN,102.74,1.5,+60.00%,2.5,104.5,57.0%,2023-04-28,103,3.9,107,2.4,weekly
TSLA,187.04,3.75,+60.00%,6.25,191.25,59.4%,2023-04-21,187.5,6.8,197.5,3.05,monthly
GOOGL,105.97,0.75,+60.00%,1.25,107.75,58.1%,2023-04-28,107,3,109,2.25,weekly
UAL,42.38,0.56,+59.57%,0.94,43.06,58.9%,2023-04-21,42.5,1.15,44,0.59,monthly
MSFT,288.8,0.93,+59.24%,1.57,290.93,62.1%,2023-04-21,290,2.18,292.5,1.25,monthly
TSLA,187.04,4.65,+59.24%,7.85,192.15,59.0%,2023-04-28,187.5,8.65,200,4,weekly
PINS,28.62,0.37,+58.73%,0.63,29.37,57.9%,2023-04-28,29,1.31,30,0.94,weekly
SHOP,48.52,0.37,+58.73%,0.63,49.37,57.8%,2023-04-28,49,1.49,50,1.12,weekly
MU,62.54,0.37,+58.73%,0.63,63.37,58.5%,2023-04-28,63,1.33,64,0.96,weekly
GOOGL,105.97,0.74,+58.73%,1.26,106.74,59.4%,2023-04-21,106,1.3,108,0.56,monthly
