Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
ATVI,86.74,2.02,+102.02%,1.98,89.02,61.0%,2023-04-28,87,2.9,91,0.88,weekly
ATVI,86.74,0.97,+94.17%,1.03,90.97,69.5%,2023-04-28,90,1.49,92,0.52,weekly
ATVI,86.74,2.38,+90.84%,2.62,89.38,62.6%,2023-04-28,87,2.9,92,0.52,weekly
ATVI,86.74,1.89,+89.57%,2.11,89.89,64.9%,2023-04-28,88,2.41,92,0.52,weekly
ATVI,86.74,0.9,+81.82%,1.1,87.9,55.7%,2023-04-28,87,2.9,89,2,weekly
ATVI,86.74,0.89,+80.18%,1.11,89.89,64.9%,2023-04-28,89,1.77,91,0.88,weekly
ATVI,86.74,1.25,+71.43%,1.75,90.25,66.5%,2023-04-28,89,1.77,92,0.52,weekly
ABBV,164.9,1.03,+70.07%,1.47,166.03,58.2%,2023-04-28,165,2.07,167.5,1.04,weekly
SBUX,109.34,0.82,+69.49%,1.18,110.82,57.6%,2023-05-05,110,2.78,112,1.96,weekly
RUN,21.33,0.19,+61.29%,0.31,21.69,58.1%,2023-04-28,21.5,0.63,22,0.44,weekly
XOM,116.52,0.73,+57.48%,1.27,117.73,61.6%,2023-04-28,117,1.4,119,0.67,weekly
ABBV,164.9,1.82,+57.23%,3.18,166.82,61.6%,2023-05-05,165,2.5,170,0.68,weekly
LYFT,9.96,0.18,+56.25%,0.32,10.18,54.2%,2023-05-05,10,0.8,10.5,0.62,weekly
CVS,72.87,0.36,+56.25%,0.64,73.36,60.8%,2023-04-28,73,0.62,74,0.26,weekly
PINS,27.74,0.18,+56.25%,0.32,28.18,55.0%,2023-04-28,28,1.24,28.5,1.06,weekly
UBER,29.59,0.18,+56.25%,0.32,30.18,56.4%,2023-05-05,30,1.27,30.5,1.09,weekly
ATVI,86.74,2.84,+55.04%,5.16,89.84,64.7%,2023-04-28,87,2.9,95,0.06,weekly
ATVI,86.74,2.13,+55.04%,3.87,89.13,61.5%,2023-04-28,87,2.9,93,0.77,weekly
PINS,27.74,0.7,+53.85%,1.3,28.7,60.7%,2023-04-28,28,1.24,30,0.54,weekly
AAPL,163.77,2.62,+53.69%,4.88,167.62,64.8%,2023-05-05,165,3.45,172.5,0.83,weekly
SBUX,109.34,1.74,+53.37%,3.26,111.74,62.1%,2023-05-05,110,2.78,115,1.04,weekly
AAPL,163.77,0.85,+51.52%,1.65,168.35,67.4%,2023-05-05,167.5,2.3,170,1.45,weekly
RIVN,12,0.17,+51.52%,0.33,12.17,58.1%,2023-04-28,12,0.33,12.5,0.16,weekly
GM,32.91,0.17,+51.52%,0.33,33.17,57.9%,2023-04-28,33,0.46,33.5,0.29,weekly
C,47.9,0.17,+51.52%,0.33,48.17,56.6%,2023-04-28,48,0.41,48.5,0.24,weekly
VZ,37.3,0.17,+51.52%,0.33,37.67,61.7%,2023-05-05,37.5,0.4,38,0.23,weekly
MSFT,275.42,0.85,+51.52%,1.65,280.85,64.5%,2023-04-28,280,3.8,282.5,2.95,weekly
OXY,61.33,0.34,+51.52%,0.66,62.34,62.2%,2023-05-05,62,0.99,63,0.65,weekly
PLUG,8.91,0.17,+51.52%,0.33,9.17,58.9%,2023-05-05,9,0.4,9.5,0.23,weekly
