Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
AAPL,182.79,2.11,+73.01%,2.89,184.61,0.659,2023-06-23,182.5,2.88,187.5,0.77,0.405,0.19194312796208537
AAPL,182.79,1.23,+96.85%,1.27,183.73,0.664,2023-06-16,182.5,1.88,185.0,0.65,0.39,0.3170731707317073
NVDA,418.93,3.8,+61.29%,6.2,423.8,0.657,2023-06-16,420.0,7.6,430.0,3.8,0.3700000000000001,0.09736842105263152
AAPL,182.79,1.29,+106.61%,1.21,183.79,0.605,2023-06-23,182.5,2.88,185.0,1.59,0.3025,0.23449612403100775
AAPL,182.79,1.72,+52.44%,3.28,184.22,0.7140000000000001,2023-06-16,182.5,1.88,187.5,0.16,0.2900000000000003,0.16860465116279094
NVDA,418.93,2.15,+75.44%,2.85,422.15,0.62,2023-06-16,420.0,7.6,425.0,5.45,0.25,0.11627906976744179
NVDA,418.93,5.0,+50.00%,10.0,425.0,0.6829999999999999,2023-06-16,420.0,7.6,435.0,2.6,0.2449999999999987,0.04899999999999982
AMZN,125.06,1.14,+61.29%,1.86,126.14,0.6940000000000001,2023-06-16,125.0,1.74,128.0,0.6,0.2220000000000001,0.19473684210526324
AVGO,862.06,0.45,+1.52%,29.55,920.45,0.992,2023-06-16,920.0,1.0,950.0,0.55,0.2099999999999998,0.46666666666666623
NVDA,418.93,2.8,+38.89%,7.2,427.8,0.74,2023-06-16,425.0,5.4,435.0,2.6,0.1999999999999999,0.07142857142857133
AAPL,182.79,2.54,+51.21%,4.96,185.04,0.6859999999999999,2023-06-23,182.5,2.88,190.0,0.34,0.1849999999999996,0.07283464566929111
NVDA,418.93,1.6,+47.06%,3.4,426.6,0.716,2023-06-16,425.0,5.4,430.0,3.8,0.1799999999999998,0.11249999999999995
AMZN,125.06,1.33,+49.81%,2.67,126.33,0.7120000000000001,2023-06-16,125.0,1.74,129.0,0.41,0.1780000000000003,0.1338345864661657
AMZN,125.06,0.85,+73.91%,1.15,125.85,0.664,2023-06-16,125.0,1.74,127.0,0.89,0.1780000000000001,0.20941176470588252
MSFT,334.45,1.88,+60.26%,3.12,336.88,0.659,2023-06-16,335.0,3.15,340.0,1.27,0.175,0.09308510638297876
AVGO,862.06,0.8,+1.01%,79.2,920.8,0.992,2023-06-16,920.0,1.0,1000.0,0.2,0.1599999999999994,0.19999999999999937
MSFT,334.45,1.09,+77.31%,1.41,336.09,0.618,2023-06-16,335.0,3.15,337.5,2.06,0.135,0.1238532110091744
MSFT,334.45,2.9,+63.04%,4.6,337.9,0.631,2023-06-23,335.0,5.15,342.5,2.25,0.1325,0.045689655172413836
AAPL,182.79,0.8,+47.06%,1.7,185.8,0.731,2023-06-23,185.0,1.57,187.5,0.77,0.1274999999999999,0.15937500000000002
MSFT,334.45,2.1,+72.41%,2.9,337.1,0.605,2023-06-23,335.0,5.15,340.0,3.05,0.125,0.059523809523809486
NVDA,418.93,0.32,+2.18%,14.68,455.32,0.987,2023-06-16,455.0,0.57,470.0,0.25,0.1249999999999998,0.3906249999999994
GOOGL,122.45,0.93,+59.24%,1.57,123.43,0.677,2023-06-16,122.5,1.4,125.0,0.47,0.1225000000000001,0.13172043010752696
AMZN,125.06,0.64,+47.06%,1.36,126.64,0.741,2023-06-16,126.0,1.24,128.0,0.6,0.1219999999999999,0.1906249999999999
NVDA,418.93,0.58,+6.16%,9.42,445.58,0.954,2023-06-16,445.0,1.18,455.0,0.6,0.1200000000000007,0.20689655172413712
NVDA,418.93,0.37,+3.84%,9.63,450.37,0.975,2023-06-16,450.0,0.81,460.0,0.44,0.1199999999999997,0.3243243243243237
AMZN,125.06,1.54,+62.60%,2.46,126.54,0.644,2023-06-23,125.0,2.73,129.0,1.19,0.1160000000000001,0.07532467532467545
GOOG,123.06,0.83,+70.94%,1.17,123.83,0.643,2023-06-16,123.0,1.46,125.0,0.63,0.116,0.13975903614457835
NVDA,418.93,0.24,+2.46%,9.76,455.24,0.987,2023-06-16,455.0,0.57,465.0,0.33,0.1099999999999998,0.45833333333333287
NFLX,437.87,0.26,+1.76%,14.74,475.26,0.99,2023-06-16,475.0,0.44,490.0,0.18,0.1099999999999998,0.4230769230769225
NFLX,437.87,0.31,+1.57%,19.69,475.31,0.99,2023-06-16,475.0,0.44,495.0,0.13,0.1099999999999998,0.3548387096774187
NVDA,418.93,0.37,+1.88%,19.63,455.37,0.987,2023-06-16,455.0,0.57,475.0,0.2,0.1099999999999998,0.29729729729729665
AMZN,125.06,0.83,+38.25%,2.17,126.83,0.759,2023-06-16,126.0,1.24,129.0,0.41,0.1070000000000001,0.12891566265060247
COIN,52.81,1.09,+57.07%,1.91,54.09,0.672,2023-06-16,53.0,1.8,56.0,0.71,0.1060000000000002,0.09724770642201855
META,269.78,1.81,+56.74%,3.19,271.81,0.659,2023-06-16,270.0,3.25,275.0,1.44,0.1050000000000002,0.058011049723757105
NVDA,418.93,0.77,+18.20%,4.23,435.77,0.867,2023-06-16,435.0,2.54,440.0,1.77,0.1049999999999999,0.13636363636363627
NVDA,418.93,0.48,+3.31%,14.52,450.48,0.975,2023-06-16,450.0,0.81,465.0,0.33,0.1049999999999996,0.21874999999999928
GOOGL,122.45,0.64,+74.42%,0.86,123.14,0.6409999999999999,2023-06-16,122.5,1.4,124.0,0.76,0.1014999999999998,0.15859374999999973
NFLX,437.87,0.2,+1.01%,19.8,480.2,0.995,2023-06-16,480.0,0.3,500.0,0.1,0.0999999999999999,0.49999999999999956
NVDA,418.93,0.51,+11.36%,4.49,440.51,0.918,2023-06-16,440.0,1.73,445.0,1.22,0.0999999999999996,0.19607843137254932
NVDA,418.93,1.1,+28.21%,3.9,431.1,0.799,2023-06-16,430.0,3.7,435.0,2.6,0.0950000000000003,0.08636363636363673
TXN,175.98,0.61,+32.28%,1.89,178.11,0.794,2023-06-16,177.5,0.93,180.0,0.32,0.095,0.15573770491803288
NFLX,437.87,0.17,+1.15%,14.83,480.17,0.995,2023-06-16,480.0,0.3,495.0,0.13,0.0949999999999999,0.5588235294117643
NVDA,418.93,0.33,+7.07%,4.67,445.33,0.952,2023-06-16,445.0,1.18,450.0,0.85,0.0900000000000003,0.2727272727272722
NFLX,437.87,0.19,+1.94%,9.81,475.19,0.99,2023-06-16,475.0,0.44,485.0,0.25,0.0899999999999999,0.4736842105263153
NFLX,437.87,0.34,+1.38%,24.66,475.34,0.99,2023-06-16,475.0,0.44,500.0,0.1,0.0899999999999998,0.26470588235294057
NVDA,418.93,0.88,+9.65%,9.12,440.88,0.921,2023-06-16,440.0,1.73,450.0,0.85,0.0899999999999994,0.10227272727272788
GOOG,123.06,1.07,+55.44%,1.93,124.07,0.6729999999999999,2023-06-16,123.0,1.46,126.0,0.39,0.0889999999999998,0.08317757009345789
AMZN,125.06,1.46,+41.24%,3.54,126.46,0.725,2023-06-16,125.0,1.74,130.0,0.28,0.0849999999999998,0.05821917808219172
NVDA,418.93,0.41,+1.67%,24.59,455.41,0.987,2023-06-16,455.0,0.57,480.0,0.16,0.0849999999999996,0.20731707317073103
COIN,52.81,1.32,+49.25%,2.68,54.32,0.691,2023-06-16,53.0,1.8,57.0,0.48,0.0839999999999997,0.0636363636363634
GOOGL,122.45,0.67,+50.38%,1.33,123.67,0.706,2023-06-16,123.0,1.14,125.0,0.47,0.0819999999999999,0.1223880597014925
NVDA,418.93,0.21,+4.38%,4.79,450.21,0.974,2023-06-16,450.0,0.81,455.0,0.6,0.0800000000000004,0.3809523809523803
GOOGL,122.45,0.81,+68.07%,1.19,123.81,0.634,2023-06-23,123.0,2.04,125.0,1.23,0.078,0.09629629629629635
AMZN,125.06,1.78,+55.28%,3.22,126.78,0.659,2023-06-23,125.0,2.73,130.0,0.95,0.0750000000000001,0.04213483146067419
NFLX,437.87,0.2,+0.81%,24.8,480.2,0.995,2023-06-16,480.0,0.3,505.0,0.1,0.0749999999999999,0.37499999999999944
META,269.78,1.02,+68.92%,1.48,271.02,0.621,2023-06-16,270.0,3.25,272.5,2.23,0.0725,0.07107843137254906
COIN,52.81,0.78,+63.93%,1.22,53.78,0.6459999999999999,2023-06-16,53.0,1.8,55.0,1.02,0.0719999999999999,0.0923076923076921
AMZN,125.06,0.45,+29.03%,1.55,127.45,0.81,2023-06-16,127.0,0.86,129.0,0.41,0.0700000000000001,0.15555555555555584
NFLX,437.87,0.12,+1.21%,9.88,480.12,0.995,2023-06-16,480.0,0.3,490.0,0.18,0.0699999999999999,0.5833333333333329
NFLX,437.87,0.22,+0.74%,29.78,480.22,0.995,2023-06-16,480.0,0.3,510.0,0.08,0.0699999999999998,0.3181818181818175
PANW,235.74,1.95,+63.93%,3.05,236.95,0.624,2023-06-16,235.0,3.55,240.0,1.6,0.0699999999999998,0.03589743589743597
GOOGL,122.45,1.1,+57.89%,1.9,124.1,0.6559999999999999,2023-06-23,123.0,2.04,126.0,0.94,0.0679999999999998,0.06181818181818164
AMZN,125.06,1.04,+53.06%,1.96,127.04,0.675,2023-06-23,126.0,2.23,129.0,1.19,0.0650000000000001,0.06250000000000011
NVDA,418.93,0.13,+2.67%,4.87,455.13,0.987,2023-06-16,455.0,0.57,460.0,0.44,0.0649999999999999,0.4999999999999996
NVDA,418.93,0.74,+5.19%,14.26,445.74,0.955,2023-06-16,445.0,1.18,460.0,0.44,0.0649999999999993,0.08783783783783704
AMZN,125.06,0.35,+53.85%,0.65,126.35,0.7140000000000001,2023-06-16,126.0,1.24,127.0,0.89,0.064,0.18285714285714302
AMZN,125.06,0.75,+60.00%,1.25,126.75,0.657,2023-06-23,126.0,2.23,128.0,1.48,0.064,0.08533333333333337
JPM,140.98,0.86,+75.44%,1.14,141.86,0.602,2023-06-23,141.0,1.67,143.0,0.81,0.064,0.07441860465116272
COIN,52.81,0.63,+45.99%,1.37,54.63,0.716,2023-06-16,54.0,1.34,56.0,0.71,0.0619999999999998,0.09841269841269827
NVDA,418.93,1.32,+15.21%,8.68,436.32,0.8740000000000001,2023-06-16,435.0,2.54,445.0,1.22,0.0600000000000011,0.04545454545454635
NFLX,437.87,0.28,+2.88%,9.72,470.28,0.978,2023-06-16,470.0,0.62,480.0,0.34,0.0599999999999998,0.21428571428571366
NVDA,418.93,0.56,+2.88%,19.44,450.56,0.975,2023-06-16,450.0,0.81,470.0,0.25,0.0599999999999995,0.10714285714285642
NVDA,418.93,1.93,+23.92%,8.07,431.93,0.813,2023-06-16,430.0,3.7,440.0,1.77,0.0599999999999993,0.031088082901554043
COIN,52.81,0.86,+40.19%,2.14,54.86,0.733,2023-06-16,54.0,1.34,57.0,0.48,0.0589999999999998,0.0686046511627907
GOOGL,122.45,1.11,+46.44%,2.39,123.61,0.6990000000000001,2023-06-16,122.5,1.4,126.0,0.29,0.0565000000000003,0.050900900900901054
NFLX,437.87,0.37,+2.53%,14.63,470.37,0.979,2023-06-16,470.0,0.62,485.0,0.25,0.0550000000000013,0.14864864864864782
AMD,125.51,0.11,+2.25%,4.89,137.11,0.989,2023-06-16,137.0,0.19,142.0,0.08,0.0550000000000005,0.4999999999999996
AMZN,125.06,0.26,+35.14%,0.74,127.26,0.795,2023-06-16,127.0,0.86,128.0,0.6,0.055,0.21153846153846173
MSFT,334.45,1.7,+51.52%,3.3,339.2,0.6709999999999999,2023-06-23,337.5,3.95,342.5,2.25,0.0549999999999997,0.03235294117647037
AMD,125.51,0.12,+2.04%,5.88,137.12,0.989,2023-06-16,137.0,0.19,143.0,0.07,0.0540000000000006,0.44999999999999946
AMD,125.51,0.13,+1.89%,6.87,137.13,0.989,2023-06-16,137.0,0.19,144.0,0.06,0.0530000000000007,0.40769230769230713
MSFT,334.45,0.74,+42.05%,1.76,338.24,0.725,2023-06-16,337.5,2.01,340.0,1.27,0.0524999999999999,0.07094594594594585
GOOGL,122.45,0.38,+61.29%,0.62,123.38,0.6709999999999999,2023-06-16,123.0,1.14,124.0,0.76,0.0509999999999999,0.1342105263157893
NFLX,437.87,0.1,+2.04%,4.9,475.1,0.99,2023-06-16,475.0,0.44,480.0,0.34,0.0499999999999999,0.49999999999999956
NVDA,418.93,0.44,+1.49%,29.56,455.44,0.987,2023-06-16,455.0,0.57,485.0,0.13,0.0499999999999996,0.11363636363636286
NVDA,418.93,0.47,+1.36%,34.53,455.47,0.988,2023-06-16,455.0,0.57,490.0,0.1,0.0499999999999996,0.1063829787234033
AMD,125.51,0.15,+2.56%,5.85,136.15,0.983,2023-06-16,136.0,0.23,142.0,0.08,0.0479999999999999,0.31999999999999934
