Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
ATVI,85.57,0.82,+69.49%,1.18,88.82,0.648,2023-04-28,88.0,1.89,90.0,1.07,weekly,11.600000000000009,0.1414634146341464
ATVI,85.57,1.24,+70.45%,1.76,88.24,0.623,2023-04-28,87.0,2.31,90.0,1.07,weekly,10.899999999999991,0.08790322580645163
AAPL,166.65,0.95,+61.29%,1.55,168.45,0.63,2023-04-28,167.5,1.75,170.0,0.8,weekly,2.5,0.0263157894736841
TSLA,162.99,0.45,+36.89%,1.22,165.45,0.727,2023-04-21,165.0,1.35,166.67,0.9,monthly,-0.5910000000000082,-0.013133333333333427
SLB,51.97,0.2,+25.00%,0.8,53.2,0.794,2023-04-21,53.0,0.43,54.0,0.23,monthly,-0.5999999999999961,-0.029999999999999805
JPM,140.81,0.77,+62.60%,1.23,141.77,0.61,2023-04-28,141.0,1.31,143.0,0.54,weekly,-1.0,-0.012987012987012967
GOOGL,105.29,0.19,+23.46%,0.81,106.19,0.799,2023-04-21,106.0,0.34,107.0,0.15,monthly,-1.0999999999999943,-0.057894736842105075
SLB,51.97,0.15,+42.86%,0.35,52.65,0.675,2023-04-21,52.5,0.6,53.0,0.45,monthly,-1.2499999999999982,-0.08333333333333316
INTC,30.86,0.21,+72.41%,0.29,31.21,0.552,2023-04-28,31.0,1.0,31.5,0.79,weekly,-1.3999999999999968,-0.06666666666666657
KO,63.96,0.39,+63.93%,0.61,64.39,0.596,2023-04-28,64.0,0.64,65.0,0.25,weekly,-1.400000000000002,-0.03589743589743588
SCHW,54.0,0.09,+21.95%,0.41,54.59,0.789,2023-04-21,54.5,0.19,55.0,0.1,monthly,-1.549999999999998,-0.172222222222222
ROKU,58.92,0.2,+25.00%,0.8,60.2,0.7829999999999999,2023-04-21,60.0,0.46,61.0,0.26,monthly,-1.7000000000000082,-0.08500000000000041
AMD,90.11,0.2,+25.00%,0.8,91.2,0.7809999999999999,2023-04-21,91.0,0.4,92.0,0.2,monthly,-1.9000000000000088,-0.09500000000000042
BAC,29.9,0.18,+56.25%,0.32,30.18,0.599,2023-04-28,30.0,0.39,30.5,0.21,weekly,-2.0500000000000007,-0.11388888888888893
MO,45.99,0.2,+66.67%,0.3,46.2,0.5579999999999999,2023-04-28,46.0,0.56,46.5,0.36,weekly,-2.100000000000003,-0.10500000000000008
MU,61.46,0.09,+21.95%,0.41,62.09,0.774,2023-04-21,62.0,0.25,62.5,0.16,monthly,-2.299999999999998,-0.2555555555555554
AMZN,103.81,0.14,+16.28%,0.86,105.14,0.8340000000000001,2023-04-21,105.0,0.32,106.0,0.18,monthly,-2.5999999999999908,-0.18571428571428514
MO,45.99,0.37,+58.73%,0.63,46.37,0.604,2023-04-28,46.0,0.56,47.0,0.19,weekly,-2.6000000000000014,-0.0702702702702703
SCHW,54.0,0.41,+69.49%,0.59,54.41,0.561,2023-04-28,54.0,1.07,55.0,0.66,weekly,-2.899999999999995,-0.07073170731707301
CLF,16.57,0.15,+42.86%,0.35,17.15,0.642,2023-04-28,17.0,0.43,17.5,0.28,weekly,-2.8999999999999986,-0.19333333333333316
