Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
WFC,40.97,0.42,+72.41%,0.58,41.42,0.593,2023-06-02,41.0,0.85,42.0,0.43,weekly,0.0129999999999999,0.03095238095238086
DAL,34.75,0.21,+72.41%,0.29,35.21,0.578,2023-06-02,35.0,0.78,35.5,0.57,weekly,-0.001,-0.004761904761904848
WFC,40.97,0.2,+66.67%,0.3,41.2,0.593,2023-05-26,41.0,0.47,41.5,0.27,weekly,-0.0035,-0.017499999999999984
AMZN,116.48,0.43,+75.44%,0.57,117.43,0.564,2023-06-02,117.0,2.21,118.0,1.78,weekly,-0.006,-0.01395348837209314
DAL,34.75,0.38,+61.29%,0.62,35.38,0.608,2023-06-02,35.0,0.78,36.0,0.4,weekly,-0.012,-0.03157894736842104
AMZN,116.48,0.81,+68.07%,1.19,117.81,0.589,2023-06-02,117.0,2.21,119.0,1.4,weekly,-0.012,-0.014814814814814843
AMZN,116.48,0.36,+56.25%,0.64,118.36,0.623,2023-06-02,118.0,1.76,119.0,1.4,weekly,-0.017,-0.0472222222222222
AMZN,116.48,0.3,+42.86%,0.7,119.3,0.68,2023-06-02,119.0,1.38,120.0,1.08,weekly,-0.0199999999999999,-0.06666666666666643
C,44.58,0.35,+53.85%,0.65,45.35,0.63,2023-06-02,45.0,0.72,46.0,0.37,weekly,-0.02,-0.05714285714285715
AMZN,116.48,0.37,+58.73%,0.63,117.37,0.609,2023-05-26,117.0,1.07,118.0,0.7,weekly,-0.021,-0.05675675675675674
APPS,14.44,0.21,+72.41%,0.29,14.71,0.537,2023-05-26,14.5,1.1,15.0,0.89,weekly,-0.0214999999999999,-0.10238095238095228
WFC,40.97,0.12,+31.58%,0.38,41.62,0.716,2023-05-26,41.5,0.26,42.0,0.14,weekly,-0.022,-0.1833333333333335
VZ,35.98,0.17,+51.52%,0.33,36.17,0.614,2023-05-26,36.0,0.25,36.5,0.08,weekly,-0.023,-0.13529411764705884
PYPL,61.68,0.4,+66.67%,0.6,62.4,0.575,2023-06-02,62.0,1.19,63.0,0.79,weekly,-0.025,-0.06250000000000001
DAL,34.75,0.11,+28.21%,0.39,36.11,0.726,2023-06-02,36.0,0.38,36.5,0.27,weekly,-0.027,-0.24545454545454556
AMZN,116.48,0.24,+31.58%,0.76,120.24,0.732,2023-06-02,120.0,1.07,121.0,0.83,weekly,-0.028,-0.11666666666666677
INTC,28.89,0.19,+61.29%,0.31,29.19,0.563,2023-06-02,29.0,0.6,29.5,0.41,weekly,-0.0285,-0.15000000000000016
AAL,13.66,0.13,+35.14%,0.37,14.13,0.682,2023-06-02,14.0,0.24,14.5,0.11,weekly,-0.0289999999999999,-0.22307692307692284
GM,32.16,0.17,+51.52%,0.33,32.67,0.602,2023-06-02,32.5,0.52,33.0,0.35,weekly,-0.029,-0.1705882352941178
M,15.11,0.18,+56.25%,0.32,15.68,0.581,2023-06-02,15.5,0.85,16.0,0.67,weekly,-0.0295,-0.16388888888888906
VZ,35.98,0.12,+31.58%,0.38,36.62,0.701,2023-06-02,36.5,0.25,37.0,0.13,weekly,-0.0295,-0.24583333333333357
AMZN,116.48,0.19,+23.46%,0.81,121.19,0.78,2023-06-02,121.0,0.82,122.0,0.63,weekly,-0.03,-0.15789473684210514
GOOGL,120.49,0.23,+29.87%,0.77,124.23,0.74,2023-06-02,124.0,0.98,125.0,0.75,weekly,-0.03,-0.1304347826086957
SCHW,52.04,0.15,+42.86%,0.35,52.65,0.639,2023-05-26,52.5,0.44,53.0,0.29,weekly,-0.0304999999999999,-0.20333333333333317
AMZN,116.48,0.26,+35.14%,0.74,118.26,0.708,2023-05-26,118.0,0.69,119.0,0.43,weekly,-0.032,-0.12307692307692315
KO,61.03,0.08,+19.05%,0.42,62.08,0.775,2023-06-02,62.0,0.18,62.5,0.1,weekly,-0.0324999999999999,-0.40624999999999967
DAL,34.75,0.29,+40.85%,0.71,35.79,0.677,2023-06-02,35.5,0.56,36.5,0.27,weekly,-0.0329999999999999,-0.1137931034482757
