Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
MSFT,303.74,3.04,+68.16%,4.46,308.04,0.644,2023-05-12,305.0,4.65,312.5,1.61,0.3700000000000003,0.1217105263157895
SNOW,151.86,2.0,+66.67%,3.0,154.5,0.6659999999999999,2023-05-05,152.5,3.15,157.5,1.15,0.3299999999999996,0.1649999999999998
SNOW,151.86,2.52,+50.60%,4.98,155.02,0.696,2023-05-05,152.5,3.15,160.0,0.63,0.2399999999999995,0.095238095238095
MRNA,133.43,1.81,+43.20%,4.19,136.81,0.736,2023-05-05,135.0,2.45,141.0,0.64,0.2259999999999997,0.12486187845303855
MSFT,303.74,3.61,+56.49%,6.39,308.61,0.6609999999999999,2023-05-12,305.0,4.65,315.0,1.04,0.2199999999999993,0.06094182825484744
MSFT,303.74,1.79,+55.76%,3.21,309.29,0.682,2023-05-12,307.5,3.4,312.5,1.61,0.2000000000000004,0.1117318435754192
MRNA,133.43,1.57,+45.77%,3.43,136.57,0.722,2023-05-05,135.0,2.45,140.0,0.88,0.1799999999999998,0.11464968152866241
SNOW,151.86,1.12,+81.16%,1.38,153.62,0.613,2023-05-05,152.5,3.15,155.0,2.03,0.1525,0.13616071428571438
MSFT,303.74,0.99,+65.56%,1.51,308.49,0.6579999999999999,2023-05-12,307.5,3.4,310.0,2.41,0.1349999999999998,0.13636363636363621
SNOW,151.86,0.78,+45.35%,1.72,155.78,0.737,2023-05-05,155.0,1.93,157.5,1.15,0.1225,0.15705128205128208
SNOW,151.86,1.86,+59.24%,3.14,156.86,0.652,2023-05-12,155.0,4.55,160.0,2.69,0.1200000000000001,0.06451612903225815
SNOW,151.86,1.3,+35.14%,3.7,156.3,0.763,2023-05-05,155.0,1.93,160.0,0.63,0.1149999999999999,0.0884615384615385
MSFT,303.74,2.36,+45.91%,5.14,309.86,0.6990000000000001,2023-05-12,307.5,3.4,315.0,1.04,0.1025000000000004,0.04343220338983072
MSFT,303.74,0.77,+44.51%,1.73,310.77,0.725,2023-05-12,310.0,2.38,312.5,1.61,0.0825,0.10714285714285712
MRNA,133.43,1.26,+33.69%,3.74,137.26,0.763,2023-05-05,136.0,1.9,141.0,0.64,0.0749999999999999,0.05952380952380944
MSFT,303.74,0.6,+31.58%,1.9,308.1,0.784,2023-05-05,307.5,1.08,310.0,0.48,0.06,0.10000000000000005
AMZN,103.48,1.5,+60.00%,2.5,105.5,0.639,2023-05-12,104.0,2.27,108.0,0.77,0.056,0.037333333333333385
MSFT,303.74,1.34,+36.61%,3.66,311.34,0.741,2023-05-12,310.0,2.38,315.0,1.04,0.0449999999999999,0.03358208955223884
CHWY,31.16,0.16,+47.06%,0.34,32.16,0.76,2023-05-05,32.0,0.48,32.5,0.32,0.0399999999999999,0.25000000000000006
AMZN,103.48,0.68,+51.52%,1.32,104.68,0.679,2023-05-05,104.0,1.0,106.0,0.32,0.0380000000000001,0.05588235294117662
AMZN,103.48,0.73,+57.48%,1.27,105.73,0.654,2023-05-12,105.0,1.78,107.0,1.05,0.038,0.05205479452054797
SNOW,151.86,0.26,+11.61%,2.24,160.26,0.91,2023-05-05,160.0,0.59,162.5,0.33,0.035,0.13461538461538486
SNOW,151.86,0.44,+21.36%,2.06,157.94,0.836,2023-05-05,157.5,1.07,160.0,0.63,0.0299999999999999,0.0681818181818179
AMZN,103.48,1.01,+50.75%,1.99,106.01,0.672,2023-05-12,105.0,1.78,108.0,0.77,0.0260000000000001,0.025742574257425876
AMZN,103.48,0.39,+63.93%,0.61,105.39,0.632,2023-05-12,105.0,1.78,106.0,1.39,0.022,0.05641025641025649
PYPL,71.93,0.27,+36.99%,0.73,73.27,0.7490000000000001,2023-05-05,73.0,0.58,74.0,0.31,0.0190000000000001,0.07037037037037082
MRNA,133.43,1.02,+34.23%,2.98,137.02,0.7490000000000001,2023-05-05,136.0,1.9,140.0,0.88,0.0160000000000004,0.01568627450980429
AMZN,103.48,0.6,+42.86%,1.4,106.6,0.708,2023-05-12,106.0,1.37,108.0,0.77,0.0159999999999999,0.026666666666666596
