Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
CRWD,136.61,1.64,+69.49%,2.36,137.64,0.665,2023-05-19,136.0,2.28,140.0,0.64,0.3000000000000001,0.18292682926829282
CRWD,136.61,1.35,+81.82%,1.65,137.35,0.64,2023-05-19,136.0,2.28,139.0,0.93,0.2700000000000001,0.20000000000000007
COIN,58.92,1.18,+64.84%,1.82,60.18,0.6809999999999999,2023-05-19,59.0,1.82,62.0,0.64,0.2229999999999997,0.1889830508474574
CRWD,136.61,1.08,+56.25%,1.92,138.08,0.7020000000000001,2023-05-19,137.0,1.72,140.0,0.64,0.1860000000000002,0.17222222222222255
CRWD,136.61,0.97,+94.17%,1.03,136.97,0.606,2023-05-19,136.0,2.28,138.0,1.31,0.182,0.18762886597938136
COIN,58.92,1.38,+52.67%,2.62,60.38,0.6970000000000001,2023-05-19,59.0,1.82,63.0,0.44,0.1680000000000001,0.12173913043478275
COIN,58.92,0.86,+75.44%,1.14,59.86,0.653,2023-05-19,59.0,1.82,61.0,0.96,0.166,0.19302325581395358
CRWD,136.61,0.79,+65.29%,1.21,137.79,0.6779999999999999,2023-05-19,137.0,1.72,139.0,0.93,0.1459999999999999,0.18481012658227833
JPM,136.96,1.25,+71.43%,1.75,138.25,0.631,2023-05-26,137.0,2.04,140.0,0.79,0.143,0.11440000000000003
COIN,58.92,0.68,+51.52%,1.32,60.68,0.722,2023-05-19,60.0,1.32,62.0,0.64,0.1239999999999999,0.18235294117647047
JPM,136.96,0.91,+83.49%,1.09,137.91,0.606,2023-05-26,137.0,2.04,139.0,1.13,0.1219999999999998,0.134065934065934
CRWD,136.61,0.63,+45.99%,1.37,138.63,0.745,2023-05-19,138.0,1.27,140.0,0.64,0.1199999999999999,0.1904761904761905
AMD,102.36,0.83,+70.94%,1.17,102.83,0.632,2023-05-19,102.0,1.52,104.0,0.69,0.094,0.11325301204819284
COIN,58.92,0.88,+41.51%,2.12,60.88,0.737,2023-05-19,60.0,1.32,63.0,0.44,0.0909999999999999,0.10340909090909083
AMD,102.36,1.31,+77.51%,1.69,103.31,0.593,2023-05-26,102.0,2.94,105.0,1.63,0.0889999999999999,0.06793893129770993
DIS,91.81,0.84,+72.41%,1.16,92.84,0.624,2023-05-26,92.0,1.49,94.0,0.65,0.0879999999999999,0.10476190476190474
GS,325.27,1.1,+78.57%,1.4,326.1,0.593,2023-05-19,325.0,2.47,327.5,1.37,0.0825,0.07500000000000001
COIN,58.92,1.53,+44.09%,3.47,60.53,0.71,2023-05-19,59.0,1.82,64.0,0.29,0.0799999999999998,0.05228758169934619
COIN,58.92,0.46,+85.19%,0.54,59.46,0.616,2023-05-19,59.0,1.82,60.0,1.36,0.0759999999999999,0.16521739130434782
XOM,104.01,0.74,+58.73%,1.26,104.74,0.6679999999999999,2023-05-19,104.0,0.99,106.0,0.25,0.0759999999999998,0.10270270270270253
AMD,102.36,1.09,+57.07%,1.91,103.09,0.6609999999999999,2023-05-19,102.0,1.52,105.0,0.43,0.0729999999999998,0.06697247706422006
JPM,136.96,0.74,+58.73%,1.26,138.74,0.6659999999999999,2023-05-26,138.0,1.53,140.0,0.79,0.0719999999999998,0.09729729729729714
AMD,102.36,1.62,+68.07%,2.38,103.62,0.611,2023-05-26,102.0,2.94,106.0,1.32,0.064,0.03950617283950619
CRWD,136.61,0.34,+51.52%,0.66,138.34,0.723,2023-05-19,138.0,1.27,139.0,0.93,0.0629999999999999,0.18529411764705872
AMD,102.36,0.92,+85.19%,1.08,102.92,0.5710000000000001,2023-05-26,102.0,2.94,104.0,2.02,0.0620000000000001,0.06739130434782621
AMD,102.36,0.47,+88.68%,0.53,102.47,0.591,2023-05-19,102.0,1.52,103.0,1.05,0.0609999999999999,0.12978723404255305
SQ,56.99,0.41,+69.49%,0.59,57.41,0.649,2023-05-19,57.0,0.83,58.0,0.42,0.059,0.1439024390243903
MS,83.1,0.41,+69.49%,0.59,83.41,0.649,2023-05-19,83.0,0.66,84.0,0.25,0.059,0.1439024390243903
COIN,58.92,0.29,+40.85%,0.71,61.29,0.768,2023-05-19,61.0,0.93,62.0,0.64,0.058,0.20000000000000012
COIN,58.92,0.36,+56.25%,0.64,60.36,0.696,2023-05-19,60.0,1.32,61.0,0.96,0.0559999999999999,0.1555555555555554
CRWD,136.61,0.41,+69.49%,0.59,137.41,0.6459999999999999,2023-05-19,137.0,1.72,138.0,1.31,0.0559999999999998,0.13658536585365838
DVN,46.83,0.43,+75.44%,0.57,47.43,0.625,2023-05-26,47.0,1.02,48.0,0.59,0.0549999999999999,0.12790697674418608
SNOW,173.54,0.91,+57.23%,1.59,175.91,0.6579999999999999,2023-05-19,175.0,2.13,177.5,1.22,0.0549999999999998,0.06043956043956023
META,240.86,1.85,+58.73%,3.15,244.35,0.6409999999999999,2023-05-26,242.5,3.75,247.5,1.9,0.0549999999999994,0.02972972972972953
COIN,58.92,0.49,+32.45%,1.51,61.49,0.782,2023-05-19,61.0,0.93,63.0,0.44,0.054,0.11020408163265322
JPM,136.96,0.48,+92.31%,0.52,137.48,0.573,2023-05-26,137.0,2.04,138.0,1.56,0.0529999999999999,0.11041666666666652
XOM,104.01,0.7,+53.85%,1.3,105.7,0.675,2023-05-26,105.0,1.3,107.0,0.6,0.05,0.0714285714285715
MU,64.29,0.86,+75.44%,1.14,64.86,0.593,2023-05-26,64.0,1.72,66.0,0.86,0.0459999999999999,0.0534883720930232
DIS,91.81,1.09,+57.07%,1.91,93.09,0.6509999999999999,2023-05-26,92.0,1.49,95.0,0.4,0.0429999999999998,0.03944954128440352
AMD,102.36,0.8,+66.67%,1.2,103.8,0.621,2023-05-26,103.0,2.43,105.0,1.63,0.042,0.05250000000000004
