Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
UBER,34.99,0.24,+92.31%,0.26,35.24,55.8%,2023-05-05,35,0.82,35.5,0.58,weekly
UBER,34.99,0.23,+85.19%,0.27,35.23,53.9%,2023-05-12,35,1.11,35.5,0.88,weekly
UBER,34.99,0.44,+78.57%,0.56,35.44,60.3%,2023-05-05,35,0.82,36,0.38,weekly
UBER,34.99,0.44,+78.57%,0.56,35.44,57.2%,2023-05-12,35,1.11,36,0.67,weekly
NVDA,284.97,1.05,+72.41%,1.45,286.05,52.1%,2023-05-12,285,7.25,287.5,6.2,weekly
UBER,34.99,0.63,+72.41%,0.87,35.63,60.2%,2023-05-12,35,1.11,36.5,0.48,weekly
NVDA,284.97,3,+66.67%,4.5,288,56.0%,2023-05-12,285,7.25,292.5,4.25,weekly
UBER,34.99,0.59,+64.84%,0.91,35.59,63.6%,2023-05-05,35,0.82,36.5,0.23,weekly
UBER,34.99,0.77,+62.60%,1.23,35.77,62.3%,2023-05-12,35,1.11,37,0.34,weekly
META,241.41,0.95,+61.29%,1.55,243.45,55.7%,2023-05-12,242.5,4.65,245,3.7,weekly
PLTR,7.47,0.19,+61.29%,0.31,7.69,58.1%,2023-05-12,7.5,0.43,8,0.24,weekly
RIVN,12.43,0.19,+61.29%,0.31,12.69,54.3%,2023-05-12,12.5,0.89,13,0.7,weekly
AAPL,168.35,1.88,+60.26%,3.12,171.88,62.1%,2023-05-12,170,3.3,175,1.42,weekly
NVDA,284.97,3.75,+60.00%,6.25,288.75,57.4%,2023-05-12,285,7.25,295,3.5,weekly
UBER,34.99,0.37,+58.73%,0.63,35.87,63.8%,2023-05-12,35.5,0.85,36.5,0.48,weekly
AMD,88.71,0.37,+58.73%,0.63,90.37,53.9%,2023-05-12,90,3.25,91,2.88,weekly
META,241.41,1.83,+57.73%,3.17,244.33,58.0%,2023-05-12,242.5,4.65,247.5,2.82,weekly
MU,61.74,0.73,+57.48%,1.27,62.73,59.8%,2023-05-12,62,1.42,64,0.69,weekly
MSFT,306.43,0.91,+57.23%,1.59,308.41,59.9%,2023-05-05,307.5,2.35,310,1.44,weekly
UBER,34.99,0.18,+56.25%,0.32,35.68,65.6%,2023-05-05,35.5,0.56,36,0.38,weekly
DKNG,21.76,0.36,+56.25%,0.64,22.36,57.2%,2023-05-12,22,1.25,23,0.89,weekly
TSLA,163.96,0.9,+56.25%,1.6,165.9,55.7%,2023-05-12,165,3.95,167.5,3.05,weekly
ON,78.86,0.36,+56.25%,0.64,79.36,54.8%,2023-05-05,79,1.43,80,1.07,weekly
UBER,34.99,0.18,+56.25%,0.32,35.68,60.9%,2023-05-12,35.5,0.85,36,0.67,weekly
SBUX,113.45,1.44,+56.25%,2.56,115.44,60.7%,2023-05-05,114,2.53,118,1.09,weekly
NVDA,284.97,4.45,+55.28%,8.05,289.45,58.7%,2023-05-12,285,7.25,297.5,2.8,weekly
MSFT,306.43,2.64,+54.32%,4.86,310.14,61.9%,2023-05-12,307.5,4.15,315,1.51,weekly
MU,61.74,0.35,+53.85%,0.65,62.35,59.6%,2023-05-05,62,0.82,63,0.47,weekly
SBUX,113.45,0.35,+53.85%,0.65,115.35,60.3%,2023-05-05,115,2.08,116,1.73,weekly
SQ,58.41,0.35,+53.85%,0.65,60.35,61.5%,2023-05-05,60,1.93,61,1.58,weekly
AAPL,168.35,1.74,+53.37%,3.26,171.74,63.8%,2023-05-05,170,2.68,175,0.94,weekly
