Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
DIS,92.94,0.38,+61.29%,0.62,93.38,55.6%,2023-06-23,93,1.24,94,0.86
XOM,105.89,0.73,+57.48%,1.27,106.73,58.9%,2023-06-23,106,1.42,108,0.69
TGT,137.84,0.73,+57.48%,1.27,138.73,55.9%,2023-06-23,138,2.25,140,1.52
CRM,211.92,0.91,+57.23%,1.59,213.41,56.4%,2023-06-23,212.5,3.45,215,2.54
COST,529.18,1.81,+56.74%,3.19,531.81,59.0%,2023-06-23,530,4.25,535,2.44
BA,219.41,1.81,+56.74%,3.19,221.81,59.4%,2023-06-23,220,3.8,225,1.99
META,281.83,0.9,+56.25%,1.6,283.4,54.7%,2023-06-23,282.5,5.05,285,4.15
INTC,35.82,0.18,+56.25%,0.32,36.18,55.6%,2023-06-23,36,0.95,36.5,0.77
VZ,36.44,0.18,+56.25%,0.32,36.68,59.4%,2023-06-23,36.5,0.36,37,0.18
PYPL,65.85,0.36,+56.25%,0.64,66.36,56.4%,2023-06-23,66,1.2,67,0.84
TMUS,132.76,0.71,+55.04%,1.29,133.71,59.1%,2023-06-23,133,1.55,135,0.84
JD,39.96,0.35,+53.85%,0.65,40.35,55.7%,2023-06-23,40,1.07,41,0.72
TSLA,255.9,0.86,+52.44%,1.64,258.36,60.3%,2023-06-16,257.5,2.97,260,2.11
UPS,179,0.86,+52.44%,1.64,180.86,62.3%,2023-06-23,180,1.92,182.5,1.06
SHOP,66.1,0.34,+51.52%,0.66,67.34,60.2%,2023-06-23,67,1.54,68,1.2
MU,68.82,0.34,+51.52%,0.66,69.34,56.1%,2023-06-23,69,1.27,70,0.93
UBER,43.36,0.17,+51.52%,0.33,43.67,55.3%,2023-06-23,43.5,0.86,44,0.69
M,15.99,0.17,+51.52%,0.33,16.17,56.8%,2023-06-23,16,0.39,16.5,0.22
CRWD,159.81,1.68,+50.60%,3.32,161.68,57.6%,2023-06-23,160,3.8,165,2.12
