Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
TSLA,179.13,1.0,+66.67%,1.5,181.0,0.622,2023-05-26,180.0,3.85,182.5,2.85,0.055,0.05499999999999994
XOM,106.48,0.43,+75.44%,0.57,107.43,0.599,2023-05-26,107.0,1.37,108.0,0.94,0.0289999999999999,0.06744186046511627
TSLA,179.13,1.75,+53.85%,3.25,181.75,0.647,2023-05-26,180.0,3.85,185.0,2.1,-0.0149999999999999,-0.0085714285714285
TSLA,179.13,0.74,+42.05%,1.76,183.24,0.696,2023-05-26,182.5,2.84,185.0,2.1,-0.0200000000000001,-0.027027027027027133
GOOGL,124.29,0.32,+47.06%,0.68,126.32,0.659,2023-05-26,126.0,1.33,127.0,1.01,-0.0209999999999999,-0.06562499999999989
GOOGL,124.29,0.39,+63.93%,0.61,125.39,0.588,2023-05-26,125.0,1.73,126.0,1.34,-0.0219999999999999,-0.05641025641025649
GOOG,124.86,0.43,+75.44%,0.57,125.43,0.546,2023-05-26,125.0,1.99,126.0,1.56,-0.0239999999999999,-0.055813953488371974
TSLA,179.13,0.2,+8.70%,2.3,192.7,0.91,2023-05-26,192.5,0.78,195.0,0.58,-0.0249999999999998,-0.12499999999999942
BABA,84.08,0.05,+5.26%,0.95,92.05,0.924,2023-05-26,92.0,0.39,93.0,0.34,-0.0259999999999999,-0.519999999999999
TSLA,179.13,0.56,+28.87%,1.94,185.56,0.764,2023-05-26,185.0,2.07,187.5,1.51,-0.0299999999999999,-0.05357142857142847
NIO,7.9,0.15,+42.86%,0.35,8.15,0.64,2023-05-26,8.0,0.25,8.5,0.1,-0.03,-0.19999999999999993
GOOG,124.86,0.35,+53.85%,0.65,126.35,0.619,2023-05-26,126.0,1.54,127.0,1.19,-0.031,-0.08857142857142859
GOOG,124.86,0.28,+38.89%,0.72,127.28,0.688,2023-05-26,127.0,1.17,128.0,0.89,-0.032,-0.1142857142857143
DIS,92.43,0.24,+31.58%,0.76,94.24,0.725,2023-05-26,94.0,0.62,95.0,0.38,-0.035,-0.14583333333333345
TSLA,179.13,0.28,+12.61%,2.22,190.28,0.871,2023-05-26,190.0,1.08,192.5,0.8,-0.0425,-0.1517857142857144
PYPL,61.37,0.05,+5.26%,0.95,65.05,0.904,2023-05-26,65.0,0.18,66.0,0.13,-0.0459999999999999,-0.9199999999999993
PYPL,61.37,0.32,+47.06%,0.68,62.32,0.634,2023-05-26,62.0,0.82,63.0,0.5,-0.046,-0.14374999999999996
META,248.24,0.2,+8.70%,2.3,262.7,0.901,2023-05-26,262.5,0.76,265.0,0.56,-0.0475000000000001,-0.23749999999999954
GOOG,124.86,0.8,+66.67%,1.2,125.8,0.5760000000000001,2023-05-26,125.0,1.99,127.0,1.19,-0.0479999999999998,-0.0599999999999998
BABA,84.08,0.1,+5.26%,1.9,92.1,0.925,2023-05-26,92.0,0.39,94.0,0.29,-0.0499999999999998,-0.499999999999999
PLTR,12.05,0.08,+19.05%,0.42,13.08,0.736,2023-05-26,13.0,0.35,13.5,0.27,-0.052,-0.6499999999999999
GOOGL,124.29,0.72,+56.25%,1.28,125.72,0.614,2023-05-26,125.0,1.73,127.0,1.01,-0.052,-0.07222222222222226
CSCO,48.98,0.17,+51.52%,0.33,49.17,0.552,2023-05-26,49.0,0.47,49.5,0.3,-0.0539999999999999,-0.31764705882352934
BABA,84.08,0.05,+5.26%,0.95,91.05,0.8959999999999999,2023-05-26,91.0,0.47,92.0,0.42,-0.054,-1.0800000000000016
MSFT,318.11,0.87,+53.37%,1.63,320.87,0.629,2023-05-26,320.0,2.46,322.5,1.59,-0.0574999999999999,-0.06609195402298844
AMZN,117.82,0.14,+16.28%,0.86,122.14,0.802,2023-05-26,122.0,0.52,123.0,0.38,-0.0579999999999999,-0.41428571428571387
TSLA,179.13,0.24,+5.04%,4.76,195.24,0.94,2023-05-26,195.0,0.57,200.0,0.33,-0.0600000000000002,-0.25000000000000105
PLTR,12.05,0.12,+31.58%,0.38,12.62,0.639,2023-05-26,12.5,0.5,13.0,0.38,-0.0605,-0.5041666666666667
TSLA,179.13,0.38,+17.92%,2.12,187.88,0.8220000000000001,2023-05-26,187.5,1.48,190.0,1.1,-0.0649999999999998,-0.17105263157894704
AMZN,117.82,0.39,+63.93%,0.61,118.39,0.545,2023-05-26,118.0,1.71,119.0,1.32,-0.0649999999999999,-0.1666666666666665
GOOG,124.86,0.65,+48.15%,1.35,126.65,0.642,2023-05-26,126.0,1.54,128.0,0.89,-0.066,-0.10153846153846151
AMD,106.97,0.35,+53.85%,0.65,108.35,0.5820000000000001,2023-05-26,108.0,1.93,109.0,1.58,-0.0679999999999999,-0.1942857142857141
CSCO,48.98,0.1,+25.00%,0.4,49.6,0.6629999999999999,2023-05-26,49.5,0.26,50.0,0.16,-0.0685,-0.6850000000000004
OXY,59.83,0.34,+51.52%,0.66,60.34,0.59,2023-05-26,60.0,0.75,61.0,0.41,-0.07,-0.20588235294117663
AMZN,117.82,0.31,+44.93%,0.69,119.31,0.617,2023-05-26,119.0,1.3,120.0,0.99,-0.073,-0.23548387096774187
SHOP,60.85,0.07,+7.53%,0.93,65.07,0.857,2023-05-26,65.0,0.28,66.0,0.21,-0.073,-1.042857142857143
BABA,84.08,0.13,+6.95%,1.87,91.13,0.898,2023-05-26,91.0,0.47,93.0,0.34,-0.0739999999999999,-0.569230769230769
AMZN,117.82,0.18,+21.95%,0.82,121.18,0.746,2023-05-26,121.0,0.71,122.0,0.53,-0.074,-0.4111111111111111
AMZN,117.82,0.24,+31.58%,0.76,120.24,0.684,2023-05-26,120.0,0.97,121.0,0.73,-0.0759999999999999,-0.31666666666666654
SHOP,60.85,0.28,+38.89%,0.72,62.28,0.644,2023-05-26,62.0,0.89,63.0,0.61,-0.0759999999999999,-0.2714285714285713
SHOP,60.85,0.12,+13.64%,0.88,64.12,0.7979999999999999,2023-05-26,64.0,0.42,65.0,0.3,-0.082,-0.683333333333334
BABA,84.08,0.14,+4.90%,2.86,92.14,0.926,2023-05-26,92.0,0.39,95.0,0.25,-0.0820000000000001,-0.5857142857142844
META,248.24,0.27,+12.11%,2.23,260.27,0.8590000000000001,2023-05-26,260.0,1.05,262.5,0.78,-0.0824999999999997,-0.3055555555555546
AMD,106.97,0.28,+38.89%,0.72,109.28,0.635,2023-05-26,109.0,1.56,110.0,1.28,-0.0849999999999999,-0.3035714285714284
AMD,106.97,0.39,+63.93%,0.61,107.39,0.525,2023-05-26,107.0,2.35,108.0,1.96,-0.0849999999999999,-0.21794871794871784
SHOP,60.85,0.36,+56.25%,0.64,61.36,0.5529999999999999,2023-05-26,61.0,1.27,62.0,0.91,-0.087,-0.24166666666666684
META,248.24,0.24,+5.04%,4.76,265.24,0.934,2023-05-26,265.0,0.54,270.0,0.3,-0.0899999999999997,-0.37499999999999895
GOOG,124.86,0.38,+23.46%,1.62,128.38,0.762,2023-05-26,128.0,0.88,130.0,0.5,-0.096,-0.25263157894736843
AAPL,175.79,0.66,+35.87%,1.84,178.16,0.6970000000000001,2023-05-26,177.5,1.1,180.0,0.44,-0.0974999999999998,-0.14772727272727254
TSLA,179.13,1.33,+36.24%,3.67,183.83,0.7140000000000001,2023-05-26,182.5,2.84,187.5,1.51,-0.0999999999999996,-0.07518796992481176
GOOG,124.86,1.1,+57.89%,1.9,126.1,0.6,2023-05-26,125.0,1.99,128.0,0.89,-0.0999999999999999,-0.0909090909090909
AAPL,175.79,0.08,+3.31%,2.42,182.58,0.928,2023-05-26,182.5,0.15,185.0,0.07,-0.1000000000000001,-1.2499999999999982
CSCO,48.98,0.31,+44.93%,0.69,49.31,0.589,2023-05-26,49.0,0.47,50.0,0.16,-0.101,-0.3258064516129032
META,248.24,0.38,+17.92%,2.12,257.88,0.8059999999999999,2023-05-26,257.5,1.45,260.0,1.07,-0.1050000000000001,-0.2763157894736846
SHOP,60.85,0.17,+20.48%,0.83,63.17,0.7240000000000001,2023-05-26,63.0,0.6,64.0,0.43,-0.1059999999999999,-0.6235294117647053
PLTR,12.05,0.23,+29.87%,0.77,12.73,0.664,2023-05-26,12.5,0.5,13.5,0.27,-0.1059999999999999,-0.4608695652173912
MSFT,318.11,0.58,+30.21%,1.92,323.08,0.723,2023-05-26,322.5,1.56,325.0,0.98,-0.1125,-0.1939655172413795
META,248.24,0.52,+26.26%,1.98,255.52,0.7440000000000001,2023-05-26,255.0,2.0,257.5,1.48,-0.1199999999999997,-0.23076923076923012
BABA,84.08,0.18,+6.38%,2.82,91.18,0.9,2023-05-26,91.0,0.47,94.0,0.29,-0.1199999999999999,-0.6666666666666664
NFLX,364.97,0.55,+12.36%,4.45,385.55,0.866,2023-05-26,385.0,1.99,390.0,1.44,-0.12,-0.21818181818181812
