Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
TMUS,129.81,0.46,+85.19%,0.54,130.46,55.9%,2023-06-16,130,1.9,131,1.44
AAPL,179.93,1.13,+82.48%,1.37,181.13,58.3%,2023-06-16,180,2.41,182.5,1.28
TMUS,129.81,0.85,+73.91%,1.15,130.85,59.0%,2023-06-16,130,1.9,132,1.05
PFE,39.04,0.21,+72.41%,0.29,39.21,57.2%,2023-06-16,39,0.5,39.5,0.29
MS,86.83,0.21,+72.41%,0.29,87.21,55.5%,2023-06-16,87,1.07,87.5,0.86
JPM,140.69,0.42,+72.41%,0.58,141.42,58.1%,2023-06-16,141,1.27,142,0.85
TSLA,233.46,1.75,+72.31%,2.42,235.08,54.2%,2023-06-16,233.33,7.7,237.5,5.95
TSLA,233.46,0.7,+72.16%,0.97,234.03,52.0%,2023-06-16,233.33,7.7,235,7
COST,519.52,2.05,+69.49%,2.95,522.05,58.3%,2023-06-16,520,5.1,525,3.05
HD,301.56,1.01,+67.79%,1.49,303.51,57.5%,2023-06-16,302.5,3.75,305,2.74
COP,104.94,0.8,+66.67%,1.2,105.8,57.1%,2023-06-16,105,1.84,107,1.04
COIN,54.97,0.8,+66.67%,1.2,55.8,55.0%,2023-06-16,55,2.67,57,1.87
MS,86.83,0.4,+66.67%,0.6,87.4,58.0%,2023-06-16,87,1.07,88,0.67
NVDA,387.23,2,+66.67%,3,389.5,54.3%,2023-06-16,387.5,9.3,392.5,7.3
TSLA,233.46,2.65,+65.92%,4.02,235.98,56.1%,2023-06-16,233.33,7.7,240,5.05
COIN,54.97,0.39,+63.93%,0.61,55.39,52.7%,2023-06-16,55,2.67,56,2.28
MRVL,59.98,0.39,+63.93%,0.61,60.39,54.7%,2023-06-16,60,1.65,61,1.26
TXN,172.01,0.97,+63.40%,1.53,173.47,59.7%,2023-06-16,172.5,2.19,175,1.22
COIN,54.97,1.15,+62.16%,1.85,56.15,56.9%,2023-06-16,55,2.67,58,1.52
FCX,37.79,0.19,+61.29%,0.31,38.19,56.9%,2023-06-16,38,0.81,38.5,0.62
NFLX,405.95,1.9,+61.29%,3.1,409.4,56.0%,2023-06-16,407.5,8.9,412.5,7
ADBE,438.07,1.9,+61.29%,3.1,441.9,53.7%,2023-06-16,440,14.25,445,12.35
LI,32,0.38,+61.29%,0.62,32.38,56.2%,2023-06-16,32,0.96,33,0.58
UBER,40.31,0.19,+61.29%,0.31,40.69,59.1%,2023-06-16,40.5,0.74,41,0.55
ZM,66.61,0.38,+61.29%,0.62,67.38,58.2%,2023-06-16,67,1.58,68,1.2
ADBE,438.07,3.8,+61.29%,6.2,443.8,55.7%,2023-06-16,440,14.25,450,10.45
ORCL,107.47,0.76,+61.29%,1.24,108.76,56.9%,2023-06-16,108,3.05,110,2.29
TSLA,233.46,0.95,+61.29%,1.55,235.95,56.1%,2023-06-16,235,6.9,237.5,5.95
ORCL,107.47,0.38,+61.29%,0.62,108.38,55.1%,2023-06-16,108,3.05,109,2.67
QCOM,116.35,0.38,+61.29%,0.62,117.38,59.0%,2023-06-16,117,1.75,118,1.37
TMUS,129.81,1.13,+60.43%,1.87,131.13,61.3%,2023-06-16,130,1.9,133,0.77
TSLA,233.46,3.4,+58.93%,5.77,236.73,57.7%,2023-06-16,233.33,7.7,242.5,4.3
NVDA,387.23,3.7,+58.73%,6.3,391.2,57.0%,2023-06-16,387.5,9.3,397.5,5.6
TSLA,233.46,1.85,+58.73%,3.15,236.85,57.9%,2023-06-16,235,6.9,240,5.05
JPM,140.69,0.74,+58.73%,1.26,141.74,61.5%,2023-06-16,141,1.27,143,0.53
HD,301.56,1.85,+58.73%,3.15,304.35,60.5%,2023-06-16,302.5,3.75,307.5,1.9
BA,219.32,0.92,+58.23%,1.58,220.92,55.0%,2023-06-16,220,3.25,222.5,2.33
ORCL,107.47,1.1,+57.89%,1.9,109.1,58.5%,2023-06-16,108,3.05,111,1.95
TSLA,233.46,3.65,+57.48%,6.35,236.98,58.2%,2023-06-16,233.33,7.7,243.33,4.05
