Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
UBER,35.21,0.59,+64.84%,0.91,35.59,0.636,2023-05-05,35.0,0.82,36.5,0.23,weekly,0.0439999999999999,0.0745762711864406
UBER,35.21,0.44,+78.57%,0.56,35.44,0.603,2023-05-05,35.0,0.82,36.0,0.38,weekly,0.0429999999999999,0.09772727272727266
UBER,35.21,0.63,+72.41%,0.87,35.63,0.602,2023-05-12,35.0,1.11,36.5,0.48,weekly,0.0329999999999999,0.052380952380952334
UBER,35.21,0.24,+92.31%,0.26,35.24,0.5579999999999999,2023-05-05,35.0,0.82,35.5,0.58,weekly,0.0189999999999999,0.07916666666666651
UBER,35.21,0.33,+49.25%,0.67,35.83,0.687,2023-05-05,35.5,0.56,36.5,0.23,weekly,0.017,0.0515151515151516
UBER,35.21,0.77,+62.60%,1.23,35.77,0.623,2023-05-12,35.0,1.11,37.0,0.34,weekly,0.016,0.020779220779220856
UBER,35.21,0.44,+78.57%,0.56,35.44,0.5720000000000001,2023-05-12,35.0,1.11,36.0,0.67,weekly,0.012,0.02727272727272739
UBER,35.21,0.37,+58.73%,0.63,35.87,0.638,2023-05-12,35.5,0.85,36.5,0.48,weekly,0.008,0.02162162162162164
UBER,35.21,0.18,+56.25%,0.32,35.68,0.6559999999999999,2023-05-05,35.5,0.56,36.0,0.38,weekly,0.0079999999999999,0.04444444444444419
UBER,35.21,0.13,+35.14%,0.37,36.13,0.745,2023-05-05,36.0,0.36,36.5,0.23,weekly,0.0025,0.01923076923076919
UBER,35.21,0.23,+85.19%,0.27,35.23,0.539,2023-05-12,35.0,1.11,35.5,0.88,weekly,-0.0004999999999999,-0.0021739130434781664
UBER,35.21,0.51,+51.52%,0.99,36.01,0.659,2023-05-12,35.5,0.85,37.0,0.34,weekly,-0.0014999999999999,-0.0029411764705881463
NCLH,14.1,0.12,+31.58%,0.38,14.62,0.7509999999999999,2023-05-05,14.5,0.21,15.0,0.09,weekly,-0.0045,-0.03750000000000047
UBER,35.21,0.68,+51.52%,1.32,35.68,0.6559999999999999,2023-05-05,35.0,0.82,37.0,0.14,weekly,-0.0080000000000001,-0.011764705882353232
AAPL,168.35,0.81,+47.93%,1.69,173.31,0.672,2023-05-12,172.5,2.23,175.0,1.42,weekly,-0.0099999999999998,-0.012345679012345508
UBER,35.21,0.05,+11.11%,0.45,37.05,0.88,2023-05-05,37.0,0.13,37.5,0.08,weekly,-0.0099999999999999,-0.1999999999999999
UBER,35.21,0.08,+19.05%,0.42,36.58,0.8190000000000001,2023-05-05,36.5,0.22,37.0,0.14,weekly,-0.0104999999999999,-0.13124999999999953
UBER,35.21,0.15,+42.86%,0.35,36.15,0.679,2023-05-12,36.0,0.63,36.5,0.48,weekly,-0.0104999999999999,-0.0699999999999998
UBER,35.21,0.29,+40.85%,0.71,36.29,0.698,2023-05-12,36.0,0.63,37.0,0.34,weekly,-0.012,-0.04137931034482767
AAPL,168.35,1.88,+60.26%,3.12,171.88,0.621,2023-05-12,170.0,3.3,175.0,1.42,weekly,-0.0150000000000001,-0.007978723404255383
UBER,35.21,0.18,+56.25%,0.32,35.68,0.609,2023-05-12,35.5,0.85,36.0,0.67,weekly,-0.0155,-0.08611111111111115
NCLH,14.1,0.15,+42.86%,0.35,14.65,0.6679999999999999,2023-05-12,14.5,0.4,15.0,0.25,weekly,-0.016,-0.1066666666666669
VZ,37.81,0.15,+42.86%,0.35,38.15,0.664,2023-05-05,38.0,0.26,38.5,0.11,weekly,-0.0179999999999999,-0.11999999999999987
UBER,35.21,0.22,+28.21%,0.78,36.22,0.7609999999999999,2023-05-05,36.0,0.36,37.0,0.14,weekly,-0.0190000000000001,-0.08636363636363685
PLTR,7.47,0.19,+61.29%,0.31,7.69,0.581,2023-05-12,7.5,0.43,8.0,0.24,weekly,-0.0195,-0.10263157894736855
KO,63.6,0.31,+44.93%,0.69,64.31,0.67,2023-05-12,64.0,0.45,65.0,0.14,weekly,-0.0199999999999999,-0.06451612903225785
UBER,35.21,0.11,+28.21%,0.39,36.61,0.74,2023-05-12,36.5,0.45,37.0,0.34,weekly,-0.02,-0.18181818181818185
JPM,139.45,0.31,+44.93%,0.69,142.31,0.669,2023-05-12,142.0,1.21,143.0,0.9,weekly,-0.0209999999999999,-0.06774193548387082
F,11.73,0.16,+47.06%,0.34,12.16,0.637,2023-05-12,12.0,0.32,12.5,0.16,weekly,-0.0214999999999999,-0.134375
UBER,35.21,0.42,+38.89%,1.08,35.92,0.705,2023-05-05,35.5,0.56,37.0,0.14,weekly,-0.0225,-0.05357142857142882
GM,32.63,0.05,+11.11%,0.45,34.05,0.848,2023-05-05,34.0,0.12,34.5,0.07,weekly,-0.026,-0.5200000000000002
UBER,35.21,0.14,+16.28%,0.86,36.64,0.828,2023-05-05,36.5,0.22,37.5,0.08,weekly,-0.032,-0.22857142857142873
PLUG,8.52,0.14,+38.89%,0.36,9.14,0.6559999999999999,2023-05-12,9.0,0.38,9.5,0.24,weekly,-0.032,-0.22857142857142873
RBLX,34.47,0.09,+21.95%,0.41,36.09,0.755,2023-05-05,36.0,0.27,36.5,0.18,weekly,-0.0325,-0.36111111111111105
SQ,58.24,0.35,+53.85%,0.65,60.35,0.615,2023-05-05,60.0,1.93,61.0,1.58,weekly,-0.035,-0.10000000000000006
UBER,35.21,0.16,+19.05%,0.84,37.16,0.804,2023-05-12,37.0,0.32,38.0,0.16,weekly,-0.0359999999999999,-0.22499999999999962
RIVN,12.38,0.19,+61.29%,0.31,12.69,0.5429999999999999,2023-05-12,12.5,0.89,13.0,0.7,weekly,-0.0385,-0.2026315789473686
RBLX,34.47,0.05,+11.11%,0.45,36.55,0.8190000000000001,2023-05-05,36.5,0.17,37.0,0.12,weekly,-0.0404999999999999,-0.8099999999999993
SQ,58.24,0.16,+19.05%,0.84,64.16,0.799,2023-05-05,64.0,0.76,65.0,0.6,weekly,-0.0409999999999999,-0.25624999999999964
RBLX,34.47,0.12,+31.58%,0.38,35.62,0.6779999999999999,2023-05-05,35.5,0.4,36.0,0.28,weekly,-0.041,-0.34166666666666695
DKNG,21.76,0.12,+31.58%,0.38,23.12,0.6779999999999999,2023-05-05,23.0,0.67,23.5,0.55,weekly,-0.041,-0.34166666666666695
NEM,47.86,0.17,+51.52%,0.33,48.17,0.5760000000000001,2023-05-05,48.0,0.72,48.5,0.55,weekly,-0.0419999999999999,-0.24705882352941164
PLTR,7.47,0.1,+25.00%,0.4,8.1,0.716,2023-05-12,8.0,0.23,8.5,0.13,weekly,-0.042,-0.42000000000000015
RIVN,12.38,0.16,+47.06%,0.34,12.66,0.595,2023-05-05,12.5,0.33,13.0,0.17,weekly,-0.0425,-0.2656250000000001
CSCO,46.5,0.13,+35.14%,0.37,47.13,0.654,2023-05-05,47.0,0.23,47.5,0.1,weekly,-0.0429999999999999,-0.3307692307692306
CCL,9.22,0.12,+31.58%,0.38,9.62,0.672,2023-05-12,9.5,0.22,10.0,0.1,weekly,-0.0439999999999999,-0.36666666666666653
WBD,12.82,0.13,+35.14%,0.37,13.63,0.65,2023-05-12,13.5,0.42,14.0,0.29,weekly,-0.045,-0.346153846153846
SQ,58.24,0.24,+31.58%,0.76,62.24,0.715,2023-05-05,62.0,1.24,63.0,1.0,weekly,-0.045,-0.18750000000000017
AAPL,168.35,0.71,+39.66%,1.79,173.21,0.698,2023-05-05,172.5,1.65,175.0,0.94,weekly,-0.045,-0.06338028169014114
MRVL,39.42,0.32,+47.06%,0.68,40.32,0.634,2023-05-05,40.0,0.62,41.0,0.3,weekly,-0.046,-0.14374999999999996
LYFT,10.56,0.16,+47.06%,0.34,11.16,0.5870000000000001,2023-05-05,11.0,0.67,11.5,0.51,weekly,-0.0464999999999999,-0.2906249999999998
GOLD,19.38,0.14,+38.89%,0.36,19.64,0.626,2023-05-05,19.5,0.28,20.0,0.14,weekly,-0.0469999999999999,-0.3357142857142855
SBUX,113.2,0.35,+53.85%,0.65,115.35,0.603,2023-05-05,115.0,2.08,116.0,1.73,weekly,-0.047,-0.13428571428571437
SNAP,8.31,0.07,+16.28%,0.43,9.07,0.765,2023-05-12,9.0,0.15,9.5,0.08,weekly,-0.0474999999999999,-0.6785714285714284
C,45.6,0.07,+16.28%,0.43,47.07,0.764,2023-05-05,47.0,0.19,47.5,0.12,weekly,-0.0479999999999999,-0.6857142857142855
RIOT,11.1,0.09,+21.95%,0.41,12.09,0.722,2023-05-05,12.0,0.35,12.5,0.26,weekly,-0.049,-0.5444444444444445
ZIM,16.65,0.1,+25.00%,0.4,17.1,0.701,2023-05-05,17.0,0.21,17.5,0.11,weekly,-0.0495,-0.4950000000000002
F,11.73,0.07,+16.28%,0.43,12.57,0.7609999999999999,2023-05-12,12.5,0.15,13.0,0.08,weekly,-0.0495,-0.7071428571428577
WBD,12.82,0.17,+51.52%,0.33,13.17,0.56,2023-05-05,13.0,0.52,13.5,0.35,weekly,-0.0499999999999999,-0.2941176470588234
SNAP,8.31,0.14,+38.89%,0.36,8.64,0.62,2023-05-12,8.5,0.3,9.0,0.16,weekly,-0.05,-0.35714285714285704
SQ,58.24,0.19,+23.46%,0.81,63.19,0.759,2023-05-05,63.0,0.97,64.0,0.78,weekly,-0.0509999999999999,-0.268421052631579
HOOD,8.48,0.1,+25.00%,0.4,9.1,0.698,2023-05-12,9.0,0.23,9.5,0.13,weekly,-0.051,-0.5100000000000002
CLF,14.56,0.09,+21.95%,0.41,15.09,0.713,2023-05-05,15.0,0.15,15.5,0.06,weekly,-0.0535,-0.5944444444444446
MU,61.56,0.35,+53.85%,0.65,62.35,0.596,2023-05-05,62.0,0.82,63.0,0.47,weekly,-0.054,-0.15428571428571444
WFC,38.69,0.1,+25.00%,0.4,40.1,0.691,2023-05-12,40.0,0.32,40.5,0.22,weekly,-0.0545,-0.5450000000000003
DKNG,21.76,0.08,+19.05%,0.42,23.58,0.73,2023-05-05,23.5,0.51,24.0,0.43,weekly,-0.055,-0.6875
LCID,7.16,0.07,+16.28%,0.43,7.57,0.7490000000000001,2023-05-05,7.5,0.14,8.0,0.07,weekly,-0.0554999999999999,-0.7928571428571419
AG,6.99,0.13,+35.14%,0.37,7.13,0.629,2023-05-05,7.0,0.19,7.5,0.06,weekly,-0.0554999999999999,-0.4269230769230769
AFRM,9.18,0.06,+13.64%,0.44,10.06,0.769,2023-05-05,10.0,0.14,10.5,0.08,weekly,-0.0554999999999999,-0.925
PFE,39.05,0.12,+31.58%,0.38,39.62,0.647,2023-05-05,39.5,0.24,40.0,0.12,weekly,-0.0564999999999999,-0.4708333333333333
RIVN,12.38,0.07,+16.28%,0.43,13.07,0.7440000000000001,2023-05-05,13.0,0.15,13.5,0.08,weekly,-0.0579999999999999,-0.8285714285714277
MGM,44.81,0.05,+11.11%,0.45,46.55,0.784,2023-05-05,46.5,0.19,47.0,0.14,weekly,-0.0579999999999999,-1.1599999999999995
RIOT,11.1,0.13,+35.14%,0.37,11.63,0.624,2023-05-05,11.5,0.49,12.0,0.36,weekly,-0.0579999999999999,-0.44615384615384607
LYFT,10.56,0.11,+28.21%,0.39,11.61,0.6629999999999999,2023-05-05,11.5,0.49,12.0,0.38,weekly,-0.0585,-0.5318181818181822
CVS,72.14,0.28,+38.89%,0.72,74.28,0.6609999999999999,2023-05-05,74.0,0.93,75.0,0.65,weekly,-0.059,-0.2107142857142858
SHOP,46.22,0.16,+19.05%,0.84,51.16,0.7809999999999999,2023-05-05,51.0,0.72,52.0,0.56,weekly,-0.059,-0.3687500000000004
FSR,5.1,0.07,+16.28%,0.43,5.57,0.741,2023-05-05,5.5,0.15,6.0,0.08,weekly,-0.0594999999999999,-0.85
INTC,30.07,0.1,+25.00%,0.4,31.1,0.679,2023-05-12,31.0,0.3,31.5,0.2,weekly,-0.0604999999999999,-0.6049999999999998
AMD,88.71,0.1,+11.11%,0.9,98.1,0.8390000000000001,2023-05-05,98.0,0.65,99.0,0.55,weekly,-0.0609999999999999,-0.6099999999999991
ABNB,119.04,0.12,+13.64%,0.88,124.12,0.8190000000000001,2023-05-05,124.0,0.6,125.0,0.48,weekly,-0.0609999999999999,-0.5083333333333329
DKNG,21.76,0.13,+35.14%,0.37,22.63,0.618,2023-05-05,22.5,0.83,23.0,0.7,weekly,-0.0609999999999999,-0.46923076923076923
NIO,7.36,0.05,+11.11%,0.45,8.05,0.777,2023-05-12,8.0,0.12,8.5,0.07,weekly,-0.0614999999999999,-1.2299999999999995
PFE,39.05,0.14,+38.89%,0.36,39.64,0.596,2023-05-12,39.5,0.37,40.0,0.23,weekly,-0.062,-0.4428571428571428
CVNA,6.88,0.11,+28.21%,0.39,7.61,0.655,2023-05-05,7.5,0.44,8.0,0.33,weekly,-0.0625,-0.568181818181818
TSM,83.0,0.3,+42.86%,0.7,84.3,0.637,2023-05-05,84.0,0.64,85.0,0.34,weekly,-0.063,-0.2099999999999999
UBER,35.21,0.28,+22.95%,1.22,36.28,0.7709999999999999,2023-05-05,36.0,0.36,37.5,0.08,weekly,-0.0635000000000001,-0.2267857142857146
