Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
IBM,125.74,0.44,+78.57%,0.56,126.44,0.5920000000000001,2023-05-26,126.0,1.13,127.0,0.69,weekly,0.032,0.07272727272727289
XOM,104.96,0.47,+88.68%,0.53,105.47,0.552,2023-05-26,105.0,1.52,106.0,1.05,weekly,0.022,0.046808510638297926
V,231.45,0.95,+61.29%,1.55,233.45,0.628,2023-05-26,232.5,2.0,235.0,1.05,weekly,0.02,0.021052631578947243
NKE,117.39,0.76,+61.29%,1.24,118.76,0.627,2023-05-26,118.0,1.49,120.0,0.73,weekly,0.014,0.01842105263157895
VZ,35.76,0.18,+56.25%,0.32,36.18,0.653,2023-05-26,36.0,0.35,36.5,0.17,weekly,0.0065,0.03611111111111123
XOM,104.96,0.83,+70.94%,1.17,105.83,0.588,2023-05-26,105.0,1.52,107.0,0.69,weekly,0.0059999999999999,0.007228915662650577
C,45.99,0.42,+72.41%,0.58,46.42,0.585,2023-05-26,46.0,0.78,47.0,0.36,weekly,0.0049999999999999,0.011904761904761852
C,45.99,0.23,+85.19%,0.27,46.23,0.5479999999999999,2023-05-26,46.0,0.78,46.5,0.55,weekly,0.0039999999999999,0.017391304347825917
WFC,39.84,0.21,+72.41%,0.29,40.21,0.585,2023-05-26,40.0,0.62,40.5,0.41,weekly,0.0024999999999999,0.011904761904761852
MS,83.42,0.37,+58.73%,0.63,84.37,0.629,2023-05-26,84.0,0.87,85.0,0.5,weekly,-0.001,-0.002702702702702693
BA,204.5,1.07,+74.83%,1.43,206.07,0.5710000000000001,2023-05-26,205.0,3.35,207.5,2.28,weekly,-0.0024999999999997,-0.0023364485981306506
JPM,138.11,0.39,+63.93%,0.61,139.39,0.607,2023-05-26,139.0,1.44,140.0,1.05,weekly,-0.003,-0.007692307692307683
BA,204.5,1.95,+63.93%,3.05,206.95,0.609,2023-05-26,205.0,3.35,210.0,1.4,weekly,-0.0050000000000001,-0.002564102564102532
XOM,104.96,0.35,+53.85%,0.65,106.35,0.639,2023-05-26,106.0,1.04,107.0,0.69,weekly,-0.011,-0.031428571428571445
DIS,92.96,0.43,+75.44%,0.57,93.43,0.5579999999999999,2023-05-26,93.0,1.22,94.0,0.79,weekly,-0.012,-0.027906976744186206
VZ,35.76,0.09,+21.95%,0.41,36.59,0.7809999999999999,2023-05-26,36.5,0.16,37.0,0.07,weekly,-0.0195,-0.21666666666666712
WFC,39.84,0.14,+38.89%,0.36,40.64,0.677,2023-05-26,40.5,0.4,41.0,0.26,weekly,-0.0214999999999999,-0.15357142857142828
WFC,39.84,0.36,+56.25%,0.64,40.36,0.618,2023-05-26,40.0,0.62,41.0,0.26,weekly,-0.022,-0.06111111111111109
BAC,28.08,0.07,+16.28%,0.43,29.07,0.813,2023-05-26,29.0,0.13,29.5,0.06,weekly,-0.0235,-0.335714285714286
C,45.99,0.12,+31.58%,0.38,47.12,0.713,2023-05-26,47.0,0.35,47.5,0.23,weekly,-0.0235,-0.19583333333333353
BAC,28.08,0.13,+35.14%,0.37,28.63,0.691,2023-05-26,28.5,0.27,29.0,0.14,weekly,-0.0245,-0.18846153846153857
MSFT,316.55,1.0,+66.67%,1.5,318.5,0.59,2023-05-26,317.5,3.0,320.0,2.0,weekly,-0.025,-0.025000000000000078
GM,32.63,0.16,+47.06%,0.34,33.16,0.629,2023-05-26,33.0,0.47,33.5,0.31,weekly,-0.0254999999999999,-0.15937500000000002
