Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
META,269.87,2.26,+82.48%,2.74,272.26,0.591,2023-06-16,270.0,5.0,275.0,2.74,monthly,0.2149999999999996,0.09513274336283173
META,269.87,3.05,+68.54%,4.45,273.05,0.62,2023-06-16,270.0,5.0,277.5,1.95,monthly,0.1999999999999997,0.0655737704918032
META,269.87,1.25,+100.00%,1.25,271.25,0.5529999999999999,2023-06-16,270.0,5.0,272.5,3.75,monthly,0.1324999999999998,0.10599999999999987
JPM,140.67,0.85,+73.91%,1.15,141.85,0.637,2023-06-16,141.0,1.43,143.0,0.58,monthly,0.124,0.14588235294117652
MSFT,330.66,1.82,+57.23%,3.18,334.32,0.655,2023-06-16,332.5,3.4,337.5,1.58,monthly,0.0950000000000002,0.05219780219780228
HD,300.3,1.82,+57.23%,3.18,304.32,0.653,2023-06-16,302.5,3.65,307.5,1.83,monthly,0.0850000000000001,0.046703296703296794
JPM,140.67,1.09,+57.07%,1.91,142.09,0.6629999999999999,2023-06-16,141.0,1.43,144.0,0.34,monthly,0.0789999999999998,0.07247706422018338
MSFT,330.66,1.02,+68.92%,1.48,333.52,0.622,2023-06-16,332.5,3.4,335.0,2.38,monthly,0.0749999999999999,0.07352941176470593
JPM,140.67,0.48,+92.31%,0.52,141.48,0.595,2023-06-16,141.0,1.43,142.0,0.95,monthly,0.0749999999999999,0.15624999999999994
MA,374.61,2.05,+69.49%,2.95,377.05,0.604,2023-06-16,375.0,3.9,380.0,1.85,monthly,0.0699999999999996,0.0341463414634145
META,269.87,1.75,+53.85%,3.25,274.25,0.6629999999999999,2023-06-16,272.5,3.7,277.5,1.95,monthly,0.0649999999999995,0.03714285714285687
MA,374.61,1.14,+83.82%,1.36,376.14,0.5660000000000001,2023-06-16,375.0,3.9,377.5,2.76,monthly,0.055,0.04824561403508782
META,269.87,0.96,+62.34%,1.54,273.46,0.635,2023-06-16,272.5,3.7,275.0,2.74,monthly,0.0474999999999999,0.049479166666666664
MSFT,330.66,0.77,+44.51%,1.73,335.77,0.711,2023-06-16,335.0,2.35,337.5,1.58,monthly,0.0474999999999999,0.061688311688311626
COST,519.8,2.11,+73.01%,2.89,522.11,0.5870000000000001,2023-06-16,520.0,4.6,525.0,2.49,monthly,0.0450000000000003,0.021327014218009654
JPM,140.67,0.35,+53.85%,0.65,142.35,0.69,2023-06-16,142.0,0.93,143.0,0.58,monthly,0.0399999999999999,0.11428571428571409
HD,300.3,2.47,+49.11%,5.03,304.97,0.6759999999999999,2023-06-16,302.5,3.65,310.0,1.18,monthly,0.0399999999999993,0.016194331983805422
META,269.87,3.63,+56.99%,6.37,273.63,0.6409999999999999,2023-06-16,270.0,5.0,280.0,1.37,monthly,0.0399999999999991,0.011019283746556157
