Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
CCJ,27.94,0.2,+66.67%,0.3,28.2,0.6,2023-05-26,28.0,0.47,28.5,0.27,weekly,0.0,0.0
CCJ,27.94,0.12,+31.58%,0.38,28.62,0.7440000000000001,2023-05-26,28.5,0.25,29.0,0.13,weekly,-0.0079999999999999,-0.06666666666666626
CCJ,27.94,0.34,+51.52%,0.66,28.34,0.6509999999999999,2023-05-26,28.0,0.47,29.0,0.13,weekly,-0.009,-0.026470588235294395
CCJ,27.94,0.05,+11.11%,0.45,29.05,0.856,2023-05-26,29.0,0.12,29.5,0.07,weekly,-0.022,-0.44000000000000006
C,46.21,0.16,+47.06%,0.34,46.66,0.632,2023-05-26,46.5,0.35,47.0,0.19,weekly,-0.024,-0.14999999999999994
SCHW,52.75,0.18,+56.25%,0.32,53.18,0.59,2023-05-26,53.0,0.62,53.5,0.44,weekly,-0.025,-0.13888888888888898
SCHW,52.75,0.09,+21.95%,0.41,54.09,0.76,2023-05-26,54.0,0.28,54.5,0.19,weekly,-0.0299999999999999,-0.33333333333333326
SCHW,52.75,0.13,+35.14%,0.37,53.63,0.679,2023-05-26,53.5,0.42,54.0,0.29,weekly,-0.0304999999999999,-0.23461538461538442
UBER,38.57,0.14,+38.89%,0.36,39.14,0.6559999999999999,2023-05-26,39.0,0.39,39.5,0.25,weekly,-0.032,-0.22857142857142873
BP,36.26,0.14,+38.89%,0.36,36.64,0.6559999999999999,2023-05-26,36.5,0.25,37.0,0.11,weekly,-0.032,-0.22857142857142873
CHWY,32.31,0.12,+31.58%,0.38,33.12,0.6940000000000001,2023-05-26,33.0,0.38,33.5,0.26,weekly,-0.0329999999999999,-0.2749999999999998
AFRM,14.57,0.05,+11.11%,0.45,16.05,0.83,2023-05-26,16.0,0.16,16.5,0.11,weekly,-0.035,-0.7000000000000003
CSCO,48.89,0.16,+47.06%,0.34,49.16,0.609,2023-05-26,49.0,0.31,49.5,0.15,weekly,-0.0355,-0.22187500000000004
RBLX,39.51,0.08,+19.05%,0.42,41.08,0.768,2023-05-26,41.0,0.31,41.5,0.23,weekly,-0.0359999999999999,-0.44999999999999984
RBLX,39.51,0.05,+11.11%,0.45,41.55,0.8270000000000001,2023-05-26,41.5,0.22,42.0,0.17,weekly,-0.0364999999999999,-0.7299999999999992
SCHW,52.75,0.05,+11.11%,0.45,54.55,0.8270000000000001,2023-05-26,54.5,0.18,55.0,0.13,weekly,-0.0364999999999999,-0.7299999999999992
DKNG,24.24,0.05,+11.11%,0.45,25.55,0.8240000000000001,2023-05-26,25.5,0.14,26.0,0.09,weekly,-0.0379999999999999,-0.7599999999999992
CHWY,32.31,0.07,+16.28%,0.43,33.57,0.784,2023-05-26,33.5,0.24,34.0,0.17,weekly,-0.0379999999999999,-0.5428571428571426
PFE,39.78,0.15,+42.86%,0.35,40.15,0.624,2023-05-26,40.0,0.39,40.5,0.24,weekly,-0.0379999999999999,-0.25333333333333324
UBER,38.57,0.08,+19.05%,0.42,39.58,0.7609999999999999,2023-05-26,39.5,0.23,40.0,0.15,weekly,-0.0395,-0.4937500000000005
PLTR,12.57,0.06,+13.64%,0.44,13.56,0.8,2023-05-26,13.5,0.18,14.0,0.12,weekly,-0.0399999999999999,-0.6666666666666664
GPS,7.74,0.1,+25.00%,0.4,8.6,0.7190000000000001,2023-05-26,8.5,0.25,9.0,0.15,weekly,-0.0404999999999999,-0.4049999999999996
RBLX,39.51,0.15,+42.86%,0.35,40.15,0.618,2023-05-26,40.0,0.61,40.5,0.46,weekly,-0.0409999999999999,-0.2733333333333334
RBLX,39.51,0.11,+28.21%,0.39,40.61,0.6970000000000001,2023-05-26,40.5,0.44,41.0,0.33,weekly,-0.0414999999999999,-0.37727272727272704
TDOC,24.28,0.15,+42.86%,0.35,24.65,0.614,2023-05-26,24.5,0.38,25.0,0.23,weekly,-0.043,-0.28666666666666657
SLB,45.97,0.36,+56.25%,0.64,46.36,0.597,2023-05-26,46.0,0.62,47.0,0.26,weekly,-0.043,-0.11944444444444456
DAL,36.13,0.13,+35.14%,0.37,36.63,0.653,2023-05-26,36.5,0.32,37.0,0.19,weekly,-0.0434999999999999,-0.3346153846153845
GPS,7.74,0.15,+42.86%,0.35,8.15,0.612,2023-05-26,8.0,0.42,8.5,0.27,weekly,-0.044,-0.29333333333333333
AMZN,115.5,0.12,+13.64%,0.88,119.12,0.836,2023-05-26,119.0,0.36,120.0,0.24,weekly,-0.044,-0.36666666666666703
CRWD,144.75,0.56,+38.89%,1.44,148.56,0.698,2023-05-26,148.0,1.76,150.0,1.2,weekly,-0.044,-0.07857142857142857
