Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
ATVI,85.5,2.12,+73.61%,2.88,89.12,0.649,2023-04-28,87.0,2.6,92.0,0.48,36.5,0.17216981132075476
ATVI,85.5,1.18,+64.84%,1.82,88.18,0.612,2023-04-28,87.0,2.6,90.0,1.42,1.5999999999999943,0.013559322033898173
BMY,69.86,0.41,+69.49%,0.59,70.41,0.589,2023-04-28,70.0,0.91,71.0,0.5,-0.1000000000000049,-0.0024390243902439436
BABA,93.49,0.02,+1.01%,1.98,100.02,0.988,2023-04-21,100.0,0.08,102.0,0.06,-0.4000000000000021,-0.20000000000000093
NFLX,323.12,0.01,+0.20%,4.99,355.01,0.997,2023-04-21,355.0,0.07,360.0,0.06,-0.5000000000000012,-0.5000000000000014
BABA,93.49,0.02,+2.04%,0.98,99.02,0.972,2023-04-21,99.0,0.12,100.0,0.1,-0.8000000000000025,-0.4000000000000012
BABA,93.49,0.04,+2.04%,1.96,99.04,0.973,2023-04-21,99.0,0.12,101.0,0.08,-1.4000000000000052,-0.3500000000000011
NFLX,323.12,0.03,+0.60%,4.97,350.03,0.991,2023-04-21,350.0,0.12,355.0,0.09,-1.5000000000000044,-0.5000000000000012
BABA,93.49,0.02,+0.67%,2.98,100.02,0.988,2023-04-21,100.0,0.08,103.0,0.06,-1.6000000000000032,-0.8000000000000017
SCHW,55.55,0.16,+47.06%,0.34,56.16,0.64,2023-04-21,56.0,0.49,56.5,0.33,-2.0,-0.12499999999999992
BABA,93.49,0.06,+2.04%,2.94,99.06,0.973,2023-04-21,99.0,0.12,102.0,0.06,-2.1000000000000068,-0.3500000000000013
GME,21.31,0.02,+4.17%,0.48,22.52,0.917,2023-04-21,22.5,0.08,23.0,0.06,-2.149999999999998,-1.0749999999999988
DIS,98.75,0.41,+69.49%,0.59,99.41,0.568,2023-04-28,99.0,1.46,100.0,1.05,-2.2000000000000064,-0.053658536585365964
T,19.7,0.15,+42.86%,0.35,20.15,0.653,2023-04-28,20.0,0.3,20.5,0.15,-2.35,-0.15666666666666645
CLF,16.9,0.14,+38.89%,0.36,17.64,0.672,2023-04-28,17.5,0.4,18.0,0.26,-2.399999999999997,-0.17142857142857107
MPW,8.48,0.18,+56.25%,0.32,8.68,0.591,2023-04-28,8.5,0.31,9.0,0.13,-2.450000000000001,-0.13611111111111118
T,19.7,0.14,+38.89%,0.36,20.14,0.6679999999999999,2023-04-21,20.0,0.27,20.5,0.13,-2.6000000000000014,-0.1857142857142859
NKE,125.67,0.77,+62.60%,1.23,126.77,0.602,2023-04-28,126.0,1.58,128.0,0.81,-2.6000000000000014,-0.033766233766233736
BABA,93.49,0.03,+3.09%,0.97,98.03,0.943,2023-04-21,98.0,0.16,99.0,0.13,-2.700000000000005,-0.9000000000000016
AMD,89.94,0.01,+1.01%,0.99,95.01,0.962,2023-04-21,95.0,0.08,96.0,0.07,-2.7999999999999923,-2.800000000000003
MRVL,41.03,0.02,+4.17%,0.48,43.02,0.903,2023-04-21,43.0,0.08,43.5,0.06,-2.8499999999999988,-1.4249999999999992
NVDA,279.31,0.03,+1.21%,2.47,295.03,0.976,2023-04-21,295.0,0.13,297.5,0.1,-3.000000000000006,-1.000000000000002
NFLX,323.12,0.06,+0.60%,9.94,350.06,0.991,2023-04-21,350.0,0.12,360.0,0.06,-3.000000000000009,-0.5000000000000012
INTC,31.15,0.15,+42.86%,0.35,32.15,0.639,2023-04-28,32.0,0.74,32.5,0.59,-3.049999999999999,-0.20333333333333317
TSM,87.23,0.01,+1.01%,0.99,95.01,0.959,2023-04-21,95.0,0.11,96.0,0.1,-3.099999999999992,-3.100000000000003
UBER,32.04,0.15,+42.86%,0.35,32.65,0.638,2023-04-28,32.5,0.48,33.0,0.33,-3.1,-0.20666666666666653
UBER,32.04,0.01,+2.04%,0.49,34.51,0.918,2023-04-28,34.5,0.07,35.0,0.06,-3.100000000000003,-3.0999999999999974
VZ,38.6,0.16,+47.06%,0.34,39.16,0.616,2023-04-28,39.0,0.57,39.5,0.41,-3.200000000000001,-0.2
MU,60.65,0.03,+3.09%,0.97,66.03,0.938,2023-04-28,66.0,0.11,67.0,0.08,-3.200000000000005,-1.0666666666666684
SCHW,55.55,0.03,+6.38%,0.47,57.53,0.875,2023-04-21,57.5,0.13,58.0,0.1,-3.25,-1.0833333333333335
TSM,87.23,0.03,+3.09%,0.97,94.03,0.937,2023-04-21,94.0,0.16,95.0,0.13,-3.2999999999999945,-1.099999999999998
AFRM,11.49,0.14,+38.89%,0.36,12.14,0.654,2023-04-28,12.0,0.42,12.5,0.28,-3.299999999999997,-0.2357142857142854
JBLU,7.0,0.17,+51.52%,0.33,7.17,0.594,2023-04-28,7.0,0.27,7.5,0.1,-3.3000000000000025,-0.1941176470588236
WBD,14.29,0.15,+42.86%,0.35,14.65,0.633,2023-04-28,14.5,0.31,15.0,0.16,-3.349999999999998,-0.22333333333333327
X,25.96,0.4,+66.67%,0.6,26.4,0.5660000000000001,2023-04-28,26.0,1.02,27.0,0.62,-3.399999999999995,-0.08499999999999978
PLUG,9.0,0.18,+56.25%,0.32,9.18,0.5720000000000001,2023-04-28,9.0,0.39,9.5,0.21,-3.399999999999997,-0.18888888888888872
DIS,98.75,0.76,+61.29%,1.24,99.76,0.603,2023-04-28,99.0,1.46,101.0,0.7,-3.4000000000000057,-0.04473684210526323
AMZN,104.3,0.03,+3.09%,0.97,108.03,0.936,2023-04-21,108.0,0.1,109.0,0.07,-3.4000000000000057,-1.1333333333333315
TSM,87.23,0.06,+6.38%,0.94,93.06,0.906,2023-04-21,93.0,0.24,94.0,0.18,-3.4000000000000075,-0.5666666666666663
SCHW,55.55,0.06,+13.64%,0.44,57.06,0.8109999999999999,2023-04-21,57.0,0.21,57.5,0.15,-3.450000000000003,-0.5750000000000006
AMD,89.94,0.04,+4.17%,0.96,94.04,0.925,2023-04-21,94.0,0.13,95.0,0.09,-3.499999999999996,-0.8749999999999987
BABA,93.49,0.07,+7.53%,0.93,97.07,0.895,2023-04-21,97.0,0.24,98.0,0.17,-3.4999999999999982,-0.4999999999999997
UBER,32.04,0.03,+6.38%,0.47,34.03,0.87,2023-04-28,34.0,0.11,34.5,0.08,-3.5000000000000004,-1.166666666666667
ENPH,224.27,0.01,+0.20%,4.99,245.01,0.991,2023-04-21,245.0,0.09,250.0,0.08,-3.500000000000004,-3.5000000000000044
GS,336.89,0.02,+0.81%,2.48,347.52,0.978,2023-04-21,347.5,0.08,350.0,0.06,-3.500000000000005,-1.7500000000000027
PYPL,75.32,0.03,+6.38%,0.47,77.53,0.8690000000000001,2023-04-21,77.5,0.14,78.0,0.11,-3.5499999999999945,-1.1833333333333316
UBER,32.04,0.1,+25.00%,0.4,33.1,0.7290000000000001,2023-04-28,33.0,0.31,33.5,0.21,-3.5499999999999954,-0.35499999999999954
BAC,30.06,0.12,+31.58%,0.38,30.62,0.6890000000000001,2023-04-28,30.5,0.27,31.0,0.15,-3.549999999999997,-0.2958333333333331
CRWD,132.83,0.01,+1.01%,0.99,140.01,0.954,2023-04-21,140.0,0.09,141.0,0.08,-3.599999999999993,-3.6000000000000036
CLF,16.9,0.18,+56.25%,0.32,17.18,0.568,2023-04-28,17.0,0.59,17.5,0.41,-3.600000000000003,-0.20000000000000018
UBER,32.04,0.06,+13.64%,0.44,33.56,0.807,2023-04-28,33.5,0.19,34.0,0.13,-3.649999999999997,-0.6083333333333331
ROKU,61.74,0.01,+1.01%,0.99,67.01,0.953,2023-04-21,67.0,0.09,68.0,0.08,-3.700000000000004,-3.7000000000000037
NCLH,13.18,0.12,+31.58%,0.38,13.62,0.685,2023-04-28,13.5,0.21,14.0,0.09,-3.7499999999999982,-0.31249999999999983
PFE,40.24,0.08,+19.05%,0.42,41.08,0.765,2023-04-28,41.0,0.17,41.5,0.09,-3.749999999999999,-0.4687499999999997
NFLX,323.12,0.03,+0.40%,7.47,350.03,0.991,2023-04-21,350.0,0.12,357.5,0.09,-3.750000000000006,-1.2500000000000022
AFRM,11.49,0.17,+51.52%,0.33,11.67,0.583,2023-04-21,11.5,0.32,12.0,0.15,-3.8500000000000014,-0.22647058823529428
MARA,10.66,0.05,+11.11%,0.45,11.55,0.8220000000000001,2023-04-21,11.5,0.12,12.0,0.07,-3.8999999999999977,-0.7799999999999992
PLUG,9.0,0.1,+25.00%,0.4,9.6,0.722,2023-04-28,9.5,0.2,10.0,0.1,-3.900000000000001,-0.3900000000000001
AMD,89.94,0.05,+5.26%,0.95,98.05,0.911,2023-04-28,98.0,0.26,99.0,0.21,-3.900000000000008,-0.7799999999999992
META,215.7,0.05,+2.04%,2.45,225.05,0.964,2023-04-21,225.0,0.13,227.5,0.08,-3.9999999999999822,-0.8000000000000017
AMD,89.94,0.15,+17.65%,0.85,95.15,0.81,2023-04-28,95.0,0.63,96.0,0.48,-3.9999999999999942,-0.26666666666666616
DIS,98.75,0.05,+5.26%,0.95,104.05,0.91,2023-04-28,104.0,0.17,105.0,0.12,-3.999999999999997,-0.7999999999999993
AMD,89.94,0.72,+56.25%,1.28,91.72,0.62,2023-04-28,91.0,1.84,93.0,1.12,-4.0,-0.05555555555555555
