Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
GOOG,107.17,0.78,+63.93%,1.22,108.78,0.638,2023-05-05,108.0,1.64,110.0,0.86,0.056,0.07179487179487186
GOOGL,106.27,0.78,+63.93%,1.22,107.78,0.631,2023-05-05,107.0,1.64,109.0,0.86,0.042,0.05384615384615387
GOOG,107.17,0.43,+75.44%,0.57,108.43,0.609,2023-05-05,108.0,1.64,109.0,1.21,0.039,0.09069767441860464
GOOGL,106.27,0.43,+75.44%,0.57,107.43,0.602,2023-05-05,107.0,1.64,108.0,1.21,0.032,0.07441860465116272
GOOGL,106.27,0.73,+57.48%,1.27,108.73,0.6509999999999999,2023-05-12,108.0,1.93,110.0,1.2,0.0319999999999998,0.04383561643835587
GOOG,107.17,0.34,+51.52%,0.66,109.34,0.6829999999999999,2023-05-05,109.0,1.2,110.0,0.86,0.0229999999999999,0.0676470588235292
AAPL,168.16,0.96,+62.34%,1.54,170.96,0.625,2023-05-05,170.0,2.57,172.5,1.61,0.0224999999999999,0.02343750000000003
GOOGL,106.27,0.34,+51.52%,0.66,108.34,0.677,2023-05-05,108.0,1.2,109.0,0.86,0.017,0.05000000000000011
AAPL,168.16,0.99,+65.56%,1.51,170.99,0.609,2023-05-12,170.0,3.05,172.5,2.06,0.0124999999999999,0.012626262626262605
GOOGL,106.27,1.05,+53.85%,1.95,108.05,0.653,2023-05-05,107.0,1.64,110.0,0.59,0.0090000000000001,0.008571428571428705
GOOGL,106.27,0.61,+43.88%,1.39,108.61,0.698,2023-05-05,108.0,1.2,110.0,0.59,0.0059999999999998,0.009836065573770454
GOOGL,106.27,0.26,+35.14%,0.74,109.26,0.745,2023-05-05,109.0,0.85,110.0,0.59,0.005,0.01923076923076919
MSFT,305.64,0.99,+65.56%,1.51,308.49,0.604,2023-05-05,307.5,3.25,310.0,2.26,-1.1102230246251563e-16,0.0
AAPL,168.16,0.75,+42.86%,1.75,173.25,0.6890000000000001,2023-05-12,172.5,2.03,175.0,1.28,-0.0274999999999998,-0.03666666666666646
AMD,87.3,0.37,+58.73%,0.63,89.37,0.597,2023-05-05,89.0,2.37,90.0,2.0,-0.033,-0.08918918918918925
CLF,15.19,0.13,+35.14%,0.37,15.63,0.667,2023-05-05,15.5,0.27,16.0,0.14,-0.0364999999999999,-0.28076923076923055
PLTR,7.7,0.13,+35.14%,0.37,8.13,0.6609999999999999,2023-05-12,8.0,0.31,8.5,0.18,-0.0395,-0.3038461538461541
NVDA,272.07,1.1,+78.57%,1.4,273.6,0.5429999999999999,2023-05-05,272.5,6.0,275.0,4.9,-0.0425,-0.038636363636363705
AAPL,168.16,0.67,+36.61%,1.83,173.17,0.7140000000000001,2023-05-05,172.5,1.59,175.0,0.92,-0.0449999999999997,-0.06716417910447722
AAPL,168.16,1.77,+54.80%,3.23,171.77,0.637,2023-05-12,170.0,3.05,175.0,1.28,-0.0449999999999999,-0.025423728813559313
AMZN,105.74,0.03,+3.09%,0.97,115.03,0.925,2023-05-05,115.0,0.15,116.0,0.12,-0.0449999999999999,-1.4999999999999984
NVDA,272.07,3.03,+67.79%,4.47,275.53,0.59,2023-05-05,272.5,6.0,280.0,2.97,-0.0450000000000001,-0.014851485148514912
AMZN,105.74,0.01,+1.01%,0.99,116.01,0.944,2023-05-05,116.0,0.1,117.0,0.09,-0.0459999999999999,-4.600000000000004
SOFI,6.05,0.1,+25.00%,0.4,6.6,0.6990000000000001,2023-05-12,6.5,0.26,7.0,0.16,-0.0504999999999999,-0.5049999999999997
MU,63.07,0.39,+63.93%,0.61,63.39,0.557,2023-05-05,63.0,1.1,64.0,0.71,-0.0529999999999999,-0.13589743589743575
SOFI,6.05,0.09,+21.95%,0.41,6.59,0.7120000000000001,2023-05-05,6.5,0.22,7.0,0.13,-0.0539999999999999,-0.5999999999999995
XOM,118.32,0.66,+49.25%,1.34,120.66,0.643,2023-05-05,120.0,1.35,122.0,0.69,-0.0539999999999999,-0.08181818181818176
LCID,7.91,0.07,+16.28%,0.43,8.57,0.7509999999999999,2023-05-05,8.5,0.2,9.0,0.13,-0.0545,-0.7785714285714292
NVDA,272.07,0.67,+36.61%,1.83,280.67,0.708,2023-05-05,280.0,2.93,282.5,2.26,-0.06,-0.08955223880597024
AMD,87.3,0.26,+35.14%,0.74,91.26,0.679,2023-05-05,91.0,1.65,92.0,1.39,-0.0609999999999999,-0.23461538461538442
AMD,87.3,0.3,+42.86%,0.7,90.3,0.638,2023-05-05,90.0,1.98,91.0,1.68,-0.0619999999999999,-0.20666666666666653
AMD,87.3,0.22,+28.21%,0.78,92.22,0.7170000000000001,2023-05-05,92.0,1.36,93.0,1.14,-0.0629999999999999,-0.28636363636363604
NIO,7.8,0.11,+28.21%,0.39,8.11,0.653,2023-05-05,8.0,0.21,8.5,0.1,-0.0635,-0.5772727272727272
MSFT,305.64,0.73,+41.24%,1.77,310.73,0.682,2023-05-05,310.0,2.24,312.5,1.51,-0.0649999999999998,-0.08904109589041082
NVDA,272.07,1.83,+57.73%,3.17,276.83,0.621,2023-05-05,275.0,4.8,280.0,2.97,-0.0649999999999999,-0.03551912568306008
AMZN,105.74,0.06,+6.38%,0.94,113.06,0.8740000000000001,2023-05-05,113.0,0.27,114.0,0.21,-0.0659999999999998,-1.099999999999998
AMZN,105.74,0.03,+3.09%,0.97,114.03,0.902,2023-05-05,114.0,0.19,115.0,0.16,-0.0679999999999999,-2.2666666666666657
XOM,118.32,0.24,+31.58%,0.76,121.24,0.69,2023-05-05,121.0,0.93,122.0,0.69,-0.07,-0.29166666666666696
LCID,7.91,0.12,+31.58%,0.38,8.12,0.618,2023-05-05,8.0,0.33,8.5,0.21,-0.071,-0.5916666666666668
AMZN,105.74,0.14,+16.28%,0.86,112.14,0.7879999999999999,2023-05-12,112.0,0.71,113.0,0.57,-0.072,-0.5142857142857148
BAC,28.93,0.07,+16.28%,0.43,29.57,0.7140000000000001,2023-05-05,29.5,0.15,30.0,0.08,-0.0729999999999999,-1.042857142857142
AMZN,105.74,0.3,+42.86%,0.7,108.3,0.627,2023-05-12,108.0,1.75,109.0,1.45,-0.073,-0.24333333333333326
INTC,31.98,0.11,+28.21%,0.39,32.61,0.629,2023-05-05,32.5,0.33,33.0,0.22,-0.0755,-0.6863636363636364
AMZN,105.74,0.05,+5.26%,0.95,115.05,0.8740000000000001,2023-05-12,115.0,0.34,116.0,0.29,-0.0759999999999998,-1.5199999999999976
XOM,118.32,0.31,+44.93%,0.69,120.31,0.613,2023-05-05,120.0,1.35,121.0,1.04,-0.0769999999999999,-0.2483870967741935
AMZN,105.74,0.21,+26.58%,0.79,110.21,0.713,2023-05-12,110.0,1.14,111.0,0.93,-0.077,-0.36666666666666686
AMZN,105.74,0.08,+8.70%,0.92,112.08,0.841,2023-05-05,112.0,0.36,113.0,0.28,-0.079,-0.9875000000000004
MU,63.07,0.26,+35.14%,0.74,64.26,0.6609999999999999,2023-05-05,64.0,0.68,65.0,0.42,-0.0790000000000001,-0.3038461538461541
AAPL,168.16,1.65,+49.25%,3.35,171.65,0.654,2023-05-05,170.0,2.57,175.0,0.92,-0.08,-0.04848484848484842
AMZN,105.74,0.16,+19.05%,0.84,110.16,0.759,2023-05-05,110.0,0.66,111.0,0.5,-0.0809999999999999,-0.5062499999999999
AMZN,105.74,0.03,+1.52%,1.97,116.03,0.944,2023-05-05,116.0,0.1,118.0,0.07,-0.0819999999999998,-2.733333333333337
NVDA,272.07,0.53,+26.90%,1.97,283.03,0.755,2023-05-05,282.5,2.22,285.0,1.69,-0.0824999999999999,-0.1556603773584904
AMD,87.3,0.69,+52.67%,1.31,89.69,0.612,2023-05-05,89.0,2.37,91.0,1.68,-0.0860000000000001,-0.12463768115942035
AMZN,105.74,0.11,+12.36%,0.89,111.11,0.802,2023-05-05,111.0,0.49,112.0,0.38,-0.0879999999999999,-0.7999999999999996
AMZN,105.74,0.06,+3.09%,1.94,115.06,0.926,2023-05-05,115.0,0.15,117.0,0.09,-0.0880000000000001,-1.466666666666665
TSLA,158.15,0.58,+30.21%,1.92,168.08,0.732,2023-05-12,167.5,2.62,170.0,2.04,-0.09,-0.15517241379310354
TSLA,158.15,0.56,+28.87%,1.94,165.56,0.7390000000000001,2023-05-05,165.0,1.87,167.5,1.31,-0.0924999999999997,-0.16517857142857093
TSLA,158.15,0.18,+7.76%,2.32,172.68,0.89,2023-05-05,172.5,0.6,175.0,0.42,-0.0949999999999999,-0.5277777777777776
TSLA,158.15,0.7,+38.89%,1.8,165.7,0.682,2023-05-12,165.0,3.35,167.5,2.65,-0.0949999999999999,-0.13571428571428568
TSLA,158.15,0.28,+12.61%,2.22,170.28,0.8490000000000001,2023-05-05,170.0,0.89,172.5,0.61,-0.0974999999999998,-0.34821428571428503
BABA,84.32,0.32,+47.06%,0.68,85.32,0.5820000000000001,2023-05-05,85.0,1.62,86.0,1.3,-0.0979999999999999,-0.30624999999999974
TSLA,158.15,0.72,+40.45%,1.78,163.22,0.67,2023-05-05,162.5,2.61,165.0,1.89,-0.1049999999999999,-0.1458333333333333
PLTR,7.7,0.21,+26.58%,0.79,8.21,0.685,2023-05-12,8.0,0.31,9.0,0.1,-0.1049999999999999,-0.4999999999999999
