Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
GOOGL,105.84,0.43,+75.44%,0.57,106.43,58.3%,2023-05-05,106,1.04,107,0.61,weekly
META,239.28,2.03,+68.35%,2.97,242.03,58.5%,2023-05-12,240,4.65,245,2.62,weekly
MSFT,304.86,3.02,+67.41%,4.48,308.02,60.7%,2023-05-12,305,4.65,312.5,1.63,weekly
CLF,15.48,0.2,+66.67%,0.3,15.7,57.2%,2023-05-12,15.5,0.49,16,0.29,weekly
MSFT,304.86,0.99,+65.56%,1.51,308.49,62.2%,2023-05-12,307.5,3.4,310,2.41,weekly
CAT,216.26,0.99,+65.56%,1.51,218.49,64.4%,2023-05-05,217.5,2.47,220,1.48,weekly
GOOGL,105.84,0.39,+63.93%,0.61,107.39,61.6%,2023-05-12,107,1.56,108,1.17,weekly
AMZN,105.25,0.39,+63.93%,0.61,106.39,57.9%,2023-05-12,106,1.8,107,1.41,weekly
AAPL,170.43,0.96,+62.34%,1.54,173.46,62.3%,2023-05-12,172.5,2.7,175,1.74,weekly
TSLA,162.96,0.95,+61.29%,1.55,165.95,59.3%,2023-05-12,165,4.15,167.5,3.2,weekly
AGNC,9.48,0.19,+61.29%,0.31,9.69,61.4%,2023-05-12,9.5,0.29,10,0.1,weekly
GOOG,106.48,0.37,+58.73%,0.63,107.37,62.4%,2023-05-05,107,0.88,108,0.51,weekly
TSLA,162.96,1.83,+57.73%,3.17,166.83,61.9%,2023-05-12,165,4.15,170,2.32,weekly
AMZN,105.25,0.73,+57.48%,1.27,106.73,60.2%,2023-05-12,106,1.8,108,1.07,weekly
SQ,58.55,0.36,+56.25%,0.64,60.36,60.9%,2023-05-05,60,2.17,61,1.81,weekly
BA,204.05,1.8,+56.25%,3.2,206.8,68.7%,2023-05-05,205,2.42,210,0.62,weekly
GOOG,106.48,0.36,+56.25%,0.64,108.36,64.0%,2023-05-12,108,1.42,109,1.06,weekly
CLF,15.48,0.18,+56.25%,0.32,15.68,61.0%,2023-05-05,15.5,0.29,16,0.11,weekly
AAPL,170.43,0.9,+56.25%,1.6,173.4,64.3%,2023-05-05,172.5,2.13,175,1.23,weekly
