Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
BA,199.26,2.07,+70.65%,2.93,202.07,0.602,2023-05-19,200.0,4.05,205.0,1.98,monthly,0.0799999999999996,0.03864734299516888
ENPH,157.66,0.89,+55.28%,1.61,160.89,0.669,2023-05-12,160.0,2.59,162.5,1.7,weekly,0.0625,0.07022471910112359
MU,61.03,0.65,+76.47%,0.85,61.65,0.5920000000000001,2023-05-19,61.0,1.45,62.5,0.8,monthly,0.0380000000000001,0.05846153846153872
QCOM,106.75,0.73,+57.48%,1.27,108.73,0.649,2023-05-19,108.0,1.65,110.0,0.92,monthly,0.028,0.038356164383561694
MU,61.03,0.81,+68.07%,1.19,61.81,0.609,2023-05-19,61.0,1.45,63.0,0.64,monthly,0.028,0.034567901234567856
MU,61.03,0.42,+72.41%,0.58,61.42,0.608,2023-05-12,61.0,0.88,62.0,0.46,weekly,0.0279999999999999,0.06666666666666665
BA,199.26,0.9,+56.25%,1.6,203.4,0.65,2023-05-19,202.5,2.88,205.0,1.98,monthly,0.0250000000000001,0.027777777777777877
MU,61.03,0.45,+81.82%,0.55,61.45,0.57,2023-05-19,61.0,1.45,62.0,1.0,monthly,0.0199999999999999,0.04444444444444433
BA,199.26,1.1,+78.57%,1.4,201.1,0.5660000000000001,2023-05-19,200.0,4.05,202.5,2.95,monthly,0.0150000000000002,0.013636363636363868
XOM,109.33,0.38,+61.29%,0.62,110.38,0.634,2023-05-12,110.0,0.92,111.0,0.54,weekly,0.014,0.0368421052631579
BAC,27.53,0.17,+51.52%,0.33,28.17,0.6779999999999999,2023-05-19,28.0,0.37,28.5,0.2,monthly,0.0089999999999999,0.05294117647058804
AMD,94.88,0.44,+78.57%,0.56,95.44,0.5660000000000001,2023-05-12,95.0,1.84,96.0,1.4,weekly,0.006,0.01363636363636373
MU,61.03,0.34,+51.52%,0.66,62.34,0.6659999999999999,2023-05-19,62.0,0.98,63.0,0.64,monthly,0.0059999999999999,0.017647058823529203
MU,61.03,0.18,+56.25%,0.32,62.18,0.649,2023-05-19,62.0,0.98,62.5,0.8,monthly,0.0045,0.02500000000000006
INTC,30.33,0.2,+66.67%,0.3,30.7,0.603,2023-05-19,30.5,0.6,31.0,0.4,monthly,0.0015,0.007500000000000006
