Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
PDD,72,0.69,+52.67%,1.31,72.69,61.9%,2023-06-30,72,1.32,74,0.63,weekly
MU,66.33,1.2,+52.17%,2.3,67.7,62.1%,2023-06-30,66.5,2.15,70,0.95,weekly
GM,37.37,0.17,+51.52%,0.33,37.67,63.5%,2023-06-30,37.5,0.39,38,0.22,weekly
RBLX,41.4,0.17,+51.52%,0.33,41.67,55.4%,2023-06-30,41.5,0.96,42,0.79,weekly
UPST,33.36,0.34,+51.52%,0.66,33.84,56.2%,2023-06-30,33.5,1.25,34.5,0.91,weekly
COIN,67.46,0.34,+51.52%,0.66,67.34,53.1%,2023-06-30,67,2.29,68,1.95,weekly
UPS,174.81,0.85,+51.52%,1.65,175.85,64.2%,2023-06-30,175,1.27,177.5,0.42,weekly
UBER,44.34,0.17,+51.52%,0.33,44.67,59.4%,2023-06-30,44.5,0.52,45,0.35,weekly
NCLH,19.45,0.17,+51.52%,0.33,19.67,62.8%,2023-06-30,19.5,0.3,20,0.13,weekly
NKE,113.93,2.37,+51.19%,4.63,116.37,60.9%,2023-06-30,114,3.85,121,1.48,weekly
ADBE,489.4,3.37,+50.83%,6.63,493.37,62.1%,2023-06-30,490,6.1,500,2.73,weekly
NKE,113.93,1.68,+50.60%,3.32,116.68,62.1%,2023-06-30,115,3.4,120,1.72,weekly
COIN,67.46,1.34,+50.38%,2.66,68.34,60.3%,2023-06-30,67,2.29,71,0.95,weekly
UPST,33.36,0.5,+50.00%,1,34,58.0%,2023-06-30,33.5,1.25,35,0.75,weekly
CVNA,23.29,0.5,+50.00%,1,23.5,58.2%,2023-06-30,23,1.3,24.5,0.8,weekly
AI,33.29,0.5,+50.00%,1,33.5,56.8%,2023-06-30,33,1.35,34.5,0.85,weekly
UNH,478.85,0.83,+49.70%,1.67,480.83,60.4%,2023-06-30,480,2.75,482.5,1.92,weekly
NKE,113.93,0.33,+49.25%,0.67,116.33,60.8%,2023-06-30,116,3,117,2.67,weekly
TTD,76.74,0.33,+49.25%,0.67,77.33,61.2%,2023-06-30,77,0.93,78,0.6,weekly
AMD,109.74,0.33,+49.25%,0.67,111.33,64.2%,2023-06-30,111,1.28,112,0.95,weekly
NKE,113.93,0.99,+49.25%,2.01,116.99,63.3%,2023-06-30,116,3,119,2.01,weekly
COIN,67.46,0.66,+49.25%,1.34,68.66,62.5%,2023-06-30,68,1.88,70,1.22,weekly
SBUX,98.74,0.33,+49.25%,0.67,99.33,65.6%,2023-06-30,99,0.63,100,0.3,weekly
ZM,67.7,0.33,+49.25%,0.67,68.33,63.3%,2023-06-30,68,0.85,69,0.52,weekly
MU,66.33,1.65,+49.25%,3.35,67.65,61.8%,2023-06-30,66,2.38,71,0.73,weekly
NFLX,419.21,3.27,+48.59%,6.73,423.27,64.5%,2023-06-30,420,5.35,430,2.08,weekly
ABNB,126.73,0.98,+48.51%,2.02,127.98,62.3%,2023-06-30,127,1.7,130,0.72,weekly
MU,66.33,0.98,+48.51%,2.02,67.98,64.0%,2023-06-30,67,1.93,70,0.95,weekly
AI,33.29,0.65,+48.15%,1.35,33.65,58.6%,2023-06-30,33,1.35,35,0.7,weekly
NKE,113.93,2.6,+48.15%,5.4,116.6,61.8%,2023-06-30,114,3.85,122,1.25,weekly
SHOP,64.26,0.97,+47.78%,2.03,64.97,64.7%,2023-06-30,64,1.3,67,0.33,weekly
AMZN,129.21,1.29,+47.60%,2.71,130.29,64.4%,2023-06-30,129,1.72,133,0.43,weekly
NKE,113.93,1.92,+47.06%,4.08,116.92,63.0%,2023-06-30,115,3.4,121,1.48,weekly
NKE,113.93,1.28,+47.06%,2.72,117.28,64.4%,2023-06-30,116,3,120,1.72,weekly
IBM,132.67,0.32,+47.06%,0.68,133.32,65.4%,2023-06-30,133,0.65,134,0.33,weekly
TSM,102.28,0.96,+47.06%,2.04,102.96,65.7%,2023-06-30,102,1.24,105,0.28,weekly
PARA,15.99,0.16,+47.06%,0.34,16.16,63.8%,2023-06-30,16,0.28,16.5,0.12,weekly
MARA,13.11,0.32,+47.06%,0.68,13.32,58.3%,2023-06-30,13,0.71,14,0.39,weekly
CRWD,143.86,0.32,+47.06%,0.68,145.32,61.8%,2023-06-30,145,1.53,146,1.21,weekly
AI,33.29,0.8,+47.06%,1.7,33.8,60.4%,2023-06-30,33,1.35,35.5,0.55,weekly
CVNA,23.29,0.16,+47.06%,0.34,23.16,53.9%,2023-06-30,23,1.3,23.5,1.14,weekly
LI,34.89,0.16,+47.06%,0.34,35.16,57.7%,2023-06-30,35,0.67,35.5,0.51,weekly
HAL,32.04,0.32,+47.06%,0.68,32.32,61.4%,2023-06-30,32,0.47,33,0.15,weekly
RBLX,41.4,0.48,+47.06%,1.02,41.98,60.3%,2023-06-30,41.5,0.96,43,0.48,weekly
WFC,41.01,0.32,+47.06%,0.68,41.32,61.2%,2023-06-30,41,0.47,42,0.15,weekly
CVNA,23.29,0.64,+47.06%,1.36,23.64,59.9%,2023-06-30,23,1.3,25,0.66,weekly
RIVN,13.63,0.32,+47.06%,0.68,13.82,65.2%,2023-06-30,13.5,0.46,14.5,0.14,weekly
NFLX,419.21,0.8,+47.06%,1.7,423.3,64.6%,2023-06-30,422.5,4.25,425,3.45,weekly
PYPL,66.74,0.32,+47.06%,0.68,67.32,62.2%,2023-06-30,67,0.68,68,0.36,weekly
MS,84.47,0.32,+47.06%,0.68,85.32,67.3%,2023-06-30,85,0.58,86,0.26,weekly
COIN,67.46,0.32,+47.06%,0.68,68.32,60.2%,2023-06-30,68,1.88,69,1.56,weekly
FCX,40.22,0.16,+47.06%,0.34,40.66,67.9%,2023-06-30,40.5,0.39,41,0.23,weekly
META,286.85,2.39,+46.77%,5.11,289.89,64.5%,2023-06-30,287.5,3.7,295,1.31,weekly
MU,66.33,1.42,+46.10%,3.08,67.92,63.6%,2023-06-30,66.5,2.15,71,0.73,weekly
NFLX,419.21,1.57,+45.77%,3.43,424.07,66.6%,2023-06-30,422.5,4.25,427.5,2.68,weekly
CAT,240.08,1.56,+45.35%,3.44,241.56,61.6%,2023-06-30,240,2.21,245,0.65,weekly
MU,66.33,0.31,+44.93%,0.69,68.31,66.2%,2023-06-30,68,1.54,69,1.23,weekly
AMZN,129.21,0.62,+44.93%,1.38,130.62,67.5%,2023-06-30,130,1.25,132,0.63,weekly
ORCL,118.03,0.62,+44.93%,1.38,118.62,60.0%,2023-06-30,118,1.06,120,0.44,weekly
COIN,67.46,0.93,+44.93%,2.07,68.93,64.4%,2023-06-30,68,1.88,71,0.95,weekly
NKE,113.93,0.31,+44.93%,0.69,117.31,64.5%,2023-06-30,117,2.61,118,2.3,weekly
INTC,33.94,0.31,+44.93%,0.69,34.31,65.6%,2023-06-30,34,0.48,35,0.17,weekly
NKE,113.93,2.15,+44.33%,4.85,117.15,63.9%,2023-06-30,115,3.4,122,1.25,weekly
QCOM,118.8,0.92,+44.23%,2.08,119.92,65.0%,2023-06-30,119,1.25,122,0.33,weekly
SQ,63.81,0.61,+43.88%,1.39,64.61,65.3%,2023-06-30,64,0.95,66,0.34,weekly
JPM,139.52,0.61,+43.88%,1.39,140.61,65.4%,2023-06-30,140,0.94,142,0.33,weekly
U,41.87,0.61,+43.88%,1.39,42.61,63.6%,2023-06-30,42,1.16,44,0.55,weekly
MU,66.33,1.83,+43.88%,4.17,67.83,63.0%,2023-06-30,66,2.38,72,0.55,weekly
CVNA,23.29,0.76,+43.68%,1.74,23.76,61.4%,2023-06-30,23,1.3,25.5,0.54,weekly
META,286.85,0.76,+43.68%,1.74,290.76,67.7%,2023-06-30,290,2.66,292.5,1.9,weekly
NKE,113.93,1.52,+43.68%,3.48,117.52,65.3%,2023-06-30,116,3,121,1.48,weekly
AMD,109.74,1.21,+43.37%,2.79,111.21,63.2%,2023-06-30,110,1.7,114,0.49,weekly
COIN,67.46,1.51,+43.27%,3.49,68.51,61.5%,2023-06-30,67,2.29,72,0.78,weekly
SNOW,178.17,1.51,+43.27%,3.49,181.51,65.5%,2023-06-30,180,4,185,2.49,weekly
LUV,35.29,0.15,+42.86%,0.35,35.65,62.4%,2023-06-30,35.5,0.31,36,0.16,weekly
TSM,102.28,0.3,+42.86%,0.7,103.3,70.2%,2023-06-30,103,0.78,104,0.48,weekly
AI,33.29,0.3,+42.86%,0.7,33.8,60.4%,2023-06-30,33.5,1.15,34.5,0.85,weekly
UPST,33.36,0.3,+42.86%,0.7,34.3,61.5%,2023-06-30,34,1.05,35,0.75,weekly
JD,35.67,0.15,+42.86%,0.35,36.15,64.6%,2023-06-30,36,0.42,36.5,0.27,weekly
AA,34.25,0.15,+42.86%,0.35,34.65,62.7%,2023-06-30,34.5,0.45,35,0.3,weekly
MU,66.33,1.2,+42.86%,2.8,68.2,65.5%,2023-06-30,67,1.93,71,0.73,weekly
BABA,87.14,0.3,+42.86%,0.7,88.3,63.7%,2023-06-30,88,0.97,89,0.67,weekly
AI,33.29,0.9,+42.86%,2.1,33.9,61.6%,2023-06-30,33,1.35,36,0.45,weekly
XOM,103.78,0.6,+42.86%,1.4,104.6,64.5%,2023-06-30,104,0.85,106,0.25,weekly
NKE,113.93,0.6,+42.86%,1.4,117.6,65.6%,2023-06-30,117,2.61,119,2.01,weekly
BB,4.98,0.15,+42.86%,0.35,5.15,59.9%,2023-06-30,5,0.3,5.5,0.15,weekly
UPST,33.36,0.15,+42.86%,0.35,33.65,53.9%,2023-06-30,33.5,1.25,34,1.1,weekly
UBER,44.34,0.3,+42.86%,0.7,44.8,62.6%,2023-06-30,44.5,0.52,45.5,0.22,weekly
MRVL,60.33,0.15,+42.86%,0.35,61.15,66.4%,2023-06-30,61,0.66,61.5,0.51,weekly
AI,33.29,0.6,+42.86%,1.4,34.1,63.9%,2023-06-30,33.5,1.15,35.5,0.55,weekly
SHOP,64.26,0.3,+42.86%,0.7,65.3,69.0%,2023-06-30,65,0.83,66,0.53,weekly
AFRM,15.27,0.15,+42.86%,0.35,15.65,59.6%,2023-06-30,15.5,0.38,16,0.23,weekly
PANW,252.72,2.24,+42.59%,5.26,254.74,64.9%,2023-06-30,252.5,3.15,260,0.91,weekly
UNH,478.85,1.49,+42.45%,3.51,481.49,63.6%,2023-06-30,480,2.75,485,1.26,weekly
BA,207.98,2.23,+42.32%,5.27,209.73,65.6%,2023-06-30,207.5,2.66,215,0.43,weekly
PDD,72,0.89,+42.18%,2.11,72.89,64.1%,2023-06-30,72,1.32,75,0.43,weekly
NKE,113.93,0.89,+42.18%,2.11,117.89,66.6%,2023-06-30,117,2.61,120,1.72,weekly
MSFT,333.26,1.48,+42.05%,3.52,336.48,69.9%,2023-06-30,335,2.3,340,0.82,weekly
AMD,109.74,0.59,+41.84%,1.41,111.59,66.3%,2023-06-30,111,1.28,113,0.69,weekly
RBLX,41.4,0.59,+41.84%,1.41,42.09,61.9%,2023-06-30,41.5,0.96,43.5,0.37,weekly
MU,66.33,0.59,+41.84%,1.41,68.59,68.0%,2023-06-30,68,1.54,70,0.95,weekly
C,46.52,0.44,+41.51%,1.06,46.94,64.2%,2023-06-30,46.5,0.53,48,0.09,weekly
SNOW,178.17,3.66,+41.40%,8.84,181.16,64.5%,2023-06-30,177.5,5.1,190,1.44,weekly
ENPH,160.54,0.73,+41.24%,1.77,163.23,63.9%,2023-06-30,162.5,2.11,165,1.38,weekly
HD,314.48,1.46,+41.24%,3.54,316.46,66.7%,2023-06-30,315,2.17,320,0.71,weekly
UPST,33.36,0.73,+41.24%,1.77,34.23,60.7%,2023-06-30,33.5,1.25,36,0.52,weekly
NKE,113.93,1.75,+41.18%,4.25,117.75,66.1%,2023-06-30,116,3,122,1.25,weekly
MU,66.33,1.6,+41.03%,3.9,68.1,64.8%,2023-06-30,66.5,2.15,72,0.55,weekly
ROKU,63.89,0.29,+40.85%,0.71,65.29,69.1%,2023-06-30,65,0.93,66,0.64,weekly
LI,34.89,0.29,+40.85%,0.71,35.29,60.5%,2023-06-30,35,0.67,36,0.38,weekly
QCOM,118.8,0.29,+40.85%,0.71,120.29,69.1%,2023-06-30,120,0.84,121,0.55,weekly
ADBE,489.4,4.35,+40.85%,10.65,494.35,64.5%,2023-06-30,490,6.1,505,1.75,weekly
MMM,99.5,0.29,+40.85%,0.71,100.29,65.1%,2023-06-30,100,0.68,101,0.39,weekly
NFLX,419.21,2.17,+40.71%,5.33,424.67,68.2%,2023-06-30,422.5,4.25,430,2.08,weekly
CRM,209.54,1.44,+40.45%,3.56,211.44,66.8%,2023-06-30,210,1.99,215,0.55,weekly
CRWD,143.86,0.86,+40.19%,2.14,145.86,65.8%,2023-06-30,145,1.53,148,0.67,weekly
AMZN,129.21,1.43,+40.06%,3.57,130.43,65.7%,2023-06-30,129,1.72,134,0.29,weekly
TGT,134.14,0.57,+39.86%,1.43,135.57,66.3%,2023-06-30,135,1.08,137,0.51,weekly
CVNA,23.29,0.85,+39.53%,2.15,23.85,62.5%,2023-06-30,23,1.3,26,0.45,weekly
NKE,113.93,3.11,+39.42%,7.89,117.11,63.8%,2023-06-30,114,3.85,125,0.74,weekly
NKE,113.93,1.13,+39.37%,2.87,118.13,67.5%,2023-06-30,117,2.61,121,1.48,weekly
CVNA,23.29,0.28,+38.89%,0.72,23.78,61.6%,2023-06-30,23.5,1.08,24.5,0.8,weekly
MARA,13.11,0.42,+38.89%,1.08,13.42,60.6%,2023-06-30,13,0.71,14.5,0.29,weekly
RBLX,41.4,0.14,+38.89%,0.36,42.14,62.7%,2023-06-30,42,0.75,42.5,0.61,weekly
MRVL,60.33,0.28,+38.89%,0.72,61.28,68.4%,2023-06-30,61,0.66,62,0.38,weekly
AI,33.29,0.7,+38.89%,1.8,34.2,65.0%,2023-06-30,33.5,1.15,36,0.45,weekly
MU,66.33,1.96,+38.89%,5.04,67.96,63.9%,2023-06-30,66,2.38,73,0.42,weekly
UPST,33.36,0.14,+38.89%,0.36,34.14,59.6%,2023-06-30,34,1.05,34.5,0.91,weekly
PLTR,14.53,0.28,+38.89%,0.72,14.78,62.4%,2023-06-30,14.5,0.39,15.5,0.11,weekly
ZM,67.7,0.56,+38.89%,1.44,68.56,66.7%,2023-06-30,68,0.85,70,0.29,weekly
GM,37.37,0.28,+38.89%,0.72,37.78,67.1%,2023-06-30,37.5,0.39,38.5,0.11,weekly
CVNA,23.29,0.42,+38.89%,1.08,23.92,63.3%,2023-06-30,23.5,1.08,25,0.66,weekly
CVS,68.74,0.28,+38.89%,0.72,69.28,64.9%,2023-06-30,69,0.46,70,0.18,weekly
COIN,67.46,1.68,+38.89%,4.32,68.68,62.7%,2023-06-30,67,2.29,73,0.61,weekly
META,286.85,2.8,+38.89%,7.2,290.3,66.0%,2023-06-30,287.5,3.7,297.5,0.9,weekly
DKNG,25.77,0.14,+38.89%,0.36,26.14,65.7%,2023-06-30,26,0.34,26.5,0.2,weekly
RIOT,11.38,0.14,+38.89%,0.36,11.64,61.3%,2023-06-30,11.5,0.38,12,0.24,weekly
NEM,42.34,0.14,+38.89%,0.36,42.64,60.9%,2023-06-30,42.5,0.39,43,0.25,weekly
MRNA,119.97,1.39,+38.50%,3.61,121.39,63.9%,2023-06-30,120,1.83,125,0.44,weekly
MU,66.33,1.38,+38.12%,3.62,68.38,66.7%,2023-06-30,67,1.93,72,0.55,weekly
NKE,113.93,0.55,+37.93%,1.45,118.55,69.0%,2023-06-30,118,2.27,120,1.72,weekly
SHOP,64.26,1.1,+37.93%,2.9,65.1,66.4%,2023-06-30,64,1.3,68,0.2,weekly
COIN,67.46,1.1,+37.93%,2.9,69.1,65.5%,2023-06-30,68,1.88,72,0.78,weekly
NFLX,419.21,4.12,+37.87%,10.88,424.12,66.8%,2023-06-30,420,5.35,435,1.23,weekly
AMZN,129.21,0.82,+37.61%,2.18,130.82,69.3%,2023-06-30,130,1.25,133,0.43,weekly
BA,207.98,0.68,+37.36%,1.82,210.68,71.3%,2023-06-30,210,1.53,212.5,0.85,weekly
NKE,113.93,1.36,+37.36%,3.64,118.36,68.3%,2023-06-30,117,2.61,122,1.25,weekly
AMD,109.74,1.36,+37.36%,3.64,111.36,64.4%,2023-06-30,110,1.7,115,0.34,weekly
AI,33.29,0.95,+37.25%,2.55,33.95,62.2%,2023-06-30,33,1.35,36.5,0.4,weekly
CVNA,23.29,0.54,+36.99%,1.46,24.04,64.7%,2023-06-30,23.5,1.08,25.5,0.54,weekly
BMY,64.86,0.27,+36.99%,0.73,65.27,64.4%,2023-06-30,65,0.35,66,0.08,weekly
META,286.85,1.35,+36.99%,3.65,291.35,69.8%,2023-06-30,290,2.66,295,1.31,weekly
MU,66.33,0.81,+36.99%,2.19,68.81,69.4%,2023-06-30,68,1.54,71,0.73,weekly
ABT,107.51,0.27,+36.99%,0.73,108.27,67.7%,2023-06-30,108,0.52,109,0.25,weekly
RBLX,41.4,0.27,+36.99%,0.73,42.27,64.6%,2023-06-30,42,0.75,43,0.48,weekly
CVNA,23.29,0.94,+36.72%,2.56,23.94,63.5%,2023-06-30,23,1.3,26.5,0.36,weekly
WMT,154.93,0.67,+36.61%,1.83,155.67,62.3%,2023-06-30,155,0.78,157.5,0.11,weekly
NFLX,419.21,0.67,+36.61%,1.83,425.67,70.6%,2023-06-30,425,3.35,427.5,2.68,weekly
AMAT,144.48,1.34,+36.61%,3.66,146.34,67.6%,2023-06-30,145,1.82,150,0.48,weekly
RBLX,41.4,0.67,+36.61%,1.83,42.17,63.1%,2023-06-30,41.5,0.96,44,0.29,weekly
WFC,41.01,0.4,+36.36%,1.1,41.4,63.7%,2023-06-30,41,0.47,42.5,0.07,weekly
AI,33.29,0.4,+36.36%,1.1,34.4,67.2%,2023-06-30,34,0.95,35.5,0.55,weekly
MU,66.33,1.73,+36.27%,4.77,68.23,65.7%,2023-06-30,66.5,2.15,73,0.42,weekly
NKE,113.93,2.66,+36.24%,7.34,117.66,65.8%,2023-06-30,115,3.4,125,0.74,weekly
UPST,33.36,0.53,+36.05%,1.47,34.53,64.0%,2023-06-30,34,1.05,36,0.52,weekly
ROKU,63.89,1.06,+36.05%,2.94,65.06,66.7%,2023-06-30,64,1.35,68,0.29,weekly
ADBE,489.4,1.32,+35.87%,3.68,496.32,69.2%,2023-06-30,495,4.05,500,2.73,weekly
NKE,113.93,0.79,+35.75%,2.21,118.79,69.8%,2023-06-30,118,2.27,121,1.48,weekly
AMD,109.74,0.79,+35.75%,2.21,111.79,67.8%,2023-06-30,111,1.28,114,0.49,weekly
U,41.87,0.79,+35.75%,2.21,42.79,65.9%,2023-06-30,42,1.16,45,0.37,weekly
QCOM,118.8,1.05,+35.59%,2.95,120.05,66.5%,2023-06-30,119,1.25,123,0.2,weekly
AI,33.29,1.05,+35.59%,2.95,34.05,63.3%,2023-06-30,33,1.35,37,0.3,weekly
PDD,72,1.05,+35.59%,2.95,73.05,65.9%,2023-06-30,72,1.32,76,0.27,weekly
AMZN,129.21,0.26,+35.14%,0.74,131.26,73.1%,2023-06-30,131,0.89,132,0.63,weekly
CVNA,23.29,0.26,+35.14%,0.74,24.26,67.2%,2023-06-30,24,0.92,25,0.66,weekly
PENN,24.32,0.13,+35.14%,0.37,24.63,63.3%,2023-06-30,24.5,0.28,25,0.15,weekly
DVN,47.66,0.13,+35.14%,0.37,48.13,67.1%,2023-06-30,48,0.37,48.5,0.24,weekly
CVNA,23.29,0.13,+35.14%,0.37,23.63,59.8%,2023-06-30,23.5,1.08,24,0.95,weekly
RIVN,13.63,0.39,+35.14%,1.11,13.89,68.0%,2023-06-30,13.5,0.46,15,0.07,weekly
RUN,18.22,0.13,+35.14%,0.37,18.63,66.7%,2023-06-30,18.5,0.34,19,0.21,weekly
NKE,113.93,0.26,+35.14%,0.74,118.26,67.9%,2023-06-30,118,2.27,119,2.01,weekly
BAC,28.34,0.13,+35.14%,0.37,28.63,65.3%,2023-06-30,28.5,0.22,29,0.09,weekly
BABA,87.14,0.52,+35.14%,1.48,88.52,66.1%,2023-06-30,88,0.97,90,0.45,weekly
C,46.52,0.13,+35.14%,0.37,47.13,69.4%,2023-06-30,47,0.31,47.5,0.18,weekly
CSCO,50.83,0.13,+35.14%,0.37,51.13,68.2%,2023-06-30,51,0.21,51.5,0.08,weekly
UPST,33.36,0.9,+34.62%,2.6,34.4,62.6%,2023-06-30,33.5,1.25,37,0.35,weekly
ORCL,118.03,0.77,+34.53%,2.23,118.77,62.2%,2023-06-30,118,1.06,121,0.29,weekly
MU,66.33,2.05,+34.45%,5.95,68.05,64.5%,2023-06-30,66,2.38,74,0.33,weekly
SNOW,178.17,2.56,+34.41%,7.44,182.56,68.6%,2023-06-30,180,4,190,1.44,weekly
PANW,252.72,2.56,+34.41%,7.44,255.06,66.5%,2023-06-30,252.5,3.15,262.5,0.59,weekly
COIN,67.46,1.79,+34.36%,5.21,68.79,63.4%,2023-06-30,67,2.29,74,0.5,weekly
SBUX,98.74,0.51,+34.23%,1.49,99.51,69.0%,2023-06-30,99,0.63,101,0.12,weekly
COIN,67.46,0.51,+34.23%,1.49,69.51,68.2%,2023-06-30,69,1.46,71,0.95,weekly
GS,314.99,2.55,+34.23%,7.45,317.55,65.3%,2023-06-30,315,2.94,325,0.39,weekly
