Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
AMZN,116.48,0.43,+75.44%,0.57,117.43,56.4%,2023-06-02,117,2.21,118,1.78,weekly
APPS,14.44,0.21,+72.41%,0.29,14.71,53.7%,2023-05-26,14.5,1.1,15,0.89,weekly
DAL,34.75,0.21,+72.41%,0.29,35.21,57.8%,2023-06-02,35,0.78,35.5,0.57,weekly
WFC,40.97,0.42,+72.41%,0.58,41.42,59.3%,2023-06-02,41,0.85,42,0.43,weekly
AMD,107.3,0.41,+69.49%,0.59,108.41,55.2%,2023-06-02,108,2.74,109,2.33,weekly
AMZN,116.48,0.81,+68.07%,1.19,117.81,58.9%,2023-06-02,117,2.21,119,1.4,weekly
PYPL,61.68,0.4,+66.67%,0.6,62.4,57.5%,2023-06-02,62,1.19,63,0.79,weekly
CRM,208.98,1,+66.67%,1.5,211,54.6%,2023-06-02,210,7.2,212.5,6.2,weekly
WFC,40.97,0.2,+66.67%,0.3,41.2,59.3%,2023-05-26,41,0.47,41.5,0.27,weekly
CRM,208.98,2,+66.67%,3,212,56.6%,2023-06-02,210,7.2,215,5.2,weekly
AMD,107.3,0.79,+65.29%,1.21,108.79,57.2%,2023-06-02,108,2.74,110,1.95,weekly
CVX,157.03,0.98,+64.47%,1.52,158.48,57.7%,2023-06-02,157.5,2.25,160,1.27,weekly
UBER,37.9,0.39,+63.93%,0.61,38.39,57.2%,2023-06-02,38,0.87,39,0.48,weekly
MRVL,45.57,0.38,+61.29%,0.62,46.38,56.9%,2023-05-26,46,1.45,47,1.07,weekly
INTC,28.89,0.19,+61.29%,0.31,29.19,56.3%,2023-06-02,29,0.6,29.5,0.41,weekly
DAL,34.75,0.38,+61.29%,0.62,35.38,60.8%,2023-06-02,35,0.78,36,0.4,weekly
SQ,61.4,0.38,+61.29%,0.62,62.38,56.8%,2023-06-02,62,1.65,63,1.27,weekly
AMZN,116.48,1.13,+60.43%,1.87,118.13,60.9%,2023-06-02,117,2.21,120,1.08,weekly
AMD,107.3,1.12,+59.57%,1.88,109.12,58.8%,2023-06-02,108,2.74,111,1.62,weekly
AMZN,116.48,0.37,+58.73%,0.63,117.37,60.9%,2023-05-26,117,1.07,118,0.7,weekly
APPS,14.44,0.37,+58.73%,0.63,14.87,55.9%,2023-05-26,14.5,1.1,15.5,0.73,weekly
DKNG,23.88,0.18,+56.25%,0.32,24.18,55.5%,2023-06-02,24,0.78,24.5,0.6,weekly
NFLX,362.61,1.8,+56.25%,3.2,366.8,58.4%,2023-06-02,365,7.15,370,5.35,weekly
AMZN,116.48,0.36,+56.25%,0.64,118.36,62.3%,2023-06-02,118,1.76,119,1.4,weekly
M,15.11,0.18,+56.25%,0.32,15.68,58.1%,2023-06-02,15.5,0.85,16,0.67,weekly
AMD,107.3,0.36,+56.25%,0.64,109.36,60.0%,2023-06-02,109,2.31,110,1.95,weekly
UBER,37.9,0.18,+56.25%,0.32,38.18,56.5%,2023-05-26,38,0.45,38.5,0.27,weekly
PFE,38.9,0.18,+56.25%,0.32,39.18,57.1%,2023-06-02,39,0.6,39.5,0.42,weekly
META,247.57,0.9,+56.25%,1.6,250.9,59.2%,2023-06-02,250,4.15,252.5,3.25,weekly
AMD,107.3,0.36,+56.25%,0.64,108.36,58.4%,2023-05-26,108,1.48,109,1.12,weekly
XOM,107.35,0.71,+55.04%,1.29,108.71,60.6%,2023-06-02,108,1.52,110,0.81,weekly
AMD,107.3,1.4,+53.85%,2.6,109.4,60.2%,2023-06-02,108,2.74,112,1.34,weekly
DDOG,93.26,0.35,+53.85%,0.65,94.35,58.3%,2023-05-26,94,1.51,95,1.16,weekly
TWLO,61.97,0.35,+53.85%,0.65,62.35,56.5%,2023-05-26,62,1.32,63,0.97,weekly
C,44.58,0.35,+53.85%,0.65,45.35,63.0%,2023-06-02,45,0.72,46,0.37,weekly
SQ,61.4,0.7,+53.85%,1.3,62.7,59.4%,2023-06-02,62,1.65,64,0.95,weekly
DKNG,23.88,0.35,+53.85%,0.65,24.35,58.6%,2023-06-02,24,0.78,25,0.43,weekly
META,247.57,1.74,+53.37%,3.26,251.74,61.7%,2023-06-02,250,4.15,255,2.41,weekly
AMD,107.3,0.69,+52.67%,1.31,109.69,61.6%,2023-06-02,109,2.31,111,1.62,weekly
MRVL,45.57,0.69,+52.67%,1.31,46.69,59.8%,2023-05-26,46,1.45,48,0.76,weekly
AMZN,116.48,1.38,+52.67%,2.62,118.38,62.5%,2023-06-02,117,2.21,121,0.83,weekly
TSLA,182.3,0.85,+51.52%,1.65,185.85,59.3%,2023-06-02,185,4.25,187.5,3.4,weekly
AMZN,116.48,0.68,+51.52%,1.32,118.68,64.3%,2023-06-02,118,1.76,120,1.08,weekly
M,15.11,0.34,+51.52%,0.66,15.84,60.4%,2023-06-02,15.5,0.85,16.5,0.51,weekly
GM,32.16,0.17,+51.52%,0.33,32.67,60.2%,2023-06-02,32.5,0.52,33,0.35,weekly
DAL,34.75,0.51,+51.52%,0.99,35.51,63.0%,2023-06-02,35,0.78,36.5,0.27,weekly
VZ,35.98,0.17,+51.52%,0.33,36.17,61.4%,2023-05-26,36,0.25,36.5,0.08,weekly
PANW,203.65,1.7,+51.52%,3.3,206.7,59.3%,2023-06-02,205,3.9,210,2.2,weekly
INTC,28.89,0.34,+51.52%,0.66,29.34,59.7%,2023-06-02,29,0.6,30,0.26,weekly
NFLX,362.61,0.85,+51.52%,1.65,365.85,56.7%,2023-06-02,365,7.15,367.5,6.3,weekly
CRM,208.98,0.85,+51.52%,1.65,213.35,59.3%,2023-06-02,212.5,6.05,215,5.2,weekly
PLUG,8.45,0.17,+51.52%,0.33,8.67,58.0%,2023-06-02,8.5,0.41,9,0.24,weekly
SNOW,176.66,4.2,+50.60%,8.3,181.7,60.4%,2023-05-26,177.5,7.3,190,3.1,weekly
HD,290.98,0.84,+50.60%,1.66,293.34,63.4%,2023-05-26,292.5,1.83,295,0.99,weekly
PYPL,61.68,0.67,+50.38%,1.33,62.67,60.6%,2023-06-02,62,1.19,64,0.52,weekly
WFC,40.97,0.33,+49.25%,0.67,41.33,63.3%,2023-05-26,41,0.47,42,0.14,weekly
PFE,38.9,0.33,+49.25%,0.67,39.33,60.5%,2023-06-02,39,0.6,40,0.27,weekly
MRNA,131.27,0.33,+49.25%,0.67,132.33,55.7%,2023-05-26,132,1.91,133,1.58,weekly
SNOW,176.66,1.65,+49.25%,3.35,181.65,60.3%,2023-05-26,180,6.2,185,4.55,weekly
NFLX,362.61,3.3,+49.25%,6.7,368.3,61.1%,2023-06-02,365,7.15,375,3.85,weekly
NVDA,300.77,6.55,+48.70%,13.45,309.05,59.5%,2023-06-02,302.5,11.55,322.5,5,weekly
AMD,107.3,1.63,+48.37%,3.37,109.63,61.3%,2023-06-02,108,2.74,113,1.11,weekly
AI,27.81,0.65,+48.15%,1.35,28.65,54.7%,2023-06-02,28,2.25,30,1.6,weekly
AMD,107.3,0.65,+48.15%,1.35,108.65,60.8%,2023-05-26,108,1.48,110,0.83,weekly
AMD,107.3,0.97,+47.78%,2.03,109.97,62.9%,2023-06-02,109,2.31,112,1.34,weekly
CVX,157.03,1.61,+47.49%,3.39,159.11,61.4%,2023-06-02,157.5,2.25,162.5,0.64,weekly
JNJ,156.64,0.8,+47.06%,1.7,158.3,65.4%,2023-06-02,157.5,1.26,160,0.46,weekly
RBLX,40.24,0.16,+47.06%,0.34,40.66,59.5%,2023-05-26,40.5,0.55,41,0.39,weekly
AMZN,116.48,0.64,+47.06%,1.36,117.64,64.1%,2023-05-26,117,1.07,119,0.43,weekly
OXY,59.32,0.32,+47.06%,0.68,60.32,63.2%,2023-06-02,60,0.78,61,0.46,weekly
SQ,61.4,0.95,+46.34%,2.05,62.95,61.4%,2023-06-02,62,1.65,65,0.7,weekly
META,247.57,2.37,+46.20%,5.13,252.37,63.6%,2023-06-02,250,4.15,257.5,1.78,weekly
AMZN,116.48,1.58,+46.20%,3.42,118.58,63.7%,2023-06-02,117,2.21,122,0.63,weekly
UBER,37.9,0.63,+45.99%,1.37,38.63,61.2%,2023-06-02,38,0.87,40,0.24,weekly
