Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
SGEN,195.01,0.4,+4.17%,9.6,210.4,0.975,2023-06-16,210.0,0.65,220.0,0.25,0.1499999999999998,0.37499999999999944
AAPL,179.93,1.13,+82.48%,1.37,181.13,0.583,2023-06-16,180.0,2.41,182.5,1.28,0.0874999999999998,0.07743362831858389
ATVI,80.06,0.06,+2.46%,2.44,87.56,0.999,2023-06-16,87.5,0.16,90.0,0.1,0.0575000000000002,0.9583333333333333
AVGO,803.52,0.05,+0.10%,49.95,850.05,1.0,2023-06-09,850.0,0.15,900.0,0.1,0.05,1.0
ATVI,80.06,0.13,+2.67%,4.87,85.13,0.982,2023-06-16,85.0,0.23,90.0,0.1,0.0399999999999999,0.30769230769230704
TMUS,129.81,0.85,+73.91%,1.15,130.85,0.59,2023-06-16,130.0,1.9,132.0,1.05,0.0299999999999999,0.03529411764705877
NFLX,405.95,0.05,+1.01%,4.95,430.05,0.994,2023-06-09,430.0,0.13,435.0,0.08,0.0200000000000005,0.39999999999999947
TSLA,233.46,0.05,+1.01%,4.95,252.55,0.994,2023-06-09,252.5,0.11,257.5,0.06,0.0200000000000005,0.39999999999999947
TMUS,129.81,0.46,+85.19%,0.54,130.46,0.5589999999999999,2023-06-16,130.0,1.9,131.0,1.44,0.0189999999999999,0.04130434782608685
TSLA,233.46,0.03,+1.21%,2.47,252.53,0.994,2023-06-09,252.5,0.11,255.0,0.08,0.0150000000000002,0.4999999999999995
NVDA,387.23,0.04,+0.81%,4.96,410.04,0.995,2023-06-09,410.0,0.11,415.0,0.07,0.0149999999999999,0.37499999999999944
TSLA,233.46,0.08,+1.63%,4.92,250.08,0.987,2023-06-09,250.0,0.16,255.0,0.08,0.0149999999999999,0.1874999999999993
PANW,222.49,0.03,+1.21%,2.47,232.53,0.991,2023-06-09,232.5,0.09,235.0,0.06,0.0074999999999999,0.24999999999999925
TSLA,233.46,0.04,+1.63%,2.46,250.04,0.987,2023-06-09,250.0,0.16,252.5,0.12,0.0074999999999999,0.1874999999999993
TSLA,233.46,0.01,+0.40%,2.49,255.01,0.998,2023-06-09,255.0,0.07,257.5,0.06,0.0049999999999999,0.49999999999999956
MSFT,325.61,0.02,+0.40%,4.98,355.02,0.997,2023-06-16,355.0,0.11,360.0,0.09,0.0049999999999999,0.24999999999999925
TSLA,233.46,0.1,+1.35%,7.4,250.1,0.987,2023-06-09,250.0,0.16,257.5,0.06,0.0024999999999999,0.02499999999999923
JPM,140.69,0.42,+72.41%,0.58,141.42,0.581,2023-06-16,141.0,1.27,142.0,0.85,0.0009999999999999,0.002380952380952309
NVDA,387.23,0.05,+0.50%,9.95,410.05,0.995,2023-06-09,410.0,0.11,420.0,0.06,-3.4694469519536136e-17,-6.904199434387691e-16
TSLA,233.46,0.07,+2.88%,2.43,247.57,0.972,2023-06-09,247.5,0.24,250.0,0.17,-5.551115123125783e-17,-8.430756093247282e-16
NFLX,405.95,0.11,+2.25%,4.89,425.11,0.978,2023-06-09,425.0,0.26,430.0,0.15,-9.714451465470121e-17,-9.253961233665366e-16
VZ,35.28,0.18,+56.25%,0.32,35.68,0.637,2023-06-16,35.5,0.36,36.0,0.18,-0.0015,-0.008333333333333255
PFE,39.04,0.21,+72.41%,0.29,39.21,0.5720000000000001,2023-06-16,39.0,0.5,39.5,0.29,-0.0039999999999999,-0.019047619047618855
AMZN,123.97,0.02,+2.04%,0.98,136.02,0.975,2023-06-16,136.0,0.13,137.0,0.11,-0.005,-0.25000000000000094
AMD,121.19,0.02,+2.04%,0.98,127.02,0.975,2023-06-09,127.0,0.09,128.0,0.07,-0.005,-0.25000000000000094
SNOW,174.27,0.04,+1.63%,2.46,185.04,0.982,2023-06-09,185.0,0.12,187.5,0.08,-0.005,-0.1250000000000009
DIS,92.44,0.01,+1.01%,0.99,100.01,0.984,2023-06-16,100.0,0.09,101.0,0.08,-0.0059999999999999,-0.6000000000000012
U,36.24,0.03,+3.09%,0.97,39.03,0.964,2023-06-09,39.0,0.09,40.0,0.06,-0.0059999999999999,-0.20000000000000107
ENPH,181.23,0.03,+1.21%,2.47,192.53,0.985,2023-06-09,192.5,0.09,195.0,0.06,-0.0075,-0.2500000000000013
NFLX,405.95,0.05,+2.04%,2.45,425.05,0.977,2023-06-09,425.0,0.26,427.5,0.21,-0.0075,-0.15000000000000113
GOOG,122.57,0.01,+1.01%,0.99,134.01,0.981,2023-06-16,134.0,0.11,135.0,0.1,-0.009,-0.9000000000000016
BABA,86.43,0.02,+2.04%,0.98,90.02,0.971,2023-06-09,90.0,0.08,91.0,0.06,-0.009,-0.4500000000000011
AMZN,123.97,0.04,+4.17%,0.96,134.04,0.951,2023-06-16,134.0,0.21,135.0,0.17,-0.009,-0.225000000000001
TSLA,233.46,0.13,+5.49%,2.37,245.13,0.944,2023-06-09,245.0,0.38,247.5,0.25,-0.0099999999999998,-0.07692307692307788
TSM,100.26,0.02,+2.04%,0.98,104.02,0.97,2023-06-09,104.0,0.1,105.0,0.08,-0.01,-0.5000000000000012
AMZN,123.97,0.04,+2.04%,1.96,136.04,0.975,2023-06-16,136.0,0.13,138.0,0.09,-0.01,-0.25000000000000094
GOOG,122.57,0.03,+3.09%,0.97,132.03,0.958,2023-06-16,132.0,0.17,133.0,0.14,-0.012,-0.40000000000000113
MS,86.83,0.21,+72.41%,0.29,87.21,0.555,2023-06-16,87.0,1.07,87.5,0.86,-0.0124999999999999,-0.05952380952380941
GOOGL,122.05,0.02,+2.04%,0.98,132.02,0.966,2023-06-16,132.0,0.15,133.0,0.13,-0.014,-0.7000000000000014
UBER,40.31,0.19,+61.29%,0.31,40.69,0.591,2023-06-16,40.5,0.74,41.0,0.55,-0.0145,-0.07631578947368427
MSFT,325.61,0.04,+0.81%,4.96,350.04,0.989,2023-06-16,350.0,0.16,355.0,0.12,-0.0149999999999994,-0.37500000000000117
X,22.57,0.16,+47.06%,0.34,23.16,0.649,2023-06-16,23.0,0.5,23.5,0.34,-0.0155,-0.09687499999999989
