Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
AVGO,883.43,0.4,+0.67%,59.6,940.4,0.999,2023-06-16,940.0,0.5,1000.0,0.1,0.3400000000000066,0.8499999999999999
AVGO,883.43,0.25,+0.50%,49.75,950.25,1.0,2023-06-16,950.0,0.35,1000.0,0.1,0.25,1.0
AVGO,883.43,0.45,+2.30%,19.55,920.45,0.982,2023-06-16,920.0,1.0,940.0,0.55,0.0899999999999996,0.19999999999999934
NVDA,426.53,0.05,+0.10%,49.95,465.05,1.0,2023-06-16,465.0,0.11,515.0,0.06,0.05,1.0
NVDA,426.53,0.08,+0.54%,14.92,460.08,0.998,2023-06-16,460.0,0.15,475.0,0.07,0.0499999999999999,0.6249999999999996
NVDA,426.53,0.04,+0.40%,9.96,465.04,1.0,2023-06-16,465.0,0.11,475.0,0.07,0.04,1.0
NVDA,426.53,0.04,+0.10%,39.96,465.04,1.0,2023-06-16,465.0,0.11,505.0,0.07,0.04,1.0
NVDA,426.53,0.15,+0.76%,19.85,455.15,0.994,2023-06-16,455.0,0.22,475.0,0.07,0.030000000000002,0.1999999999999992
NVDA,426.53,0.12,+0.81%,14.88,455.12,0.994,2023-06-16,455.0,0.22,470.0,0.1,0.0300000000000015,0.24999999999999936
MRNA,129.98,0.04,+0.81%,4.96,140.04,0.998,2023-06-16,140.0,0.1,145.0,0.06,0.0299999999999999,0.7499999999999998
NVDA,426.53,0.05,+0.50%,9.95,460.05,0.998,2023-06-16,460.0,0.15,470.0,0.1,0.0299999999999999,0.5999999999999996
NFLX,445.27,0.05,+0.50%,9.95,475.05,0.997,2023-06-16,475.0,0.11,485.0,0.06,0.0199999999999999,0.39999999999999963
BABA,92.2,0.05,+2.56%,1.95,98.05,0.984,2023-06-16,98.0,0.12,100.0,0.07,0.0180000000000001,0.35999999999999954
TSLA,255.9,0.11,+0.83%,13.22,280.11,0.993,2023-06-16,280.0,0.19,293.33,0.08,0.0166899999999999,0.15172727272727188
NFLX,445.27,0.03,+0.60%,4.97,475.03,0.997,2023-06-16,475.0,0.11,480.0,0.08,0.0149999999999999,0.49999999999999967
TSLA,255.9,0.06,+0.91%,6.61,280.06,0.993,2023-06-16,280.0,0.19,286.67,0.13,0.0133099999999999,0.22183333333333258
NVDA,426.53,0.04,+0.81%,4.96,455.04,0.994,2023-06-16,455.0,0.22,460.0,0.18,0.0100000000000005,0.24999999999999936
NVDA,426.53,0.01,+0.20%,4.99,465.01,1.0,2023-06-16,465.0,0.11,470.0,0.1,0.01,1.0
META,281.83,0.06,+1.21%,4.94,295.06,0.99,2023-06-16,295.0,0.12,300.0,0.06,0.0099999999999999,0.16666666666666582
TSLA,255.9,0.08,+0.81%,9.92,280.08,0.993,2023-06-16,280.0,0.19,290.0,0.11,0.0099999999999999,0.12499999999999925
