Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
NVDA,275.0,3.08,+44.51%,6.92,285.58,0.721,2023-05-12,282.5,5.3,292.5,2.22,weekly,0.2899999999999996,0.09415584415584402
NVDA,275.0,2.13,+39.66%,5.37,287.13,0.748,2023-05-12,285.0,4.35,292.5,2.22,weekly,0.24,0.11267605633802806
BA,204.05,1.8,+56.25%,3.2,206.8,0.687,2023-05-05,205.0,2.42,210.0,0.62,weekly,0.2350000000000003,0.13055555555555573
CAT,216.26,1.74,+53.37%,3.26,219.24,0.6890000000000001,2023-05-05,217.5,2.47,222.5,0.73,weekly,0.1850000000000002,0.10632183908045999
NVDA,275.0,3.56,+39.82%,8.94,286.06,0.7290000000000001,2023-05-12,282.5,5.3,295.0,1.74,weekly,0.1725000000000012,0.048455056179775594
NVDA,275.0,2.61,+35.32%,7.39,287.61,0.7559999999999999,2023-05-12,285.0,4.35,295.0,1.74,weekly,0.1699999999999988,0.06513409961685773
NVDA,275.0,1.28,+34.41%,3.72,288.78,0.7759999999999999,2023-05-12,287.5,3.5,292.5,2.22,weekly,0.1599999999999996,0.12499999999999957
NVDA,275.0,0.92,+22.55%,4.08,285.92,0.8440000000000001,2023-05-05,285.0,1.63,290.0,0.71,weekly,0.1400000000000003,0.15217391304347871
NVDA,275.0,1.76,+30.66%,5.74,289.26,0.7829999999999999,2023-05-12,287.5,3.5,295.0,1.74,weekly,0.1324999999999994,0.07528409090909048
NVDA,275.0,0.54,+27.55%,1.96,285.54,0.836,2023-05-05,285.0,1.63,287.5,1.09,weekly,0.1299999999999999,0.24074074074074067
CAT,216.26,0.99,+65.56%,1.51,218.49,0.644,2023-05-05,217.5,2.47,220.0,1.48,weekly,0.1,0.1010101010101011
NVDA,275.0,1.04,+26.26%,3.96,291.04,0.81,2023-05-12,290.0,2.78,295.0,1.74,weekly,0.0900000000000003,0.08653846153846187
BA,204.05,0.66,+35.87%,1.84,208.16,0.7659999999999999,2023-05-05,207.5,1.28,210.0,0.62,weekly,0.0749999999999997,0.11363636363636322
MSFT,304.86,3.02,+67.41%,4.48,308.02,0.607,2023-05-12,305.0,4.65,312.5,1.63,weekly,0.0724999999999997,0.02400662251655619
NVDA,275.0,1.97,+24.53%,8.03,284.47,0.81,2023-05-05,282.5,2.42,292.5,0.45,weekly,0.0700000000000007,0.03553299492385812
NVDA,275.0,0.56,+28.87%,1.94,290.56,0.8029999999999999,2023-05-12,290.0,2.78,292.5,2.22,weekly,0.0674999999999999,0.12053571428571404
NVDA,275.0,0.36,+16.82%,2.14,287.86,0.882,2023-05-05,287.5,1.07,290.0,0.71,weekly,0.0649999999999999,0.18055555555555558
NVDA,275.0,0.62,+14.16%,4.38,288.12,0.887,2023-05-05,287.5,1.07,292.5,0.45,weekly,0.055,0.08870967741935494
NVDA,275.0,1.18,+18.67%,6.32,286.18,0.85,2023-05-05,285.0,1.63,292.5,0.45,weekly,0.0549999999999997,0.046610169491525084
NVDA,275.0,1.43,+23.56%,6.07,291.43,0.816,2023-05-12,290.0,2.78,297.5,1.35,weekly,0.0499999999999996,0.03496503496503461
MSFT,304.86,0.99,+65.56%,1.51,308.49,0.622,2023-05-12,307.5,3.4,310.0,2.41,weekly,0.045,0.04545454545454543
NVDA,275.0,0.84,+20.19%,4.16,293.34,0.841,2023-05-12,292.5,2.19,297.5,1.35,weekly,0.0449999999999998,0.05357142857142825
NVDA,275.0,2.15,+27.39%,7.85,289.65,0.789,2023-05-12,287.5,3.5,297.5,1.35,weekly,0.0400000000000004,0.018604651162790795
CAT,216.26,0.63,+33.69%,1.87,220.63,0.764,2023-05-05,220.0,1.36,222.5,0.73,weekly,0.04,0.06349206349206342
NVDA,275.0,0.45,+21.95%,2.05,292.95,0.836,2023-05-12,292.5,2.19,295.0,1.74,weekly,0.0399999999999999,0.08888888888888884
NVDA,275.0,0.24,+10.62%,2.26,290.24,0.919,2023-05-05,290.0,0.69,292.5,0.45,weekly,0.0375000000000001,0.1562500000000005
NVDA,275.0,3.0,+31.58%,9.5,288.0,0.763,2023-05-12,285.0,4.35,297.5,1.35,weekly,0.0375,0.012500000000000039
NVDA,275.0,0.36,+16.82%,2.14,295.36,0.866,2023-05-12,295.0,1.71,297.5,1.35,weekly,0.0249999999999999,0.0694444444444443
AAPL,170.43,0.96,+62.34%,1.54,173.46,0.623,2023-05-12,172.5,2.7,175.0,1.74,weekly,0.0174999999999999,0.01822916666666665
GOOGL,105.84,0.43,+75.44%,0.57,106.43,0.583,2023-05-05,106.0,1.04,107.0,0.61,weekly,0.0129999999999999,0.03023255813953483
BABA,80.94,0.03,+1.52%,1.97,89.03,0.99,2023-05-05,89.0,0.09,91.0,0.06,weekly,0.0099999999999999,0.33333333333333265
NVDA,275.0,0.14,+5.93%,2.36,292.64,0.947,2023-05-05,292.5,0.44,295.0,0.3,weekly,0.0075000000000002,0.05357142857142783
AAPL,170.43,0.9,+56.25%,1.6,173.4,0.643,2023-05-05,172.5,2.13,175.0,1.23,weekly,0.0074999999999999,0.008333333333333352
NVDA,275.0,0.28,+12.61%,2.22,297.78,0.8909999999999999,2023-05-12,297.5,1.33,300.0,1.05,weekly,0.0074999999999997,0.026785714285713354
GOOGL,105.84,0.39,+63.93%,0.61,107.39,0.616,2023-05-12,107.0,1.56,108.0,1.17,weekly,0.006,0.015384615384615366
NVDA,275.0,0.66,+15.21%,4.34,295.66,0.8690000000000001,2023-05-12,295.0,1.71,300.0,1.05,weekly,0.0050000000000005,0.0075757575757584555
MSFT,304.86,1.77,+54.80%,3.23,309.27,0.647,2023-05-12,307.5,3.4,312.5,1.63,weekly,0.0050000000000001,0.0028248587570621794
NVDA,275.0,0.09,+3.73%,2.41,295.09,0.966,2023-05-05,295.0,0.29,297.5,0.2,weekly,0.0049999999999999,0.055555555555554616
BABA,80.94,0.06,+2.04%,2.94,88.06,0.981,2023-05-05,88.0,0.12,91.0,0.06,weekly,0.0029999999999999,0.04999999999999907
HD,298.03,0.86,+52.44%,1.64,300.86,0.657,2023-05-05,300.0,2.05,302.5,1.19,weekly,0.0025,0.002906976744186155
NVDA,275.0,0.02,+0.81%,2.48,302.52,0.993,2023-05-05,302.5,0.09,305.0,0.07,weekly,0.0024999999999999,0.12499999999999925
GOOGL,105.84,0.72,+56.25%,1.28,107.72,0.64,2023-05-12,107.0,1.56,109.0,0.84,weekly,0.0,0.0
GOOG,106.48,0.36,+56.25%,0.64,108.36,0.64,2023-05-12,108.0,1.42,109.0,1.06,weekly,0.0,0.0
BABA,80.94,0.01,+1.01%,0.99,89.01,0.99,2023-05-05,89.0,0.09,90.0,0.08,weekly,-8.673617379884035e-18,-8.586881206085194e-16
BABA,80.94,0.02,+2.04%,0.98,88.02,0.98,2023-05-05,88.0,0.12,89.0,0.1,weekly,-1.7347234759768068e-17,-8.500145032286354e-16
NVDA,275.0,0.03,+1.21%,2.47,300.03,0.988,2023-05-05,300.0,0.13,302.5,0.1,weekly,-2.775557561562892e-17,-9.997789633212999e-16
BABA,80.94,0.04,+2.04%,1.96,88.04,0.98,2023-05-05,88.0,0.12,90.0,0.08,weekly,-3.4694469519536136e-17,-8.500145032286354e-16
NVDA,275.0,0.05,+2.04%,2.45,297.55,0.98,2023-05-05,297.5,0.19,300.0,0.14,weekly,-4.8572257327350605e-17,-1.0200174038743626e-15
NVDA,275.0,0.06,+1.21%,4.94,300.06,0.988,2023-05-05,300.0,0.13,305.0,0.07,weekly,-5.551115123125783e-17,-9.997789633212999e-16
AGNC,9.48,0.19,+61.29%,0.31,9.69,0.614,2023-05-12,9.5,0.29,10.0,0.1,weekly,-0.003,-0.015789473684210565
NVDA,275.0,0.39,+8.46%,4.61,290.39,0.921,2023-05-05,290.0,0.69,295.0,0.3,weekly,-0.0050000000000003,-0.012820512820512265
GOOG,106.48,0.37,+58.73%,0.63,107.37,0.624,2023-05-05,107.0,0.88,108.0,0.51,weekly,-0.006,-0.016216216216216158
BABA,80.94,0.03,+3.09%,0.97,87.03,0.962,2023-05-05,87.0,0.16,88.0,0.13,weekly,-0.0079999999999999,-0.2666666666666677
GOOGL,105.84,0.31,+44.93%,0.69,108.31,0.6809999999999999,2023-05-12,108.0,1.15,109.0,0.84,weekly,-0.009,-0.029032258064516207
NVDA,275.0,0.09,+1.83%,4.91,297.59,0.98,2023-05-05,297.5,0.19,302.5,0.1,weekly,-0.01,-0.11111111111111212
NVDA,275.0,3.95,+35.75%,11.05,286.45,0.736,2023-05-12,282.5,5.3,297.5,1.35,weekly,-0.0100000000000002,-0.002531645569620244
CLF,15.48,0.2,+66.67%,0.3,15.7,0.5720000000000001,2023-05-12,15.5,0.49,16.0,0.29,weekly,-0.0139999999999999,-0.06999999999999977
BABA,80.94,0.06,+3.09%,1.94,87.06,0.963,2023-05-05,87.0,0.16,89.0,0.1,weekly,-0.014,-0.2333333333333344
NVDA,275.0,0.15,+3.09%,4.85,295.15,0.967,2023-05-05,295.0,0.29,300.0,0.14,weekly,-0.0149999999999995,-0.10000000000000099
CLF,15.48,0.18,+56.25%,0.32,15.68,0.61,2023-05-05,15.5,0.29,16.0,0.11,weekly,-0.015,-0.08333333333333333
BABA,80.94,0.05,+5.26%,0.95,86.05,0.933,2023-05-05,86.0,0.23,87.0,0.18,weekly,-0.017,-0.3399999999999989
MSFT,304.86,0.75,+42.86%,1.75,310.75,0.693,2023-05-12,310.0,2.38,312.5,1.63,weekly,-0.0175000000000001,-0.023333333333333484
UBER,36.79,0.18,+56.25%,0.32,37.18,0.604,2023-05-05,37.0,0.48,37.5,0.3,weekly,-0.018,-0.10000000000000003
CLF,15.48,0.13,+35.14%,0.37,16.13,0.703,2023-05-12,16.0,0.28,16.5,0.15,weekly,-0.0185,-0.1423076923076924
NVDA,275.0,0.24,+5.04%,4.76,292.74,0.948,2023-05-05,292.5,0.44,297.5,0.2,weekly,-0.0200000000000002,-0.08333333333333427
AMD,82.1,0.07,+7.53%,0.93,90.07,0.908,2023-05-12,90.0,0.3,91.0,0.23,weekly,-0.022,-0.31428571428571384
NVDA,275.0,1.14,+17.92%,6.36,293.64,0.845,2023-05-12,292.5,2.19,300.0,1.05,weekly,-0.0225000000000002,-0.019736842105263386
UBER,36.79,0.12,+31.58%,0.38,37.62,0.711,2023-05-05,37.5,0.28,38.0,0.16,weekly,-0.0245,-0.20416666666666689
C,46.24,0.11,+28.21%,0.39,47.11,0.73,2023-05-05,47.0,0.25,47.5,0.14,weekly,-0.025,-0.22727272727272735
GOOGL,105.84,0.28,+38.89%,0.72,107.28,0.6940000000000001,2023-05-05,107.0,0.6,108.0,0.32,weekly,-0.0259999999999999,-0.09285714285714251
DIS,101.41,0.34,+51.52%,0.66,102.34,0.633,2023-05-05,102.0,0.81,103.0,0.47,weekly,-0.0269999999999999,-0.07941176470588233
NVDA,275.0,0.4,+8.70%,4.6,300.4,0.914,2023-05-12,300.0,1.03,305.0,0.63,weekly,-0.0299999999999997,-0.0749999999999994
BABA,80.94,0.1,+5.26%,1.9,86.1,0.935,2023-05-05,86.0,0.23,88.0,0.13,weekly,-0.0299999999999998,-0.2999999999999988
JPM,138.15,0.05,+5.26%,0.95,143.05,0.92,2023-05-05,143.0,0.14,144.0,0.09,weekly,-0.0299999999999999,-0.5999999999999991
CVS,70.45,0.07,+7.53%,0.93,73.07,0.9,2023-05-05,73.0,0.14,74.0,0.07,weekly,-0.0299999999999999,-0.42857142857142816
