Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
BIDU,118.68,0.06,+2.04%,2.94,125.06,0.965,2023-05-26,125.0,0.12,128.0,0.06,-0.045,-0.7500000000000018
XOM,106.01,0.26,+35.14%,0.74,108.26,0.6940000000000001,2023-06-02,108.0,0.84,109.0,0.58,-0.0459999999999999,-0.1769230769230766
ROKU,55.01,0.02,+2.04%,0.98,59.02,0.934,2023-05-26,59.0,0.08,60.0,0.06,-0.0459999999999999,-2.299999999999997
PFE,37.99,0.07,+16.28%,0.43,39.07,0.768,2023-06-02,39.0,0.22,39.5,0.15,-0.0459999999999999,-0.657142857142857
OXY,58.75,0.37,+58.73%,0.63,59.37,0.584,2023-06-02,59.0,0.85,60.0,0.48,-0.046,-0.12432432432432435
UAL,47.53,0.02,+4.17%,0.48,49.02,0.867,2023-05-26,49.0,0.09,49.5,0.07,-0.0465,-2.3249999999999997
PINS,23.69,0.15,+42.86%,0.35,24.15,0.607,2023-06-02,24.0,0.43,24.5,0.28,-0.0465,-0.30999999999999994
ENPH,162.88,0.03,+1.21%,2.47,172.53,0.969,2023-05-26,172.5,0.11,175.0,0.08,-0.0474999999999998,-1.583333333333336
PFE,37.99,0.12,+31.58%,0.38,38.62,0.665,2023-06-02,38.5,0.35,39.0,0.23,-0.0475,-0.39583333333333326
GOOGL,123.32,0.01,+1.01%,0.99,127.01,0.942,2023-05-26,127.0,0.07,128.0,0.06,-0.0479999999999999,-4.800000000000004
AMZN,114.88,0.22,+28.21%,0.78,118.22,0.732,2023-06-02,118.0,0.95,119.0,0.73,-0.048,-0.21818181818181828
GM,32.43,0.08,+19.05%,0.42,33.58,0.743,2023-06-02,33.5,0.2,34.0,0.12,-0.0484999999999999,-0.60625
RIOT,11.06,0.07,+16.28%,0.43,11.57,0.762,2023-05-26,11.5,0.13,12.0,0.06,-0.0489999999999999,-0.6999999999999998
PYPL,59.62,0.04,+4.17%,0.96,64.04,0.911,2023-06-02,64.0,0.17,65.0,0.13,-0.049,-1.224999999999999
DIS,88.22,0.05,+5.26%,0.95,93.05,0.901,2023-06-02,93.0,0.19,94.0,0.14,-0.049,-0.9799999999999993
WMT,146.47,0.19,+23.46%,0.81,149.19,0.7609999999999999,2023-06-02,149.0,0.52,150.0,0.33,-0.0490000000000001,-0.2578947368421058
CHPT,8.28,0.15,+42.86%,0.35,8.65,0.601,2023-06-02,8.5,0.4,9.0,0.25,-0.0495,-0.33000000000000007
AMZN,114.88,0.09,+4.71%,1.91,123.09,0.93,2023-06-02,123.0,0.22,125.0,0.13,-0.0499999999999999,-0.5555555555555544
GOOGL,123.32,0.39,+63.93%,0.61,124.39,0.56,2023-06-02,124.0,1.8,125.0,1.41,-0.0499999999999999,-0.128205128205128
PYPL,59.62,0.05,+2.56%,1.95,65.05,0.95,2023-06-02,65.0,0.12,67.0,0.07,-0.05,-1.0000000000000016
GOOGL,123.32,0.05,+1.01%,4.95,135.05,0.98,2023-06-02,135.0,0.12,140.0,0.07,-0.05,-1.0000000000000016
BABA,79.01,0.06,+3.09%,1.94,83.06,0.945,2023-05-26,83.0,0.12,85.0,0.06,-0.05,-0.8333333333333349
MSFT,325.85,0.06,+2.46%,2.44,335.06,0.956,2023-05-26,335.0,0.18,337.5,0.12,-0.0500000000000001,-0.8333333333333349
UBER,38.05,0.1,+25.00%,0.4,39.1,0.6990000000000001,2023-06-02,39.0,0.37,39.5,0.27,-0.0504999999999999,-0.5049999999999997
JPM,135.86,0.04,+4.17%,0.96,142.04,0.909,2023-06-02,142.0,0.16,143.0,0.12,-0.0509999999999999,-1.274999999999999
GOOG,124.03,0.37,+58.73%,0.63,125.37,0.579,2023-06-02,125.0,1.69,126.0,1.32,-0.051,-0.1378378378378379
AFRM,13.68,0.07,+16.28%,0.43,15.07,0.757,2023-06-02,15.0,0.29,15.5,0.22,-0.0515,-0.7357142857142855
UPST,24.07,0.06,+6.38%,0.94,26.56,0.888,2023-05-26,26.5,0.15,27.5,0.09,-0.0519999999999999,-0.8666666666666666
RIVN,14.54,0.08,+19.05%,0.42,15.58,0.736,2023-06-02,15.5,0.26,16.0,0.18,-0.052,-0.6499999999999999
GME,23.37,0.05,+11.11%,0.45,24.05,0.7959999999999999,2023-05-26,24.0,0.14,24.5,0.09,-0.052,-1.0400000000000007
M,14.23,0.35,+53.85%,0.65,14.85,0.598,2023-06-02,14.5,0.88,15.5,0.53,-0.052,-0.14857142857142872
CHPT,8.28,0.09,+21.95%,0.41,9.09,0.7140000000000001,2023-06-02,9.0,0.24,9.5,0.15,-0.0529999999999999,-0.5888888888888884
CLF,14.3,0.06,+13.64%,0.44,15.06,0.774,2023-06-02,15.0,0.13,15.5,0.07,-0.0529999999999999,-0.8833333333333333
COIN,57.04,0.05,+5.26%,0.95,61.05,0.8959999999999999,2023-05-26,61.0,0.16,62.0,0.11,-0.054,-1.0800000000000016
GOOG,124.03,0.3,+42.86%,0.7,126.3,0.645,2023-06-02,126.0,1.3,127.0,1.0,-0.0549999999999999,-0.18333333333333318
SHOP,57.75,0.07,+7.53%,0.93,63.07,0.875,2023-06-02,63.0,0.3,64.0,0.23,-0.055,-0.7857142857142857
GOOG,124.03,0.09,+9.89%,0.91,130.09,0.855,2023-06-02,130.0,0.42,131.0,0.33,-0.055,-0.6111111111111114
PLTR,12.94,0.06,+13.64%,0.44,14.06,0.769,2023-06-02,14.0,0.25,14.5,0.19,-0.0554999999999999,-0.925
GOOGL,123.32,0.1,+11.11%,0.9,129.1,0.8440000000000001,2023-06-02,129.0,0.45,130.0,0.35,-0.0559999999999999,-0.559999999999999
KSS,20.01,0.16,+47.06%,0.34,20.16,0.5660000000000001,2023-05-26,20.0,0.43,20.5,0.27,-0.0569999999999999,-0.3562499999999998
GOOG,124.03,0.13,+14.94%,0.87,129.13,0.812,2023-06-02,129.0,0.56,130.0,0.43,-0.0579999999999999,-0.4461538461538456
GOOG,124.03,0.18,+21.95%,0.82,128.18,0.762,2023-06-02,128.0,0.75,129.0,0.57,-0.0579999999999999,-0.32222222222222213
WBD,11.14,0.1,+25.00%,0.4,11.6,0.684,2023-06-02,11.5,0.19,12.0,0.09,-0.0579999999999999,-0.5799999999999997
RBLX,39.53,0.02,+4.17%,0.48,41.02,0.841,2023-05-26,41.0,0.08,41.5,0.06,-0.0595,-2.9750000000000005
DKNG,23.82,0.11,+28.21%,0.39,24.61,0.6609999999999999,2023-06-02,24.5,0.43,25.0,0.32,-0.0595,-0.5409090909090912
AMZN,114.88,0.13,+6.95%,1.87,122.13,0.905,2023-06-02,122.0,0.3,124.0,0.17,-0.0599999999999999,-0.4615384615384612
JPM,135.86,0.24,+31.58%,0.76,138.24,0.7,2023-06-02,138.0,0.77,139.0,0.53,-0.06,-0.2500000000000003
GOOGL,123.32,0.25,+33.33%,0.75,126.25,0.69,2023-06-02,126.0,1.06,127.0,0.81,-0.06,-0.2400000000000002
PLUG,8.32,0.05,+11.11%,0.45,9.05,0.779,2023-06-02,9.0,0.14,9.5,0.09,-0.0604999999999999,-1.2099999999999997
GOOGL,123.32,0.14,+16.28%,0.86,128.14,0.799,2023-06-02,128.0,0.6,129.0,0.46,-0.0609999999999999,-0.4357142857142854
ABNB,104.23,0.02,+2.04%,0.98,108.02,0.919,2023-05-26,108.0,0.08,109.0,0.06,-0.0609999999999999,-3.0499999999999976
MU,69.25,0.18,+21.95%,0.82,72.18,0.759,2023-06-02,72.0,0.61,73.0,0.43,-0.061,-0.3388888888888888
RIOT,11.06,0.08,+19.05%,0.42,12.08,0.7170000000000001,2023-06-02,12.0,0.35,12.5,0.27,-0.0614999999999999,-0.7687499999999994
MARA,9.11,0.12,+31.58%,0.38,9.62,0.637,2023-06-02,9.5,0.42,10.0,0.3,-0.0615,-0.5125000000000001
GOOGL,123.32,0.19,+23.46%,0.81,127.19,0.748,2023-06-02,127.0,0.8,128.0,0.61,-0.062,-0.3263157894736843
TWLO,59.34,0.02,+2.04%,0.98,63.02,0.918,2023-05-26,63.0,0.1,64.0,0.08,-0.062,-3.0999999999999974
TSLA,184.73,0.05,+2.04%,2.45,195.05,0.955,2023-05-26,195.0,0.13,197.5,0.08,-0.0625000000000001,-1.2500000000000022
M,14.23,0.28,+38.89%,0.72,15.28,0.657,2023-06-02,15.0,0.68,16.0,0.4,-0.0629999999999999,-0.22499999999999973
VLO,113.38,0.38,+61.29%,0.62,113.38,0.557,2023-05-26,113.0,1.15,114.0,0.77,-0.0629999999999999,-0.16578947368421035
RIVN,14.54,0.12,+31.58%,0.38,15.12,0.633,2023-06-02,15.0,0.39,15.5,0.27,-0.0635,-0.5291666666666667
GOOGL,123.32,0.31,+44.93%,0.69,125.31,0.626,2023-06-02,125.0,1.39,126.0,1.08,-0.0639999999999999,-0.20645161290322567
PLTR,12.94,0.04,+8.70%,0.46,13.54,0.792,2023-05-26,13.5,0.1,14.0,0.06,-0.0639999999999999,-1.5999999999999996
GOOG,124.03,0.23,+29.87%,0.77,127.23,0.706,2023-06-02,127.0,0.99,128.0,0.76,-0.064,-0.27826086956521756
PLUG,8.32,0.12,+31.58%,0.38,8.62,0.631,2023-06-02,8.5,0.28,9.0,0.16,-0.0645,-0.5375
KSS,20.01,0.08,+19.05%,0.42,20.58,0.7090000000000001,2023-05-26,20.5,0.23,21.0,0.15,-0.0654999999999999,-0.8187499999999993
PLTR,12.94,0.1,+25.00%,0.4,13.6,0.669,2023-06-02,13.5,0.36,14.0,0.26,-0.0654999999999999,-0.6549999999999998
PYPL,59.62,0.08,+8.70%,0.92,63.08,0.8540000000000001,2023-06-02,63.0,0.26,64.0,0.18,-0.0659999999999999,-0.824999999999999
MU,69.25,0.1,+11.11%,0.9,71.1,0.8340000000000001,2023-05-26,71.0,0.2,72.0,0.1,-0.0659999999999999,-0.6599999999999993
COIN,57.04,0.1,+11.11%,0.9,60.1,0.8340000000000001,2023-05-26,60.0,0.27,61.0,0.17,-0.0659999999999999,-0.6599999999999993
C,44.26,0.24,+31.58%,0.76,45.24,0.6940000000000001,2023-06-02,45.0,0.43,46.0,0.19,-0.0659999999999999,-0.2749999999999998
BABA,79.01,0.14,+7.53%,1.86,86.14,0.897,2023-06-02,86.0,0.41,88.0,0.27,-0.0659999999999999,-0.47142857142857114
GOOG,124.03,0.04,+4.17%,0.96,127.04,0.894,2023-05-26,127.0,0.11,128.0,0.07,-0.0659999999999999,-1.6499999999999992
SNAP,9.85,0.13,+35.14%,0.37,10.13,0.608,2023-06-02,10.0,0.25,10.5,0.12,-0.066,-0.5076923076923077
RBLX,39.53,0.06,+13.64%,0.44,40.56,0.748,2023-05-26,40.5,0.15,41.0,0.09,-0.066,-1.1000000000000003
CVNA,11.06,0.03,+6.38%,0.47,12.03,0.8079999999999999,2023-05-26,12.0,0.09,12.5,0.06,-0.066,-2.200000000000001
XPEV,7.97,0.06,+13.64%,0.44,8.56,0.747,2023-06-02,8.5,0.15,9.0,0.09,-0.0665,-1.1083333333333336
M,14.23,0.22,+28.21%,0.78,15.72,0.713,2023-06-02,15.5,0.52,16.5,0.3,-0.067,-0.30454545454545473
DVN,48.21,0.02,+2.04%,0.98,52.02,0.913,2023-06-02,52.0,0.09,53.0,0.07,-0.067,-3.349999999999998
CCL,11.03,0.07,+16.28%,0.43,11.57,0.7240000000000001,2023-06-02,11.5,0.15,12.0,0.08,-0.0679999999999999,-0.9714285714285706
SCHW,53.95,0.27,+36.99%,0.73,55.27,0.662,2023-06-02,55.0,0.7,56.0,0.43,-0.0679999999999999,-0.2518518518518516
JPM,135.86,0.06,+6.38%,0.94,141.06,0.871,2023-06-02,141.0,0.23,142.0,0.17,-0.0689999999999999,-1.1500000000000001
BABA,79.01,0.11,+12.36%,0.89,84.11,0.821,2023-06-02,84.0,0.66,85.0,0.55,-0.069,-0.6272727272727278
JD,32.44,0.08,+8.70%,0.92,35.08,0.851,2023-06-02,35.0,0.22,36.0,0.14,-0.069,-0.8625000000000003
BAC,28.15,0.11,+28.21%,0.39,28.61,0.64,2023-06-02,28.5,0.23,29.0,0.12,-0.0699999999999999,-0.6363636363636362
BABA,79.01,0.2,+11.11%,1.8,85.2,0.865,2023-06-02,85.0,0.54,87.0,0.34,-0.07,-0.35
AMZN,114.88,0.08,+2.74%,2.92,124.08,0.95,2023-06-02,124.0,0.16,127.0,0.08,-0.0700000000000001,-0.8750000000000016
BAC,28.15,0.05,+11.11%,0.45,29.05,0.758,2023-06-02,29.0,0.11,29.5,0.06,-0.071,-1.4199999999999997
XPEV,7.97,0.14,+38.89%,0.36,8.14,0.578,2023-06-02,8.0,0.3,8.5,0.16,-0.071,-0.5071428571428571
DIS,88.22,0.05,+2.56%,1.95,94.05,0.939,2023-06-02,94.0,0.13,96.0,0.08,-0.0719999999999998,-1.440000000000002
SHOP,57.75,0.05,+5.26%,0.95,60.05,0.878,2023-05-26,60.0,0.11,61.0,0.06,-0.0719999999999999,-1.4399999999999997
AMZN,114.88,0.09,+9.89%,0.91,117.09,0.838,2023-05-26,117.0,0.21,118.0,0.12,-0.072,-0.8000000000000004
UPST,24.07,0.09,+9.89%,0.91,26.09,0.838,2023-05-26,26.0,0.21,27.0,0.12,-0.072,-0.8000000000000004
SHOP,57.75,0.1,+11.11%,0.9,62.1,0.828,2023-06-02,62.0,0.42,63.0,0.32,-0.072,-0.7200000000000003
NKE,108.04,0.12,+13.64%,0.88,112.12,0.807,2023-06-02,112.0,0.36,113.0,0.24,-0.0729999999999999,-0.6083333333333331
SNAP,9.85,0.04,+8.70%,0.46,10.54,0.774,2023-06-02,10.5,0.11,11.0,0.07,-0.073,-1.8249999999999997
PFE,37.99,0.07,+7.53%,0.93,39.57,0.857,2023-06-02,39.5,0.13,40.5,0.06,-0.073,-1.042857142857143
AFRM,13.68,0.09,+21.95%,0.41,14.09,0.6729999999999999,2023-05-26,14.0,0.18,14.5,0.09,-0.0735,-0.816666666666667
AMZN,114.88,0.2,+25.00%,0.8,116.2,0.726,2023-05-26,116.0,0.42,117.0,0.22,-0.074,-0.3700000000000001
GM,32.43,0.34,+51.52%,0.66,32.84,0.586,2023-06-02,32.5,0.55,33.5,0.21,-0.074,-0.21764705882352953
COIN,57.04,0.17,+20.48%,0.83,62.17,0.7559999999999999,2023-06-02,62.0,1.04,63.0,0.87,-0.0740000000000001,-0.43529411764705933
DKNG,23.82,0.11,+28.21%,0.39,24.11,0.631,2023-05-26,24.0,0.21,24.5,0.1,-0.0745,-0.6772727272727272
JPM,135.86,0.16,+19.05%,0.84,139.16,0.765,2023-06-02,139.0,0.51,140.0,0.35,-0.0749999999999999,-0.4687499999999997
NIO,7.55,0.06,+13.64%,0.44,8.06,0.73,2023-06-02,8.0,0.14,8.5,0.08,-0.075,-1.2500000000000002
COST,486.24,0.07,+1.42%,4.93,525.07,0.971,2023-05-26,525.0,0.97,530.0,0.9,-0.0750000000000001,-1.071428571428573
SQ,59.4,0.09,+9.89%,0.91,64.09,0.8340000000000001,2023-06-02,64.0,0.36,65.0,0.27,-0.0759999999999999,-0.8444444444444438
RIOT,11.06,0.11,+28.21%,0.39,11.61,0.626,2023-06-02,11.5,0.49,12.0,0.38,-0.077,-0.7
JPM,135.86,0.1,+11.11%,0.9,140.1,0.8220000000000001,2023-06-02,140.0,0.34,141.0,0.24,-0.0779999999999999,-0.7799999999999992
FCX,33.67,0.29,+40.85%,0.71,34.29,0.632,2023-06-02,34.0,0.58,35.0,0.29,-0.0779999999999999,-0.26896551724137924
GOOGL,123.32,0.05,+5.26%,0.95,126.05,0.872,2023-05-26,126.0,0.13,127.0,0.08,-0.078,-1.5599999999999998
COIN,57.04,0.37,+58.73%,0.63,57.37,0.551,2023-05-26,57.0,1.14,58.0,0.77,-0.0789999999999999,-0.21351351351351341
VLO,113.38,0.25,+33.33%,0.75,114.25,0.6709999999999999,2023-05-26,114.0,0.7,115.0,0.45,-0.079,-0.31600000000000034
DIS,88.22,0.14,+16.28%,0.86,91.14,0.7809999999999999,2023-06-02,91.0,0.45,92.0,0.31,-0.079,-0.5642857142857147
DVN,48.21,0.27,+36.99%,0.73,49.27,0.6509999999999999,2023-06-02,49.0,0.63,50.0,0.36,-0.079,-0.29259259259259285
SCHW,53.95,0.16,+19.05%,0.84,56.16,0.7609999999999999,2023-06-02,56.0,0.42,57.0,0.26,-0.079,-0.4937500000000005
GM,32.43,0.13,+35.14%,0.37,32.63,0.581,2023-05-26,32.5,0.21,33.0,0.08,-0.0795,-0.6115384615384617
AAPL,173.35,0.04,+1.63%,2.46,182.54,0.952,2023-06-02,182.5,0.1,185.0,0.06,-0.0799999999999998,-2.000000000000002
SQ,59.4,0.14,+16.28%,0.86,63.14,0.78,2023-06-02,63.0,0.52,64.0,0.38,-0.0799999999999999,-0.5714285714285712
XOM,106.01,0.16,+19.05%,0.84,109.16,0.76,2023-06-02,109.0,0.56,110.0,0.4,-0.0799999999999999,-0.4999999999999998
DIS,88.22,0.22,+28.21%,0.78,90.22,0.7,2023-06-02,90.0,0.69,91.0,0.47,-0.08,-0.3636363636363638
GS,323.53,0.05,+2.04%,2.45,332.55,0.948,2023-05-26,332.5,0.13,335.0,0.08,-0.0800000000000001,-1.6000000000000023
WMT,146.47,0.09,+9.89%,0.91,148.09,0.8290000000000001,2023-05-26,148.0,0.15,149.0,0.06,-0.0809999999999999,-0.8999999999999992
UBER,38.05,0.08,+8.70%,0.92,40.08,0.8390000000000001,2023-06-02,40.0,0.17,41.0,0.09,-0.0809999999999999,-1.012499999999999
GPS,7.44,0.31,+44.93%,0.69,7.81,0.609,2023-05-26,7.5,0.49,8.5,0.18,-0.0809999999999999,-0.2612903225806451
CVNA,11.06,0.09,+21.95%,0.41,12.09,0.6579999999999999,2023-06-02,12.0,0.5,12.5,0.41,-0.081,-0.9000000000000005
JPM,135.86,0.04,+2.04%,1.96,143.04,0.939,2023-06-02,143.0,0.11,145.0,0.07,-0.0819999999999998,-2.0500000000000025
DVN,48.21,0.07,+7.53%,0.93,51.07,0.848,2023-06-02,51.0,0.17,52.0,0.1,-0.082,-1.1714285714285717
WFC,41.12,0.07,+16.28%,0.43,41.57,0.695,2023-05-26,41.5,0.13,42.0,0.06,-0.0825,-1.1785714285714288
GOLD,17.13,0.06,+13.64%,0.44,17.56,0.715,2023-06-02,17.5,0.13,18.0,0.07,-0.0825,-1.3750000000000004
GME,23.37,0.05,+11.11%,0.45,24.55,0.735,2023-06-02,24.5,0.4,25.0,0.35,-0.0825,-1.65
DVN,48.21,0.04,+8.70%,0.46,49.04,0.754,2023-05-26,49.0,0.11,49.5,0.07,-0.0829999999999999,-2.075
JD,32.44,0.08,+5.63%,1.42,35.58,0.8909999999999999,2023-06-02,35.5,0.17,37.0,0.09,-0.0835000000000001,-1.0437500000000017
PLTR,12.94,0.14,+38.89%,0.36,13.14,0.552,2023-06-02,13.0,0.51,13.5,0.37,-0.0839999999999999,-0.5999999999999996
AMZN,114.88,0.17,+9.29%,1.83,121.17,0.873,2023-06-02,121.0,0.4,123.0,0.23,-0.0839999999999999,-0.4941176470588235
ROKU,55.01,0.05,+5.26%,0.95,58.05,0.866,2023-05-26,58.0,0.14,59.0,0.09,-0.0839999999999999,-1.68
META,253.85,0.03,+1.21%,2.47,262.53,0.954,2023-05-26,262.5,0.09,265.0,0.06,-0.0849999999999998,-2.8333333333333375
UPST,24.07,0.08,+5.63%,1.42,26.58,0.89,2023-05-26,26.5,0.15,28.0,0.07,-0.0849999999999999,-1.0624999999999998
CZR,41.66,0.1,+25.00%,0.4,42.1,0.63,2023-05-26,42.0,0.31,42.5,0.21,-0.0849999999999999,-0.85
AMD,119.24,0.06,+6.38%,0.94,124.06,0.855,2023-05-26,124.0,0.32,125.0,0.26,-0.085,-1.4166666666666672
SQ,59.4,0.2,+25.00%,0.8,62.2,0.715,2023-06-02,62.0,0.73,63.0,0.53,-0.085,-0.42500000000000016
INTC,27.38,0.08,+8.70%,0.92,29.08,0.835,2023-06-02,29.0,0.14,30.0,0.06,-0.085,-1.0625000000000004
SQ,59.4,0.35,+53.85%,0.65,60.35,0.565,2023-06-02,60.0,1.38,61.0,1.03,-0.085,-0.24285714285714305
XOM,106.01,0.05,+5.26%,0.95,108.05,0.8640000000000001,2023-05-26,108.0,0.11,109.0,0.06,-0.0859999999999998,-1.7199999999999975
MO,44.74,0.26,+35.14%,0.74,45.26,0.653,2023-06-02,45.0,0.33,46.0,0.07,-0.0869999999999999,-0.3346153846153845
