Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
SNAP,9.61,0.14,+38.89%,0.36,9.36,0.599,2023-05-26,9.5,0.24,9.0,0.1,-0.0605,-0.43214285714285705
FL,40.92,0.05,+11.11%,0.45,37.45,0.773,2023-05-19,37.5,0.4,37.0,0.35,-0.0634999999999999,-1.2699999999999996
WFC,39.88,0.13,+35.14%,0.37,39.37,0.612,2023-05-26,39.5,0.47,39.0,0.34,-0.0639999999999999,-0.49230769230769234
AMD,106.96,0.27,+36.99%,0.73,103.73,0.6659999999999999,2023-05-26,104.0,1.39,103.0,1.12,-0.064,-0.23703703703703724
GOOGL,122.37,0.32,+47.06%,0.68,120.68,0.615,2023-05-26,121.0,1.25,120.0,0.93,-0.065,-0.203125
UBER,38.94,0.13,+35.14%,0.37,38.37,0.609,2023-05-26,38.5,0.46,38.0,0.33,-0.0654999999999999,-0.5038461538461538
AMD,106.96,0.17,+20.48%,0.83,101.83,0.764,2023-05-26,102.0,0.87,101.0,0.7,-0.0659999999999999,-0.3882352941176468
ABNB,111.11,0.04,+4.17%,0.96,107.96,0.894,2023-05-19,108.0,0.12,107.0,0.08,-0.0659999999999999,-1.6499999999999992
DVN,47.72,0.16,+47.06%,0.34,47.34,0.546,2023-05-26,47.5,0.81,47.0,0.65,-0.0669999999999999,-0.41874999999999996
AMD,106.96,0.32,+47.06%,0.68,104.68,0.612,2023-05-26,105.0,1.73,104.0,1.41,-0.068,-0.21250000000000008
NVDA,314.2,0.06,+1.21%,4.94,299.94,0.974,2023-05-19,300.0,0.12,295.0,0.06,-0.0699999999999995,-1.1666666666666687
SNOW,182.22,0.02,+0.81%,2.48,172.48,0.964,2023-05-19,172.5,0.08,170.0,0.06,-0.0699999999999998,-3.500000000000004
WFC,39.88,0.07,+16.28%,0.43,39.43,0.72,2023-05-19,39.5,0.13,39.0,0.06,-0.07,-1.0
MU,67.37,0.54,+36.99%,1.46,65.46,0.6940000000000001,2023-05-26,66.0,0.98,64.0,0.44,-0.0719999999999998,-0.13333333333333308
NVDA,314.2,0.07,+2.88%,2.43,302.43,0.943,2023-05-19,302.5,0.2,300.0,0.13,-0.0725000000000001,-1.0357142857142876
AMD,106.96,0.21,+26.58%,0.79,102.79,0.716,2023-05-26,103.0,1.1,102.0,0.89,-0.074,-0.35238095238095263
HD,292.57,0.04,+1.63%,2.46,284.96,0.954,2023-05-19,285.0,0.12,282.5,0.08,-0.0749999999999998,-1.8750000000000022
GOOGL,122.37,0.17,+20.48%,0.83,118.83,0.753,2023-05-26,119.0,0.68,118.0,0.51,-0.0769999999999999,-0.45294117647058807
NVDA,314.2,0.39,+18.48%,2.11,287.11,0.812,2023-05-26,287.5,2.96,285.0,2.57,-0.0799999999999998,-0.20512820512820468
SQ,58.88,0.07,+16.28%,0.43,57.93,0.696,2023-05-19,58.0,0.21,57.5,0.14,-0.082,-1.1714285714285715
AFRM,13.83,0.09,+21.95%,0.41,13.41,0.654,2023-05-19,13.5,0.15,13.0,0.06,-0.0829999999999999,-0.922222222222222
GOOGL,122.37,0.23,+29.87%,0.77,119.77,0.6859999999999999,2023-05-26,120.0,0.92,119.0,0.69,-0.084,-0.36521739130434816
SQ,58.88,0.31,+44.93%,0.69,57.69,0.605,2023-05-26,58.0,1.03,57.0,0.72,-0.085,-0.2741935483870967
AMD,106.96,0.07,+7.53%,0.93,103.93,0.845,2023-05-19,104.0,0.17,103.0,0.1,-0.085,-1.2142857142857146
GOOG,122.98,0.19,+23.46%,0.81,119.81,0.725,2023-05-26,120.0,0.77,119.0,0.58,-0.085,-0.4473684210526318
ABNB,111.11,0.1,+11.11%,0.9,105.9,0.8140000000000001,2023-05-26,106.0,0.63,105.0,0.53,-0.0859999999999999,-0.8599999999999993
ORCL,101.71,0.18,+21.95%,0.82,99.82,0.732,2023-05-26,100.0,0.52,99.0,0.34,-0.088,-0.48888888888888893
ORCL,101.71,0.03,+3.09%,0.97,99.97,0.8809999999999999,2023-05-19,100.0,0.1,99.0,0.07,-0.0890000000000001,-2.96666666666667
AFRM,13.83,0.3,+42.86%,0.7,13.2,0.61,2023-05-26,13.5,0.55,12.5,0.25,-0.0899999999999999,-0.29999999999999993
NVDA,314.2,0.5,+25.00%,2.0,292.0,0.763,2023-05-26,292.5,4.05,290.0,3.55,-0.0924999999999999,-0.18499999999999994
NFLX,373.07,0.14,+2.88%,4.86,339.86,0.953,2023-05-26,340.0,0.54,335.0,0.4,-0.0950000000000002,-0.67857142857143
DAL,35.73,0.09,+21.95%,0.41,35.41,0.629,2023-05-19,35.5,0.17,35.0,0.08,-0.0955,-1.0611111111111111
GME,23.04,0.03,+6.38%,0.47,22.47,0.742,2023-05-19,22.5,0.1,22.0,0.07,-0.0989999999999999,-3.3000000000000007
AMZN,116.88,0.14,+16.28%,0.86,112.86,0.759,2023-05-26,113.0,0.61,112.0,0.47,-0.1009999999999999,-0.7214285714285713
AMZN,116.88,0.27,+36.99%,0.73,114.73,0.628,2023-05-26,115.0,1.11,114.0,0.84,-0.1019999999999999,-0.3777777777777777
CSCO,47.66,0.18,+21.95%,0.82,46.82,0.718,2023-05-26,47.0,0.31,46.0,0.13,-0.102,-0.5666666666666668
NVDA,314.2,0.85,+51.52%,1.65,304.15,0.619,2023-05-26,305.0,8.0,302.5,7.15,-0.1024999999999999,-0.12058823529411768
AMZN,116.88,0.34,+51.52%,0.66,115.66,0.557,2023-05-26,116.0,1.47,115.0,1.13,-0.1029999999999999,-0.30294117647058816
ABNB,111.11,0.09,+9.89%,0.91,108.91,0.805,2023-05-19,109.0,0.23,108.0,0.14,-0.1049999999999999,-1.1666666666666663
GOOG,122.98,0.06,+6.38%,0.94,120.94,0.835,2023-05-19,121.0,0.13,120.0,0.07,-0.105,-1.7500000000000009
NVDA,314.2,0.55,+28.21%,1.95,294.45,0.736,2023-05-26,295.0,4.7,292.5,4.15,-0.1099999999999999,-0.19999999999999984
JPM,138.2,0.2,+25.00%,0.8,135.8,0.687,2023-05-26,136.0,1.0,135.0,0.8,-0.1129999999999999,-0.5649999999999997
AI,26.24,0.1,+25.00%,0.4,25.9,0.569,2023-05-19,26.0,0.6,25.5,0.5,-0.1155,-1.1550000000000002
JPM,138.2,0.27,+36.99%,0.73,136.73,0.613,2023-05-26,137.0,1.3,136.0,1.03,-0.1169999999999999,-0.43333333333333324
AMD,106.96,0.14,+16.28%,0.86,104.86,0.743,2023-05-19,105.0,0.32,104.0,0.18,-0.1169999999999999,-0.8357142857142857
GME,23.04,0.14,+16.28%,0.86,21.86,0.738,2023-05-26,22.0,0.31,21.0,0.17,-0.1219999999999999,-0.8714285714285714
JPM,138.2,0.1,+11.11%,0.9,136.9,0.777,2023-05-19,137.0,0.21,136.0,0.11,-0.1229999999999999,-1.2299999999999995
AI,26.24,0.05,+11.11%,0.45,25.45,0.654,2023-05-19,25.5,0.45,25.0,0.4,-0.123,-2.4599999999999995
NVDA,314.2,0.15,+6.38%,2.35,304.85,0.89,2023-05-19,305.0,0.36,302.5,0.21,-0.1249999999999999,-0.8333333333333333
JPM,138.2,0.34,+51.52%,0.66,137.66,0.535,2023-05-26,138.0,1.67,137.0,1.33,-0.1249999999999999,-0.3676470588235293
AMD,106.96,0.33,+19.76%,1.67,101.67,0.772,2023-05-26,102.0,0.87,100.0,0.54,-0.1259999999999999,-0.38181818181818145
NVDA,314.2,0.75,+42.86%,1.75,301.75,0.649,2023-05-26,302.5,7.05,300.0,6.3,-0.1274999999999999,-0.16999999999999998
NVDA,314.2,0.6,+31.58%,1.9,296.9,0.708,2023-05-26,297.5,5.4,295.0,4.8,-0.1300000000000001,-0.21666666666666692
AMD,106.96,0.61,+43.88%,1.39,104.39,0.628,2023-05-26,105.0,1.73,103.0,1.12,-0.134,-0.21967213114754083
NVDA,314.2,1.15,+29.87%,3.85,293.85,0.742,2023-05-26,295.0,4.7,290.0,3.55,-0.1400000000000001,-0.12173913043478266
MSFT,316.88,0.1,+4.17%,2.4,312.4,0.903,2023-05-19,312.5,0.19,310.0,0.09,-0.1424999999999999,-1.4249999999999992
NFLX,373.07,0.21,+2.88%,7.29,339.79,0.953,2023-05-26,340.0,0.54,332.5,0.33,-0.1425000000000003,-0.6785714285714303
DIS,92.99,0.23,+29.87%,0.77,91.77,0.626,2023-05-26,92.0,0.7,91.0,0.47,-0.144,-0.6260869565217392
AMD,106.96,0.5,+33.33%,1.5,103.5,0.6779999999999999,2023-05-26,104.0,1.39,102.0,0.89,-0.1440000000000001,-0.28800000000000026
GOOGL,122.37,0.11,+12.36%,0.89,120.89,0.745,2023-05-19,121.0,0.22,120.0,0.11,-0.145,-1.3181818181818183
XOM,105.21,0.32,+47.06%,0.68,104.68,0.534,2023-05-26,105.0,1.27,104.0,0.95,-0.146,-0.45624999999999993
AMD,106.96,0.4,+25.00%,1.6,102.6,0.726,2023-05-26,103.0,1.1,101.0,0.7,-0.148,-0.3700000000000001
GOOG,122.98,0.17,+20.48%,0.83,121.83,0.6809999999999999,2023-05-19,122.0,0.31,121.0,0.14,-0.149,-0.8764705882352943
NVDA,314.2,1.7,+51.52%,3.3,303.3,0.63,2023-05-26,305.0,8.0,300.0,6.3,-0.1499999999999999,-0.08823529411764709
AMZN,116.88,0.09,+9.89%,0.91,114.91,0.758,2023-05-19,115.0,0.18,114.0,0.09,-0.152,-1.6888888888888889
META,244.75,0.46,+22.55%,2.04,237.04,0.755,2023-05-26,237.5,1.6,235.0,1.14,-0.1525,-0.3315217391304347
CRM,212.14,0.07,+2.88%,2.43,207.43,0.911,2023-05-19,207.5,0.13,205.0,0.06,-0.1525000000000002,-2.1785714285714275
NVDA,314.2,1.55,+44.93%,3.45,300.95,0.659,2023-05-26,302.5,7.05,297.5,5.5,-0.155,-0.09999999999999988
GOOGL,122.37,0.27,+36.99%,0.73,121.73,0.575,2023-05-19,122.0,0.5,121.0,0.23,-0.155,-0.5740740740740742
TSLA,174.65,0.47,+23.15%,2.03,167.03,0.7490000000000001,2023-05-26,167.5,1.69,165.0,1.22,-0.1574999999999997,-0.33510638297872275
NVDA,314.2,1.0,+25.00%,4.0,291.5,0.768,2023-05-26,292.5,4.05,287.5,3.05,-0.1599999999999999,-0.15999999999999992
NVDA,314.2,1.4,+38.89%,3.6,298.6,0.688,2023-05-26,300.0,6.2,295.0,4.8,-0.1600000000000003,-0.1142857142857146
GOOGL,122.37,0.56,+38.89%,1.44,120.44,0.634,2023-05-26,121.0,1.25,119.0,0.69,-0.1719999999999999,-0.30714285714285694
META,244.75,0.63,+33.69%,1.87,239.37,0.679,2023-05-26,240.0,2.25,237.5,1.62,-0.1724999999999999,-0.2738095238095237
MU,67.37,0.7,+30.43%,2.3,65.3,0.7090000000000001,2023-05-26,66.0,0.98,63.0,0.28,-0.1729999999999997,-0.24714285714285675
NVDA,314.2,1.25,+33.33%,3.75,296.25,0.715,2023-05-26,297.5,5.4,292.5,4.15,-0.1750000000000001,-0.14000000000000015
NVDA,314.2,0.11,+2.25%,4.89,302.39,0.943,2023-05-19,302.5,0.2,297.5,0.09,-0.1750000000000002,-1.590909090909093
GOOGL,122.37,0.3,+17.65%,1.7,118.7,0.762,2023-05-26,119.0,0.68,117.0,0.38,-0.1759999999999999,-0.5866666666666666
META,244.75,0.83,+49.70%,1.67,241.67,0.597,2023-05-26,242.5,3.1,240.0,2.27,-0.1775,-0.21385542168674707
ABNB,111.11,0.27,+36.99%,0.73,110.73,0.552,2023-05-19,111.0,0.75,110.0,0.48,-0.1779999999999999,-0.659259259259259
NVDA,314.2,0.29,+13.12%,2.21,307.21,0.812,2023-05-19,307.5,0.66,305.0,0.37,-0.1799999999999998,-0.6206896551724133
AMZN,116.88,0.21,+26.58%,0.79,115.79,0.61,2023-05-19,116.0,0.4,115.0,0.19,-0.18,-0.8571428571428573
JPM,138.2,0.24,+31.58%,0.76,137.76,0.58,2023-05-19,138.0,0.47,137.0,0.23,-0.18,-0.7500000000000002
CSCO,47.66,0.36,+31.58%,1.14,47.14,0.638,2023-05-26,47.5,0.49,46.0,0.13,-0.1829999999999999,-0.5083333333333332
META,244.75,0.19,+8.23%,2.31,239.81,0.8490000000000001,2023-05-19,240.0,0.33,237.5,0.14,-0.1874999999999997,-0.9868421052631566
GOOG,122.98,0.34,+20.48%,1.66,119.66,0.736,2023-05-26,120.0,0.77,118.0,0.43,-0.188,-0.5529411764705882
SNOW,182.22,0.06,+2.46%,2.44,174.94,0.9,2023-05-19,175.0,0.16,172.5,0.1,-0.1899999999999999,-3.1666666666666656
GOOGL,122.37,0.41,+25.79%,1.59,119.59,0.6990000000000001,2023-05-26,120.0,0.92,118.0,0.51,-0.1919999999999999,-0.46829268292682896
DIS,92.99,0.07,+7.53%,0.93,91.93,0.736,2023-05-19,92.0,0.13,91.0,0.06,-0.194,-2.7714285714285714
AMD,106.96,0.11,+5.82%,1.89,103.89,0.848,2023-05-19,104.0,0.17,102.0,0.06,-0.194,-1.763636363636364
GOOG,122.98,0.46,+29.87%,1.54,120.54,0.672,2023-05-26,121.0,1.04,119.0,0.58,-0.1959999999999999,-0.426086956521739
TSLA,174.65,0.17,+7.30%,2.33,169.83,0.853,2023-05-19,170.0,0.33,167.5,0.16,-0.1975,-1.1617647058823533
NVDA,314.2,2.5,+50.00%,5.0,302.5,0.64,2023-05-26,305.0,8.0,297.5,5.5,-0.1999999999999997,-0.07999999999999996
SQ,58.88,0.54,+36.99%,1.46,57.46,0.628,2023-05-26,58.0,1.03,56.0,0.49,-0.2039999999999999,-0.3777777777777777
IBM,125.89,0.03,+3.09%,0.97,124.97,0.765,2023-05-19,125.0,0.11,124.0,0.08,-0.205,-6.833333333333332
AMZN,116.88,0.26,+14.94%,1.74,112.74,0.767,2023-05-26,113.0,0.61,111.0,0.35,-0.2059999999999999,-0.792307692307692
LOW,206.76,0.05,+2.04%,2.45,202.45,0.897,2023-05-19,202.5,0.15,200.0,0.1,-0.2074999999999999,-4.1499999999999995
NFLX,373.07,0.26,+2.67%,9.74,339.74,0.953,2023-05-26,340.0,0.54,330.0,0.28,-0.2100000000000004,-0.8076923076923093
WFC,39.88,0.31,+26.05%,1.19,39.19,0.653,2023-05-26,39.5,0.47,38.0,0.16,-0.2104999999999999,-0.679032258064516
AI,26.24,0.2,+25.00%,0.8,25.8,0.589,2023-05-19,26.0,0.6,25.0,0.4,-0.211,-1.0550000000000002
AMZN,116.88,0.63,+45.99%,1.37,115.37,0.579,2023-05-26,116.0,1.47,114.0,0.84,-0.2120000000000001,-0.3365079365079367
WAL,35.11,0.05,+5.26%,0.95,33.95,0.737,2023-05-19,34.0,0.2,33.0,0.15,-0.213,-4.26
GME,23.04,0.04,+4.17%,0.96,22.46,0.746,2023-05-19,22.5,0.1,21.5,0.06,-0.214,-5.349999999999999
TSLA,174.65,0.8,+47.06%,1.7,171.7,0.594,2023-05-26,172.5,3.15,170.0,2.35,-0.215,-0.26874999999999993
NVDA,314.2,1.48,+24.58%,6.02,291.02,0.773,2023-05-26,292.5,4.05,285.0,2.57,-0.2224999999999999,-0.1503378378378376
AMZN,116.88,0.36,+21.95%,1.64,113.64,0.7070000000000001,2023-05-26,114.0,0.83,112.0,0.47,-0.2259999999999998,-0.6277777777777773
ABNB,111.11,0.15,+8.11%,1.85,108.85,0.812,2023-05-19,109.0,0.23,107.0,0.08,-0.2259999999999999,-1.5066666666666662
AMZN,116.88,0.48,+31.58%,1.52,114.52,0.644,2023-05-26,115.0,1.11,113.0,0.63,-0.2319999999999999,-0.4833333333333334
MSFT,316.88,0.49,+24.38%,2.01,312.01,0.711,2023-05-26,312.5,1.6,310.0,1.11,-0.2325,-0.47448979591836743
UBER,38.94,0.3,+25.00%,1.2,38.2,0.644,2023-05-26,38.5,0.46,37.0,0.16,-0.2339999999999999,-0.7799999999999999
NVDA,314.2,1.85,+32.74%,5.65,295.65,0.722,2023-05-26,297.5,5.4,290.0,3.55,-0.2350000000000001,-0.1270270270270271
AI,26.24,0.1,+11.11%,0.9,25.4,0.664,2023-05-19,25.5,0.45,24.5,0.35,-0.236,-2.3599999999999994
JPM,138.2,0.5,+33.33%,1.5,136.5,0.632,2023-05-26,137.0,1.3,135.0,0.8,-0.236,-0.472
AMD,106.96,0.84,+38.89%,2.16,104.16,0.6409999999999999,2023-05-26,105.0,1.73,102.0,0.89,-0.2370000000000003,-0.2821428571428576
NVDA,314.2,2.05,+37.61%,5.45,297.95,0.695,2023-05-26,300.0,6.2,292.5,4.15,-0.2375000000000005,-0.11585365853658557
AMD,106.96,0.56,+22.95%,2.44,102.44,0.7340000000000001,2023-05-26,103.0,1.1,100.0,0.54,-0.2379999999999996,-0.4249999999999994
WYNN,109.26,0.22,+28.21%,0.78,108.78,0.541,2023-05-19,109.0,0.67,108.0,0.45,-0.239,-1.0863636363636362
JPM,138.2,0.64,+47.06%,1.36,137.36,0.56,2023-05-26,138.0,1.67,136.0,1.03,-0.2399999999999998,-0.37499999999999983
NVDA,314.2,1.65,+28.21%,5.85,293.35,0.748,2023-05-26,295.0,4.7,287.5,3.05,-0.24,-0.14545454545454542
NVDA,314.2,2.25,+42.86%,5.25,300.25,0.6679999999999999,2023-05-26,302.5,7.05,295.0,4.8,-0.2400000000000004,-0.10666666666666691
AMD,106.96,0.69,+29.87%,2.31,103.31,0.6890000000000001,2023-05-26,104.0,1.39,101.0,0.7,-0.2429999999999998,-0.352173913043478
ADBE,359.41,0.1,+2.04%,4.9,349.9,0.93,2023-05-19,350.0,0.23,345.0,0.13,-0.2499999999999997,-2.499999999999998
MSFT,316.88,0.72,+40.45%,1.78,314.28,0.611,2023-05-26,315.0,2.34,312.5,1.62,-0.2525,-0.3506944444444445
USB,30.19,0.1,+11.11%,0.9,29.9,0.644,2023-05-19,30.0,0.2,29.0,0.1,-0.256,-2.559999999999999
META,244.75,0.49,+24.38%,2.01,242.01,0.6990000000000001,2023-05-19,242.5,0.83,240.0,0.34,-0.2624999999999998,-0.5357142857142853
AMD,106.96,0.22,+12.36%,1.78,104.78,0.753,2023-05-19,105.0,0.32,103.0,0.1,-0.274,-1.2454545454545454
JPM,138.2,0.15,+8.11%,1.85,136.85,0.7859999999999999,2023-05-19,137.0,0.21,135.0,0.06,-0.2780000000000001,-1.8533333333333344
NVDA,314.2,0.14,+1.90%,7.36,302.36,0.944,2023-05-19,302.5,0.2,295.0,0.06,-0.2799999999999996,-2.0000000000000027
HD,292.57,0.47,+23.15%,2.03,287.03,0.6970000000000001,2023-05-26,287.5,1.79,285.0,1.32,-0.2874999999999998,-0.611702127659574
NVDA,314.2,3.2,+47.06%,6.8,301.8,0.649,2023-05-26,305.0,8.0,295.0,4.8,-0.3099999999999996,-0.09687499999999988
NVDA,314.2,0.23,+4.82%,4.77,304.77,0.892,2023-05-19,305.0,0.36,300.0,0.13,-0.3099999999999998,-1.3478260869565208
GOOGL,122.37,0.74,+32.74%,2.26,120.26,0.648,2023-05-26,121.0,1.25,118.0,0.51,-0.3159999999999999,-0.4270270270270269
MSFT,316.88,0.36,+16.82%,2.14,314.64,0.728,2023-05-19,315.0,0.56,312.5,0.2,-0.32,-0.8888888888888891
TSLA,174.65,0.43,+20.77%,2.07,172.07,0.698,2023-05-19,172.5,0.77,170.0,0.34,-0.325,-0.7558139534883723
AAPL,174.18,0.53,+26.90%,1.97,171.97,0.6579999999999999,2023-05-26,172.5,1.04,170.0,0.51,-0.3250000000000001,-0.6132075471698115
NVDA,314.2,2.65,+36.05%,7.35,297.35,0.7020000000000001,2023-05-26,300.0,6.2,290.0,3.55,-0.3299999999999992,-0.12452830188679209
GOOGL,122.37,0.54,+21.95%,2.46,119.46,0.7090000000000001,2023-05-26,120.0,0.92,117.0,0.38,-0.3329999999999997,-0.6166666666666661
NVDA,314.2,2.13,+27.06%,7.87,292.87,0.753,2023-05-26,295.0,4.7,285.0,2.57,-0.3400000000000001,-0.15962441314554007
NVDA,314.2,2.9,+40.85%,7.1,299.6,0.6759999999999999,2023-05-26,302.5,7.05,292.5,4.15,-0.3400000000000005,-0.11724137931034508
MU,67.37,0.79,+24.61%,3.21,65.21,0.7170000000000001,2023-05-26,66.0,0.98,62.0,0.19,-0.3419999999999996,-0.4329113924050628
NFLX,373.07,0.34,+2.32%,14.66,339.66,0.954,2023-05-26,340.0,0.54,325.0,0.2,-0.3499999999999989,-1.029411764705884
AI,26.24,0.25,+20.00%,1.25,25.75,0.598,2023-05-19,26.0,0.6,24.5,0.35,-0.3530000000000001,-1.4120000000000001
AMD,106.96,0.68,+20.48%,3.32,102.32,0.74,2023-05-26,103.0,1.1,99.0,0.42,-0.36,-0.5294117647058822
AMD,106.96,0.85,+26.98%,3.15,103.15,0.6970000000000001,2023-05-26,104.0,1.39,100.0,0.54,-0.3619999999999997,-0.4258823529411762
AMD,106.96,1.03,+34.68%,2.97,103.97,0.652,2023-05-26,105.0,1.73,101.0,0.7,-0.362,-0.35145631067961164
ABNB,111.11,0.47,+30.72%,1.53,110.53,0.583,2023-05-19,111.0,0.75,109.0,0.28,-0.3640000000000001,-0.7744680851063833
GOOG,122.98,0.24,+13.64%,1.76,121.76,0.695,2023-05-19,122.0,0.31,120.0,0.07,-0.3700000000000001,-1.5416666666666672
NVDA,314.2,2.35,+30.72%,7.65,295.15,0.728,2023-05-26,297.5,5.4,287.5,3.05,-0.3700000000000003,-0.15744680851063836
AMZN,116.88,0.48,+19.05%,2.52,113.52,0.716,2023-05-26,114.0,0.83,111.0,0.35,-0.3720000000000001,-0.7750000000000002
AMZN,116.88,0.84,+38.89%,2.16,115.16,0.595,2023-05-26,116.0,1.47,113.0,0.63,-0.3750000000000001,-0.4464285714285717
LOW,206.76,1.0,+25.00%,4.0,199.0,0.7240000000000001,2023-05-26,200.0,2.24,195.0,1.24,-0.3799999999999995,-0.37999999999999956
MDB,284.77,0.12,+5.04%,2.38,277.38,0.797,2023-05-19,277.5,0.64,275.0,0.52,-0.3874999999999999,-3.2291666666666656
SNOW,182.22,0.1,+2.04%,4.9,174.9,0.902,2023-05-19,175.0,0.16,170.0,0.06,-0.3899999999999999,-3.8999999999999995
JPM,138.2,0.87,+40.85%,2.13,137.13,0.58,2023-05-26,138.0,1.67,135.0,0.8,-0.3900000000000001,-0.44827586206896564
AMZN,116.88,0.64,+27.12%,2.36,114.36,0.6559999999999999,2023-05-26,115.0,1.11,112.0,0.47,-0.3920000000000002,-0.6125000000000004
AMAT,129.47,0.58,+13.12%,4.42,124.42,0.804,2023-05-19,125.0,0.76,120.0,0.18,-0.3999999999999997,-0.6896551724137926
LOW,206.76,1.63,+48.37%,3.37,203.37,0.594,2023-05-26,205.0,3.95,200.0,2.32,-0.4000000000000003,-0.24539877300613522
GOOGL,122.37,0.39,+24.22%,1.61,121.61,0.601,2023-05-19,122.0,0.5,120.0,0.11,-0.4080000000000001,-1.0461538461538462
META,244.75,1.48,+42.05%,3.52,241.02,0.621,2023-05-26,242.5,3.1,237.5,1.62,-0.4149999999999999,-0.28040540540540543
META,244.75,1.11,+28.53%,3.89,238.89,0.695,2023-05-26,240.0,2.25,235.0,1.14,-0.4150000000000002,-0.37387387387387416
AI,26.24,0.35,+21.21%,1.65,25.65,0.617,2023-05-19,26.0,0.6,24.0,0.25,-0.416,-1.1885714285714286
JPM,138.2,0.36,+21.95%,1.64,137.64,0.61,2023-05-19,138.0,0.47,136.0,0.11,-0.4199999999999999,-1.1666666666666667
BA,205.32,0.51,+25.63%,1.99,201.99,0.626,2023-05-26,202.5,1.81,200.0,1.3,-0.425,-0.8333333333333334
AMZN,116.88,0.31,+18.34%,1.69,115.69,0.629,2023-05-19,116.0,0.4,114.0,0.09,-0.4319999999999999,-1.3935483870967742
NVDA,314.2,3.85,+44.51%,8.65,301.15,0.657,2023-05-26,305.0,8.0,292.5,4.15,-0.4374999999999995,-0.11363636363636355
NVDA,314.2,0.45,+9.89%,4.55,307.05,0.818,2023-05-19,307.5,0.66,302.5,0.21,-0.4600000000000002,-1.0222222222222226
NVDA,314.2,3.5,+38.89%,9.0,299.0,0.6829999999999999,2023-05-26,302.5,7.05,290.0,3.55,-0.4625000000000008,-0.1321428571428574
TSLA,174.65,1.45,+40.85%,3.55,171.05,0.617,2023-05-26,172.5,3.15,167.5,1.7,-0.4650000000000001,-0.32068965517241377
TSLA,174.65,0.25,+5.26%,4.75,169.75,0.857,2023-05-19,170.0,0.33,165.0,0.08,-0.4650000000000001,-1.8600000000000005
AMD,106.96,0.26,+9.49%,2.74,104.74,0.758,2023-05-19,105.0,0.32,102.0,0.06,-0.4659999999999999,-1.7923076923076924
DE,367.02,0.93,+22.85%,4.07,354.07,0.7190000000000001,2023-05-19,355.0,3.25,350.0,2.32,-0.4749999999999996,-0.5107526881720424
DDOG,93.17,0.82,+19.62%,4.18,89.18,0.741,2023-05-26,90.0,1.17,85.0,0.35,-0.475,-0.5792682926829269
LOW,206.76,0.28,+12.61%,2.22,204.72,0.698,2023-05-19,205.0,0.49,202.5,0.21,-0.4750000000000001,-1.696428571428572
GOOGL,122.37,0.87,+27.80%,3.13,120.13,0.6579999999999999,2023-05-26,121.0,1.25,117.0,0.38,-0.4980000000000002,-0.5724137931034486
NVDA,314.2,3.15,+33.69%,9.35,296.85,0.708,2023-05-26,300.0,6.2,287.5,3.05,-0.5000000000000004,-0.15873015873015886
AMD,106.96,0.77,+18.20%,4.23,102.23,0.745,2023-05-26,103.0,1.1,98.0,0.33,-0.5050000000000001,-0.6558441558441559
AMD,106.96,1.19,+31.23%,3.81,103.81,0.6609999999999999,2023-05-26,105.0,1.73,100.0,0.54,-0.5050000000000003,-0.42436974789916004
