Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
LYFT,10.56,0.2,+66.67%,0.3,10.3,54.5%,2023-05-12,10.5,0.86,10,0.66,weekly
MARA,10.05,0.51,+51.52%,0.99,9.49,61.0%,2023-05-12,10,0.72,8.5,0.21,weekly
PARA,17.28,0.17,+51.52%,0.33,16.83,66.7%,2023-05-05,17,0.38,16.5,0.21,weekly
MARA,10.05,0.15,+42.86%,0.35,9.85,58.2%,2023-05-05,10,0.28,9.5,0.13,weekly
MARA,10.05,0.14,+38.89%,0.36,9.36,63.5%,2023-05-12,9.5,0.49,9,0.35,weekly
PARA,17.28,0.28,+38.89%,0.72,16.72,70.5%,2023-05-05,17,0.38,16,0.1,weekly
MARA,10.05,0.28,+38.89%,0.72,9.22,66.2%,2023-05-12,9.5,0.49,8.5,0.21,weekly
W,35.62,0.25,+33.33%,0.75,34.75,61.1%,2023-05-05,35,0.79,34,0.54,weekly
NFLX,321.5,1.24,+32.98%,3.76,318.76,65.3%,2023-05-05,320,2.07,315,0.83,weekly
MARA,10.05,0.36,+31.58%,1.14,9.14,67.8%,2023-05-12,9.5,0.49,8,0.13,weekly
BUD,65.78,0.45,+29.03%,1.55,64.55,67.6%,2023-05-12,65,0.8,63,0.35,weekly
PARA,17.28,0.32,+27.12%,1.18,16.68,71.9%,2023-05-05,17,0.38,15.5,0.06,weekly
JPM,132.06,0.2,+25.00%,0.8,130.8,57.3%,2023-05-12,131,2.06,130,1.86,weekly
NFLX,321.5,0.46,+22.55%,2.04,317.04,74.0%,2023-05-05,317.5,1.29,315,0.83,weekly
BUD,65.78,0.55,+22.45%,2.45,64.45,68.9%,2023-05-12,65,0.8,62,0.25,weekly
PARA,17.28,0.09,+21.95%,0.41,16.41,80.1%,2023-05-05,16.5,0.19,16,0.1,weekly
W,35.62,0.69,+20.85%,3.31,34.31,66.5%,2023-05-05,35,0.79,31,0.1,weekly
BUD,65.78,0.65,+19.40%,3.35,64.35,70.2%,2023-05-12,65,0.8,61,0.15,weekly
BUD,65.78,0.15,+17.65%,0.85,63.85,76.4%,2023-05-12,64,0.5,63,0.35,weekly
BUD,65.78,0.15,+17.65%,0.85,64.85,72.2%,2023-05-05,65,0.35,64,0.2,weekly
W,35.62,0.73,+17.10%,4.27,34.27,67.0%,2023-05-05,35,0.79,30,0.06,weekly
UBER,36.95,0.07,+16.28%,0.43,35.43,75.6%,2023-05-12,35.5,0.3,35,0.23,weekly
W,35.62,0.39,+14.94%,2.61,33.61,74.5%,2023-05-05,34,0.49,31,0.1,weekly
PARA,17.28,0.13,+14.94%,0.87,16.37,81.2%,2023-05-05,16.5,0.19,15.5,0.06,weekly
BUD,65.78,0.25,+14.29%,1.75,63.75,77.6%,2023-05-12,64,0.5,62,0.25,weekly
BUD,65.78,0.35,+13.21%,2.65,63.65,78.7%,2023-05-12,64,0.5,61,0.15,weekly
W,35.62,0.43,+12.04%,3.57,33.57,75.0%,2023-05-05,34,0.49,30,0.06,weekly
TSLA,160.14,0.21,+11.73%,1.79,146.79,86.9%,2023-05-12,147,0.94,145,0.73,weekly
SNOW,151.86,0.21,+11.73%,1.79,147.79,75.0%,2023-05-05,148,0.58,146,0.37,weekly
SNOW,151.86,0.3,+11.11%,2.7,147.7,75.5%,2023-05-05,148,0.58,145,0.28,weekly
SCHW,45.96,0.19,+10.50%,1.81,44.81,65.9%,2023-05-05,45,0.5,43,0.31,weekly
SNOW,151.86,0.36,+9.89%,3.64,147.64,75.8%,2023-05-05,148,0.58,144,0.22,weekly
TSLA,160.14,0.09,+9.89%,0.91,145.91,88.5%,2023-05-12,146,0.82,145,0.73,weekly
BUD,65.78,0.35,+9.59%,3.65,63.65,78.7%,2023-05-12,64,0.5,60,0.15,weekly
SCHW,45.96,0.26,+9.49%,2.74,43.74,78.8%,2023-05-05,44,0.39,41,0.13,weekly
SNOW,151.86,0.42,+9.17%,4.58,147.58,76.1%,2023-05-05,148,0.58,143,0.16,weekly
BUD,65.78,0.25,+9.09%,2.75,64.75,74.3%,2023-05-05,65,0.35,62,0.1,weekly
SCHW,45.96,0.08,+8.70%,0.92,43.92,76.8%,2023-05-05,44,0.39,43,0.31,weekly
BUD,65.78,0.15,+8.11%,1.85,62.85,86.5%,2023-05-12,63,0.3,61,0.15,weekly
SNOW,151.86,0.48,+7.36%,6.52,147.52,76.5%,2023-05-05,148,0.58,141,0.1,weekly
BUD,65.78,0.05,+5.26%,0.95,62.95,85.6%,2023-05-12,63,0.3,62,0.25,weekly
MRNA,133.43,0.05,+2.56%,1.95,129.95,74.8%,2023-05-05,130,0.36,128,0.31,weekly
ETSY,92.21,0.02,+2.04%,0.98,84.98,93.7%,2023-05-05,85,0.15,84,0.13,weekly
SNOW,151.86,0.02,+2.04%,0.98,143.98,90.7%,2023-05-05,144,0.18,143,0.16,weekly
"Downloaded from Barchart.com as of 05-04-2023 10:12am CDT"
