Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
NVDA,386.44,2.25,+81.82%,2.75,382.75,0.5579999999999999,2023-06-02,385.0,9.1,380.0,6.85,0.0399999999999995,0.017777777777777688
AMD,126.56,0.1,+11.11%,0.9,116.9,0.879,2023-06-02,117.0,0.56,116.0,0.46,-0.0209999999999999,-0.20999999999999983
QCOM,107.66,0.19,+23.46%,0.81,103.81,0.787,2023-06-02,104.0,0.74,103.0,0.55,-0.0229999999999999,-0.12105263157894727
QCOM,107.66,0.32,+47.06%,0.68,105.68,0.657,2023-06-02,106.0,1.38,105.0,1.06,-0.0229999999999999,-0.07187499999999987
QCOM,107.66,0.25,+33.33%,0.75,104.75,0.725,2023-06-02,105.0,1.02,104.0,0.77,-0.025,-0.10000000000000014
AMD,126.56,0.07,+7.53%,0.93,115.93,0.902,2023-06-02,116.0,0.45,115.0,0.38,-0.0279999999999999,-0.3999999999999996
AMD,126.56,0.12,+13.64%,0.88,117.88,0.852,2023-06-02,118.0,0.69,117.0,0.57,-0.028,-0.23333333333333364
NVDA,386.44,4.1,+69.49%,5.9,380.9,0.5870000000000001,2023-06-02,385.0,9.1,375.0,5.0,-0.0299999999999993,-0.007317073170731592
QCOM,107.66,0.13,+14.94%,0.87,102.87,0.84,2023-06-02,103.0,0.52,102.0,0.39,-0.03,-0.23076923076923084
QCOM,107.66,0.61,+43.88%,1.39,105.39,0.679,2023-06-02,106.0,1.38,104.0,0.77,-0.0319999999999999,-0.05245901639344234
MU,73.71,0.05,+5.26%,0.95,67.95,0.917,2023-06-02,68.0,0.16,67.0,0.11,-0.0329999999999999,-0.6599999999999991
AMD,126.56,0.14,+16.28%,0.86,118.86,0.8220000000000001,2023-06-02,119.0,0.84,118.0,0.7,-0.0379999999999999,-0.27142857142857096
RIVN,15.17,0.05,+11.11%,0.45,13.95,0.816,2023-06-02,14.0,0.15,13.5,0.1,-0.042,-0.8400000000000003
MU,73.71,0.08,+8.70%,0.92,68.92,0.8740000000000001,2023-06-02,69.0,0.25,68.0,0.17,-0.0459999999999998,-0.5749999999999986
NVDA,386.44,1.1,+78.57%,1.4,383.9,0.54,2023-06-02,385.0,9.1,382.5,8.0,-0.0499999999999998,-0.04545454545454529
QCOM,107.66,0.47,+30.72%,1.53,104.53,0.74,2023-06-02,105.0,1.02,103.0,0.55,-0.05,-0.10638297872340444
NVDA,386.44,1.0,+66.67%,1.5,381.5,0.578,2023-06-02,382.5,7.85,380.0,6.85,-0.055,-0.055000000000000104
AMD,126.56,0.23,+12.99%,1.77,117.77,0.856,2023-06-02,118.0,0.69,116.0,0.46,-0.058,-0.2521739130434784
QCOM,107.66,0.25,+14.29%,1.75,102.75,0.846,2023-06-02,103.0,0.52,101.0,0.27,-0.058,-0.2320000000000003
QCOM,107.66,0.35,+21.21%,1.65,103.65,0.7959999999999999,2023-06-02,104.0,0.74,102.0,0.39,-0.0580000000000001,-0.16571428571428612
AMD,126.56,0.18,+9.89%,1.82,116.82,0.8809999999999999,2023-06-02,117.0,0.56,115.0,0.38,-0.0580000000000002,-0.32222222222222346
AMZN,120.57,0.3,+42.86%,0.7,118.7,0.639,2023-06-02,119.0,1.21,118.0,0.91,-0.0609999999999999,-0.20333333333333317
AMZN,120.57,0.12,+13.64%,0.88,115.88,0.816,2023-06-02,116.0,0.48,115.0,0.36,-0.064,-0.5333333333333339
MU,73.71,0.09,+4.71%,1.91,67.91,0.919,2023-06-02,68.0,0.16,66.0,0.07,-0.0719999999999999,-0.799999999999999
GOOG,125.16,0.23,+29.87%,0.77,122.77,0.6970000000000001,2023-06-02,123.0,0.9,122.0,0.67,-0.0729999999999999,-0.3173913043478258
AMD,126.56,0.27,+15.61%,1.73,118.73,0.8270000000000001,2023-06-02,119.0,0.84,117.0,0.57,-0.0759999999999998,-0.281481481481481
