Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
PBR,11.82,0.28,+127.27%,0.22,11.22,70.7%,2023-04-28,11.5,0.49,11,0.21,weekly
SNAP,10.16,0.22,+78.57%,0.28,9.78,57.1%,2023-05-05,10,0.77,9.5,0.55,weekly
CVNA,7.55,0.22,+78.57%,0.28,7.28,55.0%,2023-05-05,7.5,0.82,7,0.6,weekly
RIOT,10.71,0.21,+72.41%,0.29,10.29,58.1%,2023-05-05,10.5,0.7,10,0.49,weekly
PBR,11.82,0.42,+72.41%,0.58,11.08,75.0%,2023-04-28,11.5,0.49,10.5,0.07,weekly
DKNG,21.02,0.4,+66.67%,0.6,20.6,55.9%,2023-05-05,21,1.1,20,0.7,weekly
X,24.18,0.39,+63.93%,0.61,23.61,55.0%,2023-06-16,24,1.65,23,1.26,monthly
CVNA,7.55,0.58,+63.04%,0.92,6.92,61.8%,2023-05-05,7.5,0.82,6,0.24,weekly
ENPH,220.6,3.8,+61.29%,6.2,216.2,56.5%,2023-04-28,220,10.35,210,6.55,weekly
CRWD,122.15,1.8,+56.25%,3.2,118.2,56.4%,2023-06-16,120,8.35,115,6.55,monthly
PLTR,7.74,0.18,+56.25%,0.32,7.32,62.6%,2023-05-19,7.5,0.4,7,0.22,monthly
SQ,61,1.07,+55.44%,1.93,58.93,60.0%,2023-05-05,60,2.72,57,1.65,weekly
FSLR,210.53,3.55,+55.04%,6.45,206.45,58.5%,2023-04-28,210,7.2,200,3.65,weekly
PINS,27.74,0.53,+54.64%,0.97,26.97,58.9%,2023-04-28,27.5,1.23,26,0.7,weekly
MPW,8.04,0.35,+53.85%,0.65,7.65,58.2%,2023-06-16,8,0.79,7,0.44,monthly
COIN,55.55,1.71,+51.98%,3.29,53.29,58.6%,2023-05-05,55,3.85,50,2.14,weekly
RIVN,12,0.68,+51.52%,1.32,11.32,60.2%,2023-05-19,12,1.05,10,0.37,monthly
BX,86.43,0.85,+51.52%,1.65,84.15,57.1%,2023-06-16,85,4.55,82.5,3.7,monthly
DDOG,62.69,1.65,+49.25%,3.35,58.35,61.2%,2023-06-16,60,4.75,55,3.1,monthly
CVNA,7.55,0.33,+49.25%,0.67,6.67,66.5%,2023-05-05,7,0.57,6,0.24,weekly
ABNB,112.5,1.65,+49.25%,3.35,108.35,60.8%,2023-05-19,110,4.8,105,3.15,monthly
SQ,61,1.62,+47.93%,3.38,58.38,62.7%,2023-05-05,60,2.72,55,1.1,weekly
