Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
TSLA,165.17,0.71,+39.66%,1.79,164.29,71.1%,2023-04-21,165,0.89,162.5,0.18,monthly
SQ,62.69,0.11,+28.21%,0.39,62.39,69.6%,2023-04-21,62.5,0.21,62,0.1,monthly
ENPH,225.78,0.54,+27.55%,1.96,224.46,72.8%,2023-04-21,225,0.84,222.5,0.3,monthly
BX,90.16,0.18,+21.95%,0.82,89.82,69.8%,2023-04-21,90,0.25,89,0.07,monthly
GS,340.14,0.43,+20.77%,2.07,339.57,67.2%,2023-04-21,340,0.53,337.5,0.1,monthly
MRNA,142.12,0.33,+19.76%,1.67,141.67,65.8%,2023-04-21,142,0.43,140,0.1,monthly
SNOW,145.04,0.48,+19.05%,2.52,144.52,64.5%,2023-04-21,145,0.58,142,0.1,monthly
ENPH,225.78,0.75,+17.65%,4.25,224.25,75.9%,2023-04-21,225,0.84,220,0.09,monthly
SNOW,145.04,0.52,+14.94%,3.48,144.48,65.6%,2023-04-21,145,0.58,141,0.06,monthly
HD,300.82,0.3,+13.64%,2.2,299.7,78.0%,2023-04-21,300,0.38,297.5,0.08,monthly
AXP,163.07,0.16,+6.84%,2.34,162.34,75.6%,2023-04-21,162.5,0.25,160,0.09,monthly
SNOW,145.04,0.02,+2.04%,0.98,141.98,98.7%,2023-04-21,142,0.08,141,0.06,monthly
FDX,230.79,0.03,+1.21%,2.47,229.97,80.7%,2023-04-21,230,0.11,227.5,0.08,monthly
"Downloaded from Barchart.com as of 04-21-2023 11:37am CDT"
