Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
INTC,30.59,0.22,+78.57%,0.28,30.28,0.574,2023-05-12,30.5,0.75,30.0,0.53,weekly,0.0069999999999999,0.031818181818181704
MARA,9.2,0.21,+72.41%,0.29,8.79,0.5870000000000001,2023-05-12,9.0,0.6,8.5,0.39,weekly,0.0035,0.016666666666666854
QCOM,116.35,1.17,+63.93%,1.83,113.83,0.611,2023-05-05,115.0,3.3,112.0,2.13,weekly,0.0029999999999998,0.0025641025641024457
UPST,12.21,0.18,+56.25%,0.32,11.82,0.633,2023-05-05,12.0,0.45,11.5,0.27,weekly,-0.0035,-0.019444444444444424
AMZN,105.25,0.42,+72.41%,0.58,104.58,0.5760000000000001,2023-05-05,105.0,1.44,104.0,1.02,weekly,-0.0039999999999999,-0.00952380952380939
SCHW,50.42,0.03,+3.09%,0.97,46.97,0.964,2023-05-05,47.0,0.12,46.0,0.09,weekly,-0.0059999999999999,-0.20000000000000107
AMZN,105.25,0.32,+47.06%,0.68,103.68,0.6729999999999999,2023-05-05,104.0,1.01,103.0,0.69,weekly,-0.007,-0.021875000000000276
TSLA,162.96,0.29,+10.70%,2.71,147.71,0.897,2023-05-12,148.0,0.93,145.0,0.64,weekly,-0.0189999999999999,-0.06551724137931024
AMZN,105.25,0.75,+60.00%,1.25,104.25,0.612,2023-05-05,105.0,1.44,103.0,0.69,weekly,-0.026,-0.034666666666666734
AMZN,105.25,0.36,+56.25%,0.64,103.64,0.612,2023-05-12,104.0,1.82,103.0,1.46,weekly,-0.028,-0.07777777777777779
AMZN,105.25,0.42,+72.41%,0.58,104.58,0.547,2023-05-12,105.0,2.26,104.0,1.84,weekly,-0.0329999999999999,-0.0785714285714285
UBER,36.79,0.05,+11.11%,0.45,35.45,0.823,2023-05-05,35.5,0.16,35.0,0.11,weekly,-0.0385,-0.7700000000000005
AMZN,105.25,0.56,+38.89%,1.44,103.44,0.698,2023-05-05,104.0,1.01,102.0,0.45,weekly,-0.044,-0.07857142857142857
UBER,36.79,0.09,+21.95%,0.41,35.91,0.727,2023-05-05,36.0,0.27,35.5,0.18,weekly,-0.0465,-0.5166666666666667
SNOW,145.24,0.36,+56.25%,0.64,143.64,0.586,2023-05-05,144.0,3.15,143.0,2.79,weekly,-0.054,-0.15000000000000005
AMZN,105.25,0.8,+66.67%,1.2,104.2,0.573,2023-05-12,105.0,2.26,103.0,1.46,weekly,-0.0540000000000001,-0.06750000000000005
UBER,36.79,0.13,+35.14%,0.37,36.37,0.613,2023-05-05,36.5,0.42,36.0,0.29,weekly,-0.0635,-0.48846153846153845
AMZN,105.25,0.67,+50.38%,1.33,103.33,0.633,2023-05-12,104.0,1.82,102.0,1.15,weekly,-0.064,-0.09552238805970144
TSLA,162.96,0.4,+19.05%,2.1,152.1,0.813,2023-05-12,152.5,1.61,150.0,1.21,weekly,-0.0675000000000001,-0.16875000000000043
CVS,70.45,0.03,+3.09%,0.97,67.97,0.8959999999999999,2023-05-05,68.0,0.09,67.0,0.06,weekly,-0.074,-2.4666666666666694
LCID,7.45,0.23,+29.87%,0.77,6.77,0.6940000000000001,2023-05-12,7.0,0.34,6.0,0.11,weekly,-0.0759999999999999,-0.3304347826086954
UBER,36.79,0.09,+9.89%,0.91,35.41,0.83,2023-05-05,35.5,0.16,34.5,0.07,weekly,-0.08,-0.8888888888888894
AAPL,170.31,0.98,+64.47%,1.52,169.02,0.57,2023-05-05,170.0,3.2,167.5,2.22,weekly,-0.095,-0.09693877551020416
AMZN,105.25,0.99,+49.25%,2.01,104.01,0.638,2023-05-05,105.0,1.44,102.0,0.45,weekly,-0.0959999999999999,-0.09696969696969683
UBER,36.79,0.16,+19.05%,0.84,35.84,0.743,2023-05-05,36.0,0.27,35.0,0.11,weekly,-0.0969999999999999,-0.60625
AAPL,170.31,0.77,+44.51%,1.73,166.73,0.652,2023-05-12,167.5,2.82,165.0,2.05,weekly,-0.0999999999999998,-0.1298701298701298
NFLX,321.01,0.75,+42.86%,1.75,316.75,0.659,2023-05-05,317.5,2.66,315.0,1.91,weekly,-0.1024999999999998,-0.13666666666666663
AMZN,105.25,1.11,+58.73%,1.89,103.89,0.595,2023-05-12,105.0,2.26,102.0,1.15,weekly,-0.1049999999999999,-0.09459459459459452
TSLA,162.96,0.66,+35.87%,1.84,156.84,0.6890000000000001,2023-05-12,157.5,2.83,155.0,2.17,weekly,-0.1174999999999999,-0.17803030303030282
WAL,32.93,0.1,+11.11%,0.9,29.9,0.7809999999999999,2023-05-05,30.0,1.0,29.0,0.9,weekly,-0.119,-1.1900000000000006
UBER,36.79,0.24,+31.58%,0.76,36.26,0.6409999999999999,2023-05-05,36.5,0.42,35.5,0.18,weekly,-0.1190000000000001,-0.49583333333333374
PARA,23.33,0.42,+38.89%,1.08,22.58,0.636,2023-05-05,23.0,0.67,21.5,0.25,weekly,-0.126,-0.3000000000000001
TSLA,162.96,0.93,+59.24%,1.57,161.57,0.5770000000000001,2023-05-05,162.5,2.65,160.0,1.72,weekly,-0.1274999999999997,-0.13709677419354827
CVS,70.45,0.08,+8.70%,0.92,68.92,0.779,2023-05-05,69.0,0.18,68.0,0.1,weekly,-0.1409999999999999,-1.7624999999999997
AAPL,170.31,0.96,+62.34%,1.54,169.04,0.5579999999999999,2023-05-12,170.0,3.8,167.5,2.84,weekly,-0.1450000000000001,-0.15104166666666685
UBER,36.79,0.2,+15.38%,1.3,35.8,0.752,2023-05-05,36.0,0.27,34.5,0.07,weekly,-0.172,-0.8599999999999999
AMZN,105.25,1.36,+51.52%,2.64,103.64,0.612,2023-05-12,105.0,2.26,101.0,0.9,weekly,-0.192,-0.14117647058823535
UBER,36.79,0.31,+26.05%,1.19,36.19,0.659,2023-05-05,36.5,0.42,35.0,0.11,weekly,-0.2014999999999999,-0.6499999999999998
TGT,157.85,0.86,+52.44%,1.64,156.64,0.57,2023-05-12,157.5,2.63,155.0,1.77,weekly,-0.215,-0.2500000000000001
AAPL,170.31,1.74,+53.37%,3.26,168.26,0.607,2023-05-05,170.0,3.2,165.0,1.46,weekly,-0.2250000000000001,-0.1293103448275862
BUD,63.6,0.2,+25.00%,0.8,62.8,0.575,2023-05-05,63.0,1.25,62.0,1.05,weekly,-0.2250000000000001,-1.1250000000000002
AAPL,170.31,1.35,+36.99%,3.65,166.15,0.674,2023-05-12,167.5,2.82,162.5,1.47,weekly,-0.2799999999999996,-0.20740740740740712
NFLX,321.01,1.32,+35.87%,3.68,316.18,0.679,2023-05-05,317.5,2.66,312.5,1.34,weekly,-0.2849999999999998,-0.2159090909090908
AMZN,105.25,1.57,+45.77%,3.43,103.43,0.626,2023-05-12,105.0,2.26,100.0,0.69,weekly,-0.3,-0.1910828025477707
AAPL,170.31,1.75,+53.85%,3.25,168.25,0.59,2023-05-12,170.0,3.8,165.0,2.05,weekly,-0.3,-0.17142857142857154
CVS,70.45,0.12,+6.38%,1.88,68.88,0.785,2023-05-05,69.0,0.18,67.0,0.06,weekly,-0.3099999999999999,-2.5833333333333335
UBER,36.79,0.35,+21.21%,1.65,36.15,0.669,2023-05-05,36.5,0.42,34.5,0.07,weekly,-0.3119999999999999,-0.8914285714285711
TSLA,162.96,1.59,+46.63%,3.41,160.91,0.613,2023-05-05,162.5,2.65,157.5,1.06,weekly,-0.3450000000000001,-0.21698113207547173
NFLX,321.01,1.64,+48.81%,3.36,318.36,0.6,2023-05-05,320.0,3.55,315.0,1.91,weekly,-0.3600000000000002,-0.21951219512195136
NVDA,275.0,0.7,+38.89%,1.8,271.8,0.5720000000000001,2023-05-12,272.5,4.45,270.0,3.75,weekly,-0.3699999999999998,-0.5285714285714285
NFLX,321.01,1.8,+56.25%,3.2,318.2,0.562,2023-05-12,320.0,6.45,315.0,4.65,weekly,-0.3899999999999999,-0.21666666666666648
CVS,70.45,0.31,+18.34%,1.69,69.69,0.648,2023-05-05,70.0,0.41,68.0,0.1,weekly,-0.3939999999999999,-1.270967741935484
AAPL,170.31,2.28,+43.68%,5.22,167.72,0.633,2023-05-05,170.0,3.2,162.5,0.92,weekly,-0.4724999999999999,-0.20723684210526314
AAPL,170.31,2.33,+45.07%,5.17,167.67,0.614,2023-05-12,170.0,3.8,162.5,1.47,weekly,-0.565,-0.24248927038626608
NVDA,275.0,1.4,+38.89%,3.6,271.1,0.588,2023-05-12,272.5,4.45,267.5,3.05,weekly,-0.6600000000000001,-0.4714285714285717
NVDA,275.0,1.65,+49.25%,3.35,273.35,0.537,2023-05-12,275.0,5.4,270.0,3.75,weekly,-0.665,-0.4030303030303029
CVS,70.45,0.35,+13.21%,2.65,69.65,0.6559999999999999,2023-05-05,70.0,0.41,67.0,0.06,weekly,-0.6820000000000003,-1.9485714285714293
AAPL,170.31,2.75,+37.93%,7.25,167.25,0.631,2023-05-12,170.0,3.8,160.0,1.05,weekly,-0.9400000000000002,-0.3418181818181818
NVDA,275.0,2.35,+45.63%,5.15,272.65,0.5529999999999999,2023-05-12,275.0,5.4,267.5,3.05,weekly,-1.0025000000000004,-0.4265957446808513
Downloaded from Barchart.com as of 05-03-2023 09:33am CDT,,,,,,,,,,,,,,
