Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
TSLA,225.17,1.15,+85.19%,1.35,223.85,52.8%,2023-06-16,225,7.3,222.5,6.15
TSLA,225.17,2.25,+81.82%,2.75,222.75,55.2%,2023-06-16,225,7.3,220,5.05
TSLA,225.17,1.12,+81.16%,1.38,223.88,55.4%,2023-06-09,225,3.85,222.5,2.73
DOCU,57.81,0.89,+80.18%,1.11,56.11,57.0%,2023-06-09,57,3.5,55,2.61
TGT,132.05,0.44,+78.57%,0.56,131.56,56.6%,2023-06-09,132,1.37,131,0.93
DOCU,57.81,1.31,+77.51%,1.69,55.69,58.7%,2023-06-09,57,3.5,54,2.19
GME,26,0.43,+75.44%,0.57,24.57,60.7%,2023-06-09,25,1.57,24,1.14
TSLA,225.17,3.2,+74.42%,4.3,221.8,57.3%,2023-06-16,225,7.3,217.5,4.1
DOCU,57.81,1.7,+73.91%,2.3,55.3,60.3%,2023-06-09,57,3.5,53,1.8
AMD,118.84,0.85,+73.91%,1.15,117.15,56.1%,2023-06-16,118,3.9,116,3.05
AMD,118.84,1.27,+73.41%,1.73,116.73,57.6%,2023-06-16,118,3.9,115,2.63
TSLA,225.17,1.05,+72.41%,1.45,221.45,58.0%,2023-06-16,222.5,6.1,220,5.05
U,35.2,0.21,+72.41%,0.29,34.79,57.8%,2023-06-09,35,0.77,34.5,0.56
NVDA,379.74,1.05,+72.41%,1.45,376.45,55.3%,2023-06-16,377.5,8.85,375,7.8
GME,26,0.83,+70.94%,1.17,24.17,62.1%,2023-06-16,25,1.8,23,0.97
TSLA,225.17,3.45,+70.70%,4.88,221.55,57.8%,2023-06-16,225,7.3,216.67,3.85
NVDA,379.74,3.1,+70.45%,4.4,374.4,58.6%,2023-06-16,377.5,8.85,370,5.75
GME,26,0.41,+69.49%,0.59,24.59,59.3%,2023-06-16,25,1.8,24,1.39
AMD,118.84,1.64,+69.49%,2.36,116.36,59.0%,2023-06-16,118,3.9,114,2.26
U,35.2,0.41,+69.49%,0.59,34.59,61.6%,2023-06-09,35,0.77,34,0.36
TSLA,225.17,2.04,+68.92%,2.96,222.96,59.2%,2023-06-09,225,3.85,220,1.81
DOCU,57.81,2.03,+68.35%,2.97,54.97,61.7%,2023-06-09,57,3.5,52,1.47
ROKU,70.14,2.02,+67.79%,2.98,67.98,60.8%,2023-06-16,70,3.2,65,1.18
AFRM,16.6,0.2,+66.67%,0.3,15.8,62.5%,2023-06-16,16,0.81,15.5,0.61
AMD,118.84,0.4,+66.67%,0.6,117.6,54.5%,2023-06-16,118,3.9,117,3.5
TSM,99.83,0.4,+66.67%,0.6,98.6,59.8%,2023-06-16,99,1.62,98,1.22
TSLA,225.17,4,+66.67%,6,221,59.0%,2023-06-16,225,7.3,215,3.3
CVNA,15.63,0.4,+66.67%,0.6,14.6,63.4%,2023-06-16,15,0.9,14,0.5
TSLA,225.17,2,+66.67%,3,220.5,60.0%,2023-06-16,222.5,6.1,217.5,4.1
