Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
JD,36.88,0.33,+49.25%,0.67,35.67,0.677,2023-05-19,36.0,0.75,35.0,0.42,0.007,0.02121212121212132
JD,36.88,0.11,+28.21%,0.39,35.89,0.784,2023-05-12,36.0,0.25,35.5,0.14,0.002,0.018181818181818313
GOOGL,117.38,0.02,+2.04%,0.98,107.98,0.97,2023-05-19,108.0,0.14,107.0,0.12,-0.01,-0.5000000000000012
UPST,17.76,0.2,+25.00%,0.8,15.8,0.7879999999999999,2023-05-19,16.0,0.4,15.0,0.2,-0.012,-0.060000000000000386
GOOG,117.93,0.04,+4.17%,0.96,109.96,0.943,2023-05-19,110.0,0.2,109.0,0.16,-0.017,-0.4250000000000011
GME,20.89,0.16,+47.06%,0.34,20.34,0.644,2023-05-19,20.5,0.39,20.0,0.23,-0.018,-0.11249999999999996
GOOGL,117.38,0.01,+1.01%,0.99,112.99,0.968,2023-05-12,113.0,0.07,112.0,0.06,-0.022,-2.200000000000003
GOOG,117.93,0.06,+6.38%,0.94,110.94,0.916,2023-05-19,111.0,0.27,110.0,0.21,-0.024,-0.3999999999999995
BABA,86.74,0.32,+47.06%,0.68,83.68,0.6559999999999999,2023-05-19,84.0,1.71,83.0,1.39,-0.0240000000000001,-0.07500000000000033
GOOGL,117.38,0.04,+4.17%,0.96,109.96,0.93,2023-05-19,110.0,0.23,109.0,0.19,-0.0299999999999999,-0.7499999999999986
GOOGL,117.38,0.07,+7.53%,0.93,110.93,0.899,2023-05-19,111.0,0.31,110.0,0.24,-0.0309999999999999,-0.44285714285714256
GOOGL,117.38,0.06,+3.09%,1.94,108.94,0.954,2023-05-19,109.0,0.18,107.0,0.12,-0.0319999999999998,-0.5333333333333347
JD,36.88,0.17,+20.48%,0.83,35.83,0.7979999999999999,2023-05-12,36.0,0.25,35.0,0.08,-0.032,-0.1882352941176473
PBR,11.03,0.17,+51.52%,0.33,10.83,0.591,2023-05-19,11.0,0.31,10.5,0.14,-0.0345,-0.20294117647058837
AMZN,112.18,0.07,+7.53%,0.93,105.93,0.895,2023-05-19,106.0,0.32,105.0,0.25,-0.0349999999999999,-0.4999999999999997
GOOGL,117.38,0.15,+17.65%,0.85,112.85,0.813,2023-05-19,113.0,0.58,112.0,0.43,-0.037,-0.2466666666666669
