Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
M,15.42,0.05,+11.11%,0.45,14.45,0.813,2023-06-09,14.5,0.12,14.0,0.07,-0.0435,-0.8700000000000004
GME,24.64,0.32,+47.06%,0.68,23.18,0.634,2023-06-09,23.5,1.14,22.5,0.82,-0.046,-0.14374999999999996
M,15.42,0.11,+28.21%,0.39,14.89,0.684,2023-06-09,15.0,0.25,14.5,0.14,-0.0479999999999999,-0.4363636363636361
QCOM,115.62,0.3,+42.86%,0.7,113.7,0.65,2023-06-09,114.0,1.19,113.0,0.89,-0.0499999999999999,-0.16666666666666657
NVDA,393.27,0.9,+56.25%,1.6,386.6,0.62,2023-06-09,387.5,5.9,385.0,5.0,-0.05,-0.05555555555555555
C,46.32,0.04,+8.70%,0.46,44.96,0.8190000000000001,2023-06-09,45.0,0.17,44.5,0.13,-0.0504999999999999,-1.2624999999999993
SHOP,58.29,0.11,+12.36%,0.89,54.89,0.835,2023-06-09,55.0,0.33,54.0,0.22,-0.055,-0.5000000000000003
COIN,64.55,0.33,+49.25%,0.67,62.67,0.608,2023-06-09,63.0,2.0,62.0,1.67,-0.062,-0.18787878787878792
AI,32.26,0.25,+33.33%,0.75,29.75,0.688,2023-06-09,30.0,1.1,29.0,0.85,-0.062,-0.24800000000000025
COIN,64.55,0.78,+63.93%,1.22,63.22,0.5770000000000001,2023-06-09,64.0,2.45,62.0,1.67,-0.0659999999999997,-0.08461538461538443
JPM,140.47,0.06,+6.38%,0.94,136.94,0.873,2023-06-09,137.0,0.3,136.0,0.24,-0.067,-1.116666666666667
NVDA,393.27,3.15,+72.41%,4.35,389.35,0.5710000000000001,2023-06-09,392.5,8.15,385.0,5.0,-0.0674999999999994,-0.02142857142857124
DIS,90.77,0.17,+20.48%,0.83,88.83,0.762,2023-06-09,89.0,0.44,88.0,0.27,-0.0679999999999999,-0.39999999999999986
PYPL,63.96,0.26,+35.14%,0.74,62.74,0.6709999999999999,2023-06-09,63.0,0.65,62.0,0.39,-0.069,-0.2653846153846156
GM,34.28,0.07,+16.28%,0.43,33.43,0.718,2023-06-09,33.5,0.27,33.0,0.2,-0.071,-1.0142857142857142
AMZN,124.25,0.3,+42.86%,0.7,122.7,0.628,2023-06-09,123.0,1.25,122.0,0.95,-0.0719999999999999,-0.23999999999999988
TGT,133.22,0.24,+31.58%,0.76,130.76,0.6829999999999999,2023-06-09,131.0,1.13,130.0,0.89,-0.077,-0.32083333333333364
COIN,64.55,0.21,+26.58%,0.79,60.79,0.711,2023-06-09,61.0,1.31,60.0,1.1,-0.079,-0.37619047619047646
AMZN,124.25,0.22,+28.21%,0.78,121.78,0.6990000000000001,2023-06-09,122.0,0.91,121.0,0.69,-0.0809999999999999,-0.3681818181818179
DIS,90.77,0.27,+36.99%,0.73,89.73,0.648,2023-06-09,90.0,0.72,89.0,0.45,-0.0819999999999999,-0.30370370370370353
TGT,133.22,0.37,+58.73%,0.63,132.63,0.545,2023-06-09,133.0,1.89,132.0,1.52,-0.0849999999999999,-0.22972972972972958
AAPL,180.95,0.89,+55.28%,1.61,179.11,0.61,2023-06-09,180.0,2.08,177.5,1.19,-0.0849999999999999,-0.09550561797752818
NVDA,393.27,2.15,+75.44%,2.85,390.35,0.5529999999999999,2023-06-09,392.5,8.15,387.5,6.0,-0.0850000000000004,-0.03953488372093043
PACW,7.67,0.05,+11.11%,0.45,6.95,0.728,2023-06-09,7.0,0.25,6.5,0.2,-0.086,-1.72
BABA,84.27,0.14,+16.28%,0.86,80.86,0.772,2023-06-09,81.0,0.52,80.0,0.38,-0.0879999999999999,-0.6285714285714283
SQ,63.46,0.16,+19.05%,0.84,60.84,0.752,2023-06-09,61.0,0.57,60.0,0.41,-0.0879999999999999,-0.5499999999999999
TSLA,213.97,0.67,+36.61%,1.83,206.83,0.696,2023-06-09,207.5,2.8,205.0,2.13,-0.0900000000000001,-0.13432835820895536
XOM,105.76,0.31,+44.93%,0.69,104.69,0.599,2023-06-09,105.0,1.3,104.0,0.99,-0.091,-0.29354838709677417
TGT,133.22,0.12,+6.38%,1.88,126.88,0.894,2023-06-09,127.0,0.35,125.0,0.23,-0.0919999999999999,-0.7666666666666665
BA,213.32,0.07,+2.88%,2.43,202.43,0.935,2023-06-09,202.5,0.3,200.0,0.23,-0.0924999999999998,-1.3214285714285694
NVDA,393.27,0.31,+14.16%,2.19,372.19,0.838,2023-06-09,372.5,1.8,370.0,1.49,-0.095,-0.3064516129032261
NVDA,393.27,0.65,+35.14%,1.85,381.85,0.701,2023-06-09,382.5,4.05,380.0,3.4,-0.0975000000000001,-0.1500000000000001
