Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
PANW,203.76,0.01,+0.40%,2.49,187.49,0.996,2023-05-26,187.5,0.09,185.0,0.08,-1.0408340855860844e-17,-1.0798653637955626e-15
PANW,203.76,0.02,+0.40%,4.98,187.48,0.996,2023-05-26,187.5,0.09,182.5,0.07,-2.0816681711721685e-17,-1.0798653637955626e-15
MRVL,45.66,0.18,+56.25%,0.32,44.32,0.629,2023-05-26,44.5,1.11,44.0,0.93,-0.0055,-0.030555555555555596
PANW,203.76,0.02,+0.27%,7.48,187.48,0.996,2023-05-26,187.5,0.09,180.0,0.07,-0.01,-0.5000000000000013
NVDA,302.16,1.05,+72.41%,1.45,296.45,0.573,2023-06-02,297.5,10.25,295.0,9.2,-0.0175,-0.016666666666666777
MRVL,45.66,0.19,+61.29%,0.31,44.81,0.5820000000000001,2023-05-26,45.0,1.31,44.5,1.12,-0.0189999999999999,-0.0999999999999998
MRVL,45.66,0.38,+61.29%,0.62,44.62,0.6,2023-05-26,45.0,1.31,44.0,0.93,-0.02,-0.05263157894736847
AMD,107.46,0.4,+66.67%,0.6,106.6,0.574,2023-05-26,107.0,1.6,106.0,1.2,-0.0259999999999999,-0.06500000000000007
AMZN,116.52,0.36,+56.25%,0.64,115.64,0.608,2023-05-26,116.0,1.03,115.0,0.67,-0.032,-0.08888888888888896
TSLA,183.15,1.0,+66.67%,1.5,181.5,0.5870000000000001,2023-05-26,182.5,2.83,180.0,1.83,-0.0324999999999998,-0.032499999999999835
AMD,107.46,0.42,+72.41%,0.58,106.58,0.545,2023-06-02,107.0,2.8,106.0,2.38,-0.0349999999999999,-0.08333333333333327
SQ,61.65,0.38,+61.29%,0.62,60.62,0.585,2023-06-02,61.0,1.59,60.0,1.21,-0.035,-0.09210526315789483
SNOW,176.52,2.1,+72.41%,2.9,172.9,0.5720000000000001,2023-05-26,175.0,7.15,170.0,5.05,-0.0399999999999995,-0.019047619047618855
SQ,61.65,0.3,+42.86%,0.7,59.7,0.66,2023-06-02,60.0,1.19,59.0,0.89,-0.0399999999999999,-0.1333333333333331
MU,66.15,0.23,+29.87%,0.77,64.77,0.73,2023-05-26,65.0,0.47,64.0,0.24,-0.04,-0.17391304347826103
TWLO,61.96,0.03,+6.38%,0.47,58.47,0.8590000000000001,2023-05-26,58.5,0.25,58.0,0.22,-0.0404999999999999,-1.3499999999999985
SQ,61.65,0.31,+44.93%,0.69,60.69,0.648,2023-05-26,61.0,0.73,60.0,0.42,-0.0419999999999999,-0.13548387096774175
RIVN,14.2,0.16,+47.06%,0.34,13.84,0.593,2023-06-02,14.0,0.49,13.5,0.33,-0.0435,-0.2718750000000001
