Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
AAPL,179.39,1.12,+81.16%,1.38,178.88,0.649,2023-06-09,180.0,2.61,177.5,1.49,0.2425000000000001,0.21651785714285723
GME,24.41,0.7,+87.50%,0.8,23.3,0.602,2023-06-09,24.0,1.63,22.5,0.93,0.1029999999999999,0.14714285714285708
GME,24.41,0.44,+78.57%,0.56,23.06,0.621,2023-06-09,23.5,1.37,22.5,0.93,0.0609999999999999,0.13863636363636364
GME,24.41,0.38,+61.29%,0.62,22.62,0.657,2023-06-09,23.0,1.1,22.0,0.72,0.037,0.09736842105263169
GTLB,35.1,2.05,+69.49%,2.95,32.95,0.596,2023-06-09,35.0,3.5,30.0,1.45,0.0299999999999995,0.014634146341463265
DIS,91.06,0.41,+69.49%,0.59,90.59,0.601,2023-06-09,91.0,1.06,90.0,0.65,0.0109999999999999,0.026829268292682902
TSLA,215.93,2.03,+68.35%,2.97,212.97,0.593,2023-06-09,215.0,4.65,210.0,2.62,-0.0050000000000003,-0.00246305418719227
NVDA,389.9,0.03,+1.21%,2.47,352.47,0.984,2023-06-09,352.5,0.22,350.0,0.19,-0.0099999999999997,-0.33333333333333465
NFLX,402.3,1.85,+58.73%,3.15,398.15,0.628,2023-06-09,400.0,5.7,395.0,3.85,-0.0099999999999997,-0.005405405405405386
GME,24.41,0.17,+51.52%,0.33,22.83,0.64,2023-06-09,23.0,1.1,22.5,0.93,-0.0099999999999999,-0.058823529411764656
DIS,91.06,0.27,+36.99%,0.73,89.73,0.7170000000000001,2023-06-09,90.0,0.63,89.0,0.36,-0.0129999999999999,-0.048148148148147794
DIS,91.06,0.7,+53.85%,1.3,90.3,0.642,2023-06-09,91.0,1.06,89.0,0.36,-0.016,-0.02285714285714284
BABA,84.13,0.43,+75.44%,0.57,83.57,0.5529999999999999,2023-06-09,84.0,1.43,83.0,1.0,-0.017,-0.03953488372093036
