Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
PARA,17.28,0.17,+51.52%,0.33,16.83,0.667,2023-05-05,17.0,0.38,16.5,0.21,weekly,0.0035,0.02058823529411778
PARA,17.28,0.09,+21.95%,0.41,16.41,0.8009999999999999,2023-05-05,16.5,0.19,16.0,0.1,weekly,-0.0095,-0.1055555555555559
PARA,17.28,0.28,+38.89%,0.72,16.72,0.705,2023-05-05,17.0,0.38,16.0,0.1,weekly,-0.015,-0.05357142857142866
TSLA,160.14,0.09,+9.89%,0.91,145.91,0.885,2023-05-12,146.0,0.82,145.0,0.73,weekly,-0.0249999999999999,-0.2777777777777778
LYFT,10.56,0.2,+66.67%,0.3,10.3,0.545,2023-05-12,10.5,0.86,10.0,0.66,weekly,-0.0274999999999999,-0.13749999999999982
MARA,10.05,0.14,+38.89%,0.36,9.36,0.635,2023-05-12,9.5,0.49,9.0,0.35,weekly,-0.0424999999999999,-0.3035714285714284
ETSY,92.21,0.02,+2.04%,0.98,84.98,0.937,2023-05-05,85.0,0.15,84.0,0.13,weekly,-0.0429999999999999,-2.1499999999999972
TSLA,160.14,0.21,+11.73%,1.79,146.79,0.8690000000000001,2023-05-12,147.0,0.94,145.0,0.73,weekly,-0.0519999999999997,-0.24761904761904668
UBER,36.95,0.07,+16.28%,0.43,35.43,0.7559999999999999,2023-05-12,35.5,0.3,35.0,0.23,weekly,-0.052,-0.7428571428571434
MARA,10.05,0.28,+38.89%,0.72,9.22,0.662,2023-05-12,9.5,0.49,8.5,0.21,weekly,-0.0579999999999999,-0.20714285714285693
PARA,17.28,0.13,+14.94%,0.87,16.37,0.812,2023-05-05,16.5,0.19,15.5,0.06,weekly,-0.0579999999999999,-0.4461538461538456
MARA,10.05,0.15,+42.86%,0.35,9.85,0.5820000000000001,2023-05-05,10.0,0.28,9.5,0.13,weekly,-0.0589999999999999,-0.39333333333333304
SNOW,151.86,0.02,+2.04%,0.98,143.98,0.907,2023-05-05,144.0,0.18,143.0,0.16,weekly,-0.0729999999999999,-3.6499999999999986
MARA,10.05,0.51,+51.52%,0.99,9.49,0.61,2023-05-12,10.0,0.72,8.5,0.21,weekly,-0.075,-0.14705882352941185
BUD,65.78,0.15,+17.65%,0.85,63.85,0.764,2023-05-12,64.0,0.5,63.0,0.35,weekly,-0.0859999999999999,-0.5733333333333333
BUD,65.78,0.05,+5.26%,0.95,62.95,0.856,2023-05-12,63.0,0.3,62.0,0.25,weekly,-0.094,-1.8800000000000001
PARA,17.28,0.32,+27.12%,1.18,16.68,0.7190000000000001,2023-05-05,17.0,0.38,15.5,0.06,weekly,-0.1014999999999998,-0.3171874999999996
BUD,65.78,0.15,+8.11%,1.85,62.85,0.865,2023-05-12,63.0,0.3,61.0,0.15,weekly,-0.12,-0.8000000000000003
MARA,10.05,0.36,+31.58%,1.14,9.14,0.6779999999999999,2023-05-12,9.5,0.49,8.0,0.13,weekly,-0.123,-0.3416666666666668
BUD,65.78,0.15,+17.65%,0.85,64.85,0.722,2023-05-05,65.0,0.35,64.0,0.2,weekly,-0.128,-0.8533333333333334
W,35.62,0.25,+33.33%,0.75,34.75,0.611,2023-05-05,35.0,0.79,34.0,0.54,weekly,-0.139,-0.556
SCHW,45.96,0.08,+8.70%,0.92,43.92,0.768,2023-05-05,44.0,0.39,43.0,0.31,weekly,-0.152,-1.9
NFLX,321.5,0.46,+22.55%,2.04,317.04,0.74,2023-05-05,317.5,1.29,315.0,0.83,weekly,-0.1899999999999999,-0.41304347826086957
BUD,65.78,0.45,+29.03%,1.55,64.55,0.6759999999999999,2023-05-12,65.0,0.8,63.0,0.35,weekly,-0.1980000000000001,-0.44000000000000017
BUD,65.78,0.25,+14.29%,1.75,63.75,0.7759999999999999,2023-05-12,64.0,0.5,62.0,0.25,weekly,-0.1980000000000001,-0.7920000000000008
JPM,132.06,0.2,+25.00%,0.8,130.8,0.573,2023-05-12,131.0,2.06,130.0,1.86,weekly,-0.2270000000000001,-1.1350000000000002
BUD,65.78,0.35,+13.21%,2.65,63.65,0.787,2023-05-12,64.0,0.5,61.0,0.15,weekly,-0.2889999999999999,-0.8257142857142854
SNOW,151.86,0.21,+11.73%,1.79,147.79,0.75,2023-05-05,148.0,0.58,146.0,0.37,weekly,-0.29,-1.3809523809523812
W,35.62,0.39,+14.94%,2.61,33.61,0.745,2023-05-05,34.0,0.49,31.0,0.1,weekly,-0.3749999999999999,-0.9615384615384615
SCHW,45.96,0.26,+9.49%,2.74,43.74,0.7879999999999999,2023-05-05,44.0,0.39,41.0,0.13,weekly,-0.3760000000000003,-1.4461538461538472
BUD,65.78,0.55,+22.45%,2.45,64.45,0.6890000000000001,2023-05-12,65.0,0.8,62.0,0.25,weekly,-0.3829999999999998,-0.6963636363636361
SNOW,151.86,0.3,+11.11%,2.7,147.7,0.755,2023-05-05,148.0,0.58,145.0,0.28,weekly,-0.435,-1.45
MRNA,133.43,0.05,+2.56%,1.95,129.95,0.748,2023-05-05,130.0,0.36,128.0,0.31,weekly,-0.454,-9.08
SCHW,45.96,0.19,+10.50%,1.81,44.81,0.659,2023-05-05,45.0,0.5,43.0,0.31,weekly,-0.4919999999999999,-2.5894736842105264
NFLX,321.5,1.24,+32.98%,3.76,318.76,0.653,2023-05-05,320.0,2.07,315.0,0.83,weekly,-0.4949999999999999,-0.39919354838709653
BUD,65.78,0.35,+9.59%,3.65,63.65,0.787,2023-05-12,64.0,0.5,60.0,0.15,weekly,-0.5019999999999999,-1.4342857142857142
BUD,65.78,0.25,+9.09%,2.75,64.75,0.743,2023-05-05,65.0,0.35,62.0,0.1,weekly,-0.521,-2.084
BUD,65.78,0.65,+19.40%,3.35,64.35,0.7020000000000001,2023-05-12,65.0,0.8,61.0,0.15,weekly,-0.5419999999999997,-0.8338461538461535
W,35.62,0.43,+12.04%,3.57,33.57,0.75,2023-05-05,34.0,0.49,30.0,0.06,weekly,-0.57,-1.3255813953488371
SNOW,151.86,0.36,+9.89%,3.64,147.64,0.758,2023-05-05,148.0,0.58,144.0,0.22,weekly,-0.608,-1.6888888888888889
W,35.62,0.69,+20.85%,3.31,34.31,0.665,2023-05-05,35.0,0.79,31.0,0.1,weekly,-0.6499999999999999,-0.9420289855072463
SNOW,151.86,0.42,+9.17%,4.58,147.58,0.7609999999999999,2023-05-05,148.0,0.58,143.0,0.16,weekly,-0.7750000000000004,-1.8452380952380967
W,35.62,0.73,+17.10%,4.27,34.27,0.67,2023-05-05,35.0,0.79,30.0,0.06,weekly,-0.9199999999999996,-1.2602739726027392
SNOW,151.86,0.48,+7.36%,6.52,147.52,0.765,2023-05-05,148.0,0.58,141.0,0.1,weekly,-1.1649999999999998,-2.4270833333333326
Downloaded from Barchart.com as of 05-04-2023 10:12am CDT,,,,,,,,,,,,,,
