Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
NVDA,314.64,5.2,+71.23%,7.3,307.3,0.596,2023-05-26,312.5,11.55,300.0,6.35,0.1499999999999999,0.028846153846153803
NVDA,314.64,3.35,+80.72%,4.15,309.15,0.5720000000000001,2023-05-26,312.5,11.55,305.0,8.2,0.1400000000000005,0.04179104477611953
NVDA,314.64,3.95,+65.29%,6.05,306.05,0.612,2023-05-26,310.0,10.3,300.0,6.35,0.0700000000000002,0.017721518987341745
NVDA,314.64,2.1,+72.41%,2.9,307.9,0.588,2023-05-26,310.0,10.3,305.0,8.2,0.0399999999999998,0.019047619047619008
NVDA,314.64,6.75,+62.79%,10.75,305.75,0.616,2023-05-26,312.5,11.55,295.0,4.8,0.0300000000000002,0.004444444444444413
AMD,106.97,0.8,+66.67%,1.2,105.2,0.607,2023-05-26,106.0,2.38,104.0,1.58,0.014,0.017499999999999984
AMD,106.97,0.36,+56.25%,0.64,104.64,0.639,2023-05-26,105.0,1.94,104.0,1.58,-0.001,-0.0027777777777777185
AMZN,117.82,0.4,+66.67%,0.6,116.6,0.597,2023-05-26,117.0,1.77,116.0,1.37,-0.003,-0.007500000000000006
AMD,106.97,0.68,+51.52%,1.32,104.32,0.6579999999999999,2023-05-26,105.0,1.94,103.0,1.26,-0.0040000000000001,-0.005882352941176724
AMD,106.97,1.12,+59.57%,1.88,104.88,0.625,2023-05-26,106.0,2.38,103.0,1.26,-0.0049999999999998,-0.00446428571428565
AMD,106.97,0.41,+69.49%,0.59,105.59,0.583,2023-05-26,106.0,2.38,105.0,1.97,-0.007,-0.017073170731707367
AMD,106.97,0.3,+42.86%,0.7,103.7,0.693,2023-05-26,104.0,1.56,103.0,1.26,-0.007,-0.023333333333333484
NVDA,314.64,1.75,+53.85%,3.25,303.25,0.648,2023-05-26,305.0,8.1,300.0,6.35,-0.0099999999999997,-0.005714285714285735
AMZN,117.82,0.32,+47.06%,0.68,115.68,0.667,2023-05-26,116.0,1.35,115.0,1.03,-0.0129999999999999,-0.040624999999999856
AMZN,117.82,0.74,+58.73%,1.26,116.26,0.623,2023-05-26,117.0,1.77,115.0,1.03,-0.014,-0.018918918918918944
AMD,106.97,0.57,+39.86%,1.43,103.43,0.7070000000000001,2023-05-26,104.0,1.56,102.0,0.99,-0.0159999999999998,-0.028070175438596266
