Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
UPST,13.43,0.61,+68.54%,0.89,12.39,0.623,2023-05-12,13.0,1.24,11.5,0.63,weekly,0.0444999999999999,0.07295081967213113
UPST,13.43,0.76,+61.29%,1.24,12.24,0.639,2023-05-12,13.0,1.24,11.0,0.48,weekly,0.038,0.05000000000000008
UPST,13.43,0.53,+54.64%,0.97,11.97,0.67,2023-05-12,12.5,1.01,11.0,0.48,weekly,0.035,0.06603773584905677
UPST,13.43,0.38,+61.29%,0.62,12.12,0.653,2023-05-12,12.5,1.01,11.5,0.63,weekly,0.033,0.08684210526315798
UPST,13.43,0.84,+50.60%,1.66,11.66,0.6759999999999999,2023-05-19,12.5,1.28,10.0,0.44,monthly,0.0299999999999998,0.035714285714285504
UPST,13.43,0.66,+49.25%,1.34,11.84,0.684,2023-05-12,12.5,1.01,10.5,0.35,weekly,0.0280000000000001,0.042424242424242524
UPST,13.43,0.89,+55.28%,1.61,12.11,0.654,2023-05-12,13.0,1.24,10.5,0.35,weekly,0.025,0.028089887640449396
UPST,13.43,0.42,+72.41%,0.58,12.58,0.601,2023-05-12,13.0,1.24,12.0,0.82,weekly,0.0209999999999999,0.04999999999999995
SHOP,62.98,0.41,+69.49%,0.59,62.59,0.599,2023-05-12,63.0,1.33,62.0,0.92,weekly,0.0089999999999999,0.021951219512195093
DIS,102.54,0.83,+70.94%,1.17,101.17,0.586,2023-05-12,102.0,2.66,100.0,1.83,weekly,0.0019999999999998,0.0024096385542167805
SHOP,62.98,0.73,+57.48%,1.27,62.27,0.635,2023-05-12,63.0,1.33,61.0,0.6,weekly,0.0,0.0
UPST,13.43,0.21,+72.41%,0.29,12.79,0.578,2023-05-12,13.0,1.24,12.5,1.03,weekly,-0.001,-0.004761904761904848
RIVN,13.66,0.19,+61.29%,0.31,12.81,0.617,2023-05-12,13.0,0.68,12.5,0.49,weekly,-0.0015,-0.007894736842105237
UPST,13.43,0.76,+43.68%,1.74,11.74,0.695,2023-05-12,12.5,1.01,10.0,0.25,weekly,-0.0025,-0.003289473684210681
RIVN,13.66,0.42,+72.41%,0.58,13.08,0.575,2023-05-12,13.5,0.91,12.5,0.49,weekly,-0.005,-0.011904761904762005
DIS,102.54,0.38,+61.29%,0.62,100.62,0.614,2023-05-12,101.0,2.21,100.0,1.83,weekly,-0.006,-0.015789473684210565
GOOGL,108.11,0.42,+72.41%,0.58,107.58,0.5720000000000001,2023-05-12,108.0,1.52,107.0,1.1,weekly,-0.0079999999999999,-0.019047619047618855
GOOG,108.56,0.38,+61.29%,0.62,107.62,0.61,2023-05-12,108.0,1.33,107.0,0.95,weekly,-0.01,-0.02631578947368428
AFRM,12.38,0.59,+64.84%,0.91,11.41,0.6,2023-05-19,12.0,1.22,10.5,0.63,monthly,-0.01,-0.016949152542372996
AFRM,12.38,0.41,+69.49%,0.59,11.59,0.58,2023-05-19,12.0,1.22,11.0,0.81,monthly,-0.01,-0.02439024390243912
RIVN,13.66,0.22,+78.57%,0.28,13.28,0.5379999999999999,2023-05-19,13.5,1.06,13.0,0.84,monthly,-0.011,-0.050000000000000176
GOOGL,108.11,0.33,+49.25%,0.67,106.67,0.6579999999999999,2023-05-12,107.0,1.09,106.0,0.76,weekly,-0.012,-0.036363636363636626
UPST,13.43,0.99,+49.25%,2.01,12.01,0.665,2023-05-12,13.0,1.24,10.0,0.25,weekly,-0.0149999999999999,-0.015151515151514968
DIS,102.54,0.42,+72.41%,0.58,101.58,0.565,2023-05-12,102.0,2.66,101.0,2.24,weekly,-0.015,-0.035714285714285865
RBLX,36.35,0.41,+69.49%,0.59,35.59,0.573,2023-05-12,36.0,1.9,35.0,1.49,weekly,-0.017,-0.041463414634146406
RIOT,11.22,0.15,+42.86%,0.35,10.35,0.6659999999999999,2023-05-19,10.5,0.54,10.0,0.39,monthly,-0.017,-0.11333333333333352
GOOG,108.56,0.29,+40.85%,0.71,106.71,0.693,2023-05-12,107.0,0.94,106.0,0.65,weekly,-0.017,-0.05862068965517261
SHOP,62.98,0.2,+25.00%,0.8,60.8,0.7829999999999999,2023-05-12,61.0,0.59,60.0,0.39,weekly,-0.0170000000000001,-0.08500000000000041
AFRM,12.38,0.2,+66.67%,0.3,11.8,0.564,2023-05-12,12.0,1.03,11.5,0.83,weekly,-0.018,-0.09000000000000007
DIS,102.54,1.17,+63.93%,1.83,100.83,0.604,2023-05-12,102.0,2.66,99.0,1.49,weekly,-0.0180000000000001,-0.015384615384615455
RIVN,13.66,0.18,+56.25%,0.32,12.82,0.601,2023-05-19,13.0,0.83,12.5,0.65,monthly,-0.0195,-0.10833333333333339
RIVN,13.66,0.34,+51.52%,0.66,12.66,0.64,2023-05-12,13.0,0.68,12.0,0.34,weekly,-0.0199999999999999,-0.058823529411764656
SHOP,62.98,0.28,+38.89%,0.72,60.72,0.7,2023-05-19,61.0,1.24,60.0,0.96,monthly,-0.02,-0.07142857142857145
GOOGL,108.11,0.24,+31.58%,0.76,105.76,0.737,2023-05-12,106.0,0.75,105.0,0.51,weekly,-0.023,-0.09583333333333346
RBLX,36.35,0.18,+56.25%,0.32,35.32,0.594,2023-05-12,35.5,1.67,35.0,1.49,weekly,-0.023,-0.12777777777777782
CVNA,12.31,0.13,+35.14%,0.37,10.87,0.6920000000000001,2023-05-12,11.0,0.42,10.5,0.29,weekly,-0.0239999999999999,-0.1846153846153843
RIVN,13.66,0.41,+69.49%,0.59,13.09,0.564,2023-05-19,13.5,1.06,12.5,0.65,monthly,-0.026,-0.06341463414634158
SHOP,62.98,0.34,+51.52%,0.66,61.66,0.633,2023-05-19,62.0,1.6,61.0,1.26,monthly,-0.0269999999999999,-0.07941176470588233
AMZN,105.96,0.38,+61.29%,0.62,105.62,0.593,2023-05-12,106.0,1.13,105.0,0.75,weekly,-0.027,-0.07105263157894741
GOOGL,108.11,0.29,+40.85%,0.71,105.71,0.6829999999999999,2023-05-19,106.0,1.28,105.0,0.99,monthly,-0.027,-0.09310344827586221
GOOG,108.56,0.39,+63.93%,0.61,107.61,0.583,2023-05-19,108.0,1.85,107.0,1.46,monthly,-0.027,-0.06923076923076932
GOOGL,108.11,0.42,+72.41%,0.58,107.58,0.5529999999999999,2023-05-19,108.0,2.07,107.0,1.65,monthly,-0.027,-0.06428571428571442
AFRM,12.38,0.16,+47.06%,0.34,11.34,0.625,2023-05-12,11.5,0.81,11.0,0.65,weekly,-0.0274999999999999,-0.17187499999999997
LCID,7.09,0.17,+51.52%,0.33,6.83,0.604,2023-05-19,7.0,0.33,6.5,0.16,monthly,-0.028,-0.16470588235294129
GOOGL,108.11,0.76,+61.29%,1.24,107.24,0.605,2023-05-12,108.0,1.52,106.0,0.76,weekly,-0.03,-0.03947368421052637
GOOGL,108.11,0.35,+53.85%,0.65,106.65,0.619,2023-05-19,107.0,1.64,106.0,1.29,monthly,-0.031,-0.08857142857142859
CVNA,12.31,0.39,+63.93%,0.61,11.61,0.579,2023-05-12,12.0,0.83,11.0,0.44,weekly,-0.031,-0.07948717948717954
RBLX,36.35,0.19,+61.29%,0.31,35.81,0.557,2023-05-12,36.0,1.9,35.5,1.71,weekly,-0.0314999999999999,-0.16578947368421035
CCL,10.63,0.15,+42.86%,0.35,10.35,0.637,2023-05-19,10.5,0.3,10.0,0.15,monthly,-0.0315,-0.2099999999999999
AFRM,12.38,0.38,+61.29%,0.62,11.62,0.588,2023-05-12,12.0,1.03,11.0,0.65,weekly,-0.032,-0.0842105263157895
COIN,57.63,0.09,+9.89%,0.91,51.91,0.878,2023-05-12,52.0,0.43,51.0,0.34,weekly,-0.032,-0.35555555555555557
GOOG,108.56,0.32,+47.06%,0.68,106.68,0.647,2023-05-19,107.0,1.45,106.0,1.13,monthly,-0.033,-0.103125
AFRM,12.38,0.32,+47.06%,0.68,11.18,0.6459999999999999,2023-05-12,11.5,0.81,10.5,0.49,weekly,-0.034,-0.10625000000000033
NVDA,284.71,0.63,+33.69%,1.87,279.37,0.733,2023-05-12,280.0,2.03,277.5,1.4,weekly,-0.0375,-0.05952380952380969
AMZN,105.96,0.4,+66.67%,0.6,105.6,0.556,2023-05-19,106.0,1.98,105.0,1.58,monthly,-0.0439999999999999,-0.10999999999999978
GOOG,108.56,0.68,+51.52%,1.32,107.32,0.638,2023-05-12,108.0,1.33,106.0,0.65,weekly,-0.0439999999999999,-0.06470588235294117
AMD,94.88,0.34,+51.52%,0.66,92.66,0.615,2023-05-19,93.0,1.85,92.0,1.51,monthly,-0.0449999999999999,-0.1323529411764706
AMD,94.88,0.15,+17.65%,0.85,88.85,0.804,2023-05-19,89.0,0.74,88.0,0.59,monthly,-0.0459999999999999,-0.30666666666666625
TWLO,54.61,0.51,+34.23%,1.49,49.49,0.722,2023-05-12,50.0,1.63,48.0,1.12,weekly,-0.046,-0.09019607843137263
COIN,57.63,0.37,+58.73%,0.63,56.63,0.584,2023-05-12,57.0,1.77,56.0,1.4,weekly,-0.046,-0.12432432432432435
AFRM,12.38,0.54,+56.25%,0.96,11.46,0.609,2023-05-12,12.0,1.03,10.5,0.49,weekly,-0.0464999999999999,-0.08611111111111104
AMD,94.88,0.36,+56.25%,0.64,93.64,0.593,2023-05-12,94.0,1.29,93.0,0.93,weekly,-0.047,-0.13055555555555565
DIS,102.54,0.8,+66.67%,1.2,101.2,0.5760000000000001,2023-05-19,102.0,2.96,100.0,2.16,monthly,-0.0479999999999998,-0.0599999999999998
AMD,94.88,0.39,+63.93%,0.61,93.61,0.561,2023-05-19,94.0,2.25,93.0,1.86,monthly,-0.0489999999999999,-0.12564102564102547
SHOP,62.98,0.64,+47.06%,1.36,61.36,0.655,2023-05-19,62.0,1.6,60.0,0.96,monthly,-0.0499999999999999,-0.07812499999999996
AFRM,12.38,0.72,+56.25%,1.28,11.28,0.615,2023-05-19,12.0,1.22,10.0,0.5,monthly,-0.05,-0.06944444444444445
RIVN,13.66,0.57,+61.29%,0.93,12.93,0.586,2023-05-19,13.5,1.06,12.0,0.49,monthly,-0.0510000000000001,-0.08947368421052655
COIN,57.63,0.17,+20.48%,0.83,53.83,0.778,2023-05-12,54.0,0.78,53.0,0.61,weekly,-0.0519999999999999,-0.30588235294117627
AMD,94.88,0.28,+38.89%,0.72,91.72,0.6659999999999999,2023-05-19,92.0,1.49,91.0,1.21,monthly,-0.054,-0.192857142857143
COIN,57.63,0.27,+36.99%,0.73,53.73,0.6759999999999999,2023-05-19,54.0,2.07,53.0,1.8,monthly,-0.054,-0.2000000000000002
AMD,94.88,0.23,+29.87%,0.77,90.77,0.715,2023-05-19,91.0,1.19,90.0,0.96,monthly,-0.055,-0.23913043478260887
SHOP,62.98,0.51,+34.23%,1.49,61.49,0.7170000000000001,2023-05-12,62.0,0.9,60.0,0.39,weekly,-0.0559999999999998,-0.1098039215686271
CVNA,12.31,0.54,+56.25%,0.96,11.46,0.602,2023-05-12,12.0,0.83,10.5,0.29,weekly,-0.0569999999999999,-0.10555555555555546
GOOGL,108.11,0.58,+40.85%,1.42,106.42,0.6809999999999999,2023-05-12,107.0,1.09,105.0,0.51,weekly,-0.0580000000000001,-0.10000000000000013
AMD,94.88,0.27,+36.99%,0.73,92.73,0.67,2023-05-12,93.0,0.92,92.0,0.65,weekly,-0.0599999999999999,-0.22222222222222196
NVDA,284.71,1.03,+70.07%,1.47,283.97,0.564,2023-05-12,285.0,3.95,282.5,2.92,weekly,-0.06,-0.05825242718446616
SHOP,62.98,0.51,+34.23%,1.49,60.49,0.715,2023-05-19,61.0,1.24,59.0,0.73,monthly,-0.06,-0.11764705882352948
UPST,13.43,0.83,+38.25%,2.17,11.67,0.703,2023-05-12,12.5,1.01,9.5,0.18,weekly,-0.0610000000000001,-0.0734939759036146
GOOGL,108.11,0.78,+63.93%,1.22,107.22,0.579,2023-05-19,108.0,2.07,106.0,1.29,monthly,-0.0620000000000001,-0.07948717948717954
CVNA,12.31,0.23,+29.87%,0.77,10.77,0.7070000000000001,2023-05-12,11.0,0.42,10.0,0.19,weekly,-0.0629999999999999,-0.2739130434782606
AMD,94.88,0.13,+14.94%,0.87,90.87,0.807,2023-05-12,91.0,0.42,90.0,0.29,weekly,-0.0629999999999999,-0.48461538461538417
COIN,57.63,0.22,+28.21%,0.78,52.78,0.716,2023-05-19,53.0,1.76,52.0,1.54,monthly,-0.064,-0.29090909090909106
RIVN,13.66,0.45,+42.86%,1.05,12.55,0.657,2023-05-12,13.0,0.68,11.5,0.23,weekly,-0.0644999999999999,-0.14333333333333326
SHOP,62.98,1.09,+57.07%,1.91,61.91,0.615,2023-05-19,63.0,2.05,60.0,0.96,monthly,-0.0649999999999999,-0.059633027522935686
AMD,94.88,0.19,+23.46%,0.81,91.81,0.743,2023-05-12,92.0,0.63,91.0,0.44,weekly,-0.067,-0.3526315789473685
COIN,57.63,0.34,+51.52%,0.66,55.66,0.5920000000000001,2023-05-19,56.0,2.81,55.0,2.47,monthly,-0.0679999999999999,-0.1999999999999998
GOOG,108.56,0.72,+56.25%,1.28,107.28,0.606,2023-05-19,108.0,1.85,106.0,1.13,monthly,-0.068,-0.0944444444444445
GOOG,108.56,0.51,+34.23%,1.49,106.49,0.711,2023-05-12,107.0,0.94,105.0,0.43,weekly,-0.068,-0.13333333333333344
GOOGL,108.11,0.65,+48.15%,1.35,106.35,0.64,2023-05-19,107.0,1.64,105.0,0.99,monthly,-0.0699999999999999,-0.10769230769230774
ABNB,127.77,0.19,+23.46%,0.81,119.81,0.733,2023-05-12,120.0,2.05,119.0,1.86,weekly,-0.077,-0.40526315789473694
AFRM,12.38,0.67,+50.38%,1.33,11.33,0.626,2023-05-12,12.0,1.03,10.0,0.36,weekly,-0.078,-0.1164179104477612
NFLX,332.78,0.42,+20.19%,2.08,324.58,0.8,2023-05-12,325.0,1.49,322.5,1.07,weekly,-0.0799999999999999,-0.19047619047619038
UPST,13.43,1.06,+43.44%,2.44,11.94,0.6729999999999999,2023-05-12,13.0,1.24,9.5,0.18,weekly,-0.0845000000000001,-0.07971698113207562
AMZN,105.96,0.66,+49.25%,1.34,105.34,0.627,2023-05-12,106.0,1.13,104.0,0.47,weekly,-0.086,-0.1303030303030303
SHOP,62.98,0.94,+45.63%,2.06,62.06,0.6579999999999999,2023-05-12,63.0,1.33,60.0,0.39,weekly,-0.0860000000000003,-0.09148936170212804
MSFT,307.03,1.05,+72.41%,1.45,306.45,0.545,2023-05-19,307.5,4.6,305.0,3.55,monthly,-0.0874999999999999,-0.08333333333333327
AFRM,12.38,0.84,+50.60%,1.66,11.16,0.629,2023-05-19,12.0,1.22,9.5,0.38,monthly,-0.0875,-0.10416666666666677
AMZN,105.96,0.75,+60.00%,1.25,105.25,0.581,2023-05-19,106.0,1.98,104.0,1.23,monthly,-0.088,-0.11733333333333346
COIN,57.63,0.53,+36.05%,1.47,53.47,0.687,2023-05-19,54.0,2.07,52.0,1.54,monthly,-0.0959999999999998,-0.1811320754716979
NFLX,332.78,0.65,+35.14%,1.85,324.35,0.701,2023-05-19,325.0,3.75,322.5,3.1,monthly,-0.0975000000000001,-0.1500000000000001
AMD,94.88,0.64,+47.06%,1.36,92.36,0.631,2023-05-19,93.0,1.85,91.0,1.21,monthly,-0.098,-0.15312500000000004
AMD,94.88,0.74,+58.73%,1.26,93.26,0.581,2023-05-19,94.0,2.25,92.0,1.51,monthly,-0.098,-0.13243243243243252
TSLA,166.94,0.9,+56.25%,1.6,164.1,0.6,2023-05-19,165.0,4.2,162.5,3.3,monthly,-0.1,-0.11111111111111122
TTD,64.28,1.33,+49.81%,2.67,60.67,0.642,2023-05-12,62.0,3.1,58.0,1.77,weekly,-0.1019999999999998,-0.07669172932330814
GOOGL,108.11,1.01,+50.75%,1.99,106.99,0.629,2023-05-12,108.0,1.52,105.0,0.51,weekly,-0.1029999999999999,-0.10198019801980206
XOM,109.33,0.7,+53.85%,1.3,108.3,0.597,2023-05-19,109.0,1.83,107.0,1.13,monthly,-0.1060000000000001,-0.15142857142857158
GE,101.65,0.25,+33.33%,0.75,100.75,0.642,2023-05-12,101.0,0.69,100.0,0.44,weekly,-0.1079999999999999,-0.432
FUTU,42.02,0.04,+8.70%,0.46,39.96,0.6990000000000001,2023-05-19,40.0,0.69,39.5,0.65,monthly,-0.1104999999999999,-2.7624999999999993
AMD,94.88,0.53,+36.05%,1.47,91.47,0.679,2023-05-19,92.0,1.49,90.0,0.96,monthly,-0.1119999999999998,-0.21132075471698092
NFLX,332.78,0.56,+28.87%,1.94,326.94,0.731,2023-05-12,327.5,2.1,325.0,1.54,weekly,-0.1124999999999999,-0.2008928571428571
SHOP,62.98,0.87,+40.85%,2.13,61.13,0.6709999999999999,2023-05-19,62.0,1.6,59.0,0.73,monthly,-0.1170000000000002,-0.13448275862068987
NVDA,284.71,0.9,+56.25%,1.6,281.6,0.593,2023-05-19,282.5,5.5,280.0,4.6,monthly,-0.1175000000000001,-0.13055555555555565
GOOGL,108.11,1.08,+56.25%,1.92,106.92,0.6,2023-05-19,108.0,2.07,105.0,0.99,monthly,-0.12,-0.111111111111111
AMD,94.88,0.43,+27.39%,1.57,90.57,0.725,2023-05-19,91.0,1.19,89.0,0.76,monthly,-0.1200000000000001,-0.27906976744186063
NFLX,332.78,0.74,+42.05%,1.76,329.26,0.655,2023-05-12,330.0,2.9,327.5,2.16,weekly,-0.1224999999999999,-0.1655405405405405
CVNA,12.31,0.64,+47.06%,1.36,11.36,0.618,2023-05-12,12.0,0.83,10.0,0.19,weekly,-0.1240000000000001,-0.19375000000000003
CVNA,12.31,0.3,+25.00%,1.2,10.7,0.7170000000000001,2023-05-12,11.0,0.42,9.5,0.12,weekly,-0.1244999999999998,-0.4149999999999996
NFLX,332.78,0.94,+60.26%,1.56,331.56,0.574,2023-05-12,332.5,3.9,330.0,2.96,weekly,-0.1250000000000001,-0.1329787234042555
