Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
TSLA,172.6,2.09,+71.82%,2.91,170.41,0.672,2023-05-12,172.5,3.2,167.5,1.11,weekly,0.45,0.21531100478468904
TSLA,172.6,2.61,+53.37%,4.89,169.89,0.703,2023-05-12,172.5,3.2,165.0,0.59,weekly,0.3824999999999996,0.1465517241379309
NFLX,333.96,2.58,+52.44%,4.92,329.92,0.706,2023-05-12,332.5,3.75,325.0,1.17,weekly,0.3749999999999998,0.14534883720930225
NFLX,333.96,1.95,+63.93%,3.05,330.55,0.68,2023-05-12,332.5,3.75,327.5,1.8,weekly,0.3500000000000003,0.17948717948717968
TSLA,172.6,1.23,+96.85%,1.27,171.27,0.618,2023-05-12,172.5,3.2,170.0,1.97,weekly,0.2749999999999999,0.2235772357723577
NFLX,333.96,3.02,+43.27%,6.98,329.48,0.7240000000000001,2023-05-12,332.5,3.75,322.5,0.73,weekly,0.2600000000000009,0.0860927152317883
NFLX,333.96,1.45,+40.85%,3.55,328.55,0.76,2023-05-12,330.0,2.62,325.0,1.17,weekly,0.2499999999999999,0.17241379310344832
NFLX,333.96,1.89,+33.69%,5.61,328.11,0.7759999999999999,2023-05-12,330.0,2.62,322.5,0.73,weekly,0.209999999999999,0.11111111111111074
TSLA,172.6,1.35,+36.99%,3.65,168.65,0.7709999999999999,2023-05-12,170.0,1.94,165.0,0.59,weekly,0.2049999999999997,0.15185185185185152
TSLA,172.6,3.04,+68.16%,4.46,169.46,0.621,2023-05-19,172.5,5.4,165.0,2.36,monthly,0.1975,0.06496710526315788
COIN,62.54,1.42,+55.04%,2.58,60.58,0.693,2023-05-12,62.0,2.0,58.0,0.58,weekly,0.1919999999999997,0.1352112676056336
COIN,62.54,1.17,+63.93%,1.83,60.83,0.6729999999999999,2023-05-12,62.0,2.0,59.0,0.83,weekly,0.1889999999999997,0.16153846153846127
TSLA,172.6,0.83,+49.70%,1.67,169.17,0.743,2023-05-12,170.0,1.94,167.5,1.11,weekly,0.1874999999999999,0.22590361445783128
TSLA,172.6,2.2,+78.57%,2.8,170.3,0.594,2023-05-19,172.5,5.4,167.5,3.2,monthly,0.1699999999999999,0.07727272727272727
