Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
RIVN,13.66,0.22,+78.57%,0.28,13.28,53.8%,2023-05-19,13.5,1.06,13,0.84,monthly
DIS,102.54,0.42,+72.41%,0.58,101.58,56.5%,2023-05-12,102,2.66,101,2.24,weekly
UPST,13.43,0.42,+72.41%,0.58,12.58,60.1%,2023-05-12,13,1.24,12,0.82,weekly
MSFT,307.03,1.05,+72.41%,1.45,306.45,54.5%,2023-05-19,307.5,4.6,305,3.55,monthly
UPST,13.43,0.21,+72.41%,0.29,12.79,57.8%,2023-05-12,13,1.24,12.5,1.03,weekly
GOOGL,108.11,0.42,+72.41%,0.58,107.58,55.3%,2023-05-19,108,2.07,107,1.65,monthly
RIVN,13.66,0.42,+72.41%,0.58,13.08,57.5%,2023-05-12,13.5,0.91,12.5,0.49,weekly
GOOGL,108.11,0.42,+72.41%,0.58,107.58,57.2%,2023-05-12,108,1.52,107,1.1,weekly
DIS,102.54,0.83,+70.94%,1.17,101.17,58.6%,2023-05-12,102,2.66,100,1.83,weekly
NVDA,284.71,1.03,+70.07%,1.47,283.97,56.4%,2023-05-12,285,3.95,282.5,2.92,weekly
RIVN,13.66,0.41,+69.49%,0.59,13.09,56.4%,2023-05-19,13.5,1.06,12.5,0.65,monthly
RBLX,36.35,0.41,+69.49%,0.59,35.59,57.3%,2023-05-12,36,1.9,35,1.49,weekly
SHOP,62.98,0.41,+69.49%,0.59,62.59,59.9%,2023-05-12,63,1.33,62,0.92,weekly
AFRM,12.38,0.41,+69.49%,0.59,11.59,58.0%,2023-05-19,12,1.22,11,0.81,monthly
UPST,13.43,0.61,+68.54%,0.89,12.39,62.3%,2023-05-12,13,1.24,11.5,0.63,weekly
AFRM,12.38,0.2,+66.67%,0.3,11.8,56.4%,2023-05-12,12,1.03,11.5,0.83,weekly
DIS,102.54,0.8,+66.67%,1.2,101.2,57.6%,2023-05-19,102,2.96,100,2.16,monthly
AMZN,105.96,0.4,+66.67%,0.6,105.6,55.6%,2023-05-19,106,1.98,105,1.58,monthly
NVDA,284.71,2,+66.67%,3,283,56.1%,2023-05-19,285,6.6,280,4.6,monthly
NVDA,284.71,1,+66.67%,1.5,284,53.7%,2023-05-19,285,6.6,282.5,5.6,monthly
AFRM,12.38,0.59,+64.84%,0.91,11.41,60.0%,2023-05-19,12,1.22,10.5,0.63,monthly
GOOG,108.56,0.39,+63.93%,0.61,107.61,58.3%,2023-05-19,108,1.85,107,1.46,monthly
CVNA,12.31,0.39,+63.93%,0.61,11.61,57.9%,2023-05-12,12,0.83,11,0.44,weekly
GOOGL,108.11,0.78,+63.93%,1.22,107.22,57.9%,2023-05-19,108,2.07,106,1.29,monthly
DIS,102.54,1.17,+63.93%,1.83,100.83,60.4%,2023-05-12,102,2.66,99,1.49,weekly
AMD,94.88,0.39,+63.93%,0.61,93.61,56.1%,2023-05-19,94,2.25,93,1.86,monthly
UPST,13.43,0.76,+61.29%,1.24,12.24,63.9%,2023-05-12,13,1.24,11,0.48,weekly
UPST,13.43,0.38,+61.29%,0.62,12.12,65.3%,2023-05-12,12.5,1.01,11.5,0.63,weekly
AFRM,12.38,0.38,+61.29%,0.62,11.62,58.8%,2023-05-12,12,1.03,11,0.65,weekly
GOOG,108.56,0.38,+61.29%,0.62,107.62,61.0%,2023-05-12,108,1.33,107,0.95,weekly
RBLX,36.35,0.19,+61.29%,0.31,35.81,55.7%,2023-05-12,36,1.9,35.5,1.71,weekly
RIVN,13.66,0.19,+61.29%,0.31,12.81,61.7%,2023-05-12,13,0.68,12.5,0.49,weekly
DIS,102.54,0.38,+61.29%,0.62,100.62,61.4%,2023-05-12,101,2.21,100,1.83,weekly
AMZN,105.96,0.38,+61.29%,0.62,105.62,59.3%,2023-05-12,106,1.13,105,0.75,weekly
GOOGL,108.11,0.76,+61.29%,1.24,107.24,60.5%,2023-05-12,108,1.52,106,0.76,weekly
RIVN,13.66,0.57,+61.29%,0.93,12.93,58.6%,2023-05-19,13.5,1.06,12,0.49,monthly
NFLX,332.78,0.94,+60.26%,1.56,331.56,57.4%,2023-05-12,332.5,3.9,330,2.96,weekly
AMZN,105.96,0.75,+60.00%,1.25,105.25,58.1%,2023-05-19,106,1.98,104,1.23,monthly
NVDA,284.71,2.8,+59.57%,4.7,282.2,57.9%,2023-05-19,285,6.6,277.5,3.8,monthly
AMD,94.88,0.74,+58.73%,1.26,93.26,58.1%,2023-05-19,94,2.25,92,1.51,monthly
COIN,57.63,0.37,+58.73%,0.63,56.63,58.4%,2023-05-12,57,1.77,56,1.4,weekly
SHOP,62.98,0.73,+57.48%,1.27,62.27,63.5%,2023-05-12,63,1.33,61,0.6,weekly
SHOP,62.98,1.09,+57.07%,1.91,61.91,61.5%,2023-05-19,63,2.05,60,0.96,monthly
GOOGL,108.11,1.08,+56.25%,1.92,106.92,60.0%,2023-05-19,108,2.07,105,0.99,monthly
CVNA,12.31,0.54,+56.25%,0.96,11.46,60.2%,2023-05-12,12,0.83,10.5,0.29,weekly
GOOG,108.56,0.72,+56.25%,1.28,107.28,60.6%,2023-05-19,108,1.85,106,1.13,monthly
AFRM,12.38,0.72,+56.25%,1.28,11.28,61.5%,2023-05-19,12,1.22,10,0.5,monthly
AMD,94.88,0.36,+56.25%,0.64,93.64,59.3%,2023-05-12,94,1.29,93,0.93,weekly
AFRM,12.38,0.54,+56.25%,0.96,11.46,60.9%,2023-05-12,12,1.03,10.5,0.49,weekly
RIVN,13.66,0.18,+56.25%,0.32,12.82,60.1%,2023-05-19,13,0.83,12.5,0.65,monthly
TSLA,166.94,0.9,+56.25%,1.6,164.1,60.0%,2023-05-19,165,4.2,162.5,3.3,monthly
NVDA,284.71,0.9,+56.25%,1.6,281.6,59.3%,2023-05-19,282.5,5.5,280,4.6,monthly
RBLX,36.35,0.18,+56.25%,0.32,35.32,59.4%,2023-05-12,35.5,1.67,35,1.49,weekly
UPST,13.43,0.89,+55.28%,1.61,12.11,65.4%,2023-05-12,13,1.24,10.5,0.35,weekly
UPST,13.43,0.53,+54.64%,0.97,11.97,67.0%,2023-05-12,12.5,1.01,11,0.48,weekly
NVDA,284.71,3.5,+53.85%,6.5,281.5,59.5%,2023-05-19,285,6.6,275,3.1,monthly
XOM,109.33,0.7,+53.85%,1.3,108.3,59.7%,2023-05-19,109,1.83,107,1.13,monthly
GOOGL,108.11,0.35,+53.85%,0.65,106.65,61.9%,2023-05-19,107,1.64,106,1.29,monthly
NFLX,332.78,1.74,+53.37%,3.26,330.76,60.3%,2023-05-12,332.5,3.9,327.5,2.16,weekly
AMD,94.88,1.04,+53.06%,1.96,92.96,59.8%,2023-05-19,94,2.25,91,1.21,monthly
AMZN,105.96,1.03,+52.28%,1.97,104.97,60.2%,2023-05-19,106,1.98,103,0.95,monthly
LCID,7.09,0.17,+51.52%,0.33,6.83,60.4%,2023-05-19,7,0.33,6.5,0.16,monthly
GOOG,108.56,0.68,+51.52%,1.32,107.32,63.8%,2023-05-12,108,1.33,106,0.65,weekly
COIN,57.63,0.34,+51.52%,0.66,55.66,59.2%,2023-05-19,56,2.81,55,2.47,monthly
NVDA,284.71,1.7,+51.52%,3.3,280.8,61.1%,2023-05-19,282.5,5.5,277.5,3.8,monthly
AMD,94.88,0.34,+51.52%,0.66,92.66,61.5%,2023-05-19,93,1.85,92,1.51,monthly
NVDA,284.71,2.55,+51.52%,4.95,282.45,62.3%,2023-05-12,285,3.95,277.5,1.4,weekly
SHOP,62.98,0.34,+51.52%,0.66,61.66,63.3%,2023-05-19,62,1.6,61,1.26,monthly
RIVN,13.66,0.34,+51.52%,0.66,12.66,64.0%,2023-05-12,13,0.68,12,0.34,weekly
GOOGL,108.11,1.01,+50.75%,1.99,106.99,62.9%,2023-05-12,108,1.52,105,0.51,weekly
AFRM,12.38,0.84,+50.60%,1.66,11.16,62.9%,2023-05-19,12,1.22,9.5,0.38,monthly
UPST,13.43,0.84,+50.60%,1.66,11.66,67.6%,2023-05-19,12.5,1.28,10,0.44,monthly
AFRM,12.38,0.67,+50.38%,1.33,11.33,62.6%,2023-05-12,12,1.03,10,0.36,weekly
TTD,64.28,1.33,+49.81%,2.67,60.67,64.2%,2023-05-12,62,3.1,58,1.77,weekly
GOOGL,108.11,0.33,+49.25%,0.67,106.67,65.8%,2023-05-12,107,1.09,106,0.76,weekly
SHOP,62.98,1.32,+49.25%,2.68,61.68,63.2%,2023-05-19,63,2.05,59,0.73,monthly
UPST,13.43,0.66,+49.25%,1.34,11.84,68.4%,2023-05-12,12.5,1.01,10.5,0.35,weekly
AMZN,105.96,0.66,+49.25%,1.34,105.34,62.7%,2023-05-12,106,1.13,104,0.47,weekly
UPST,13.43,0.99,+49.25%,2.01,12.01,66.5%,2023-05-12,13,1.24,10,0.25,weekly
GOOGL,108.11,1.31,+48.70%,2.69,106.69,61.6%,2023-05-19,108,2.07,104,0.76,monthly
GOOG,108.56,0.98,+48.51%,2.02,107.02,62.4%,2023-05-19,108,1.85,105,0.87,monthly
GOOGL,108.11,0.65,+48.15%,1.35,106.35,64.0%,2023-05-19,107,1.64,105,0.99,monthly
SNOW,161.78,1.62,+47.93%,3.38,158.38,62.3%,2023-05-19,160,4,155,2.38,monthly
CRM,201.32,0.81,+47.93%,1.69,199.19,60.0%,2023-05-19,200,3,197.5,2.19,monthly
AMD,94.88,1.29,+47.60%,2.71,92.71,61.2%,2023-05-19,94,2.25,90,0.96,monthly
NFLX,332.78,0.8,+47.06%,1.7,329.2,59.8%,2023-05-19,330,5.45,327.5,4.65,monthly
AFRM,12.38,0.16,+47.06%,0.34,11.34,62.5%,2023-05-12,11.5,0.81,11,0.65,weekly
NVDA,284.71,2.4,+47.06%,5.1,280.1,62.7%,2023-05-19,282.5,5.5,275,3.1,monthly
SHOP,62.98,0.64,+47.06%,1.36,61.36,65.5%,2023-05-19,62,1.6,60,0.96,monthly
AMD,94.88,0.64,+47.06%,1.36,92.36,63.1%,2023-05-19,93,1.85,91,1.21,monthly
GOOG,108.56,0.32,+47.06%,0.68,106.68,64.7%,2023-05-19,107,1.45,106,1.13,monthly
NFLX,332.78,1.6,+47.06%,3.4,328.4,61.6%,2023-05-19,330,5.45,325,3.85,monthly
CVNA,12.31,0.64,+47.06%,1.36,11.36,61.8%,2023-05-12,12,0.83,10,0.19,weekly
AMD,94.88,0.64,+47.06%,1.36,93.36,61.7%,2023-05-12,94,1.29,92,0.65,weekly
AFRM,12.38,0.32,+47.06%,0.68,11.18,64.6%,2023-05-12,11.5,0.81,10.5,0.49,weekly
TTD,64.28,1.59,+46.63%,3.41,60.41,65.2%,2023-05-12,62,3.1,57,1.51,weekly
COIN,57.63,1.27,+46.52%,2.73,54.73,63.3%,2023-05-19,56,2.81,52,1.54,monthly
NFLX,332.78,2.36,+45.91%,5.14,330.14,62.5%,2023-05-12,332.5,3.9,325,1.54,weekly
SHOP,62.98,0.94,+45.63%,2.06,62.06,65.8%,2023-05-12,63,1.33,60,0.39,weekly
NFLX,332.78,2.35,+45.63%,5.15,327.65,63.2%,2023-05-19,330,5.45,322.5,3.1,monthly
AFRM,12.38,0.94,+45.63%,2.06,11.06,64.1%,2023-05-19,12,1.22,9,0.28,monthly
AFRM,12.38,0.77,+44.51%,1.73,11.23,63.9%,2023-05-12,12,1.03,9.5,0.26,weekly
MCD,297.37,0.77,+44.51%,1.73,296.73,60.4%,2023-05-12,297.5,1.51,295,0.74,weekly
ZS,110.96,1.52,+43.68%,3.48,108.48,63.2%,2023-05-19,110,3,105,1.48,monthly
HD,288.3,0.76,+43.68%,1.74,286.74,64.4%,2023-05-12,287.5,2.23,285,1.47,weekly
UPST,13.43,0.76,+43.68%,1.74,11.74,69.5%,2023-05-12,12.5,1.01,10,0.25,weekly
DIS,102.54,2.12,+43.44%,4.88,99.88,63.7%,2023-05-19,102,2.96,95,0.84,monthly
UPST,13.43,1.06,+43.44%,2.44,11.94,67.3%,2023-05-12,13,1.24,9.5,0.18,weekly
ABNB,127.77,1.21,+43.37%,2.79,122.79,65.1%,2023-05-12,124,3.35,120,2.14,weekly
RIOT,11.22,0.15,+42.86%,0.35,10.35,66.6%,2023-05-19,10.5,0.54,10,0.39,monthly
RIVN,13.66,0.45,+42.86%,1.05,12.55,65.7%,2023-05-12,13,0.68,11.5,0.23,weekly
SHOP,62.98,1.5,+42.86%,3.5,61.5,64.5%,2023-05-19,63,2.05,58,0.55,monthly
GOOG,108.56,0.9,+42.86%,2.1,107.1,65.8%,2023-05-12,108,1.33,105,0.43,weekly
CCL,10.63,0.15,+42.86%,0.35,10.35,63.7%,2023-05-19,10.5,0.3,10,0.15,monthly
NVDA,284.71,1.49,+42.45%,3.51,281.01,67.6%,2023-05-12,282.5,2.89,277.5,1.4,weekly
GOOGL,108.11,1.49,+42.45%,3.51,106.51,62.9%,2023-05-19,108,2.07,103,0.58,monthly
AMD,94.88,1.49,+42.45%,3.51,92.51,62.3%,2023-05-19,94,2.25,89,0.76,monthly
ABNB,127.77,1.49,+42.45%,3.51,122.51,65.9%,2023-05-12,124,3.35,119,1.86,weekly
GOOG,108.56,1.19,+42.35%,2.81,106.81,63.9%,2023-05-19,108,1.85,104,0.66,monthly
AMD,94.88,0.89,+42.18%,2.11,92.11,64.5%,2023-05-19,93,1.85,90,0.96,monthly
CRM,201.32,1.48,+42.05%,3.52,198.52,62.8%,2023-05-19,200,3,195,1.52,monthly
NFLX,332.78,0.74,+42.05%,1.76,329.26,65.5%,2023-05-12,330,2.9,327.5,2.16,weekly
GOOGL,108.11,1.18,+41.84%,2.82,106.82,64.4%,2023-05-12,108,1.52,104,0.34,weekly
GOOGL,108.11,0.88,+41.51%,2.12,106.12,65.5%,2023-05-19,107,1.64,104,0.76,monthly
COIN,57.63,0.88,+41.51%,2.12,54.12,65.9%,2023-05-19,55,2.42,52,1.54,monthly
NVDA,284.71,1.45,+40.85%,3.55,278.55,66.1%,2023-05-19,280,4.55,275,3.1,monthly
GOOG,108.56,0.29,+40.85%,0.71,106.71,69.3%,2023-05-12,107,0.94,106,0.65,weekly
GOOGL,108.11,0.58,+40.85%,1.42,106.42,68.1%,2023-05-12,107,1.09,105,0.51,weekly
GOOGL,108.11,0.29,+40.85%,0.71,105.71,68.3%,2023-05-19,106,1.28,105,0.99,monthly
ABNB,127.77,1.74,+40.85%,4.26,122.26,66.6%,2023-05-12,124,3.35,118,1.61,weekly
SHOP,62.98,0.87,+40.85%,2.13,61.13,67.1%,2023-05-19,62,1.6,59,0.73,monthly
NFLX,332.78,2.89,+40.65%,7.11,327.11,64.4%,2023-05-19,330,5.45,320,2.56,monthly
CVNA,12.31,0.71,+39.66%,1.79,11.29,62.9%,2023-05-12,12,0.83,9.5,0.12,weekly
AMD,94.88,0.85,+39.53%,2.15,93.15,63.5%,2023-05-12,94,1.29,91,0.44,weekly
NFLX,332.78,2.83,+39.47%,7.17,329.67,64.1%,2023-05-12,332.5,3.9,322.5,1.07,weekly
AMD,94.88,0.28,+38.89%,0.72,91.72,66.6%,2023-05-19,92,1.49,91,1.21,monthly
AMZN,105.96,0.84,+38.89%,2.16,105.16,64.9%,2023-05-12,106,1.13,103,0.29,weekly
JPM,135.88,0.28,+38.89%,0.72,134.72,59.0%,2023-05-19,135,1.6,134,1.32,monthly
AFRM,12.38,0.84,+38.89%,2.16,11.16,64.8%,2023-05-12,12,1.03,9,0.19,weekly
NFLX,332.78,1.4,+38.89%,3.6,326.1,66.5%,2023-05-19,327.5,4.5,322.5,3.1,monthly
SHOP,62.98,0.28,+38.89%,0.72,60.72,70.0%,2023-05-19,61,1.24,60,0.96,monthly
UPST,13.43,0.83,+38.25%,2.17,11.67,70.3%,2023-05-12,12.5,1.01,9.5,0.18,weekly
AMD,94.88,1.66,+38.25%,4.34,92.34,63.2%,2023-05-19,94,2.25,88,0.59,monthly
SHOP,62.98,1.64,+37.61%,4.36,61.36,65.5%,2023-05-19,63,2.05,57,0.41,monthly
AMD,94.88,1.09,+37.46%,2.91,91.91,65.6%,2023-05-19,93,1.85,89,0.76,monthly
NFLX,332.78,1.36,+37.36%,3.64,328.64,67.6%,2023-05-12,330,2.9,325,1.54,weekly
GOOGL,108.11,1.63,+37.30%,4.37,106.37,63.8%,2023-05-19,108,2.07,102,0.44,monthly
AMD,94.88,0.27,+36.99%,0.73,92.73,67.0%,2023-05-12,93,0.92,92,0.65,weekly
SNOW,161.78,2.7,+36.99%,7.3,157.3,65.5%,2023-05-19,160,4,150,1.3,monthly
COIN,57.63,0.27,+36.99%,0.73,53.73,67.6%,2023-05-19,54,2.07,53,1.8,monthly
NFLX,332.78,3.37,+36.91%,9.13,326.63,65.4%,2023-05-19,330,5.45,317.5,2.08,monthly
FDX,229.42,1.33,+36.24%,3.67,228.67,60.8%,2023-05-12,230,2.05,225,0.72,weekly
COIN,57.63,0.53,+36.05%,1.47,53.47,68.7%,2023-05-19,54,2.07,52,1.54,monthly
AMD,94.88,0.53,+36.05%,1.47,91.47,67.9%,2023-05-19,92,1.49,90,0.96,monthly
SHOP,62.98,1.05,+35.59%,2.95,60.95,68.4%,2023-05-19,62,1.6,58,0.55,monthly
GOOG,108.56,1.04,+35.14%,2.96,106.96,67.1%,2023-05-12,108,1.33,104,0.29,weekly
NFLX,332.78,0.65,+35.14%,1.85,326.85,64.9%,2023-05-19,327.5,4.5,325,3.85,monthly
CVNA,12.31,0.13,+35.14%,0.37,10.87,69.2%,2023-05-12,11,0.42,10.5,0.29,weekly
NFLX,332.78,0.65,+35.14%,1.85,324.35,70.1%,2023-05-19,325,3.75,322.5,3.1,monthly
NFLX,332.78,1.94,+34.89%,5.56,325.56,67.6%,2023-05-19,327.5,4.5,320,2.56,monthly
AMD,94.88,1.79,+34.36%,5.21,92.21,63.9%,2023-05-19,94,2.25,87,0.46,monthly
SHOP,62.98,0.51,+34.23%,1.49,60.49,71.5%,2023-05-19,61,1.24,59,0.73,monthly
SHOP,62.98,0.51,+34.23%,1.49,61.49,71.7%,2023-05-12,62,0.9,60,0.39,weekly
GOOG,108.56,0.51,+34.23%,1.49,106.49,71.1%,2023-05-12,107,0.94,105,0.43,weekly
TWLO,54.61,0.51,+34.23%,1.49,49.49,72.2%,2023-05-12,50,1.63,48,1.12,weekly
