Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
TSLA,260.49,2.25,+81.82%,2.75,257.75,0.564,2023-06-23,260.0,7.25,255.0,5.0,0.0699999999999998,0.031111111111111037
INTC,36.46,0.45,+81.82%,0.55,36.05,0.603,2023-06-23,36.5,1.03,35.5,0.58,0.0529999999999999,0.11777777777777773
INTC,36.46,0.61,+68.54%,0.89,35.89,0.627,2023-06-23,36.5,1.03,35.0,0.42,0.0504999999999999,0.08278688524590162
INTC,36.46,0.75,+60.00%,1.25,35.75,0.648,2023-06-23,36.5,1.03,34.5,0.28,0.046,0.06133333333333334
NVDA,427.23,3.7,+58.73%,6.3,421.3,0.632,2023-06-23,425.0,8.5,415.0,4.8,0.02,0.00540540540540548
GME,24.57,0.22,+78.57%,0.28,24.28,0.5920000000000001,2023-06-23,24.5,0.67,24.0,0.45,0.016,0.07272727272727289
INTC,36.46,0.23,+85.19%,0.27,36.27,0.569,2023-06-23,36.5,1.03,36.0,0.8,0.0144999999999999,0.06304347826086949
INTC,36.46,0.83,+49.70%,1.67,35.67,0.66,2023-06-23,36.5,1.03,34.0,0.2,-0.02,-0.02409638554216864
INTC,36.46,0.46,+44.23%,1.04,35.54,0.679,2023-06-23,36.0,0.74,34.5,0.28,-0.0214999999999999,-0.04673913043478244
UPST,37.22,0.34,+51.52%,0.66,35.66,0.638,2023-06-23,36.0,1.29,35.0,0.95,-0.0219999999999999,-0.06470588235294117
INTC,36.46,0.32,+47.06%,0.68,35.68,0.6579999999999999,2023-06-23,36.0,0.74,35.0,0.42,-0.0220000000000001,-0.06875000000000023
INTC,36.46,0.16,+47.06%,0.34,35.84,0.634,2023-06-23,36.0,0.74,35.5,0.58,-0.023,-0.14374999999999996
NVDA,427.23,1.95,+63.93%,3.05,423.05,0.605,2023-06-23,425.0,8.5,420.0,6.55,-0.0250000000000001,-0.012820512820512834
INTC,36.46,0.06,+13.64%,0.44,34.44,0.82,2023-06-23,34.5,0.26,34.0,0.2,-0.03,-0.5000000000000006
BABA,92.01,0.82,+69.49%,1.18,91.18,0.575,2023-06-23,92.0,1.79,90.0,0.97,-0.0300000000000001,-0.0365853658536586
INTC,36.46,0.11,+28.21%,0.39,35.39,0.7,2023-06-23,35.5,0.53,35.0,0.42,-0.04,-0.3636363636363638
PYPL,66.46,0.21,+26.58%,0.79,64.79,0.7440000000000001,2023-06-23,65.0,0.49,64.0,0.28,-0.0459999999999999,-0.21904761904761866
SQ,66.49,0.37,+58.73%,0.63,65.63,0.573,2023-06-23,66.0,1.25,65.0,0.88,-0.057,-0.15405405405405417
COIN,55.58,0.13,+14.94%,0.87,50.87,0.802,2023-06-23,51.0,0.64,50.0,0.51,-0.0679999999999999,-0.5230769230769227
COIN,55.58,0.37,+58.73%,0.63,54.63,0.561,2023-06-23,55.0,1.92,54.0,1.55,-0.0689999999999999,-0.1864864864864863
TSLA,260.49,0.32,+14.68%,2.18,242.18,0.843,2023-06-23,242.5,1.55,240.0,1.23,-0.0725,-0.22656250000000036
TSLA,260.49,0.95,+61.29%,1.55,256.55,0.589,2023-06-23,257.5,5.95,255.0,5.0,-0.0775000000000001,-0.08157894736842122
INTC,36.46,0.54,+36.99%,1.46,35.46,0.69,2023-06-23,36.0,0.74,34.0,0.2,-0.08,-0.14814814814814828
INTC,36.46,0.89,+42.18%,2.11,35.61,0.669,2023-06-23,36.5,1.03,33.5,0.14,-0.1029999999999998,-0.11573033707865156
CVNA,25.32,0.21,+26.58%,0.79,22.79,0.6859999999999999,2023-06-23,23.0,0.82,22.0,0.61,-0.104,-0.49523809523809564
COIN,55.58,0.27,+36.99%,0.73,53.73,0.624,2023-06-23,54.0,1.47,53.0,1.2,-0.1059999999999999,-0.3925925925925925
BABA,92.01,1.1,+57.89%,1.9,90.9,0.598,2023-06-23,92.0,1.79,89.0,0.69,-0.1059999999999999,-0.09636363636363642
COIN,55.58,0.72,+56.25%,1.28,54.28,0.585,2023-06-23,55.0,1.92,53.0,1.2,-0.11,-0.15277777777777787
TSLA,260.49,1.85,+58.73%,3.15,255.65,0.607,2023-06-23,257.5,5.95,252.5,4.1,-0.1149999999999999,-0.06216216216216222
META,280.88,1.57,+45.77%,3.43,278.43,0.6629999999999999,2023-06-23,280.0,3.8,275.0,2.23,-0.1150000000000002,-0.07324840764331227
META,280.88,2.25,+42.86%,5.25,277.75,0.684,2023-06-23,280.0,3.8,272.5,1.55,-0.1199999999999996,-0.0533333333333332
JPM,143.25,0.28,+38.89%,0.72,142.72,0.598,2023-06-23,143.0,0.8,142.0,0.52,-0.122,-0.43571428571428567
SQ,66.49,0.67,+50.38%,1.33,65.33,0.604,2023-06-23,66.0,1.25,64.0,0.58,-0.122,-0.18208955223880594
ORCL,125.39,0.21,+11.73%,1.79,121.79,0.831,2023-06-23,122.0,0.42,120.0,0.21,-0.128,-0.60952380952381
CVNA,25.32,0.6,+42.86%,1.4,23.4,0.635,2023-06-23,24.0,1.21,22.0,0.61,-0.13,-0.21666666666666654
META,280.88,1.23,+32.63%,3.77,276.27,0.728,2023-06-23,277.5,2.78,272.5,1.55,-0.1300000000000001,-0.10569105691056914
JPM,143.25,0.13,+14.94%,0.87,141.87,0.726,2023-06-23,142.0,0.45,141.0,0.32,-0.144,-1.1076923076923075
FDX,233.49,0.88,+21.36%,4.12,219.12,0.794,2023-06-23,220.0,2.43,215.0,1.55,-0.1499999999999998,-0.17045454545454525
AI,44.43,0.5,+33.33%,1.5,41.5,0.675,2023-06-23,42.0,1.4,40.0,0.9,-0.1499999999999999,-0.2999999999999999
NVDA,427.23,1.15,+29.87%,3.85,413.85,0.74,2023-06-23,415.0,4.65,410.0,3.5,-0.1500000000000001,-0.1304347826086957
PYPL,66.46,0.33,+19.76%,1.67,64.67,0.758,2023-06-23,65.0,0.49,63.0,0.16,-0.1539999999999999,-0.4666666666666664
KR,46.16,0.22,+28.21%,0.78,45.78,0.624,2023-06-23,46.0,0.34,45.0,0.12,-0.1559999999999999,-0.7090909090909091
BA,219.9,0.74,+42.05%,1.76,216.76,0.6409999999999999,2023-06-23,217.5,2.34,215.0,1.6,-0.1575000000000002,-0.21283783783783808
COIN,55.58,1.02,+51.52%,1.98,53.98,0.606,2023-06-23,55.0,1.92,52.0,0.9,-0.162,-0.15882352941176475
FDX,233.49,1.26,+33.69%,3.74,223.74,0.7140000000000001,2023-06-23,225.0,3.8,220.0,2.54,-0.1699999999999996,-0.13492063492063475
BABA,92.01,0.08,+8.70%,0.92,88.92,0.7490000000000001,2023-06-23,89.0,0.56,88.0,0.48,-0.1709999999999999,-2.1374999999999984
META,280.88,0.55,+28.21%,1.95,276.95,0.708,2023-06-23,277.5,2.78,275.0,2.23,-0.18,-0.3272727272727272
TGT,133.68,1.29,+47.60%,2.71,132.71,0.632,2023-06-23,134.0,2.01,130.0,0.72,-0.1819999999999999,-0.1410852713178294
NVDA,427.23,2.85,+39.86%,7.15,417.15,0.6940000000000001,2023-06-23,420.0,6.35,410.0,3.5,-0.2099999999999993,-0.07368421052631557
INTC,36.46,0.93,+36.19%,2.57,35.57,0.674,2023-06-23,36.5,1.03,33.0,0.1,-0.2109999999999997,-0.22688172043010724
META,280.88,0.7,+38.89%,1.8,279.3,0.635,2023-06-23,280.0,3.8,277.5,3.1,-0.2125,-0.30357142857142866
UPST,37.22,1.02,+34.23%,2.98,34.98,0.691,2023-06-23,36.0,1.29,32.0,0.27,-0.2160000000000002,-0.2117647058823531
NVDA,427.23,5.0,+50.00%,10.0,420.0,0.652,2023-06-23,425.0,8.5,410.0,3.5,-0.2199999999999993,-0.04399999999999993
BABA,92.01,1.31,+48.70%,2.69,90.69,0.615,2023-06-23,92.0,1.79,88.0,0.48,-0.2299999999999999,-0.17557251908396945
V,229.21,0.2,+8.70%,2.3,224.8,0.826,2023-06-23,225.0,0.5,222.5,0.3,-0.235,-1.1750000000000003
BABA,92.01,0.23,+12.99%,1.77,88.77,0.759,2023-06-23,89.0,0.56,87.0,0.33,-0.252,-1.0956521739130434
JPM,143.25,0.48,+31.58%,1.52,142.52,0.629,2023-06-23,143.0,0.8,141.0,0.32,-0.262,-0.5458333333333334
TGT,133.68,1.49,+42.45%,3.51,132.51,0.647,2023-06-23,134.0,2.01,129.0,0.52,-0.2749999999999998,-0.1845637583892617
FDX,233.49,3.16,+46.20%,6.84,226.84,0.654,2023-06-23,230.0,5.7,220.0,2.54,-0.2999999999999998,-0.09493670886075942
META,280.88,1.65,+28.21%,5.85,275.85,0.7390000000000001,2023-06-23,277.5,2.78,270.0,1.13,-0.3074999999999992,-0.1863636363636359
NVDA,427.23,2.15,+27.39%,7.85,412.85,0.754,2023-06-23,415.0,4.65,405.0,2.5,-0.3099999999999998,-0.1441860465116279
ORCL,125.39,0.75,+23.08%,3.25,123.25,0.728,2023-06-23,124.0,0.96,120.0,0.21,-0.3380000000000001,-0.45066666666666666
META,280.88,2.67,+36.43%,7.33,277.33,0.6970000000000001,2023-06-23,280.0,3.8,270.0,1.13,-0.3599999999999994,-0.13483146067415713
V,229.21,0.46,+22.55%,2.04,227.04,0.6679999999999999,2023-06-23,227.5,1.01,225.0,0.55,-0.3700000000000002,-0.8043478260869569
ABNB,128.79,0.42,+11.73%,3.58,123.58,0.799,2023-06-23,124.0,0.68,120.0,0.26,-0.3839999999999999,-0.914285714285714
BA,219.9,1.29,+34.77%,3.71,216.21,0.664,2023-06-23,217.5,2.34,212.5,1.05,-0.3899999999999998,-0.30232558139534865
BABA,92.01,1.46,+41.24%,3.54,90.54,0.628,2023-06-23,92.0,1.79,87.0,0.33,-0.4,-0.27397260273972607
SNOW,184.18,1.28,+34.41%,3.72,178.72,0.662,2023-06-23,180.0,2.77,175.0,1.49,-0.4099999999999999,-0.3203125
FDX,233.49,2.25,+29.03%,7.75,222.75,0.732,2023-06-23,225.0,3.8,215.0,1.55,-0.4299999999999999,-0.1911111111111111
MSFT,342.4,0.62,+32.98%,1.88,341.88,0.5720000000000001,2023-06-23,342.5,3.35,340.0,2.73,-0.4499999999999998,-0.7258064516129028
MSFT,342.4,0.17,+7.30%,2.33,337.33,0.752,2023-06-23,337.5,1.51,335.0,1.34,-0.45,-2.6470588235294117
