Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
GME,24.43,0.35,+53.85%,0.65,23.65,0.6459999999999999,2023-06-30,24.0,0.6,23.0,0.25,-0.0040000000000001,-0.011428571428571677
RIOT,11.68,0.17,+51.52%,0.33,11.33,0.632,2023-06-23,11.5,0.31,11.0,0.14,-0.0139999999999999,-0.08235294117647059
MARA,12.21,0.11,+28.21%,0.39,11.39,0.7490000000000001,2023-06-23,11.5,0.2,11.0,0.09,-0.0154999999999999,-0.1409090909090904
TSLA,259.46,1.1,+78.57%,1.4,256.4,0.5479999999999999,2023-06-30,257.5,8.9,255.0,7.8,-0.03,-0.027272727272727386
USB,33.43,0.3,+42.86%,0.7,32.7,0.643,2023-06-30,33.0,0.7,32.0,0.4,-0.0569999999999999,-0.18999999999999992
TSLA,259.46,0.38,+17.92%,2.12,237.12,0.8220000000000001,2023-06-30,237.5,2.53,235.0,2.15,-0.0649999999999998,-0.17105263157894704
COIN,58.1,0.21,+26.58%,0.79,55.79,0.722,2023-06-23,56.0,0.67,55.0,0.46,-0.068,-0.323809523809524
NVDA,430.45,0.13,+5.49%,2.37,392.37,0.919,2023-06-30,392.5,1.26,390.0,1.13,-0.0724999999999999,-0.557692307692307
RIOT,11.68,0.25,+33.33%,0.75,11.25,0.662,2023-06-23,11.5,0.31,10.5,0.06,-0.0879999999999999,-0.35199999999999987
TGT,133.22,0.22,+28.21%,0.78,131.78,0.688,2023-06-23,132.0,0.62,131.0,0.4,-0.092,-0.4181818181818185
NKE,109.98,0.62,+44.93%,1.38,106.38,0.639,2023-06-30,107.0,2.63,105.0,2.01,-0.1019999999999999,-0.16451612903225796
COIN,58.1,0.57,+39.86%,1.43,56.43,0.664,2023-06-23,57.0,1.03,55.0,0.46,-0.1019999999999999,-0.1789473684210525
NVAX,7.44,0.06,+13.64%,0.44,6.94,0.665,2023-06-30,7.0,0.23,6.5,0.17,-0.1074999999999999,-1.7916666666666665
ABNB,127.46,0.14,+16.28%,0.86,124.86,0.746,2023-06-23,125.0,0.6,124.0,0.46,-0.1139999999999999,-0.8142857142857142
NVDA,430.45,2.2,+78.57%,2.8,427.8,0.537,2023-06-30,430.0,10.75,425.0,8.55,-0.1149999999999995,-0.05227272727272715
COIN,58.1,0.25,+33.33%,0.75,56.75,0.634,2023-06-23,57.0,1.03,56.0,0.78,-0.1159999999999999,-0.464
WAL,36.6,0.1,+25.00%,0.4,36.4,0.555,2023-06-23,36.5,0.5,36.0,0.4,-0.1224999999999999,-1.2249999999999996
FDX,225.84,0.15,+6.38%,2.35,219.85,0.885,2023-06-23,220.0,0.35,217.5,0.2,-0.1374999999999999,-0.9166666666666666
TSLA,259.46,0.8,+47.06%,1.7,251.7,0.622,2023-06-30,252.5,6.65,250.0,5.85,-0.1449999999999999,-0.18124999999999994
TSLA,259.46,0.45,+21.95%,2.05,242.05,0.7609999999999999,2023-06-30,242.5,3.5,240.0,3.05,-0.1475000000000002,-0.32777777777777817
COIN,58.1,0.4,+25.00%,1.6,53.6,0.725,2023-06-30,54.0,1.3,52.0,0.9,-0.15,-0.3750000000000001
TGT,133.22,0.6,+42.86%,1.4,131.4,0.618,2023-06-30,132.0,1.73,130.0,1.13,-0.1639999999999999,-0.2733333333333334
TSLA,259.46,0.6,+31.58%,1.9,246.9,0.6940000000000001,2023-06-30,247.5,4.9,245.0,4.3,-0.1649999999999997,-0.2749999999999998
NVAX,7.44,0.13,+14.94%,0.87,6.87,0.687,2023-06-30,7.0,0.23,6.0,0.1,-0.1829999999999999,-1.4076923076923071
COIN,58.1,0.66,+49.25%,1.34,57.34,0.5760000000000001,2023-06-23,58.0,1.44,56.0,0.78,-0.1879999999999999,-0.28484848484848463
ABNB,127.46,0.29,+16.96%,1.71,124.71,0.758,2023-06-23,125.0,0.6,123.0,0.31,-0.1939999999999999,-0.6689655172413794
FDX,225.84,0.21,+9.17%,2.29,217.29,0.8370000000000001,2023-06-30,217.5,0.81,215.0,0.6,-0.1974999999999998,-0.9404761904761897
COIN,58.1,0.98,+48.51%,2.02,57.02,0.607,2023-06-23,58.0,1.44,55.0,0.46,-0.199,-0.203061224489796
META,281.64,0.72,+40.45%,1.78,276.78,0.632,2023-06-30,277.5,3.7,275.0,2.98,-0.1999999999999999,-0.2777777777777778
FDX,225.84,0.74,+42.05%,1.76,224.26,0.623,2023-06-23,225.0,1.51,222.5,0.77,-0.2025,-0.27364864864864863
COIN,58.1,0.73,+32.16%,2.27,56.27,0.679,2023-06-23,57.0,1.03,54.0,0.3,-0.2329999999999999,-0.3191780821917806
FDX,225.84,0.23,+4.82%,4.77,219.77,0.888,2023-06-23,220.0,0.35,215.0,0.12,-0.3299999999999999,-1.4347826086956517
COIN,58.1,1.14,+39.86%,2.86,56.86,0.623,2023-06-23,58.0,1.44,54.0,0.3,-0.368,-0.3228070175438597
NFLX,424.45,0.35,+16.28%,2.15,412.15,0.7,2023-06-30,412.5,4.15,410.0,3.8,-0.4,-1.1428571428571432
